iter,_runtime,_timestamp,lr,_step,val/loss,train/loss,train/step_loss,Sample Generation,seed
910.0,140.8495962,1779630892.89098,,95,,,1.6312891244888306,,3242
920.0,141.8096641,1779630893.851032,,96,,,1.6010099649429321,,3242
930.0,142.7898668,1779630894.8317583,,97,,,1.5814564228057861,,3242
940.0,143.7583164,1779630895.7996948,,98,,,1.585983395576477,,3242
950.0,144.7246817,1779630896.7660677,,99,,,1.5518032312393188,,3242
960.0,145.6982374,1779630897.7393177,,100,,,1.5616072416305542,,3242
970.0,146.6681289,1779630898.709481,,101,,,1.5523977279663086,,3242
980.0,147.6377578,1779630899.679144,,102,,,1.5080140829086304,,3242
990.0,148.6046978,1779630900.646083,,103,,,1.5470894575119019,,3242
1000.0,162.8386211,1779630914.8796105,0.0009271396472013282,104,1.6681334972381592,1.467783808708191,,,3242
1000.0,162.9340663,1779630914.97537,,105,,,1.5627038478851318,,3242
1010.0,163.8936714,1779630915.9350557,,106,,,1.5690938234329224,,3242
1020.0,164.8567104,1779630916.8975952,,107,,,1.5634868144989014,,3242
1030.0,165.8201673,1779630917.861351,,108,,,1.5479974746704102,,3242
1040.0,166.7834079,1779630918.8247933,,109,,,1.537299633026123,,3242
1050.0,167.7433655,1779630919.78469,,110,,,1.5474448204040527,,3242
1060.0,168.7122865,1779630920.7530262,,111,,,1.544856071472168,,3242
1070.0,169.6829007,1779630921.7242832,,112,,,1.5443140268325806,,3242
1080.0,170.6493237,1779630922.6900482,,113,,,1.5032292604446411,,3242
1090.0,171.6195545,1779630923.6609378,,114,,,1.5214396715164185,,3242
1100.0,172.5904159,1779630924.6311848,,115,,,1.5018274784088135,,3242
1110.0,173.5635423,1779630925.604926,,116,,,1.498595952987671,,3242
1120.0,174.5368403,1779630926.5782244,,117,,,1.4945721626281738,,3242
1130.0,175.4676439,1779630927.5078263,,118,,,1.5080504417419434,,3242
1140.0,176.4356546,1779630928.477038,,119,,,1.502521276473999,,3242
1150.0,177.4027642,1779630929.444147,,120,,,1.4711649417877197,,3242
1160.0,178.374003,1779630930.4151592,,121,,,1.4963325262069702,,3242
1170.0,179.3324303,1779630931.3732345,,122,,,1.5060852766036987,,3242
1180.0,180.3052176,1779630932.3466039,,123,,,1.4745697975158691,,3242
1190.0,181.2299338,1779630933.2713146,,124,,,1.515710473060608,,3242
1200.0,182.153022,1779630934.1944065,,125,,,1.499307632446289,,3242
1210.0,183.0758018,1779630935.1172364,,126,,,1.4966756105422974,,3242
1220.0,183.9989844,1779630936.0402536,,127,,,1.4889352321624756,,3242
1230.0,184.9225294,1779630936.9636931,,128,,,1.4552340507507324,,3242
1240.0,185.8473922,1779630937.8883727,,129,,,1.4718153476715088,,3242
1250.0,199.8662057,1779630951.9065945,0.000883125098683892,130,1.6085195541381836,1.3961482048034668,,,3242
1250.0,199.9604823,1779630952.0017116,,131,,,1.4928960800170898,,3242
1260.0,200.8771933,1779630952.9185522,,132,,,1.4681044816970825,,3242
1270.0,201.8007796,1779630953.8416686,,133,,,1.4959657192230225,,3242
1280.0,202.7245407,1779630954.765924,,134,,,1.4716651439666748,,3242
1290.0,203.6417566,1779630955.6830504,,135,,,1.4756907224655151,,3242
1300.0,204.5569977,1779630956.5983725,,136,,,1.4360363483428955,,3242
1310.0,205.4888884,1779630957.5302744,,137,,,1.459764003753662,,3242
1320.0,206.4131951,1779630958.4545486,,138,,,1.4325743913650513,,3242
1330.0,207.3305323,1779630959.3719013,,139,,,1.4497073888778687,,3242
1340.0,208.2559246,1779630960.297192,,140,,,1.4621572494506836,,3242
1350.0,209.1705758,1779630961.2116973,,141,,,1.4428184032440186,,3242
1360.0,210.0889384,1779630962.1302989,,142,,,1.4381461143493652,,3242
1370.0,211.0077513,1779630963.0491369,,143,,,1.423058271408081,,3242
1380.0,211.92565,1779630963.966542,,144,,,1.4589009284973145,,3242
1390.0,212.8431403,1779630964.8842437,,145,,,1.4416985511779785,,3242
1400.0,213.7678052,1779630965.807665,,146,,,1.4257415533065796,,3242
1410.0,214.689455,1779630966.7308197,,147,,,1.4393932819366455,,3242
1420.0,215.6098882,1779630967.6512003,,148,,,1.4259546995162964,,3242
1430.0,216.5236037,1779630968.5649853,,149,,,1.4218932390213013,,3242
1440.0,217.4476514,1779630969.489543,,150,,,1.4241347312927246,,3242
1450.0,218.3755298,1779630970.4167712,,151,,,1.4344325065612793,,3242
1460.0,219.2903234,1779630971.3308427,,152,,,1.4232518672943115,,3242
1470.0,220.2210706,1779630972.2619827,,153,,,1.417945384979248,,3242
1480.0,221.1421904,1779630973.1820402,,154,,,1.4158998727798462,,3242
1490.0,222.0557817,1779630974.0971668,,155,,,1.40257728099823,,3242
1500.0,235.9707073,1779630988.0097785,0.0008305704108364302,156,1.5522903203964233,1.3366061449050903,,,3242
1500.0,236.0635698,1779630988.1044612,,157,,,1.395380973815918,,3242
1510.0,236.982561,1779630989.0239446,,158,,,1.4329466819763184,,3242
1520.0,237.9005905,1779630989.9411583,,159,,,1.3798257112503052,,3242
1530.0,238.8234136,1779630990.8647964,,160,,,1.4087764024734497,,3242
1540.0,239.7386148,1779630991.7799988,,161,,,1.4111539125442505,,3242
1550.0,240.6500957,1779630992.6914532,,162,,,1.4086562395095825,,3242
1560.0,241.5737936,1779630993.6150491,,163,,,1.41145658493042,,3242
1570.0,242.4966916,1779630994.5378048,,164,,,1.4082938432693481,,3242
1580.0,243.4215756,1779630995.4628656,,165,,,1.4009793996810913,,3242
1590.0,244.3351372,1779630996.3759482,,166,,,1.363524317741394,,3242
1600.0,245.2573563,1779630997.298741,,167,,,1.382057547569275,,3242
1610.0,246.1740637,1779630998.2153974,,168,,,1.386868953704834,,3242
1620.0,247.0899375,1779630999.1310413,,169,,,1.3747438192367554,,3242
1630.0,248.0107321,1779631000.0526235,,170,,,1.3967227935791016,,3242
1640.0,248.9276293,1779631000.9690087,,171,,,1.3882486820220947,,3242
1650.0,249.8713846,1779631001.9125943,,172,,,1.372306227684021,,3242
1660.0,250.8399895,1779631002.8790991,,173,,,1.4170061349868774,,3242
1670.0,251.7949379,1779631003.8363218,,174,,,1.3743199110031128,,3242
1680.0,252.7487421,1779631004.789927,,175,,,1.3806936740875244,,3242
1690.0,253.7063862,1779631005.7475135,,176,,,1.3706971406936646,,3242
1700.0,254.6657691,1779631006.7071514,,177,,,1.3838090896606445,,3242
1710.0,255.6268458,1779631007.6682315,,178,,,1.3588367700576782,,3242
1720.0,256.583436,1779631008.6245925,,179,,,1.3768260478973389,,3242
1730.0,257.5392079,1779631009.5805936,,180,,,1.3699299097061157,,3242
1740.0,258.5035789,1779631010.5448525,,181,,,1.3379240036010742,,3242
1750.0,272.7435682,1779631024.7842743,0.0007708228984017721,182,1.538712978363037,1.2991336584091187,,,3242
1750.0,272.8433653,1779631024.8842533,,183,,,1.4032609462738037,,3242
1760.0,273.8009046,1779631025.8413098,,184,,,1.3677232265472412,,3242
1770.0,274.7588202,1779631026.800203,,185,,,1.3637927770614624,,3242
1780.0,275.7149902,1779631027.7563746,,186,,,1.3574386835098267,,3242
1790.0,276.6780323,1779631028.7194173,,187,,,1.3708672523498535,,3242
1800.0,277.6311673,1779631029.672534,,188,,,1.365722894668579,,3242
1810.0,278.5913436,1779631030.6325078,,189,,,1.3661450147628784,,3242
1820.0,279.551918,1779631031.5927503,,190,,,1.3514035940170288,,3242
1830.0,280.5054263,1779631032.5464065,,191,,,1.387740969657898,,3242
1840.0,281.4725885,1779631033.5133,,192,,,1.3447895050048828,,3242
1850.0,282.4296348,1779631034.4706104,,193,,,1.3646000623703003,,3242
1860.0,283.3926088,1779631035.4339674,,194,,,1.3654574155807495,,3242
1870.0,284.3512303,1779631036.3920722,,195,,,1.3388874530792236,,3242
1880.0,285.307571,1779631037.3489563,,196,,,1.3427072763442993,,3242
1890.0,286.2796903,1779631038.3210764,,197,,,1.3806740045547485,,3242
1900.0,287.2349013,1779631039.2760315,,198,,,1.3421692848205566,,3242
1910.0,288.1895588,1779631040.23029,,199,,,1.3593918085098267,,3242
1920.0,289.1533154,1779631041.1946998,,200,,,1.3406181335449219,,3242
1930.0,290.1128032,1779631042.1536973,,201,,,1.3375853300094604,,3242
1940.0,291.0725979,1779631043.113828,,202,,,1.359561562538147,,3242
1950.0,292.0324945,1779631044.0734053,,203,,,1.3610749244689941,,3242
1960.0,292.9975115,1779631045.0388963,,204,,,1.3488355875015259,,3242
1970.0,293.954532,1779631045.9959168,,205,,,1.332336187362671,,3242
1980.0,294.9170321,1779631046.9584181,,206,,,1.3364169597625732,,3242
1990.0,295.8759975,1779631047.917381,,207,,,1.3649510145187378,,3242
2000.0,309.8756883,1779631061.915293,0.0007054142744895884,208,1.5129995346069336,1.2618660926818848,,,3242
2000.0,309.9710776,1779631062.0124629,,209,,,1.3398717641830444,,3242
2010.0,310.8861007,1779631062.9270506,,210,,,1.3821907043457031,,3242
2020.0,311.8066023,1779631063.8479383,,211,,,1.3357487916946411,,3242
2030.0,312.7294378,1779631064.7698214,,212,,,1.3052034378051758,,3242
2040.0,313.646288,1779631065.6875496,,213,,,1.3492116928100586,,3242
2050.0,314.5607235,1779631066.6021078,,214,,,1.342252254486084,,3242
2060.0,315.4696936,1779631067.510698,,215,,,1.330081582069397,,3242
2070.0,316.3874565,1779631068.4287803,,216,,,1.3094847202301025,,3242
2080.0,317.3062121,1779631069.3474138,,217,,,1.3434410095214844,,3242
2090.0,318.2235804,1779631070.2649643,,218,,,1.3222812414169312,,3242
2100.0,319.1408976,1779631071.182789,,219,,,1.3177827596664429,,3242
2110.0,320.0599338,1779631072.101303,,220,,,1.3265384435653687,,3242
2120.0,320.9794191,1779631073.0208037,,221,,,1.3067909479141235,,3242
2130.0,321.9029101,1779631073.9428036,,222,,,1.3533809185028076,,3242
2140.0,322.8218357,1779631074.8631287,,223,,,1.3057035207748413,,3242
2150.0,323.7444457,1779631075.7856464,,224,,,1.3264845609664917,,3242
2160.0,324.6612098,1779631076.7031012,,225,,,1.33233642578125,,3242
2170.0,325.5866473,1779631077.6277401,,226,,,1.3191230297088623,,3242
2180.0,326.5173458,1779631078.5587316,,227,,,1.2964071035385132,,3242
2190.0,327.4732835,1779631079.5129962,,228,,,1.3433822393417358,,3242
2200.0,328.4419089,1779631080.4832397,,229,,,1.3169457912445068,,3242
2210.0,329.4097182,1779631081.451104,,230,,,1.296473503112793,,3242
2220.0,330.3724053,1779631082.4135346,,231,,,1.2869269847869873,,3242
2230.0,331.3448144,1779631083.3861961,,232,,,1.2939348220825195,,3242
2240.0,332.3149706,1779631084.356354,,233,,,1.3066761493682861,,3242
2250.0,346.5655879,1779631098.6057549,0.0006360213829156177,234,1.489280343055725,1.2281287908554077,,,3242
2250.0,346.6644309,1779631098.7052708,,235,,,1.333408236503601,,3242
2260.0,347.6299253,1779631099.6713097,,236,,,1.3148787021636963,,3242
2270.0,348.5875885,1779631100.6289728,,237,,,1.263176679611206,,3242
2280.0,349.5546364,1779631101.5950232,,238,,,1.2821310758590698,,3242
2290.0,350.5179561,1779631102.5593405,,239,,,1.3038731813430786,,3242
2300.0,351.4809605,1779631103.522344,,240,,,1.3024786710739136,,3242
2310.0,352.4540684,1779631104.4959598,,241,,,1.2889125347137451,,3242
2320.0,353.4234112,1779631105.4647958,,242,,,1.305182933807373,,3242
2330.0,354.3913471,1779631106.4323635,,243,,,1.302233099937439,,3242
2340.0,355.3574436,1779631107.3981242,,244,,,1.301960825920105,,3242
2350.0,356.3306486,1779631108.3713222,,245,,,1.2801117897033691,,3242
2360.0,357.2987812,1779631109.3398783,,246,,,1.2804099321365356,,3242
2370.0,358.273603,1779631110.3148286,,247,,,1.27886164188385,,3242
2380.0,359.2411521,1779631111.281988,,248,,,1.3102326393127441,,3242
2390.0,360.2143935,1779631112.2557795,,249,,,1.3069522380828857,,3242
2400.0,361.1780404,1779631113.2185137,,250,,,1.30618155002594,,3242
2410.0,362.1493101,1779631114.1903646,,251,,,1.2762264013290405,,3242
2420.0,363.12478,1779631115.1661642,,252,,,1.3047531843185425,,3242
2430.0,364.0944132,1779631116.1357892,,253,,,1.2939913272857666,,3242
2440.0,365.0627955,1779631117.1032853,,254,,,1.298397421836853,,3242
2450.0,366.0315452,1779631118.0729308,,255,,,1.2685891389846802,,3242
2460.0,367.0029171,1779631119.0437453,,256,,,1.2707533836364746,,3242
2470.0,367.9725015,1779631120.0138674,,257,,,1.270533800125122,,3242
2480.0,368.9383508,1779631120.979571,,258,,,1.278560757637024,,3242
2490.0,369.9063212,1779631121.947705,,259,,,1.2843824625015259,,3242
2500.0,383.8992654,1779631135.9403846,0.000564423209907245,260,1.4841686487197876,1.2063722610473633,,,3242
2500.0,383.9941504,1779631136.0355039,,261,,,1.2579457759857178,,3242
2510.0,384.9160392,1779631136.9573903,,262,,,1.2309837341308594,,3242
2520.0,385.8326608,1779631137.8739622,,263,,,1.2843934297561646,,3242
2530.0,386.757416,1779631138.7988002,,264,,,1.2655127048492432,,3242
2540.0,387.6751533,1779631139.7165365,,265,,,1.2538825273513794,,3242
2550.0,388.592322,1779631140.633638,,266,,,1.269791841506958,,3242
2560.0,389.5177152,1779631141.5583656,,267,,,1.2704863548278809,,3242
2570.0,390.4355865,1779631142.4769692,,268,,,1.2668185234069824,,3242
2580.0,391.3606254,1779631143.4019468,,269,,,1.2318923473358154,,3242
2590.0,392.2859516,1779631144.327339,,270,,,1.258145809173584,,3242
2600.0,393.200941,1779631145.2422824,,271,,,1.2554537057876587,,3242
2610.0,394.1171799,1779631146.1575654,,272,,,1.259743571281433,,3242
2620.0,395.0721805,1779631147.1128445,,273,,,1.2657546997070312,,3242
2630.0,396.0332154,1779631148.0740924,,274,,,1.273513913154602,,3242
2640.0,396.9924346,1779631149.0333047,,275,,,1.2737059593200684,,3242
2650.0,397.9544505,1779631149.9957821,,276,,,1.244407296180725,,3242
2660.0,398.9194682,1779631150.9608228,,277,,,1.275815486907959,,3242
2670.0,399.8828866,1779631151.9241457,,278,,,1.246636152267456,,3242
2680.0,400.8508699,1779631152.8921607,,279,,,1.2604098320007324,,3242
2690.0,401.8176012,1779631153.858328,,280,,,1.245282769203186,,3242
2700.0,402.7742372,1779631154.815622,,281,,,1.2245807647705078,,3242
2710.0,403.7496152,1779631155.790956,,282,,,1.2551101446151733,,3242
2720.0,404.7115312,1779631156.7529156,,283,,,1.2519537210464478,,3242
2730.0,405.6671288,1779631157.7084458,,284,,,1.277662754058838,,3242
2740.0,406.5918458,1779631158.6332326,,285,,,1.2850255966186523,,3242
2750.0,420.5568303,1779631172.5981874,0.0004924552772419723,286,1.4786441326141357,1.1788039207458496,,,3242
2750.0,420.655924,1779631172.69725,,287,,,1.260498285293579,,3242
2760.0,421.6147313,1779631173.6557667,,288,,,1.2691099643707275,,3242
2770.0,422.5800089,1779631174.621393,,289,,,1.2411407232284546,,3242
2780.0,423.5265521,1779631175.5677834,,290,,,1.2650643587112427,,3242
2790.0,424.4847603,1779631176.525041,,291,,,1.2666460275650024,,3242
2800.0,425.4345425,1779631177.4751143,,292,,,1.2356499433517456,,3242
2810.0,426.3879578,1779631178.4293425,,293,,,1.2377182245254517,,3242
2820.0,427.3429804,1779631179.3842974,,294,,,1.297203779220581,,3242
2830.0,428.3022487,1779631180.3436294,,295,,,1.2406339645385742,,3242
2840.0,429.263218,1779631181.3046038,,296,,,1.2287636995315552,,3242
2850.0,430.1861047,1779631182.2273045,,297,,,1.242354154586792,,3242
2860.0,431.1074248,1779631183.1485083,,298,,,1.223238229751587,,3242
2870.0,432.0318358,1779631184.0732214,,299,,,1.225084900856018,,3242
2880.0,432.9530346,1779631184.9944165,,300,,,1.264521837234497,,3242
2890.0,433.8717943,1779631185.9131696,,301,,,1.2315269708633423,,3242
2900.0,434.7953671,1779631186.8367536,,302,,,1.2772411108016968,,3242
2910.0,435.7093732,1779631187.7502666,,303,,,1.2663596868515015,,3242
2920.0,436.6260159,1779631188.667404,,304,,,1.2731351852416992,,3242
2930.0,437.5833875,1779631189.6243713,,305,,,1.2340446710586548,,3242
2940.0,438.5451084,1779631190.585966,,306,,,1.2553460597991943,,3242
2950.0,439.5045617,1779631191.5459468,,307,,,1.2173562049865723,,3242
2960.0,440.4715488,1779631192.5129335,,308,,,1.245360016822815,,3242
2970.0,441.4545968,1779631193.494926,,309,,,1.2539881467819214,,3242
2980.0,442.4107458,1779631194.4521048,,310,,,1.2292853593826294,,3242
2990.0,443.382385,1779631195.4237702,,311,,,1.258087396621704,,3242
3000.0,457.4504947,1779631209.488911,0.0004219625860160354,312,1.470516562461853,1.156691551208496,,,3242
3000.0,457.5487382,1779631209.5890427,,313,,,1.2393345832824707,,3242
3010.0,458.4680707,1779631210.5094569,,314,,,1.2380683422088623,,3242
3020.0,459.3897844,1779631211.4309738,,315,,,1.2358899116516113,,3242
3030.0,460.3178572,1779631212.3585227,,316,,,1.2274304628372192,,3242
3040.0,461.2396047,1779631213.2809885,,317,,,1.219027042388916,,3242
3050.0,462.1589197,1779631214.2003038,,318,,,1.220134973526001,,3242
3060.0,463.0753476,1779631215.1162357,,319,,,1.237943172454834,,3242
3070.0,464.0053939,1779631216.0463407,,320,,,1.242070198059082,,3242
3080.0,464.9272916,1779631216.9685738,,321,,,1.213621973991394,,3242
3090.0,465.8473765,1779631217.8887615,,322,,,1.2190271615982056,,3242
3100.0,466.7659765,1779631218.807329,,323,,,1.2285966873168945,,3242
3110.0,467.6931933,1779631219.7345781,,324,,,1.237575888633728,,3242
3120.0,468.6116831,1779631220.6525772,,325,,,1.2394825220108032,,3242
3130.0,469.5330278,1779631221.5744112,,326,,,1.2072008848190308,,3242
3140.0,470.4706724,1779631222.5120583,,327,,,1.214457631111145,,3242
3150.0,471.4304363,1779631223.4712334,,328,,,1.2269084453582764,,3242
3160.0,472.3903941,1779631224.4317157,,329,,,1.1996005773544312,,3242
3170.0,473.3549894,1779631225.396374,,330,,,1.2149641513824463,,3242
3180.0,474.3156499,1779631226.3570344,,331,,,1.236752986907959,,3242
3190.0,475.2797101,1779631227.321095,,332,,,1.2146005630493164,,3242
3200.0,476.2501252,1779631228.2915084,,333,,,1.1988447904586792,,3242
3210.0,477.2167011,1779631229.2580779,,334,,,1.1852025985717773,,3242
3220.0,478.1768603,1779631230.218243,,335,,,1.230103850364685,,3242
3230.0,479.1398653,1779631231.181244,,336,,,1.2152007818222046,,3242
3240.0,480.1101705,1779631232.1515505,,337,,,1.2084424495697021,,3242
3250.0,494.2526677,1779631246.293737,0.00035475231739709885,338,1.4630045890808105,1.1315845251083374,,,3242
3250.0,494.3519573,1779631246.3926492,,339,,,1.2234596014022827,,3242
3260.0,495.3076488,1779631247.349034,,340,,,1.189358115196228,,3242
3270.0,496.2626576,1779631248.303849,,341,,,1.2170941829681396,,3242
3280.0,497.2279757,1779631249.2684255,,342,,,1.2056783437728882,,3242
3290.0,498.1913459,1779631250.2327306,,343,,,1.2387176752090454,,3242
3300.0,499.1457286,1779631251.1868074,,344,,,1.1789493560791016,,3242
3310.0,500.0685879,1779631252.109951,,345,,,1.247030258178711,,3242
3320.0,501.0083504,1779631253.0496051,,346,,,1.1881816387176514,,3242
3330.0,501.9252726,1779631253.9664648,,347,,,1.2032856941223145,,3242
3340.0,502.8461012,1779631254.8863225,,348,,,1.2194712162017822,,3242
3350.0,503.7671725,1779631255.8085034,,349,,,1.2016115188598633,,3242
3360.0,504.6833223,1779631256.7247086,,350,,,1.220526933670044,,3242
3370.0,505.6013844,1779631257.6426013,,351,,,1.2224030494689941,,3242
3380.0,506.5218395,1779631258.5632257,,352,,,1.1949114799499512,,3242
3390.0,507.4410086,1779631259.4822013,,353,,,1.1962910890579224,,3242
3400.0,508.3602716,1779631260.4016566,,354,,,1.2311574220657349,,3242
3410.0,509.2813243,1779631261.3227062,,355,,,1.1836737394332886,,3242
3420.0,510.1991781,1779631262.2401264,,356,,,1.1876697540283203,,3242
3430.0,511.1265957,1779631263.1673746,,357,,,1.2021214962005615,,3242
3440.0,512.0402252,1779631264.0808263,,358,,,1.2179081439971924,,3242
3450.0,512.954399,1779631264.9947846,,359,,,1.2103862762451172,,3242
3460.0,513.8624058,1779631265.9037912,,360,,,1.20317542552948,,3242
3470.0,514.7714782,1779631266.8123264,,361,,,1.2059673070907593,,3242
3480.0,515.7041667,1779631267.7453053,,362,,,1.203911542892456,,3242
3490.0,516.6304391,1779631268.6718252,,363,,,1.1965996026992798,,3242
3500.0,530.6101849,1779631282.6510627,0.0002925475029450237,364,1.4659552574157715,1.1142386198043823,,,3242
3500.0,530.7055068,1779631282.7463992,,365,,,1.1865003108978271,,3242
3510.0,531.6124571,1779631283.6528807,,366,,,1.1682440042495728,,3242
