_step,iter,_runtime,train/step_loss,val/loss,_timestamp,Sample Generation,lr,train/loss,seed
369,3540.0,452.410779,3.3123645782470703,,1779702491.3031545,,,,2026
370,3550.0,453.2334662,3.3446412086486816,,1779702492.1247656,,,,2026
371,3560.0,454.0593294,3.3133482933044434,,1779702492.951499,,,,2026
372,3570.0,454.8811275,3.2921175956726074,,1779702493.7727885,,,,2026
373,3580.0,455.7039926,3.333672046661377,,1779702494.5962949,,,,2026
374,3590.0,456.5265429,3.284158229827881,,1779702495.418917,,,,2026
375,3600.0,457.3487528,3.328585624694824,,1779702496.2401037,,,,2026
376,3610.0,458.171344,3.3285274505615234,,1779702497.0637188,,,,2026
377,3620.0,458.9950687,3.303436756134033,,1779702497.887445,,,,2026
378,3630.0,459.8209624,3.3014912605285645,,1779702498.7133312,,,,2026
379,3640.0,460.641847,3.3067941665649414,,1779702499.5341265,,,,2026
380,3650.0,461.4656257,3.3025951385498047,,1779702500.3577697,,,,2026
381,3660.0,462.2910271,3.3088159561157227,,1779702501.1831067,,,,2026
382,3670.0,463.1120542,3.298524856567383,,1779702502.0044296,,,,2026
383,3680.0,463.9363734,3.319532871246338,,1779702502.82783,,,,2026
384,3690.0,464.7608885,3.329819679260254,,1779702503.6529994,,,,2026
385,3700.0,465.5829723,3.29390287399292,,1779702504.4753504,,,,2026
386,3710.0,466.4053237,3.3015007972717285,,1779702505.297696,,,,2026
387,3720.0,467.2300317,3.3058576583862305,,1779702506.1224031,,,,2026
388,3730.0,468.0560477,3.302380084991455,,1779702506.9475799,,,,2026
389,3740.0,468.8777976,3.3262314796447754,,1779702507.770172,,,,2026
390,3750.0,480.2924282,,3.357347011566162,1779702519.1843638,,0.00023694285222843113,3.3171494007110596,2026
391,3750.0,480.3771256,3.3577237129211426,,1779702519.2694082,,,,2026
392,3760.0,481.2000046,3.286792278289795,,1779702520.0921156,,,,2026
393,3770.0,482.0249978,3.304564952850342,,1779702520.916884,,,,2026
394,3780.0,482.8457004,3.2992920875549316,,1779702521.7377636,,,,2026
395,3790.0,483.6701011,3.313079833984375,,1779702522.56218,,,,2026
396,3800.0,484.4926191,3.2657151222229004,,1779702523.384959,,,,2026
397,3810.0,485.3144919,3.3373970985412598,,1779702524.2060888,,,,2026
398,3820.0,486.1375692,3.2940516471862793,,1779702525.0297823,,,,2026
399,3830.0,486.9608571,3.2897653579711914,,1779702525.8527398,,,,2026
400,3840.0,487.7821972,3.3161559104919434,,1779702526.6745727,,,,2026
401,3850.0,488.6052844,3.3146495819091797,,1779702527.4975321,,,,2026
402,3860.0,489.4279956,3.3071489334106445,,1779702528.3203528,,,,2026
403,3870.0,490.2500206,3.3235268592834473,,1779702529.1423948,,,,2026
404,3880.0,491.0724359,3.28910493850708,,1779702529.964811,,,,2026
405,3890.0,491.8945815,3.31783390045166,,1779702530.7869592,,,,2026
406,3900.0,492.7180534,3.328610897064209,,1779702531.6104302,,,,2026
407,3910.0,493.5392053,3.3151302337646484,,1779702532.4315784,,,,2026
408,3920.0,494.3634135,3.3374552726745605,,1779702533.2552834,,,,2026
409,3930.0,495.1882345,3.2902321815490723,,1779702534.0805743,,,,2026
410,3940.0,496.0080468,3.317746639251709,,1779702534.9004211,,,,2026
411,3950.0,496.8327462,3.2999720573425293,,1779702535.7248757,,,,2026
412,3960.0,497.6584886,3.308279037475586,,1779702536.5508597,,,,2026
413,3970.0,498.4797687,3.2874398231506348,,1779702537.3718975,,,,2026
414,3980.0,499.3028742,3.301968574523926,,1779702538.1944275,,,,2026
415,3990.0,500.1271137,3.319516181945801,,1779702539.019488,,,,2026
416,4000.0,511.5388821,,3.3596878051757812,1779702550.4307556,,0.00018936387015941957,3.3192389011383057,2026
417,4000.0,511.626385,3.292083740234375,,1779702550.5185332,,,,2026
418,4010.0,512.4487365,3.2817130088806152,,1779702551.3410053,,,,2026
419,4020.0,513.2715627,3.319225311279297,,1779702552.1639383,,,,2026
420,4030.0,514.0950862,3.310922622680664,,1779702552.9873614,,,,2026
421,4040.0,514.9162566,3.2908172607421875,,1779702553.807609,,,,2026
422,4050.0,515.7394325,3.30037784576416,,1779702554.6314359,,,,2026
423,4060.0,516.5619805,3.3083548545837402,,1779702555.4541574,,,,2026
424,4070.0,517.3842451,3.3290200233459473,,1779702556.2766206,,,,2026
425,4080.0,518.2064582,3.3010311126708984,,1779702557.098097,,,,2026
426,4090.0,519.0285867,3.3596854209899902,,1779702557.920033,,,,2026
427,4100.0,519.8515973,3.320446014404297,,1779702558.7431798,,,,2026
428,4110.0,520.673087,3.303926944732666,,1779702559.5651104,,,,2026
429,4120.0,521.4954071,3.284905433654785,,1779702560.3876104,,,,2026
430,4130.0,522.315505,3.320997714996338,,1779702561.2078784,,,,2026
431,4140.0,523.1377068,3.3031845092773438,,1779702562.0300822,,,,2026
432,4150.0,523.96201,3.341427803039551,,1779702562.8543828,,,,2026
433,4160.0,524.7822247,3.3026180267333984,,1779702563.6744213,,,,2026
434,4170.0,525.6076291,3.3225340843200684,,1779702564.5000026,,,,2026
435,4180.0,526.4328433,3.3197059631347656,,1779702565.3252182,,,,2026
436,4190.0,527.259323,3.3101577758789062,,1779702566.151695,,,,2026
437,4200.0,528.080523,3.3044466972351074,,1779702566.9727387,,,,2026
438,4210.0,528.904281,3.2826905250549316,,1779702567.7966561,,,,2026
439,4220.0,529.730566,3.3299484252929688,,1779702568.6229365,,,,2026
440,4230.0,530.5521332,3.3203210830688477,,1779702569.4442942,,,,2026
441,4240.0,531.3724968,3.3025951385498047,,1779702570.2648733,,,,2026
442,4250.0,542.7980145,,3.363833427429199,1779702581.6899636,,0.00015103031213214996,3.31827449798584,2026
443,4250.0,542.8833752,3.346766948699951,,1779702581.7757528,,,,2026
444,4260.0,543.7078843,3.3210396766662598,,1779702582.5993507,,,,2026
445,4270.0,544.5305307,3.291585922241211,,1779702583.422232,,,,2026
446,4280.0,545.3557926,3.2908401489257812,,1779702584.2478867,,,,2026
447,4290.0,546.1765605,3.3371405601501465,,1779702585.0689383,,,,2026
448,4300.0,547.0011988,3.32020902633667,,1779702585.8935752,,,,2026
449,4310.0,547.8255273,3.27960205078125,,1779702586.7179039,,,,2026
450,4320.0,548.6474583,3.312488079071045,,1779702587.5391018,,,,2026
451,4330.0,549.4725019,3.3054614067077637,,1779702588.3647645,,,,2026
452,4340.0,550.2968688,3.336641311645508,,1779702589.1891592,,,,2026
453,4350.0,551.1185382,3.313138008117676,,1779702590.0107963,,,,2026
454,4360.0,551.9426098,3.305082321166992,,1779702590.8349879,,,,2026
455,4370.0,552.7687704,3.323060989379883,,1779702591.6608908,,,,2026
456,4380.0,553.5930591,3.332162857055664,,1779702592.4844031,,,,2026
457,4390.0,554.4155358,3.320958137512207,,1779702593.3079104,,,,2026
458,4400.0,555.238407,3.3662595748901367,,1779702594.1307814,,,,2026
459,4410.0,556.0654526,3.3149895668029785,,1779702594.9578166,,,,2026
460,4420.0,556.8866909,3.3165574073791504,,1779702595.7790663,,,,2026
461,4430.0,557.7084649,3.3254647254943848,,1779702596.6008325,,,,2026
462,4440.0,558.5330881,3.2990870475769043,,1779702597.425463,,,,2026
463,4450.0,559.3554239,3.33903169631958,,1779702598.2473125,,,,2026
464,4460.0,560.1777166,3.3100156784057617,,1779702599.0700943,,,,2026
465,4470.0,561.0021047,3.2871079444885254,,1779702599.894456,,,,2026
466,4480.0,561.8279412,3.284053325653076,,1779702600.7203114,,,,2026
467,4490.0,562.6482969,3.31510066986084,,1779702601.5406482,,,,2026
468,4500.0,574.1454333,,3.355727195739746,1779702613.0368028,,0.00012292491384519912,3.31107234954834,2026
469,4500.0,574.2337444,3.3070998191833496,,1779702613.12599,,,,2026
470,4510.0,575.056633,3.2693281173706055,,1779702613.9484353,,,,2026
471,4520.0,575.8764745,3.3242545127868652,,1779702614.7688239,,,,2026
472,4530.0,576.7014284,3.2935791015625,,1779702615.5938034,,,,2026
473,4540.0,577.5248258,3.2944846153259277,,1779702616.4169497,,,,2026
474,4550.0,578.3472055,3.298215389251709,,1779702617.239581,,,,2026
475,4560.0,579.1703016,3.356252670288086,,1779702618.0626528,,,,2026
476,4570.0,579.9937831,3.296055316925049,,1779702618.8856082,,,,2026
477,4580.0,580.8151749,3.3095502853393555,,1779702619.7075493,,,,2026
478,4590.0,581.638502,3.301107406616211,,1779702620.5306332,,,,2026
479,4600.0,582.463162,3.3158764839172363,,1779702621.3549216,,,,2026
480,4610.0,583.2847704,3.3374247550964355,,1779702622.177146,,,,2026
481,4620.0,584.109073,3.298635482788086,,1779702623.0009522,,,,2026
482,4630.0,584.9334423,3.2998604774475098,,1779702623.8257072,,,,2026
483,4640.0,585.7541584,3.317728042602539,,1779702624.6458428,,,,2026
484,4650.0,586.578447,3.2919373512268066,,1779702625.4702244,,,,2026
485,4660.0,587.4043308,3.29508638381958,,1779702626.2967021,,,,2026
486,4670.0,588.2271429,3.3232879638671875,,1779702627.1194918,,,,2026
487,4680.0,589.0505193,3.3128294944763184,,1779702627.942895,,,,2026
488,4690.0,589.8741081,3.2923154830932617,,1779702628.765572,,,,2026
489,4700.0,590.6990057,3.301456928253174,,1779702629.5913835,,,,2026
490,4710.0,591.5196878,3.285849094390869,,1779702630.4120655,,,,2026
491,4720.0,592.3415863,3.284902572631836,,1779702631.233962,,,,2026
492,4730.0,593.1662982,3.3207545280456543,,1779702632.0583594,,,,2026
493,4740.0,593.9863263,3.302772045135498,,1779702632.8786986,,,,2026
494,4750.0,605.4073491,,3.3554482460021973,1779702644.2987182,,0.00010576819746349742,3.314316987991333,2026
495,4750.0,605.4951891,3.3111162185668945,,1779702644.3871152,,,,2026
496,4760.0,606.3166303,3.290717601776123,,1779702645.2090065,,,,2026
497,4770.0,607.1399447,3.2910103797912598,,1779702646.032318,,,,2026
498,4780.0,607.9637106,3.301239013671875,,1779702646.8560886,,,,2026
499,4790.0,608.7845947,3.3101038932800293,,1779702647.6766152,,,,2026
500,4800.0,609.6100239,3.3037052154541016,,1779702648.5023997,,,,2026
501,4810.0,610.4331246,3.3122477531433105,,1779702649.3246493,,,,2026
502,4820.0,611.2549721,3.2975120544433594,,1779702650.147348,,,,2026
503,4830.0,612.0757906,3.3110976219177246,,1779702650.9681664,,,,2026
504,4840.0,612.9002393,3.327270984649658,,1779702651.7926168,,,,2026
505,4850.0,613.7219112,3.341897964477539,,1779702652.6142857,,,,2026
506,4860.0,614.5443352,3.296876907348633,,1779702653.4365299,,,,2026
507,4870.0,615.3675791,3.2820534706115723,,1779702654.2599542,,,,2026
508,4880.0,616.1885946,3.2866086959838867,,1779702655.0809665,,,,2026
509,4890.0,617.0110186,3.2850546836853027,,1779702655.9033937,,,,2026
510,4900.0,617.8333658,3.3014001846313477,,1779702656.7257428,,,,2026
511,4910.0,618.6540313,3.3017334938049316,,1779702657.5464067,,,,2026
512,4920.0,619.4756615,3.3113207817077637,,1779702658.3677423,,,,2026
513,4930.0,620.30097,3.2846755981445312,,1779702659.1931841,,,,2026
514,4940.0,621.1231207,3.3332672119140625,,1779702660.015473,,,,2026
515,4950.0,621.9448624,3.3472352027893066,,1779702660.837237,,,,2026
516,4960.0,622.7670059,3.289501667022705,,1779702661.6591146,,,,2026
517,4970.0,623.5928569,3.295469284057617,,1779702662.4852276,,,,2026
518,4980.0,624.4156977,3.3106160163879395,,1779702663.3080719,,,,2026
519,4990.0,625.2393741,3.3163065910339355,,1779702664.131526,,,,2026
520,5000.0,636.6507495,,3.355945348739624,1779702675.5431006,,0.0001,3.313373327255249,2026
521,5000.0,636.7363862,3.3359532356262207,,1779702675.6287644,,,,2026
522,,637.4944654,,,1779702676.3863487,"{'sha256': '7c0cd03790a6d30f2b31c83a26cd73123d19743df2221369db35adb7c0fa32fe', 'path': 'media/html/Sample Generation_522_7c0cd03790a6d30f2b31.html', 'size': 271, '_type': 'html-file'}",,,2026
