_step,iter,_runtime,train/step_loss,val/loss,_timestamp,Sample Generation,lr,train/loss,seed
79,750.0,105.1608328,3.319855213165283,,1779702144.0532095,,,,2026
80,760.0,105.9815544,3.3078365325927734,,1779702144.8737454,,,,2026
81,770.0,106.8058729,3.3368892669677734,,1779702145.6982498,,,,2026
82,780.0,107.6313145,3.2746171951293945,,1779702146.5236866,,,,2026
83,790.0,108.4524114,3.315840721130371,,1779702147.3445375,,,,2026
84,800.0,109.275289,3.324645519256592,,1779702148.167371,,,,2026
85,810.0,110.0986896,3.3242592811584473,,1779702148.9910455,,,,2026
86,820.0,110.9198324,3.2891950607299805,,1779702149.8121858,,,,2026
87,830.0,111.7391296,3.3490819931030273,,1779702150.6314774,,,,2026
88,840.0,112.5617965,3.3157153129577637,,1779702151.4541247,,,,2026
89,850.0,113.3835519,3.331911087036133,,1779702152.2758818,,,,2026
90,860.0,114.2074179,3.321702480316162,,1779702153.0997925,,,,2026
91,870.0,115.0303724,3.305973529815674,,1779702153.9227483,,,,2026
92,880.0,115.8562933,3.3144869804382324,,1779702154.7486832,,,,2026
93,890.0,116.67741,3.3073692321777344,,1779702155.568985,,,,2026
94,900.0,117.5011598,3.3120312690734863,,1779702156.3935325,,,,2026
95,910.0,118.3264075,3.3288512229919434,,1779702157.2186694,,,,2026
96,920.0,119.1473499,3.3157668113708496,,1779702158.0388362,,,,2026
97,930.0,119.9701349,3.3178372383117676,,1779702158.8630164,,,,2026
98,940.0,120.7924154,3.3223962783813477,,1779702159.684587,,,,2026
99,950.0,121.6144829,3.307642936706543,,1779702160.5068593,,,,2026
100,960.0,122.4366294,3.2909116744995117,,1779702161.3287203,,,,2026
101,970.0,123.2585635,3.3240742683410645,,1779702162.150939,,,,2026
102,980.0,124.0791029,3.3212313652038574,,1779702162.9714763,,,,2026
103,990.0,124.903671,3.2914576530456543,,1779702163.7965527,,,,2026
104,1000.0,136.3405271,,3.3625404834747314,1779702175.2326412,,0.0009271396472013282,3.314971923828125,2026
105,1000.0,136.4276206,3.3442983627319336,,1779702175.3192322,,,,2026
106,1010.0,137.2489879,3.2954039573669434,,1779702176.141363,,,,2026
107,1020.0,138.0719043,3.291754722595215,,1779702176.964281,,,,2026
108,1030.0,138.8959771,3.3465566635131836,,1779702177.7883515,,,,2026
109,1040.0,139.7184552,3.3081421852111816,,1779702178.6107986,,,,2026
110,1050.0,140.5420224,3.300767421722412,,1779702179.4341524,,,,2026
111,1060.0,141.3655419,3.304171562194824,,1779702180.2579107,,,,2026
112,1070.0,142.1874062,3.314584255218506,,1779702181.0797825,,,,2026
113,1080.0,143.0108077,3.283935546875,,1779702181.903163,,,,2026
114,1090.0,143.8335747,3.314696788787842,,1779702182.725895,,,,2026
115,1100.0,144.6554973,3.3139328956604004,,1779702183.5478687,,,,2026
116,1110.0,145.4779977,3.281656265258789,,1779702184.3694365,,,,2026
117,1120.0,146.3019617,3.3007941246032715,,1779702185.1943357,,,,2026
118,1130.0,147.1233572,3.3009791374206543,,1779702186.0151591,,,,2026
119,1140.0,147.9444344,3.2953367233276367,,1779702186.8368118,,,,2026
120,1150.0,148.76725390000001,3.319636344909668,,1779702187.659619,,,,2026
121,1160.0,149.5888324,3.3076515197753906,,1779702188.481149,,,,2026
122,1170.0,150.4103394,3.3145737648010254,,1779702189.301874,,,,2026
123,1180.0,151.2382811,3.3026061058044434,,1779702190.1305943,,,,2026
124,1190.0,152.063435,3.3074755668640137,,1779702190.9548426,,,,2026
125,1200.0,152.8844757,3.319552421569824,,1779702191.77674,,,,2026
126,1210.0,153.709726,3.3130850791931152,,1779702192.6021028,,,,2026
127,1220.0,154.5365182,3.3048810958862305,,1779702193.4288926,,,,2026
128,1230.0,155.3565534,3.3194031715393066,,1779702194.2487965,,,,2026
129,1240.0,156.1783776,3.320972442626953,,1779702195.070659,,,,2026
130,1250.0,167.6113924,,3.3656303882598877,1779702206.5035987,,0.000883125098683892,3.3214428424835205,2026
131,1250.0,167.6983496,3.329498767852783,,1779702206.5906544,,,,2026
132,1260.0,168.5206573,3.3503165245056152,,1779702207.4127364,,,,2026
133,1270.0,169.3432225,3.2970805168151855,,1779702208.2354953,,,,2026
134,1280.0,170.1650404,3.2566256523132324,,1779702209.0574121,,,,2026
135,1290.0,170.9883222,3.3270907402038574,,1779702209.8806984,,,,2026
136,1300.0,171.8111718,3.3005118370056152,,1779702210.7035475,,,,2026
137,1310.0,172.6373807,3.320713520050049,,1779702211.5297549,,,,2026
138,1320.0,173.4607838,3.31982421875,,1779702212.3523397,,,,2026
139,1330.0,174.2843295,3.3370447158813477,,1779702213.1767058,,,,2026
140,1340.0,175.1069379,3.2833189964294434,,1779702213.9993134,,,,2026
141,1350.0,175.9320163,3.2941207885742188,,1779702214.8243895,,,,2026
142,1360.0,176.7536862,3.331432819366455,,1779702215.6450553,,,,2026
143,1370.0,177.5772753,3.2888236045837402,,1779702216.4694612,,,,2026
144,1380.0,178.4017772,3.312480926513672,,1779702217.293525,,,,2026
145,1390.0,179.2217892,3.325716972351074,,1779702218.1141615,,,,2026
146,1400.0,180.0445171,3.3288769721984863,,1779702218.9367936,,,,2026
147,1410.0,180.8690477,3.3407106399536133,,1779702219.7613924,,,,2026
148,1420.0,181.6910189,3.330012798309326,,1779702220.5829525,,,,2026
149,1430.0,182.5149916,3.33479642868042,,1779702221.407046,,,,2026
150,1440.0,183.3411547,3.2897515296936035,,1779702222.2333055,,,,2026
151,1450.0,184.1633214,3.299100399017334,,1779702223.0552292,,,,2026
152,1460.0,184.985598,3.3044872283935547,,1779702223.8774598,,,,2026
153,1470.0,185.8074695,3.294428825378418,,1779702224.700351,,,,2026
154,1480.0,186.6336259,3.3005404472351074,,1779702225.5251586,,,,2026
155,1490.0,187.4571855,3.3166117668151855,,1779702226.349562,,,,2026
156,1500.0,198.8685996,,3.358332633972168,1779702237.7609117,,0.0008305704108364302,3.3139312267303467,2026
157,1500.0,198.9537375,3.296238899230957,,1779702237.8459234,,,,2026
158,1510.0,199.7779048,3.3255157470703125,,1779702238.6702735,,,,2026
159,1520.0,200.5998388,3.3342809677124023,,1779702239.4922168,,,,2026
160,1530.0,201.4225712,3.3131532669067383,,1779702240.3148704,,,,2026
161,1540.0,202.2474391,3.316559314727783,,1779702241.1388395,,,,2026
162,1550.0,203.0709828,3.329174518585205,,1779702241.963357,,,,2026
163,1560.0,203.8928022,3.3188118934631348,,1779702242.7851784,,,,2026
164,1570.0,204.7139263,3.287421226501465,,1779702243.606229,,,,2026
165,1580.0,205.5396259,3.3108391761779785,,1779702244.4319959,,,,2026
166,1590.0,206.3614682,3.2808938026428223,,1779702245.2538297,,,,2026
167,1600.0,207.1855917,3.3169198036193848,,1779702246.0779626,,,,2026
168,1610.0,208.008604,3.303175449371338,,1779702246.9009788,,,,2026
169,1620.0,208.8329715,3.3237266540527344,,1779702247.725113,,,,2026
170,1630.0,209.6549876,3.29054594039917,,1779702248.5473652,,,,2026
171,1640.0,210.4794643,3.3121700286865234,,1779702249.3718398,,,,2026
172,1650.0,211.3030472,3.345770835876465,,1779702250.1944208,,,,2026
173,1660.0,212.1255891,3.326930522918701,,1779702251.0179646,,,,2026
174,1670.0,212.9488814,3.306032180786133,,1779702251.8412592,,,,2026
175,1680.0,213.7726431,3.3076224327087402,,1779702252.66502,,,,2026
176,1690.0,214.5961741,3.3259410858154297,,1779702253.4884472,,,,2026
177,1700.0,215.4188865,3.32661771774292,,1779702254.3112621,,,,2026
178,1710.0,216.2432037,3.298398017883301,,1779702255.1355808,,,,2026
179,1720.0,217.0672983,3.2949376106262207,,1779702255.9586833,,,,2026
180,1730.0,217.8895489,3.306819438934326,,1779702256.7817068,,,,2026
181,1740.0,218.7127075,3.2843236923217773,,1779702257.6048772,,,,2026
182,1750.0,230.1476047,,3.3611578941345215,1779702269.0399854,,0.0007708228984017721,3.32002592086792,2026
183,1750.0,230.2365699,3.3017258644104004,,1779702269.12893,,,,2026
184,1760.0,231.0584178,3.304732322692871,,1779702269.9506404,,,,2026
185,1770.0,231.8825047,3.315511703491211,,1779702270.7748535,,,,2026
186,1780.0,232.7064717,3.3378405570983887,,1779702271.5988202,,,,2026
187,1790.0,233.5285809,3.3060903549194336,,1779702272.4209569,,,,2026
188,1800.0,234.3505814,3.295168876647949,,1779702273.2429037,,,,2026
189,1810.0,235.173248,3.286384105682373,,1779702274.0647562,,,,2026
190,1820.0,235.9966071,3.324648380279541,,1779702274.8889782,,,,2026
191,1830.0,236.8199611,3.297366142272949,,1779702275.7123332,,,,2026
192,1840.0,237.6436528,3.2996864318847656,,1779702276.5360274,,,,2026
193,1850.0,238.4649192,3.2932167053222656,,1779702277.3565485,,,,2026
194,1860.0,239.2898129,3.296243667602539,,1779702278.1821885,,,,2026
195,1870.0,240.1145931,3.317185878753662,,1779702279.0069685,,,,2026
196,1880.0,240.9369025,3.265280246734619,,1779702279.8282726,,,,2026
197,1890.0,241.7592765,3.3161001205444336,,1779702280.651555,,,,2026
198,1900.0,242.5812543,3.2988100051879883,,1779702281.4727585,,,,2026
199,1910.0,243.4031623,3.3220229148864746,,1779702282.2960439,,,,2026
200,1920.0,244.2233837,3.2411341667175293,,1779702283.115676,,,,2026
201,1930.0,245.0497819,3.315157890319824,,1779702283.9421573,,,,2026
202,1940.0,245.873282,3.295015335083008,,1779702284.7656574,,,,2026
203,1950.0,246.6942777,3.333073139190674,,1779702285.5866508,,,,2026
204,1960.0,247.5194777,3.3271074295043945,,1779702286.4118526,,,,2026
205,1970.0,248.3430627,3.311497688293457,,1779702287.2351055,,,,2026
206,1980.0,249.1654669,3.347280502319336,,1779702288.0578408,,,,2026
207,1990.0,249.9872531,3.2938737869262695,,1779702288.879627,,,,2026
208,2000.0,261.4079581,,3.357302665710449,1779702300.2998016,,0.0007054142744895884,3.313690185546875,2026
209,2000.0,261.4942561,3.322558879852295,,1779702300.3866339,,,,2026
210,2010.0,262.3199076,3.308182716369629,,1779702301.2122834,,,,2026
211,2020.0,263.1452629,3.3342952728271484,,1779702302.0373654,,,,2026
212,2030.0,263.9662829,3.328075408935547,,1779702302.858657,,,,2026
213,2040.0,264.7878871,3.2843546867370605,,1779702303.6795807,,,,2026
214,2050.0,265.6106477,3.31136417388916,,1779702304.5028942,,,,2026
215,2060.0,266.4330605,3.318171501159668,,1779702305.3254383,,,,2026
216,2070.0,267.2561355,3.3141255378723145,,1779702306.1479564,,,,2026
217,2080.0,268.0793822,3.322093963623047,,1779702306.9715054,,,,2026
218,2090.0,268.9031105,3.293652057647705,,1779702307.7953832,,,,2026
219,2100.0,269.7233357,3.287100315093994,,1779702308.6149006,,,,2026
220,2110.0,270.5478166,3.2987918853759766,,1779702309.4401891,,,,2026
221,2120.0,271.3687634,3.314631462097168,,1779702310.26114,,,,2026
222,2130.0,272.1920438,3.328899383544922,,1779702311.0835297,,,,2026
223,2140.0,273.0171956,3.3059372901916504,,1779702311.9094303,,,,2026
224,2150.0,273.8421979,3.3195576667785645,,1779702312.7345712,,,,2026
225,2160.0,274.6631481,3.3378782272338867,,1779702313.5555186,,,,2026
226,2170.0,275.4850759,3.302306652069092,,1779702314.3774521,,,,2026
227,2180.0,276.3114747,3.2969870567321777,,1779702315.2038481,,,,2026
228,2190.0,277.1316788,3.3227829933166504,,1779702316.0238717,,,,2026
229,2200.0,277.9554916,3.310765266418457,,1779702316.8478646,,,,2026
230,2210.0,278.7801619,3.3317389488220215,,1779702317.6723003,,,,2026
231,2220.0,279.6057097,3.3116984367370605,,1779702318.4980845,,,,2026
232,2230.0,280.4275882,3.287083148956299,,1779702319.3192394,,,,2026
233,2240.0,281.2512116,3.3111190795898438,,1779702320.1435642,,,,2026
234,2250.0,292.6973539,,3.3611502647399902,1779702331.589475,,0.0006360213829156177,3.314929246902466,2026
235,2250.0,292.7841136,3.296605110168457,,1779702331.6764886,,,,2026
236,2260.0,293.608743,3.3532485961914062,,1779702332.500623,,,,2026
237,2270.0,294.4329259,3.313784122467041,,1779702333.3244848,,,,2026
238,2280.0,295.2535482,3.303584575653076,,1779702334.145802,,,,2026
239,2290.0,296.0773404,3.311131477355957,,1779702334.970222,,,,2026
240,2300.0,296.9005338,3.3451790809631348,,1779702335.7929091,,,,2026
241,2310.0,297.7219961,3.292067527770996,,1779702336.614374,,,,2026
242,2320.0,298.5499142,3.334258556365967,,1779702337.4422882,,,,2026
243,2330.0,299.3720206,3.2932496070861816,,1779702338.2642212,,,,2026
244,2340.0,300.1951483,3.32186222076416,,1779702339.0872405,,,,2026
245,2350.0,301.0169149,3.3171558380126953,,1779702339.9091341,,,,2026
246,2360.0,301.8419862,3.3375024795532227,,1779702340.734362,,,,2026
247,2370.0,302.6637793,3.3206839561462402,,1779702341.5558875,,,,2026
248,2380.0,303.4894679,3.3447394371032715,,1779702342.3818467,,,,2026
249,2390.0,304.3123145,3.341968536376953,,1779702343.203883,,,,2026
250,2400.0,305.1319906,3.322248935699463,,1779702344.0243442,,,,2026
251,2410.0,305.9551072,3.324920654296875,,1779702344.8474827,,,,2026
252,2420.0,306.7791538,3.306206226348877,,1779702345.6715274,,,,2026
253,2430.0,307.6043157,3.325806140899658,,1779702346.4965765,,,,2026
254,2440.0,308.4250934,3.3229727745056152,,1779702347.317361,,,,2026
255,2450.0,309.2503249,3.3057994842529297,,1779702348.142109,,,,2026
256,2460.0,310.0754926,3.308043956756592,,1779702348.9678702,,,,2026
257,2470.0,310.8968292,3.297727584838867,,1779702349.7892067,,,,2026
258,2480.0,311.7205975,3.3144583702087402,,1779702350.6127877,,,,2026
259,2490.0,312.5451298,3.301938056945801,,1779702351.4375012,,,,2026
260,2500.0,323.9825321,,3.3612372875213623,1779702362.8744066,,0.000564423209907245,3.3165838718414307,2026
261,2500.0,324.0692566,3.3297133445739746,,1779702362.9616299,,,,2026
262,2510.0,324.890971,3.3350977897644043,,1779702363.782738,,,,2026
263,2520.0,325.7147838,3.29677152633667,,1779702364.6070993,,,,2026
264,2530.0,326.5353673,3.330690860748291,,1779702365.4277425,,,,2026
265,2540.0,327.3579001,3.2836761474609375,,1779702366.2501812,,,,2026
266,2550.0,328.178993,3.3100180625915527,,1779702367.0711033,,,,2026
267,2560.0,329.0005575,3.31093692779541,,1779702367.892857,,,,2026
268,2570.0,329.8238613,3.3088812828063965,,1779702368.7162116,,,,2026
269,2580.0,330.6481522,3.30718994140625,,1779702369.540527,,,,2026
270,2590.0,331.4707769,3.31252384185791,,1779702370.3622346,,,,2026
271,2600.0,332.2923832,3.287785053253174,,1779702371.1846023,,,,2026
272,2610.0,333.115902,3.3246283531188965,,1779702372.0081675,,,,2026
273,2620.0,333.9378813,3.3069920539855957,,1779702372.8300714,,,,2026
274,2630.0,334.7592424,3.2866644859313965,,1779702373.651482,,,,2026
275,2640.0,335.5813869,3.2935471534729004,,1779702374.4735312,,,,2026
276,2650.0,336.4028747,3.306382656097412,,1779702375.2952502,,,,2026
277,2660.0,337.2258924,3.332514762878418,,1779702376.1182656,,,,2026
278,2670.0,338.0502217,3.3143959045410156,,1779702376.942453,,,,2026
279,2680.0,338.8724033,3.308079242706299,,1779702377.764779,,,,2026
280,2690.0,339.6950126,3.3460021018981934,,1779702378.5872288,,,,2026
281,2700.0,340.5176996,3.322049617767334,,1779702379.4097605,,,,2026
282,2710.0,341.3411986,3.29573917388916,,1779702380.2335732,,,,2026
283,2720.0,342.1620957,3.3347678184509277,,1779702381.0541902,,,,2026
284,2730.0,342.9846992,3.3164148330688477,,1779702381.877074,,,,2026
285,2740.0,343.8073862,3.336441993713379,,1779702382.6997616,,,,2026
286,2750.0,355.2490229,,3.3606443405151367,1779702394.1414008,,0.0004924552772419723,3.319119453430176,2026
287,2750.0,355.3350463,3.2979307174682617,,1779702394.2274206,,,,2026
288,2760.0,356.1603161,3.3217978477478027,,1779702395.05193,,,,2026
289,2770.0,356.9825368,3.3103904724121094,,1779702395.874653,,,,2026
290,2780.0,357.8049163,3.285170078277588,,1779702396.6969054,,,,2026
291,2790.0,358.6269359,3.34268856048584,,1779702397.5193112,,,,2026
292,2800.0,359.4489088,3.297189712524414,,1779702398.3407679,,,,2026
293,2810.0,360.2686897,3.320384979248047,,1779702399.1615713,,,,2026
294,2820.0,361.0956821,3.2934837341308594,,1779702399.988055,,,,2026
295,2830.0,361.918144,3.298424243927002,,1779702400.8103538,,,,2026
296,2840.0,362.739687,3.295193672180176,,1779702401.6317677,,,,2026
297,2850.0,363.562571,3.3112306594848633,,1779702402.4546711,,,,2026
298,2860.0,364.3861735,3.326338291168213,,1779702403.278548,,,,2026
299,2870.0,365.2084285,3.3533239364624023,,1779702404.1008046,,,,2026
300,2880.0,366.0311908,3.2970099449157715,,1779702404.9235349,,,,2026
301,2890.0,366.8554206,3.3209657669067383,,1779702405.747794,,,,2026
302,2900.0,367.6790947,3.331282615661621,,1779702406.5714724,,,,2026
303,2910.0,368.4993288,3.3117480278015137,,1779702407.3917017,,,,2026
304,2920.0,369.3224311,3.3120293617248535,,1779702408.214809,,,,2026
305,2930.0,370.1462166,3.3110756874084473,,1779702409.0385885,,,,2026
306,2940.0,370.9693356,3.328324794769287,,1779702409.8616867,,,,2026
307,2950.0,371.7929718,3.323296070098877,,1779702410.6853414,,,,2026
308,2960.0,372.618701,3.313244342803955,,1779702411.5110211,,,,2026
309,2970.0,373.43888,3.3187994956970215,,1779702412.331251,,,,2026
310,2980.0,374.2623524,3.314431667327881,,1779702413.1544442,,,,2026
311,2990.0,375.0864498,3.3124260902404785,,1779702413.9788244,,,,2026
312,3000.0,386.5130513,,3.359889268875122,1779702425.4052722,,0.0004219625860160354,3.3157033920288086,2026
313,3000.0,386.5986417,3.2930221557617188,,1779702425.4910195,,,,2026
314,3010.0,387.4215999,3.2900519371032715,,1779702426.3138034,,,,2026
315,3020.0,388.2438376,3.3014302253723145,,1779702427.1356316,,,,2026
316,3030.0,389.0675595,3.3052191734313965,,1779702427.9592407,,,,2026
317,3040.0,389.8901691,3.3047232627868652,,1779702428.7822583,,,,2026
318,3050.0,390.7123151,3.3117432594299316,,1779702429.604274,,,,2026
319,3060.0,391.533347,3.320199966430664,,1779702430.4257224,,,,2026
320,3070.0,392.3567656,3.2949676513671875,,1779702431.2490003,,,,2026
321,3080.0,393.1821315,3.319704055786133,,1779702432.0743499,,,,2026
322,3090.0,394.0032061,3.3092665672302246,,1779702432.8953822,,,,2026
323,3100.0,394.8258184,3.2859854698181152,,1779702433.7175598,,,,2026
324,3110.0,395.6455955,3.3009800910949707,,1779702434.5379694,,,,2026
325,3120.0,396.4683274,3.3062124252319336,,1779702435.3607035,,,,2026
326,3130.0,397.2922283,3.2879128456115723,,1779702436.1841612,,,,2026
327,3140.0,398.1161972,3.315906524658203,,1779702437.0078404,,,,2026
328,3150.0,398.9368956,3.3245248794555664,,1779702437.829269,,,,2026
329,3160.0,399.7632207,3.3238282203674316,,1779702438.6555238,,,,2026
330,3170.0,400.5860727,3.3249707221984863,,1779702439.4782815,,,,2026
331,3180.0,401.4072111,3.311835289001465,,1779702440.2995875,,,,2026
332,3190.0,402.2326261,3.3339080810546875,,1779702441.1247208,,,,2026
333,3200.0,403.0560206,3.325267791748047,,1779702441.9483302,,,,2026
334,3210.0,403.8776644,3.3250298500061035,,1779702442.7700388,,,,2026
335,3220.0,404.7005348,3.325446128845215,,1779702443.5928488,,,,2026
336,3230.0,405.524679,3.2940115928649902,,1779702444.4167264,,,,2026
337,3240.0,406.3452679,3.3030948638916016,,1779702445.2376454,,,,2026
338,3250.0,417.7604022,,3.3547563552856445,1779702456.6524055,,0.00035475231739709885,3.312436103820801,2026
339,3250.0,417.8455271,3.295877456665039,,1779702456.7377422,,,,2026
340,3260.0,418.6687699,3.3175129890441895,,1779702457.5611446,,,,2026
341,3270.0,419.49092,3.3209147453308105,,1779702458.3831062,,,,2026
342,3280.0,420.3118608,3.3239264488220215,,1779702459.2039502,,,,2026
343,3290.0,421.1333302,3.2983665466308594,,1779702460.0255382,,,,2026
344,3300.0,421.9575223,3.2743325233459473,,1779702460.8498986,,,,2026
345,3310.0,422.7795908,3.302304267883301,,1779702461.671968,,,,2026
346,3320.0,423.6032197,3.2949957847595215,,1779702462.495595,,,,2026
347,3330.0,424.4264714,3.290153980255127,,1779702463.3187659,,,,2026
348,3340.0,425.2502678,3.3085665702819824,,1779702464.1426442,,,,2026
349,3350.0,426.0737526,3.3066139221191406,,1779702464.9660888,,,,2026
350,3360.0,426.8953386,3.297452926635742,,1779702465.7874784,,,,2026
351,3370.0,427.7153333,3.2835121154785156,,1779702466.607681,,,,2026
352,3380.0,428.5374535,3.331800937652588,,1779702467.4298286,,,,2026
353,3390.0,429.3632109,3.290419101715088,,1779702468.2555847,,,,2026
354,3400.0,430.1864458,3.3177714347839355,,1779702469.0778139,,,,2026
355,3410.0,431.0099954,3.3046107292175293,,1779702469.9023702,,,,2026
356,3420.0,431.8325692,3.2939682006835938,,1779702470.7247574,,,,2026
357,3430.0,432.6587071,3.309783458709717,,1779702471.551081,,,,2026
358,3440.0,433.4790365,3.310576915740967,,1779702472.3707914,,,,2026
359,3450.0,434.3033341,3.3448047637939453,,1779702473.19571,,,,2026
360,3460.0,435.1283859,3.2893738746643066,,1779702474.0204685,,,,2026
361,3470.0,435.9529703,3.3161473274230957,,1779702474.844456,,,,2026
362,3480.0,436.7749446,3.2841358184814453,,1779702475.6672676,,,,2026
363,3490.0,437.5985269,3.3036394119262695,,1779702476.4909022,,,,2026
364,3500.0,449.0311361,,3.362827777862549,1779702487.9229867,,0.0002925475029450237,3.3211116790771484,2026
365,3500.0,449.1173518,3.3086838722229004,,1779702488.0097158,,,,2026
366,3510.0,449.9401152,3.283931255340576,,1779702488.8324242,,,,2026
367,3520.0,450.7662503,3.3178534507751465,,1779702489.6584904,,,,2026
368,3530.0,451.5890517,3.3283262252807617,,1779702490.4814262,,,,2026
