iter,train/loss,train/step_loss,lr,_timestamp,_runtime,val/loss,_step,Sample Generation,seed
3510.0,,0.8593266010284424,,1779701092.9895346,554.0173484,,366,,2026
3520.0,,0.856677234172821,,1779701094.0179765,555.0463763,,367,,2026
3530.0,,0.8478029370307922,,1779701095.0273218,556.0549249,,368,,2026
3540.0,,0.8223767876625061,,1779701096.0308533,557.0584571,,369,,2026
3550.0,,0.8841865658760071,,1779701097.0324712,558.0606415,,370,,2026
3560.0,,0.8178908228874207,,1779701098.0573478,559.0849504,,371,,2026
3570.0,,0.8510904312133789,,1779701099.0583413,560.0859474,,372,,2026
3580.0,,0.855522096157074,,1779701100.0750418,561.1026455,,373,,2026
3590.0,,0.8589039444923401,,1779701101.0949898,562.1225941,,374,,2026
3600.0,,0.8411528468132019,,1779701102.1108239,563.1384262,,375,,2026
3610.0,,0.8656435608863831,,1779701103.1584282,564.1860413,,376,,2026
3620.0,,0.8592121005058289,,1779701104.2126503,565.2402514,,377,,2026
3630.0,,0.8585019707679749,,1779701105.2303119,566.2579232,,378,,2026
3640.0,,0.822742223739624,,1779701106.250284,567.2778899,,379,,2026
3650.0,,0.824289083480835,,1779701107.252556,568.2803744,,380,,2026
3660.0,,0.8390774726867676,,1779701108.24909,569.2766945,,381,,2026
3670.0,,0.8530493974685669,,1779701109.2425625,570.2705534,,382,,2026
3680.0,,0.8460262417793274,,1779701110.2388546,571.2674312,,383,,2026
3690.0,,0.8436789512634277,,1779701111.230286,572.2578895,,384,,2026
3700.0,,0.8380711078643799,,1779701112.2296412,573.258183,,385,,2026
3710.0,,0.8454172611236572,,1779701113.2206824,574.2482873,,386,,2026
3720.0,,0.8517678380012512,,1779701114.2094865,575.2370894,,387,,2026
3730.0,,0.8367562890052795,,1779701115.209017,576.2366456,,388,,2026
3740.0,,0.8358770608901978,,1779701116.2305808,577.2581847,,389,,2026
3750.0,0.6532185077667236,,0.00023694285222843113,1779701130.2622874,591.2893844,1.7711877822875977,390,,2026
3750.0,,0.8423693180084229,,1779701130.366939,591.3945404,,391,,2026
3760.0,,0.8639795184135437,,1779701131.3621483,592.3897527,,392,,2026
3770.0,,0.8401232957839966,,1779701132.3483925,593.3759964,,393,,2026
3780.0,,0.8606741428375244,,1779701133.3446267,594.3722298,,394,,2026
3790.0,,0.843877375125885,,1779701134.3391407,595.3669635,,395,,2026
3800.0,,0.8198274374008179,,1779701135.3382905,596.3665706,,396,,2026
3810.0,,0.7995417714118958,,1779701136.3382332,597.3658377,,397,,2026
3820.0,,0.8146883845329285,,1779701137.356349,598.3841358,,398,,2026
3830.0,,0.8133077025413513,,1779701138.3719165,599.3995203,,399,,2026
3840.0,,0.8413853645324707,,1779701139.3933814,600.420984,,400,,2026
3850.0,,0.8121052384376526,,1779701140.4004765,601.4280774,,401,,2026
3860.0,,0.8162026405334473,,1779701141.3951755,602.4232598,,402,,2026
3870.0,,0.8425548076629639,,1779701142.4069226,603.4346905,,403,,2026
3880.0,,0.81966233253479,,1779701143.4106297,604.4382614,,404,,2026
3890.0,,0.8405513763427734,,1779701144.4220023,605.4496276,,405,,2026
3900.0,,0.8075299859046936,,1779701145.425927,606.453567,,406,,2026
3910.0,,0.8268037438392639,,1779701146.4167855,607.4451288,,407,,2026
3920.0,,0.8402891755104065,,1779701147.4008024,608.4278994,,408,,2026
3930.0,,0.8353103399276733,,1779701148.404263,609.4318664,,409,,2026
3940.0,,0.7916280627250671,,1779701149.4043024,610.4319318,,410,,2026
3950.0,,0.8241022825241089,,1779701150.4040563,611.431701,,411,,2026
3960.0,,0.7959879636764526,,1779701151.398888,612.4273368,,412,,2026
3970.0,,0.8206117153167725,,1779701152.4113414,613.439075,,413,,2026
3980.0,,0.8025501370429993,,1779701153.4100945,614.4377023,,414,,2026
3990.0,,0.845501184463501,,1779701154.4052858,615.4329142,,415,,2026
4000.0,0.6203016042709351,,0.00018936387015941957,1779701168.4180453,629.4466473,1.7847938537597656,416,,2026
4000.0,,0.7998014092445374,,1779701168.5285552,629.5562089,,417,,2026
4010.0,,0.8080799579620361,,1779701169.557225,630.5854516,,418,,2026
4020.0,,0.8109475374221802,,1779701170.543845,631.5715921,,419,,2026
4030.0,,0.8067354559898376,,1779701171.541376,632.5689796,,420,,2026
4040.0,,0.8136985898017883,,1779701172.539874,633.5677198,,421,,2026
4050.0,,0.8105536699295044,,1779701173.5243216,634.5519723,,422,,2026
4060.0,,0.8026477098464966,,1779701174.5150225,635.5426322,,423,,2026
4070.0,,0.7916867733001709,,1779701175.509694,636.5372978,,424,,2026
4080.0,,0.7795669436454773,,1779701176.5098734,637.5384761,,425,,2026
4090.0,,0.817116916179657,,1779701177.5436842,638.5720478,,426,,2026
4100.0,,0.8027940988540649,,1779701178.5338688,639.5617926,,427,,2026
4110.0,,0.7908308506011963,,1779701179.5689108,640.5960079,,428,,2026
4120.0,,0.7935246825218201,,1779701180.582464,641.6106298,,429,,2026
4130.0,,0.8087584972381592,,1779701181.579904,642.607505,,430,,2026
4140.0,,0.7974021434783936,,1779701182.5888171,643.6166869,,431,,2026
4150.0,,0.7982797026634216,,1779701183.589007,644.6171031,,432,,2026
4160.0,,0.7748591303825378,,1779701184.5861962,645.6147085,,433,,2026
4170.0,,0.8115007877349854,,1779701185.575442,646.6030449,,434,,2026
4180.0,,0.7755553722381592,,1779701186.5716453,647.5995115,,435,,2026
4190.0,,0.8070461750030518,,1779701187.5633016,648.5909047,,436,,2026
4200.0,,0.8124839067459106,,1779701188.5500338,649.5778488,,437,,2026
4210.0,,0.7856582999229431,,1779701189.5457273,650.5735692,,438,,2026
4220.0,,0.8039238452911377,,1779701190.535264,651.5631352,,439,,2026
4230.0,,0.8048228621482849,,1779701191.5235434,652.5511654,,440,,2026
4240.0,,0.7822874188423157,,1779701192.5238428,653.5514666,,441,,2026
4250.0,0.5942808389663696,,0.00015103031213214996,1779701206.2389174,667.2666757,1.823384404182434,442,,2026
4250.0,,0.8030254244804382,,1779701206.3415365,667.369274,,443,,2026
4260.0,,0.7895521521568298,,1779701207.328936,668.3565415,,444,,2026
4270.0,,0.788276195526123,,1779701208.3215563,669.3491611,,445,,2026
4280.0,,0.7989690899848938,,1779701209.317633,670.3456378,,446,,2026
4290.0,,0.7851529717445374,,1779701210.3110027,671.339562,,447,,2026
4300.0,,0.7919818162918091,,1779701211.2895627,672.3171635,,448,,2026
4310.0,,0.7968544960021973,,1779701212.2791035,673.3067041,,449,,2026
4320.0,,0.78614342212677,,1779701213.2598917,674.2880559,,450,,2026
4330.0,,0.7624176144599915,,1779701214.2425368,675.2701423,,451,,2026
4340.0,,0.7822509407997131,,1779701215.2250447,676.2536247,,452,,2026
4350.0,,0.8013425469398499,,1779701216.2017963,677.2293972,,453,,2026
4360.0,,0.7783974409103394,,1779701217.1812196,678.2088213,,454,,2026
4370.0,,0.7695443630218506,,1779701218.1685061,679.1961096,,455,,2026
4380.0,,0.7993353009223938,,1779701219.1573098,680.1849148,,456,,2026
4390.0,,0.757932722568512,,1779701220.1494932,681.1773667,,457,,2026
4400.0,,0.7685816287994385,,1779701221.1339548,682.1615635,,458,,2026
4410.0,,0.7802881598472595,,1779701222.1160724,683.1436768,,459,,2026
4420.0,,0.7755623459815979,,1779701223.0947664,684.1224846,,460,,2026
4430.0,,0.7630435228347778,,1779701224.0687826,685.0965708,,461,,2026
4440.0,,0.7794879078865051,,1779701225.0499444,686.0780528,,462,,2026
4450.0,,0.7688518762588501,,1779701226.0324068,687.0604547,,463,,2026
4460.0,,0.7724251747131348,,1779701227.0163722,688.0442499,,464,,2026
4470.0,,0.7863311171531677,,1779701227.9970229,689.0246362,,465,,2026
4480.0,,0.7658118009567261,,1779701228.9806383,690.0088505,,466,,2026
4490.0,,0.7942386865615845,,1779701229.9598308,690.9874359,,467,,2026
4500.0,0.5663946866989136,,0.00012292491384519912,1779701243.3789322,704.4066204,1.8495779037475586,468,,2026
4500.0,,0.7656373977661133,,1779701243.480028,704.5081774,,469,,2026
4510.0,,0.751404345035553,,1779701244.4541776,705.4817829,,470,,2026
4520.0,,0.7810482382774353,,1779701245.4265616,706.4541646,,471,,2026
4530.0,,0.7744925618171692,,1779701246.3995535,707.4272388,,472,,2026
4540.0,,0.7793386578559875,,1779701247.3743687,708.401972,,473,,2026
4550.0,,0.7654534578323364,,1779701248.3472471,709.374876,,474,,2026
4560.0,,0.7844864130020142,,1779701249.3202214,710.3478233,,475,,2026
4570.0,,0.7581928372383118,,1779701250.2925355,711.3201361,,476,,2026
4580.0,,0.7649528980255127,,1779701251.2621741,712.2906536,,477,,2026
4590.0,,0.7565218210220337,,1779701252.2375863,713.2651959,,478,,2026
4600.0,,0.7484642267227173,,1779701253.210353,714.2382112,,479,,2026
4610.0,,0.7791093587875366,,1779701254.1831346,715.211495,,480,,2026
4620.0,,0.7633934617042542,,1779701255.1561375,716.1847481,,481,,2026
4630.0,,0.7698541879653931,,1779701256.13005,717.1576546,,482,,2026
4640.0,,0.7750199437141418,,1779701257.1031697,718.1307732,,483,,2026
4650.0,,0.7597224712371826,,1779701258.075156,719.1030722,,484,,2026
4660.0,,0.7411927580833435,,1779701259.0503607,720.0779638,,485,,2026
4670.0,,0.7581537961959839,,1779701260.0237072,721.0515035,,486,,2026
4680.0,,0.7461201548576355,,1779701260.9967144,722.0246007,,487,,2026
4690.0,,0.7639108896255493,,1779701261.9698975,722.9975198,,488,,2026
4700.0,,0.7586797475814819,,1779701262.9423974,723.969999,,489,,2026
4710.0,,0.7829369902610779,,1779701263.9147477,724.9423825,,490,,2026
4720.0,,0.755448043346405,,1779701264.8876357,725.9152364,,491,,2026
4730.0,,0.7531005144119263,,1779701265.8599513,726.8876719,,492,,2026
4740.0,,0.7608177065849304,,1779701266.8349798,727.8625914,,493,,2026
4750.0,0.5491197109222412,,0.00010576819746349742,1779701280.2139177,741.2425169,1.8635417222976685,494,,2026
4750.0,,0.7635043859481812,,1779701280.3166077,741.3444201,,495,,2026
4760.0,,0.7684463858604431,,1779701281.291052,742.3186581,,496,,2026
4770.0,,0.7536137104034424,,1779701282.263697,743.291298,,497,,2026
4780.0,,0.7596074938774109,,1779701283.2393355,744.2670482,,498,,2026
4790.0,,0.7359037399291992,,1779701284.2116818,745.239286,,499,,2026
4800.0,,0.7720233201980591,,1779701285.1836307,746.2112338,,500,,2026
4810.0,,0.7383125424385071,,1779701286.156815,747.184418,,501,,2026
4820.0,,0.7495510578155518,,1779701287.1290996,748.1567038,,502,,2026
4830.0,,0.7645707130432129,,1779701288.1036375,749.1312401,,503,,2026
4840.0,,0.747931182384491,,1779701289.0764997,750.1047217,,504,,2026
4850.0,,0.7373573184013367,,1779701290.0508525,751.0784571,,505,,2026
4860.0,,0.7631452679634094,,1779701291.0237691,752.0516019,,506,,2026
4870.0,,0.7361984848976135,,1779701291.9973714,753.0249744,,507,,2026
4880.0,,0.7645730972290039,,1779701292.970016,753.9977149,,508,,2026
4890.0,,0.7614855170249939,,1779701293.9433773,754.9710205,,509,,2026
4900.0,,0.7327306866645813,,1779701294.9178586,755.9456535,,510,,2026
4910.0,,0.7477962374687195,,1779701295.8916392,756.9194457,,511,,2026
4920.0,,0.7545396089553833,,1779701296.8635461,757.8906433,,512,,2026
4930.0,,0.7573457360267639,,1779701297.835756,758.8640261,,513,,2026
4940.0,,0.7154684662818909,,1779701298.8102286,759.8381069,,514,,2026
4950.0,,0.7308589816093445,,1779701299.7841046,760.8117067,,515,,2026
4960.0,,0.7669291496276855,,1779701300.7574487,761.7850498,,516,,2026
4970.0,,0.7648353576660156,,1779701301.7302341,762.7578392,,517,,2026
4980.0,,0.7580401301383972,,1779701302.7050345,763.7332894,,518,,2026
4990.0,,0.7458698749542236,,1779701303.677973,764.7056679,,519,,2026
5000.0,0.5312626361846924,,0.0001,1779701317.058094,778.0855548,1.886714220046997,520,,2026
5000.0,,0.7377179861068726,,1779701317.1603265,778.1879552,,521,,2026
,,,,1779701318.4783132,779.5058543,,522,"{'size': 278, '_type': 'html-file', 'sha256': '9a33e1b371bc7047e3d2b9338dfa0a96b62c8b5252606413296fe8255a3c837c', 'path': 'media/html/Sample Generation_522_9a33e1b371bc7047e3d2.html'}",2026
