iter,train/loss,train/step_loss,lr,_timestamp,_runtime,val/loss,_step,Sample Generation,seed
800.0,,1.3362574577331543,,1779700671.4897642,132.5173621,,84,,2026
810.0,,1.3479487895965576,,1779700672.629794,133.6573924,,85,,2026
820.0,,1.3227628469467163,,1779700673.7502656,134.7783617,,86,,2026
830.0,,1.3448030948638916,,1779700674.756156,135.7838182,,87,,2026
840.0,,1.318845510482788,,1779700675.7517278,136.7793234,,88,,2026
850.0,,1.3656246662139893,,1779700676.7471778,137.7747751,,89,,2026
860.0,,1.2988827228546143,,1779700677.7454152,138.773012,,90,,2026
870.0,,1.3041304349899292,,1779700678.7447639,139.7723592,,91,,2026
880.0,,1.330815076828003,,1779700679.7401037,140.7676979,,92,,2026
890.0,,1.2998411655426025,,1779700680.7329845,141.7605858,,93,,2026
900.0,,1.287218451499939,,1779700681.7217839,142.7498813,,94,,2026
910.0,,1.3092306852340698,,1779700682.7479262,143.7755243,,95,,2026
920.0,,1.2911639213562012,,1779700683.8602233,144.8878195,,96,,2026
930.0,,1.314961314201355,,1779700684.977277,146.0048732,,97,,2026
940.0,,1.2925794124603271,,1779700686.0195434,147.0471404,,98,,2026
950.0,,1.3232210874557495,,1779700687.0152676,148.0428669,,99,,2026
960.0,,1.2993457317352295,,1779700688.0105686,149.0382135,,100,,2026
970.0,,1.3081741333007812,,1779700689.009016,150.0366209,,101,,2026
980.0,,1.2762341499328613,,1779700690.0088365,151.0369858,,102,,2026
990.0,,1.3170859813690186,,1779700691.0066757,152.0343764,,103,,2026
1000.0,1.2215571403503418,,0.0009271396472013282,1779700704.6599097,165.6880052,1.5159839391708374,104,,2026
1000.0,,1.2932976484298706,,1779700704.7647605,165.7923627,,105,,2026
1010.0,,1.2710926532745361,,1779700705.7991016,166.826705,,106,,2026
1020.0,,1.297491431236267,,1779700706.9198139,167.9474178,,107,,2026
1030.0,,1.2863577604293823,,1779700708.0478325,169.075467,,108,,2026
1040.0,,1.2873011827468872,,1779700709.0811112,170.1091613,,109,,2026
1050.0,,1.3018819093704224,,1779700710.0800653,171.1076688,,110,,2026
1060.0,,1.2600377798080444,,1779700711.0770507,172.1046553,,111,,2026
1070.0,,1.2578685283660889,,1779700712.0768874,173.1044901,,112,,2026
1080.0,,1.232532262802124,,1779700713.0745692,174.1021728,,113,,2026
1090.0,,1.232254981994629,,1779700714.0712686,175.0988722,,114,,2026
1100.0,,1.278145432472229,,1779700715.0599062,176.0875118,,115,,2026
1110.0,,1.276395320892334,,1779700716.0481577,177.075764,,116,,2026
1120.0,,1.2920517921447754,,1779700717.0581324,178.0867555,,117,,2026
1130.0,,1.2648882865905762,,1779700718.1866186,179.2144072,,118,,2026
1140.0,,1.2493386268615723,,1779700719.30377,180.3318883,,119,,2026
1150.0,,1.2579057216644287,,1779700720.3659637,181.3935688,,120,,2026
1160.0,,1.2689647674560547,,1779700721.365194,182.3927983,,121,,2026
1170.0,,1.235031008720398,,1779700722.3627644,183.3903682,,122,,2026
1180.0,,1.2691599130630493,,1779700723.3630319,184.3906342,,123,,2026
1190.0,,1.2577691078186035,,1779700724.3572867,185.3849244,,124,,2026
1200.0,,1.2554967403411865,,1779700725.3542519,186.3821057,,125,,2026
1210.0,,1.24052095413208,,1779700726.3421936,187.3699355,,126,,2026
1220.0,,1.2511992454528809,,1779700727.3320444,188.3596476,,127,,2026
1230.0,,1.261056661605835,,1779700728.3222835,189.3498875,,128,,2026
1240.0,,1.2321786880493164,,1779700729.421601,190.4495705,,129,,2026
1250.0,1.159610629081726,,0.000883125098683892,1779700743.3968723,204.4249345,1.5103265047073364,130,,2026
1250.0,,1.2599831819534302,,1779700743.5009708,204.5290757,,131,,2026
1260.0,,1.190295934677124,,1779700744.488583,205.5161857,,132,,2026
1270.0,,1.2361550331115723,,1779700745.476943,206.5054993,,133,,2026
1280.0,,1.2122446298599243,,1779700746.4687927,207.4966427,,134,,2026
1290.0,,1.19878089427948,,1779700747.456877,208.4844799,,135,,2026
1300.0,,1.2613803148269653,,1779700748.4472923,209.4748966,,136,,2026
1310.0,,1.2170933485031128,,1779700749.435791,210.4635458,,137,,2026
1320.0,,1.2121028900146484,,1779700750.4226604,211.4502612,,138,,2026
1330.0,,1.250178337097168,,1779700751.413723,212.4408201,,139,,2026
1340.0,,1.2154737710952759,,1779700752.5198781,213.5474858,,140,,2026
1350.0,,1.2178840637207031,,1779700753.6625462,214.690288,,141,,2026
1360.0,,1.2103681564331055,,1779700754.7672668,215.7951134,,142,,2026
1370.0,,1.2169355154037476,,1779700755.765357,216.792961,,143,,2026
1380.0,,1.1780304908752441,,1779700756.7611237,217.7887356,,144,,2026
1390.0,,1.2183181047439575,,1779700757.757882,218.785641,,145,,2026
1400.0,,1.217126488685608,,1779700758.755787,219.7834697,,146,,2026
1410.0,,1.1859843730926514,,1779700759.7539902,220.7815913,,147,,2026
1420.0,,1.1946717500686646,,1779700760.744956,221.7726156,,148,,2026
1430.0,,1.20763099193573,,1779700761.734339,222.7619404,,149,,2026
1440.0,,1.1496285200119019,,1779700762.7241554,223.7524207,,150,,2026
1450.0,,1.210748314857483,,1779700763.8004007,224.8274977,,151,,2026
1460.0,,1.2047475576400757,,1779700764.916431,225.9440319,,152,,2026
1470.0,,1.185610055923462,,1779700766.0274422,227.0550456,,153,,2026
1480.0,,1.195677399635315,,1779700767.0245306,228.0525485,,154,,2026
1490.0,,1.1761376857757568,,1779700768.0197108,229.0474764,,155,,2026
1500.0,1.1042327880859375,,0.0008305704108364302,1779700782.10607,243.1343994,1.509497046470642,156,,2026
1500.0,,1.1921327114105225,,1779700782.2109542,243.2386765,,157,,2026
1510.0,,1.1880007982254028,,1779700783.2095382,244.2371723,,158,,2026
1520.0,,1.138490080833435,,1779700784.1989658,245.2273407,,159,,2026
1530.0,,1.1667786836624146,,1779700785.188606,246.2162101,,160,,2026
1540.0,,1.1847553253173828,,1779700786.1982913,247.2258939,,161,,2026
1550.0,,1.1462366580963135,,1779700787.323879,248.3514864,,162,,2026
1560.0,,1.1760797500610352,,1779700788.4638855,249.4914874,,163,,2026
1570.0,,1.1946213245391846,,1779700789.5357368,250.5633418,,164,,2026
1580.0,,1.182729721069336,,1779700790.5349236,251.5626244,,165,,2026
1590.0,,1.1585420370101929,,1779700791.5332866,252.561893,,166,,2026
1600.0,,1.159644365310669,,1779700792.5295963,253.5572,,167,,2026
1610.0,,1.1536152362823486,,1779700793.5262227,254.5538258,,168,,2026
1620.0,,1.1756006479263306,,1779700794.5227194,255.550922,,169,,2026
1630.0,,1.173971176147461,,1779700795.5124712,256.5400766,,170,,2026
1640.0,,1.1535606384277344,,1779700796.5017815,257.5301712,,171,,2026
1650.0,,1.115991234779358,,1779700797.4922764,258.519878,,172,,2026
1660.0,,1.148188829421997,,1779700798.4828143,259.5109039,,173,,2026
1670.0,,1.0894408226013184,,1779700799.4731226,260.5012227,,174,,2026
1680.0,,1.1087713241577148,,1779700800.461402,261.4890814,,175,,2026
1690.0,,1.1594343185424805,,1779700801.449846,262.4774734,,176,,2026
1700.0,,1.1451760530471802,,1779700802.439327,263.4669285,,177,,2026
1710.0,,1.1539723873138428,,1779700803.4282172,264.4560466,,178,,2026
1720.0,,1.114532709121704,,1779700804.420917,265.4485212,,179,,2026
1730.0,,1.1588102579116821,,1779700805.4130812,266.4406836,,180,,2026
1740.0,,1.1328266859054565,,1779700806.405615,267.4327122,,181,,2026
1750.0,1.0559983253479004,,0.0007708228984017721,1779700820.5131345,281.5410042,1.51633620262146,182,,2026
1750.0,,1.1350842714309692,,1779700820.6171038,281.6447882,,183,,2026
1760.0,,1.1386970281600952,,1779700821.7442656,282.771869,,184,,2026
1770.0,,1.1380115747451782,,1779700822.8896968,283.9176405,,185,,2026
1780.0,,1.118138313293457,,1779700823.9871807,285.0148078,,186,,2026
1790.0,,1.1333823204040527,,1779700824.9874783,286.0150818,,187,,2026
1800.0,,1.1319971084594727,,1779700825.987679,287.015281,,188,,2026
1810.0,,1.1217859983444214,,1779700826.9886234,288.0162888,,189,,2026
1820.0,,1.0912572145462036,,1779700827.988618,289.0167802,,190,,2026
1830.0,,1.1317899227142334,,1779700828.989951,290.0175062,,191,,2026
1840.0,,1.1406736373901367,,1779700829.9850688,291.0127516,,192,,2026
1850.0,,1.1108328104019165,,1779700830.978768,292.0065638,,193,,2026
1860.0,,1.120525598526001,,1779700831.9752548,293.0028593,,194,,2026
1870.0,,1.0986738204956055,,1779700833.065723,294.0941593,,195,,2026
1880.0,,1.1110162734985352,,1779700834.2120936,295.2397004,,196,,2026
1890.0,,1.1116336584091187,,1779700835.333741,296.3613444,,197,,2026
1900.0,,1.1171454191207886,,1779700836.3316064,297.3598469,,198,,2026
1910.0,,1.1227848529815674,,1779700837.3333824,298.3609901,,199,,2026
1920.0,,1.1277947425842285,,1779700838.3318172,299.3594196,,200,,2026
1930.0,,1.1033869981765747,,1779700839.331734,300.3594701,,201,,2026
1940.0,,1.1267422437667847,,1779700840.3293486,301.3572497,,202,,2026
1950.0,,1.1059662103652954,,1779700841.320826,302.348429,,203,,2026
1960.0,,1.127690076828003,,1779700842.3130465,303.3406507,,204,,2026
1970.0,,1.1112775802612305,,1779700843.30908,304.3366829,,205,,2026
1980.0,,1.068787932395935,,1779700844.302526,305.3301316,,206,,2026
1990.0,,1.097378134727478,,1779700845.2936046,306.3212083,,207,,2026
2000.0,1.0033879280090332,,0.0007054142744895884,1779700859.299028,320.3266269,1.5174849033355713,208,,2026
2000.0,,1.0936843156814575,,1779700859.402066,320.4300198,,209,,2026
2010.0,,1.0669872760772705,,1779700860.4001648,321.4287682,,210,,2026
2020.0,,1.0799131393432617,,1779700861.3999283,322.4277995,,211,,2026
2030.0,,1.0976606607437134,,1779700862.4005733,323.4276704,,212,,2026
2040.0,,1.0915334224700928,,1779700863.4002728,324.4280468,,213,,2026
2050.0,,1.0570012331008911,,1779700864.3926556,325.4204892,,214,,2026
2060.0,,1.0877525806427002,,1779700865.3858006,326.4134063,,215,,2026
2070.0,,1.0746997594833374,,1779700866.380608,327.4083803,,216,,2026
2080.0,,1.0376182794570923,,1779700867.4576566,328.4852625,,217,,2026
2090.0,,1.0829294919967651,,1779700868.598569,329.6264858,,218,,2026
2100.0,,1.0691478252410889,,1779700869.7411175,330.7687689,,219,,2026
2110.0,,1.0879216194152832,,1779700870.7419372,331.77002,,220,,2026
2120.0,,1.0549578666687012,,1779700871.7446244,332.7723339,,221,,2026
2130.0,,1.0799061059951782,,1779700872.7485352,333.7762584,,222,,2026
2140.0,,1.0802793502807617,,1779700873.7508037,334.778485,,223,,2026
2150.0,,1.0525662899017334,,1779700874.7516391,335.779297,,224,,2026
2160.0,,1.085059404373169,,1779700875.7497272,336.7773307,,225,,2026
2170.0,,1.053528904914856,,1779700876.7415488,337.7691523,,226,,2026
2180.0,,1.0494590997695923,,1779700877.7356122,338.7633728,,227,,2026
2190.0,,1.057592511177063,,1779700878.816539,339.8441449,,228,,2026
2200.0,,1.082231879234314,,1779700879.9284375,340.9560401,,229,,2026
2210.0,,1.065570592880249,,1779700881.0431337,342.070741,,230,,2026
2220.0,,1.0589709281921387,,1779700882.042003,343.0701584,,231,,2026
2230.0,,1.0787235498428345,,1779700883.0448983,344.0725021,,232,,2026
2240.0,,1.0292789936065674,,1779700884.0460086,345.0736101,,233,,2026
2250.0,0.9477142095565796,,0.0006360213829156177,1779700897.7474253,358.7759034,1.5496464967727661,234,,2026
2250.0,,1.0488801002502441,,1779700897.8512099,358.8790653,,235,,2026
2260.0,,1.0860904455184937,,1779700898.8443935,359.8720015,,236,,2026
2270.0,,1.0753504037857056,,1779700899.8327024,360.8603054,,237,,2026
2280.0,,1.0622645616531372,,1779700900.8271723,361.855166,,238,,2026
2290.0,,1.0250822305679321,,1779700901.8948982,362.9233382,,239,,2026
2300.0,,1.028420090675354,,1779700903.0276477,364.0552508,,240,,2026
2310.0,,1.056594729423523,,1779700904.163895,365.1914988,,241,,2026
2320.0,,1.059692144393921,,1779700905.1671965,366.1952469,,242,,2026
2330.0,,1.0229233503341675,,1779700906.1677709,367.1954201,,243,,2026
2340.0,,1.029810905456543,,1779700907.1694913,368.1970949,,244,,2026
2350.0,,1.0231566429138184,,1779700908.1712315,369.1988404,,245,,2026
2360.0,,1.0435281991958618,,1779700909.170245,370.1980124,,246,,2026
2370.0,,1.025728464126587,,1779700910.1654584,371.1930608,,247,,2026
2380.0,,1.0225913524627686,,1779700911.1576524,372.1852572,,248,,2026
2390.0,,1.000006079673767,,1779700912.1514592,373.1790669,,249,,2026
2400.0,,1.0271726846694946,,1779700913.1813319,374.2091428,,250,,2026
2410.0,,1.0151331424713135,,1779700914.31766,375.3453148,,251,,2026
2420.0,,0.9990517497062683,,1779700915.4608495,376.4894716,,252,,2026
2430.0,,1.019272804260254,,1779700916.5142782,377.5418822,,253,,2026
2440.0,,1.0212002992630005,,1779700917.5173926,378.545236,,254,,2026
2450.0,,1.0098397731781006,,1779700918.5173252,379.5451991,,255,,2026
2460.0,,1.00836181640625,,1779700919.5162306,380.5440038,,256,,2026
2470.0,,1.023321509361267,,1779700920.517007,381.5446109,,257,,2026
2480.0,,1.0308198928833008,,1779700921.5145729,382.5421788,,258,,2026
2490.0,,0.9979397654533386,,1779700922.5052967,383.5333923,,259,,2026
2500.0,0.8962538838386536,,0.000564423209907245,1779700936.7863805,397.8138681,1.5752185583114624,260,,2026
2500.0,,1.0043220520019531,,1779700936.9037144,397.9323218,,261,,2026
2510.0,,1.0079023838043213,,1779700938.0444095,399.0725723,,262,,2026
2520.0,,1.005170464515686,,1779700939.11572,400.1433215,,263,,2026
2530.0,,0.9965118765830994,,1779700940.1141868,401.1417877,,264,,2026
2540.0,,1.0152587890625,,1779700941.1155303,402.1436187,,265,,2026
2550.0,,0.9791024327278137,,1779700942.1169796,403.1445812,,266,,2026
2560.0,,1.0060808658599854,,1779700943.119384,404.1469851,,267,,2026
2570.0,,1.0039043426513672,,1779700944.1201363,405.1477563,,268,,2026
2580.0,,0.9883946776390076,,1779700945.1115658,406.138663,,269,,2026
2590.0,,0.9968065619468689,,1779700946.10168,407.1287772,,270,,2026
2600.0,,0.9810322523117065,,1779700947.1004298,408.1280337,,271,,2026
2610.0,,0.9856767654418945,,1779700948.0918968,409.1197895,,272,,2026
2620.0,,0.9635935425758362,,1779700949.0849133,410.1125164,,273,,2026
2630.0,,1.0207370519638062,,1779700950.0770516,411.1046565,,274,,2026
2640.0,,0.9736030101776123,,1779700951.0668106,412.0946523,,275,,2026
2650.0,,0.9761705994606018,,1779700952.0573673,413.0851676,,276,,2026
2660.0,,0.9865029454231262,,1779700953.049761,414.0773634,,277,,2026
2670.0,,1.000612735748291,,1779700954.0407104,415.0683542,,278,,2026
2680.0,,0.9778624176979065,,1779700955.0292304,416.0578345,,279,,2026
2690.0,,0.9429200887680054,,1779700956.0224643,417.050068,,280,,2026
2700.0,,0.9996766448020935,,1779700957.016664,418.0442659,,281,,2026
2710.0,,0.9842099547386169,,1779700958.008945,419.0365474,,282,,2026
2720.0,,0.9571660757064819,,1779700959.053757,420.0815601,,283,,2026
2730.0,,0.9678932428359985,,1779700960.1941745,421.2217779,,284,,2026
2740.0,,0.9699007272720337,,1779700961.3367736,422.3642532,,285,,2026
2750.0,0.8380099534988403,,0.0004924552772419723,1779700975.5074358,436.5355332,1.611854910850525,286,,2026
2750.0,,0.9384021759033203,,1779700975.612955,436.6405832,,287,,2026
2760.0,,0.9733070731163025,,1779700976.6134512,437.6414315,,288,,2026
2770.0,,0.9654337763786316,,1779700977.614762,438.6423665,,289,,2026
2780.0,,0.9707012176513672,,1779700978.6075485,439.6351507,,290,,2026
2790.0,,0.9541206955909729,,1779700979.5995805,440.6271827,,291,,2026
2800.0,,0.973554253578186,,1779700980.5930088,441.6206118,,292,,2026
2810.0,,0.9566066861152649,,1779700981.588737,442.6169075,,293,,2026
2820.0,,0.9528858661651611,,1779700982.7049642,443.7325705,,294,,2026
2830.0,,0.9669514894485474,,1779700983.8492346,444.8768382,,295,,2026
2840.0,,0.968525767326355,,1779700984.951183,445.9787858,,296,,2026
2850.0,,0.9418875575065613,,1779700985.951547,446.9791505,,297,,2026
2860.0,,0.9398989081382751,,1779700986.9509258,447.9780229,,298,,2026
2870.0,,0.9467284083366394,,1779700987.9541895,448.981792,,299,,2026
2880.0,,0.9473170638084412,,1779700988.9553497,449.9828921,,300,,2026
2890.0,,0.9504096508026123,,1779700989.9551187,450.9827215,,301,,2026
2900.0,,0.9318059086799622,,1779700990.9465075,451.9742867,,302,,2026
2910.0,,0.9392904043197632,,1779700991.9354117,452.9635071,,303,,2026
2920.0,,0.954908013343811,,1779700992.930578,453.9581814,,304,,2026
2930.0,,0.9380695223808289,,1779700993.9267669,454.9543703,,305,,2026
2940.0,,0.9348521828651428,,1779700994.9189272,455.9465297,,306,,2026
2950.0,,0.9514127969741821,,1779700995.908479,456.9360824,,307,,2026
2960.0,,0.9306974411010742,,1779700996.8986907,457.9264045,,308,,2026
2970.0,,0.9263961911201477,,1779700997.8898695,458.9185618,,309,,2026
2980.0,,0.9359732866287231,,1779700998.880286,459.9078898,,310,,2026
2990.0,,0.9661901593208313,,1779700999.8701923,460.897818,,311,,2026
3000.0,0.7865660786628723,,0.0004219625860160354,1779701013.8885334,474.9166302,1.6517733335494995,312,,2026
3000.0,,0.9067797660827637,,1779701013.9925818,475.0201832,,313,,2026
3010.0,,0.8915337324142456,,1779701014.9841094,476.0117116,,314,,2026
3020.0,,0.9155917167663574,,1779701015.9778008,477.0056988,,315,,2026
3030.0,,0.8985425233840942,,1779701017.0695837,478.0971942,,316,,2026
3040.0,,0.9139903783798218,,1779701018.1782596,479.2060986,,317,,2026
3050.0,,0.9336932897567749,,1779701019.2816207,480.3092256,,318,,2026
3060.0,,0.9431564211845398,,1779701020.283062,481.3108933,,319,,2026
3070.0,,0.9239356517791748,,1779701021.2837908,482.3113951,,320,,2026
3080.0,,0.9455702304840088,,1779701022.2832766,483.3108834,,321,,2026
3090.0,,0.9203993678092957,,1779701023.2847414,484.3123426,,322,,2026
3100.0,,0.9069073796272278,,1779701024.2861516,485.3139983,,323,,2026
3110.0,,0.9055172204971313,,1779701025.2826908,486.3108519,,324,,2026
3120.0,,0.8984836935997009,,1779701026.272856,487.3009548,,325,,2026
3130.0,,0.9322007894515991,,1779701027.2667453,488.2946995,,326,,2026
3140.0,,0.8875977993011475,,1779701028.3233283,489.3511512,,327,,2026
3150.0,,0.9291975498199463,,1779701029.4422052,490.4698076,,328,,2026
3160.0,,0.9182239174842834,,1779701030.5566642,491.5848301,,329,,2026
3170.0,,0.9170277714729309,,1779701031.5796375,492.6081364,,330,,2026
3180.0,,0.8644063472747803,,1779701032.58069,493.6082939,,331,,2026
3190.0,,0.8952447175979614,,1779701033.5774221,494.6050276,,332,,2026
3200.0,,0.8923582434654236,,1779701034.5782003,495.6058042,,333,,2026
3210.0,,0.9031055569648743,,1779701035.5730712,496.6015657,,334,,2026
3220.0,,0.9179759621620178,,1779701036.5703213,497.5979246,,335,,2026
3230.0,,0.8732334971427917,,1779701037.5618281,498.5894326,,336,,2026
3240.0,,0.884157657623291,,1779701038.5545943,499.5822227,,337,,2026
3250.0,0.7388141751289368,,0.00035475231739709885,1779701052.3797913,513.4072722,1.6855703592300415,338,,2026
3250.0,,0.9002239108085632,,1779701052.4960687,513.5236847,,339,,2026
3260.0,,0.8928307890892029,,1779701053.6209419,514.6490471,,340,,2026
3270.0,,0.8916344046592712,,1779701054.6987407,515.7268155,,341,,2026
3280.0,,0.9023088812828064,,1779701055.7087007,516.7363017,,342,,2026
3290.0,,0.88234543800354,,1779701056.7202394,517.7481049,,343,,2026
3300.0,,0.884695827960968,,1779701057.736855,518.7646273,,344,,2026
3310.0,,0.911666750907898,,1779701058.7511485,519.7787525,,345,,2026
3320.0,,0.904242217540741,,1779701059.7627635,520.7905707,,346,,2026
3330.0,,0.9232141375541687,,1779701060.763757,521.792209,,347,,2026
3340.0,,0.8966315984725952,,1779701061.795227,522.822828,,348,,2026
3350.0,,0.8880411982536316,,1779701062.8268533,523.8547887,,349,,2026
3360.0,,0.888994574546814,,1779701063.961878,524.9897859,,350,,2026
3370.0,,0.8559498190879822,,1779701065.0913517,526.1189593,,351,,2026
3380.0,,0.8742191791534424,,1779701066.1494443,527.1773422,,352,,2026
3390.0,,0.8657092452049255,,1779701067.1667347,528.1943445,,353,,2026
3400.0,,0.871498167514801,,1779701068.203893,529.2309902,,354,,2026
3410.0,,0.8719801306724548,,1779701069.2164772,530.2447222,,355,,2026
3420.0,,0.8601000905036926,,1779701070.2094839,531.2371647,,356,,2026
3430.0,,0.8950269222259521,,1779701071.1979625,532.2265104,,357,,2026
3440.0,,0.8898269534111023,,1779701072.187361,533.2151373,,358,,2026
3450.0,,0.8660438060760498,,1779701073.222233,534.2498386,,359,,2026
3460.0,,0.8582589626312256,,1779701074.2325573,535.2605641,,360,,2026
3470.0,,0.8363560438156128,,1779701075.2410498,536.269468,,361,,2026
3480.0,,0.8573852181434631,,1779701076.2424035,537.270009,,362,,2026
3490.0,,0.874498188495636,,1779701077.2743917,538.3019948,,363,,2026
3500.0,0.6934441924095154,,0.0002925475029450237,1779701091.8075662,552.8352813,1.724103569984436,364,,2026
3500.0,,0.85667484998703,,1779701091.9187248,552.9464336,,365,,2026
