train/step_loss,lr,iter,_runtime,Sample Generation,val/loss,_timestamp,_step,train/loss,seed
1.4271942377090454,,820.0,130.2667791,,,1779711884.3445172,86,,6242
1.3837405443191528,,830.0,131.2123939,,,1779711885.2904112,87,,6242
1.3728044033050537,,840.0,132.1704642,,,1779711886.24811,88,,6242
1.3391919136047363,,850.0,133.1189448,,,1779711887.1963603,89,,6242
1.3594797849655151,,860.0,134.0598557,,,1779711888.1378725,90,,6242
1.3563686609268188,,870.0,135.0340147,,,1779711889.1118855,91,,6242
1.370734453201294,,880.0,135.9815443,,,1779711890.059563,92,,6242
1.3538193702697754,,890.0,136.9481912,,,1779711891.0262089,93,,6242
1.347507357597351,,900.0,137.9239086,,,1779711892.0003963,94,,6242
1.346861481666565,,910.0,138.8850248,,,1779711892.9620724,95,,6242
1.380508303642273,,920.0,139.8489601,,,1779711893.9269788,96,,6242
1.3286417722702026,,930.0,140.8147282,,,1779711894.892643,97,,6242
1.3471829891204834,,940.0,141.7635563,,,1779711895.8415744,98,,6242
1.3459196090698242,,950.0,142.7336521,,,1779711896.8116672,99,,6242
1.375777006149292,,960.0,143.7163692,,,1779711897.7942026,100,,6242
1.3416879177093506,,970.0,144.6998501,,,1779711898.777806,101,,6242
1.3710103034973145,,980.0,145.721755,,,1779711899.799401,102,,6242
1.3306273221969604,,990.0,146.7457014,,,1779711900.8234982,103,,6242
,0.0009271396472013282,1000.0,160.2398047,,1.5203275680541992,1779711914.3173342,104,1.263311505317688,6242
1.373081088066101,,1000.0,160.3453133,,,1779711914.4233294,105,,6242
1.326899766921997,,1010.0,161.3357371,,,1779711915.4136982,106,,6242
1.3352404832839966,,1020.0,162.3142869,,,1779711916.3919945,107,,6242
1.3414803743362427,,1030.0,163.3012837,,,1779711917.378709,108,,6242
1.3195351362228394,,1040.0,164.2855714,,,1779711918.3627543,109,,6242
1.3229209184646606,,1050.0,165.2672659,,,1779711919.3450813,110,,6242
1.2874033451080322,,1060.0,166.2397832,,,1779711920.3179154,111,,6242
1.2991636991500854,,1070.0,167.2168911,,,1779711921.2949085,112,,6242
1.3186440467834473,,1080.0,168.1993238,,,1779711922.277542,113,,6242
1.2928111553192139,,1090.0,169.1845777,,,1779711923.2625918,114,,6242
1.3198977708816528,,1100.0,170.1609446,,,1779711924.2385714,115,,6242
1.313734531402588,,1110.0,171.1220743,,,1779711925.2000904,116,,6242
1.2934948205947876,,1120.0,172.1123966,,,1779711926.190324,117,,6242
1.29385507106781,,1130.0,173.0970937,,,1779711927.17475,118,,6242
1.2871050834655762,,1140.0,174.0732546,,,1779711928.1512728,119,,6242
1.279084324836731,,1150.0,175.0605744,,,1779711929.138063,120,,6242
1.3055367469787598,,1160.0,176.0457563,,,1779711930.123774,121,,6242
1.2837250232696533,,1170.0,177.0160423,,,1779711931.0939984,122,,6242
1.2998369932174683,,1180.0,178.0015861,,,1779711932.0795996,123,,6242
1.265222191810608,,1190.0,178.9827351,,,1779711933.0607452,124,,6242
1.2689175605773926,,1200.0,179.9717423,,,1779711934.049756,125,,6242
1.2649085521697998,,1210.0,180.9531826,,,1779711935.0308387,126,,6242
1.2478692531585693,,1220.0,181.9404604,,,1779711936.0176535,127,,6242
1.2381007671356201,,1230.0,182.9208485,,,1779711936.9988632,128,,6242
1.2661967277526855,,1240.0,183.9036076,,,1779711937.981419,129,,6242
,0.000883125098683892,1250.0,197.2688526,,1.4863337278366089,1779711951.346379,130,1.196338176727295,6242
1.26822829246521,,1250.0,197.3749522,,,1779711951.4523249,131,,6242
1.2270714044570923,,1260.0,198.3572957,,,1779711952.4350734,132,,6242
1.2657369375228882,,1270.0,199.3104327,,,1779711953.3884225,133,,6242
1.2670834064483643,,1280.0,200.2998001,,,1779711954.37777,134,,6242
1.2547821998596191,,1290.0,201.2994747,,,1779711955.3779986,135,,6242
1.2950489521026611,,1300.0,202.2904995,,,1779711956.3683136,136,,6242
1.2679200172424316,,1310.0,203.2679503,,,1779711957.3454366,137,,6242
1.2510590553283691,,1320.0,204.2375691,,,1779711958.3155837,138,,6242
1.2752870321273804,,1330.0,205.2193084,,,1779711959.2956727,139,,6242
1.2684547901153564,,1340.0,206.2481879,,,1779711960.3261764,140,,6242
1.2417222261428833,,1350.0,207.2585965,,,1779711961.3363283,141,,6242
1.2421059608459473,,1360.0,208.2853873,,,1779711962.3630614,142,,6242
1.2257627248764038,,1370.0,209.3024289,,,1779711963.380215,143,,6242
1.2370703220367432,,1380.0,210.3028359,,,1779711964.3808148,144,,6242
1.2422093152999878,,1390.0,211.2620215,,,1779711965.3400402,145,,6242
1.2395633459091187,,1400.0,212.2365845,,,1779711966.3140821,146,,6242
1.2745996713638306,,1410.0,213.1986809,,,1779711967.2766972,147,,6242
1.2423044443130493,,1420.0,214.1691237,,,1779711968.2471273,148,,6242
1.249922513961792,,1430.0,215.1729232,,,1779711969.2500994,149,,6242
1.2165173292160034,,1440.0,216.1706822,,,1779711970.2486863,150,,6242
1.2077627182006836,,1450.0,217.1626403,,,1779711971.2403486,151,,6242
1.2150715589523315,,1460.0,218.1721261,,,1779711972.2502754,152,,6242
1.2609457969665527,,1470.0,219.1889645,,,1779711973.2669828,153,,6242
1.2285659313201904,,1480.0,220.1695813,,,1779711974.2476013,154,,6242
1.2388389110565186,,1490.0,221.142216,,,1779711975.2202332,155,,6242
,0.0008305704108364302,1500.0,235.4297958,,1.4829514026641846,1779711989.5073206,156,1.144690752029419,6242
1.2278633117675781,,1500.0,235.5365781,,,1779711989.6145964,157,,6242
1.219224452972412,,1510.0,236.5579519,,,1779711990.635969,158,,6242
1.1868376731872559,,1520.0,237.6185861,,,1779711991.6963675,159,,6242
1.2050859928131104,,1530.0,238.6388567,,,1779711992.7168746,160,,6242
1.2126740217208862,,1540.0,239.6584202,,,1779711993.7360349,161,,6242
1.2178863286972046,,1550.0,240.704405,,,1779711994.7824159,162,,6242
1.1891714334487915,,1560.0,241.7104386,,,1779711995.7883196,163,,6242
1.2089076042175293,,1570.0,242.7299245,,,1779711996.8079414,164,,6242
1.196979284286499,,1580.0,243.7787187,,,1779711997.8567338,165,,6242
1.2173957824707031,,1590.0,244.7996758,,,1779711998.877074,166,,6242
1.1955443620681763,,1600.0,245.8312388,,,1779711999.9092562,167,,6242
1.197628378868103,,1610.0,246.8925668,,,1779712000.9700265,168,,6242
1.179064154624939,,1620.0,247.9155111,,,1779712001.9935277,169,,6242
1.1855446100234985,,1630.0,248.9386892,,,1779712003.0166018,170,,6242
1.2063759565353394,,1640.0,249.9974552,,,1779712004.0752947,171,,6242
1.1599534749984741,,1650.0,251.0168876,,,1779712005.0954115,172,,6242
1.1767464876174927,,1660.0,252.0443398,,,1779712006.1218557,173,,6242
1.1643401384353638,,1670.0,253.1047207,,,1779712007.1828103,174,,6242
1.166847586631775,,1680.0,254.1287925,,,1779712008.206474,175,,6242
1.173356294631958,,1690.0,255.1433296,,,1779712009.221346,176,,6242
1.1785328388214111,,1700.0,256.206503,,,1779712010.284521,177,,6242
1.1760345697402954,,1710.0,257.2268465,,,1779712011.3046408,178,,6242
1.190183162689209,,1720.0,258.2670719,,,1779712012.3450909,179,,6242
1.1672171354293823,,1730.0,259.3067809,,,1779712013.3847983,180,,6242
1.1685526371002197,,1740.0,260.3242158,,,1779712014.4019938,181,,6242
,0.0007708228984017721,1750.0,274.3124947,,1.4719451665878296,1779712028.3900192,182,1.0919569730758667,6242
1.1886494159698486,,1750.0,274.4206565,,,1779712028.4986746,183,,6242
1.1823092699050903,,1760.0,275.4381948,,,1779712029.5162122,184,,6242
1.1661137342453003,,1770.0,276.4831753,,,1779712030.5611644,185,,6242
1.16617751121521,,1780.0,277.5133983,,,1779712031.591417,186,,6242
1.1650763750076294,,1790.0,278.5356459,,,1779712032.6141696,187,,6242
1.1999436616897583,,1800.0,279.5805131,,,1779712033.6584795,188,,6242
1.141244888305664,,1810.0,280.6091203,,,1779712034.6871395,189,,6242
1.1666728258132935,,1820.0,281.6307017,,,1779712035.708499,190,,6242
1.1836543083190918,,1830.0,282.678988,,,1779712036.7568889,191,,6242
1.1549663543701172,,1840.0,283.6916125,,,1779712037.769796,192,,6242
1.1357102394104004,,1850.0,284.7109979,,,1779712038.7881162,193,,6242
1.1733331680297852,,1860.0,285.767056,,,1779712039.844962,194,,6242
1.1620829105377197,,1870.0,286.8218998,,,1779712040.8994253,195,,6242
1.1277085542678833,,1880.0,287.86198,,,1779712041.9400039,196,,6242
1.1666914224624634,,1890.0,288.9149862,,,1779712042.9930015,197,,6242
1.143402338027954,,1900.0,289.9521378,,,1779712044.0301645,198,,6242
1.1131330728530884,,1910.0,290.972701,,,1779712045.05072,199,,6242
1.1315358877182007,,1920.0,292.0573476,,,1779712046.135374,200,,6242
1.1589787006378174,,1930.0,293.0796039,,,1779712047.1575136,201,,6242
1.1524046659469604,,1940.0,294.1131281,,,1779712048.190909,202,,6242
1.1381839513778687,,1950.0,295.2082346,,,1779712049.2857575,203,,6242
1.100125789642334,,1960.0,296.253373,,,1779712050.3313937,204,,6242
1.1184829473495483,,1970.0,297.297981,,,1779712051.3758094,205,,6242
1.1255500316619873,,1980.0,298.3596198,,,1779712052.437643,206,,6242
1.1336581707000732,,1990.0,299.3819598,,,1779712053.4594803,207,,6242
,0.0007054142744895884,2000.0,313.3806986,,1.4780577421188354,1779712067.4582198,208,1.0437235832214355,6242
1.1618486642837524,,2000.0,313.4830622,,,1779712067.5610797,209,,6242
1.1519509553909302,,2010.0,314.4897334,,,1779712068.5682573,210,,6242
1.1334871053695679,,2020.0,315.4873446,,,1779712069.56489,211,,6242
1.1403881311416626,,2030.0,316.5170016,,,1779712070.5950196,212,,6242
1.1223018169403076,,2040.0,317.5056115,,,1779712071.5836272,213,,6242
1.1108002662658691,,2050.0,318.509782,,,1779712072.5877168,214,,6242
1.113516926765442,,2060.0,319.531036,,,1779712073.6083279,215,,6242
1.1325745582580566,,2070.0,320.5358445,,,1779712074.6137407,216,,6242
1.1244614124298096,,2080.0,321.5605254,,,1779712075.638542,217,,6242
1.1152970790863037,,2090.0,322.5696741,,,1779712076.646679,218,,6242
1.174870491027832,,2100.0,323.5492397,,,1779712077.6268246,219,,6242
1.1196883916854858,,2110.0,324.5174772,,,1779712078.5953386,220,,6242
1.1487468481063843,,2120.0,325.5061034,,,1779712079.5841212,221,,6242
1.089388370513916,,2130.0,326.4953493,,,1779712080.5729415,222,,6242
1.0983476638793945,,2140.0,327.4911043,,,1779712081.5690403,223,,6242
1.074765682220459,,2150.0,328.4984546,,,1779712082.5764732,224,,6242
1.1118485927581787,,2160.0,329.5026974,,,1779712083.5802112,225,,6242
1.1083106994628906,,2170.0,330.4812738,,,1779712084.5587838,226,,6242
1.1205869913101196,,2180.0,331.4531747,,,1779712085.5308087,227,,6242
1.1034691333770752,,2190.0,332.4210706,,,1779712086.498222,228,,6242
1.090233564376831,,2200.0,333.3882006,,,1779712087.4654694,229,,6242
1.0529499053955078,,2210.0,334.3795853,,,1779712088.457032,230,,6242
1.1078917980194092,,2220.0,335.3713111,,,1779712089.4492202,231,,6242
1.0969274044036865,,2230.0,336.3958842,,,1779712090.4734082,232,,6242
1.1178284883499146,,2240.0,337.413727,,,1779712091.491726,233,,6242
,0.0006360213829156177,2250.0,351.1961737,,1.4816738367080688,1779712105.2736,234,0.9961704015731812,6242
1.0904741287231445,,2250.0,351.3038821,,,1779712105.3818982,235,,6242
1.07586669921875,,2260.0,352.3159487,,,1779712106.393971,236,,6242
1.0849134922027588,,2270.0,353.3293723,,,1779712107.4068959,237,,6242
1.1008967161178589,,2280.0,354.3399929,,,1779712108.4180176,238,,6242
1.1098499298095703,,2290.0,355.3392766,,,1779712109.4168017,239,,6242
1.088658332824707,,2300.0,356.3573745,,,1779712110.4349012,240,,6242
1.0850255489349365,,2310.0,357.3589628,,,1779712111.436753,241,,6242
1.0672630071640015,,2320.0,358.3606748,,,1779712112.4386976,242,,6242
1.10819673538208,,2330.0,359.3605435,,,1779712113.438567,243,,6242
1.0761069059371948,,2340.0,360.3496562,,,1779712114.4276807,244,,6242
1.096922516822815,,2350.0,361.3214567,,,1779712115.3994396,245,,6242
1.0676912069320679,,2360.0,362.2913737,,,1779712116.369393,246,,6242
1.0535008907318115,,2370.0,363.2432227,,,1779712117.3212454,247,,6242
1.0813616514205933,,2380.0,364.226821,,,1779712118.3048444,248,,6242
1.1054590940475464,,2390.0,365.1913222,,,1779712119.2688453,249,,6242
1.0439382791519165,,2400.0,366.1438929,,,1779712120.221918,250,,6242
1.0764496326446533,,2410.0,367.1037571,,,1779712121.1817794,251,,6242
1.0854198932647705,,2420.0,368.0780834,,,1779712122.1556091,252,,6242
1.0650769472122192,,2430.0,369.0519277,,,1779712123.130113,253,,6242
1.0660191774368286,,2440.0,370.0237723,,,1779712124.1017892,254,,6242
1.0709989070892334,,2450.0,370.9788916,,,1779712125.057003,255,,6242
1.0544540882110596,,2460.0,371.94138,,,1779712126.0194046,256,,6242
1.0549989938735962,,2470.0,372.9045519,,,1779712126.9830756,257,,6242
1.060996174812317,,2480.0,373.8645116,,,1779712127.9425173,258,,6242
1.0684635639190674,,2490.0,374.8212188,,,1779712128.8993075,259,,6242
,0.000564423209907245,2500.0,388.0416576,,1.5055066347122192,1779712142.1193933,260,0.9510911703109741,6242
1.0411627292633057,,2500.0,388.1426793,,,1779712142.2206972,261,,6242
1.0530906915664673,,2510.0,389.0919672,,,1779712143.169985,262,,6242
1.0455621480941772,,2520.0,390.0488269,,,1779712144.126823,263,,6242
1.052950382232666,,2530.0,391.007247,,,1779712145.0851607,264,,6242
1.0448501110076904,,2540.0,391.9681257,,,1779712146.0461445,265,,6242
1.04732084274292,,2550.0,392.9247451,,,1779712147.0018537,266,,6242
1.0328220129013062,,2560.0,393.8857631,,,1779712147.9634936,267,,6242
1.0583375692367554,,2570.0,394.8489845,,,1779712148.926966,268,,6242
1.0549982786178589,,2580.0,395.832264,,,1779712149.9095821,269,,6242
1.0197315216064453,,2590.0,396.8087149,,,1779712150.886732,270,,6242
1.0453596115112305,,2600.0,397.8122191,,,1779712151.8902352,271,,6242
1.0715123414993286,,2610.0,398.7842157,,,1779712152.861631,272,,6242
1.048839807510376,,2620.0,399.7485206,,,1779712153.8263223,273,,6242
1.0355201959609985,,2630.0,400.7107438,,,1779712154.7886388,274,,6242
1.0422059297561646,,2640.0,401.6759878,,,1779712155.7540042,275,,6242
1.034970998764038,,2650.0,402.6439303,,,1779712156.7210052,276,,6242
1.0422377586364746,,2660.0,403.6559793,,,1779712157.7339969,277,,6242
1.0198639631271362,,2670.0,404.626923,,,1779712158.7049396,278,,6242
1.0378531217575073,,2680.0,405.6086956,,,1779712159.6867118,279,,6242
1.018040418624878,,2690.0,406.579375,,,1779712160.6573036,280,,6242
1.0199179649353027,,2700.0,407.5435257,,,1779712161.6215427,281,,6242
1.0463024377822876,,2710.0,408.5164861,,,1779712162.5945036,282,,6242
1.054229497909546,,2720.0,409.4863826,,,1779712163.564401,283,,6242
1.0451916456222534,,2730.0,410.450443,,,1779712164.528459,284,,6242
1.0411996841430664,,2740.0,411.4129682,,,1779712165.490803,285,,6242
,0.0004924552772419723,2750.0,425.1396184,,1.519944190979004,1779712179.217707,286,0.9042044281959534,6242
1.0010616779327393,,2750.0,425.2455247,,,1779712179.3234506,287,,6242
1.0248280763626099,,2760.0,426.2515399,,,1779712180.3289075,288,,6242
1.018283724784851,,2770.0,427.272087,,,1779712181.3499043,289,,6242
1.0064374208450317,,2780.0,428.2798269,,,1779712182.3571458,290,,6242
1.0051356554031372,,2790.0,429.3430765,,,1779712183.4211018,291,,6242
1.0099068880081177,,2800.0,430.424282,,,1779712184.5020022,292,,6242
1.0276744365692139,,2810.0,431.5020087,,,1779712185.5800242,293,,6242
1.009967565536499,,2820.0,432.5150963,,,1779712186.5931113,294,,6242
0.9841918349266052,,2830.0,433.4880167,,,1779712187.5660355,295,,6242
1.015219807624817,,2840.0,434.4586694,,,1779712188.5366867,296,,6242
1.012731671333313,,2850.0,435.4473527,,,1779712189.5253706,297,,6242
0.9942542314529419,,2860.0,436.4403167,,,1779712190.5178916,298,,6242
0.9929981827735901,,2870.0,437.4361764,,,1779712191.5141943,299,,6242
1.001845121383667,,2880.0,438.4227333,,,1779712192.5007505,300,,6242
0.9929054379463196,,2890.0,439.4380417,,,1779712193.5153475,301,,6242
0.9993867874145508,,2900.0,440.4147554,,,1779712194.4926765,302,,6242
1.004503607749939,,2910.0,441.3939413,,,1779712195.4715362,303,,6242
0.9867783784866333,,2920.0,442.3783191,,,1779712196.4552965,304,,6242
0.9801322221755981,,2930.0,443.360078,,,1779712197.4380934,305,,6242
0.9972166419029236,,2940.0,444.3592052,,,1779712198.4368045,306,,6242
0.978591799736023,,2950.0,445.3562053,,,1779712199.432602,307,,6242
0.9954120516777039,,2960.0,446.3620014,,,1779712200.440008,308,,6242
0.977478563785553,,2970.0,447.3773622,,,1779712201.4552627,309,,6242
0.9708698391914368,,2980.0,448.3864852,,,1779712202.4636936,310,,6242
0.9905198812484741,,2990.0,449.3742817,,,1779712203.4515326,311,,6242
,0.0004219625860160354,3000.0,462.8268625,,1.5391392707824707,1779712216.9041767,312,0.8573103547096252,6242
0.9754294753074646,,3000.0,462.9248632,,,1779712217.002259,313,,6242
0.9810870289802551,,3010.0,463.8987865,,,1779712217.9773102,314,,6242
0.9828802943229675,,3020.0,464.9056004,,,1779712218.9833128,315,,6242
0.9606488347053528,,3030.0,465.9730566,,,1779712220.0510738,316,,6242
1.0104397535324097,,3040.0,467.0154067,,,1779712221.0934231,317,,6242
0.9712913632392883,,3050.0,468.0650889,,,1779712222.1428235,318,,6242
0.9876706004142761,,3060.0,469.1093003,,,1779712223.1873183,319,,6242
0.9837404489517212,,3070.0,470.1740578,,,1779712224.2520356,320,,6242
0.9798575043678284,,3080.0,471.2106846,,,1779712225.2887056,321,,6242
0.9707432985305786,,3090.0,472.2611185,,,1779712226.3391254,322,,6242
0.9719688892364502,,3100.0,473.3089341,,,1779712227.3869514,323,,6242
0.9789900779724121,,3110.0,474.3432985,,,1779712228.4218223,324,,6242
0.9805687665939331,,3120.0,475.3822024,,,1779712229.4602199,325,,6242
0.9648439288139343,,3130.0,476.4215277,,,1779712230.499472,326,,6242
0.9655569195747375,,3140.0,477.4517335,,,1779712231.5294814,327,,6242
0.951158881187439,,3150.0,478.488882,,,1779712232.5665455,328,,6242
0.949853241443634,,3160.0,479.5244776,,,1779712233.6020045,329,,6242
0.9412974119186401,,3170.0,480.5691796,,,1779712234.6471815,330,,6242
0.9565075039863586,,3180.0,481.6124788,,,1779712235.6900897,331,,6242
0.9549199938774109,,3190.0,482.6224352,,,1779712236.700959,332,,6242
0.9500323534011841,,3200.0,483.6424155,,,1779712237.7204359,333,,6242
0.9427477121353149,,3210.0,484.6802065,,,1779712238.757345,334,,6242
0.9633851051330566,,3220.0,485.6818337,,,1779712239.7588775,335,,6242
0.9644584655761719,,3230.0,486.7076782,,,1779712240.7856975,336,,6242
0.9249581694602966,,3240.0,487.7437165,,,1779712241.8217335,337,,6242
,0.00035475231739709885,3250.0,501.4436109,,1.5644645690917969,1779712255.521136,338,0.8097675442695618,6242
0.9604601263999939,,3250.0,501.5455751,,,1779712255.6235955,339,,6242
0.9661123752593994,,3260.0,502.5255867,,,1779712256.603332,340,,6242
0.9478254318237305,,3270.0,503.518014,,,1779712257.596031,341,,6242
0.9800554513931274,,3280.0,504.5027589,,,1779712258.5807662,342,,6242
0.9525085687637329,,3290.0,505.4740354,,,1779712259.5520546,343,,6242
0.9568237662315369,,3300.0,506.4531969,,,1779712260.5310738,344,,6242
0.9564937949180603,,3310.0,507.4279777,,,1779712261.5059962,345,,6242
0.9470224380493164,,3320.0,508.4065783,,,1779712262.4845955,346,,6242
0.9701971411705017,,3330.0,509.385065,,,1779712263.4629092,347,,6242
0.9362287521362305,,3340.0,510.354383,,,1779712264.432383,348,,6242
0.9242810010910034,,3350.0,511.3321504,,,1779712265.4101653,349,,6242
0.953220009803772,,3360.0,512.3159712,,,1779712266.3939881,350,,6242
0.9654531478881836,,3370.0,513.2908552,,,1779712267.3679173,351,,6242
0.9443149566650391,,3380.0,514.2705337,,,1779712268.3485518,352,,6242
0.9344372153282166,,3390.0,515.2701247,,,1779712269.3480132,353,,6242
0.9241150617599487,,3400.0,516.2405699,,,1779712270.3183308,354,,6242
0.9082691073417664,,3410.0,517.2128937,,,1779712271.2898903,355,,6242
0.9310320019721985,,3420.0,518.1879686,,,1779712272.2658656,356,,6242
0.9405338764190674,,3430.0,519.1632102,,,1779712273.2404335,357,,6242
0.9141863584518433,,3440.0,520.1440409,,,1779712274.221646,358,,6242
0.9510065317153931,,3450.0,521.1148108,,,1779712275.1927462,359,,6242
0.8931453227996826,,3460.0,522.0863262,,,1779712276.1643434,360,,6242
0.9398680329322815,,3470.0,523.0516044,,,1779712277.129404,361,,6242
0.9428627490997314,,3480.0,524.0260094,,,1779712278.1039512,362,,6242
0.9152674674987793,,3490.0,524.9921782,,,1779712279.0701952,363,,6242
,0.0002925475029450237,3500.0,538.0472243,,1.5888923406600952,1779712292.1252322,364,0.7652273774147034,6242
0.9235190153121948,,3500.0,538.1471035,,,1779712292.2251136,365,,6242
0.9081655740737915,,3510.0,539.1248607,,,1779712293.2033846,366,,6242
