_runtime,val/loss,train/loss,train/step_loss,iter,_step,_timestamp,Sample Generation,lr,seed
115.8460229,,,2.110590696334839,300.0,32,1779643479.567794,,,3740
117.9919277,,,2.095388174057007,310.0,33,1779643481.713737,,,3740
120.1453134,,,2.020301103591919,320.0,34,1779643483.8670342,,,3740
122.2913076,,,2.021155595779419,330.0,35,1779643486.013122,,,3740
124.4538324,,,1.996528148651123,340.0,36,1779643488.1749406,,,3740
126.586151,,,1.9557324647903442,350.0,37,1779643490.307961,,,3740
128.7610931,,,1.9373133182525635,360.0,38,1779643492.4828544,,,3740
130.9168424,,,1.9193209409713745,370.0,39,1779643494.638629,,,3740
133.0723459,,,1.8804956674575806,380.0,40,1779643496.7941384,,,3740
135.2180531,,,1.8961524963378906,390.0,41,1779643498.9398649,,,3740
137.3990424,,,1.836134433746338,400.0,42,1779643501.1208177,,,3740
139.5584094,,,1.8049966096878052,410.0,43,1779643503.2802172,,,3740
141.7140501,,,1.7812596559524536,420.0,44,1779643505.4358618,,,3740
143.8884264,,,1.7671740055084229,430.0,45,1779643507.609852,,,3740
146.033112,,,1.7276560068130493,440.0,46,1779643509.7547858,,,3740
148.1912067,,,1.7472010850906372,450.0,47,1779643511.9130218,,,3740
150.3557466,,,1.694631576538086,460.0,48,1779643514.0780666,,,3740
152.5061077,,,1.6971272230148315,470.0,49,1779643516.227922,,,3740
154.6547464,,,1.6626543998718262,480.0,50,1779643518.37556,,,3740
156.8090156,,,1.7058579921722412,490.0,51,1779643520.5308077,,,3740
184.3665292,1.7313969135284424,1.5463708639144897,,500.0,52,1779643548.0879006,,0.0009852826883675631,3740
184.5830907,,,1.6345486640930176,500.0,53,1779643548.304906,,,3740
186.7113918,,,1.6379001140594482,510.0,54,1779643550.4330297,,,3740
188.8638238,,,1.5792986154556274,520.0,55,1779643552.5856397,,,3740
191.0112767,,,1.611085057258606,530.0,56,1779643554.733092,,,3740
193.1459491,,,1.5813897848129272,540.0,57,1779643556.8671741,,,3740
195.3009393,,,1.5531936883926392,550.0,58,1779643559.0227554,,,3740
197.4236456,,,1.548190712928772,560.0,59,1779643561.145461,,,3740
199.5683349,,,1.5227875709533691,570.0,60,1779643563.2901278,,,3740
201.70941440000001,,,1.532474398612976,580.0,61,1779643565.4312103,,,3740
203.8534833,,,1.5155466794967651,590.0,62,1779643567.575297,,,3740
205.9991155,,,1.488197922706604,600.0,63,1779643569.7199228,,,3740
208.1407585,,,1.4983946084976196,610.0,64,1779643571.8625724,,,3740
210.2785304,,,1.4775501489639282,620.0,65,1779643573.9994042,,,3740
212.4176802,,,1.4830331802368164,630.0,66,1779643576.1389496,,,3740
214.5509901,,,1.4361246824264526,640.0,67,1779643578.272803,,,3740
216.6835756,,,1.4750757217407227,650.0,68,1779643580.4053893,,,3740
218.8104097,,,1.4527735710144043,660.0,69,1779643582.5320961,,,3740
220.9345352,,,1.4627368450164795,670.0,70,1779643584.6568553,,,3740
223.0512226,,,1.4443598985671997,680.0,71,1779643586.772537,,,3740
225.1859245,,,1.4495946168899536,690.0,72,1779643588.9077406,,,3740
227.3172282,,,1.3961037397384644,700.0,73,1779643591.0388894,,,3740
229.441294,,,1.4105885028839111,710.0,74,1779643593.1621094,,,3740
231.577318,,,1.3905067443847656,720.0,75,1779643595.299128,,,3740
233.7047078,,,1.3951164484024048,730.0,76,1779643597.427028,,,3740
235.8672861,,,1.393036961555481,740.0,77,1779643599.5888476,,,3740
263.3178052,1.5656520128250122,1.312353491783142,,750.0,78,1779643627.0380857,,0.0009614856803571157,3740
263.5358367,,,1.3766587972640991,750.0,79,1779643627.2576532,,,3740
265.6711171,,,1.3820379972457886,760.0,80,1779643629.392701,,,3740
267.8281001,,,1.3629666566848755,770.0,81,1779643631.5499153,,,3740
269.9510445,,,1.3676749467849731,780.0,82,1779643633.67234,,,3740
272.1084729,,,1.3426088094711304,790.0,83,1779643635.8299177,,,3740
274.2404796,,,1.3348016738891602,800.0,84,1779643637.962293,,,3740
276.3708149,,,1.3558310270309448,810.0,85,1779643640.0924585,,,3740
278.5172236,,,1.363905429840088,820.0,86,1779643642.239038,,,3740
280.6532285,,,1.334078073501587,830.0,87,1779643644.3747659,,,3740
282.7929435,,,1.3439642190933228,840.0,88,1779643646.5145895,,,3740
284.923117,,,1.3427952527999878,850.0,89,1779643648.6449163,,,3740
287.0621948,,,1.3265033960342407,860.0,90,1779643650.7840087,,,3740
289.2023303,,,1.3518565893173218,870.0,91,1779643652.9235816,,,3740
291.341931,,,1.2985222339630127,880.0,92,1779643655.063747,,,3740
293.4807609,,,1.3127697706222534,890.0,93,1779643657.2025769,,,3740
295.6148556,,,1.305245041847229,900.0,94,1779643659.336669,,,3740
297.74948440000003,,,1.2986209392547607,910.0,95,1779643661.4713817,,,3740
299.8858352,,,1.3211432695388794,920.0,96,1779643663.6076503,,,3740
302.0193648,,,1.296000361442566,930.0,97,1779643665.7409463,,,3740
304.151308,,,1.3011208772659302,940.0,98,1779643667.8733087,,,3740
306.290404,,,1.2634031772613525,950.0,99,1779643670.0119262,,,3740
308.4188715,,,1.2641710042953491,960.0,100,1779643672.1406875,,,3740
310.5440248,,,1.2752933502197266,970.0,101,1779643674.26584,,,3740
312.6848015,,,1.3007750511169434,980.0,102,1779643676.4066172,,,3740
314.8224649,,,1.2580242156982422,990.0,103,1779643678.5447853,,,3740
342.2576565,1.4957761764526367,1.1960713863372803,,1000.0,104,1779643705.9791656,,0.0009271396472013282,3740
342.4728654,,,1.2514055967330933,1000.0,105,1779643706.1946542,,,3740
344.6148383,,,1.2793159484863281,1010.0,106,1779643708.3366547,,,3740
346.7417255,,,1.2698255777359009,1020.0,107,1779643710.46354,,,3740
348.8719091,,,1.2393019199371338,1030.0,108,1779643712.5936878,,,3740
350.9891221,,,1.2481952905654907,1040.0,109,1779643714.710936,,,3740
353.1165366,,,1.2402820587158203,1050.0,110,1779643716.8382094,,,3740
355.2540957,,,1.2457661628723145,1060.0,111,1779643718.9759023,,,3740
357.375293,,,1.2505576610565186,1070.0,112,1779643721.09626,,,3740
359.5131728,,,1.2232414484024048,1080.0,113,1779643723.2349815,,,3740
361.663526,,,1.2169984579086304,1090.0,114,1779643725.384979,,,3740
363.785625,,,1.247666597366333,1100.0,115,1779643727.5069654,,,3740
365.9144691,,,1.2622532844543457,1110.0,116,1779643729.6362255,,,3740
368.0399017,,,1.2131935358047485,1120.0,117,1779643731.7617173,,,3740
370.1838455,,,1.2190433740615845,1130.0,118,1779643733.90566,,,3740
372.3171183,,,1.232790231704712,1140.0,119,1779643736.0389032,,,3740
374.4438338,,,1.220829963684082,1150.0,120,1779643738.1645539,,,3740
376.5689574,,,1.2193641662597656,1160.0,121,1779643740.2912776,,,3740
378.7015409,,,1.2157264947891235,1170.0,122,1779643742.4233577,,,3740
380.8215063,,,1.2233985662460327,1180.0,123,1779643744.543319,,,3740
382.9500922,,,1.2018849849700928,1190.0,124,1779643746.6715267,,,3740
385.079087,,,1.2019340991973877,1200.0,125,1779643748.8008957,,,3740
387.2149035,,,1.2023043632507324,1210.0,126,1779643750.9372237,,,3740
389.3441657,,,1.2158844470977783,1220.0,127,1779643753.0659811,,,3740
391.4831102,,,1.2227163314819336,1230.0,128,1779643755.2049215,,,3740
393.6062078,,,1.2025541067123413,1240.0,129,1779643757.3278282,,,3740
421.0130183,1.4703625440597534,1.114954948425293,,1250.0,130,1779643784.7346683,,0.000883125098683892,3740
421.2325418,,,1.1947450637817383,1250.0,131,1779643784.9542103,,,3740
423.3609079,,,1.1890463829040527,1260.0,132,1779643787.082496,,,3740
425.4943667,,,1.1995534896850586,1270.0,133,1779643789.2151895,,,3740
427.625416,,,1.1831207275390625,1280.0,134,1779643791.347231,,,3740
429.7452078,,,1.1861380338668823,1290.0,135,1779643793.4670208,,,3740
431.8725204,,,1.1633025407791138,1300.0,136,1779643795.5943363,,,3740
434.0050058,,,1.1939032077789307,1310.0,137,1779643797.7268043,,,3740
436.1342525,,,1.1737546920776367,1320.0,138,1779643799.8559265,,,3740
438.2686203,,,1.1533641815185547,1330.0,139,1779643801.9904356,,,3740
440.39756,,,1.159692406654358,1340.0,140,1779643804.1187038,,,3740
442.522162,,,1.1593459844589233,1350.0,141,1779643806.2439773,,,3740
444.644698,,,1.167380690574646,1360.0,142,1779643808.3662615,,,3740
446.7797329,,,1.1676809787750244,1370.0,143,1779643810.5013356,,,3740
448.9110273,,,1.1797930002212524,1380.0,144,1779643812.6328418,,,3740
451.0316914,,,1.1690356731414795,1390.0,145,1779643814.7533631,,,3740
453.1688619,,,1.156972050666809,1400.0,146,1779643816.8904004,,,3740
455.2910618,,,1.1764413118362427,1410.0,147,1779643819.0128758,,,3740
457.4185565,,,1.1520041227340698,1420.0,148,1779643821.1403685,,,3740
459.5454663,,,1.1638405323028564,1430.0,149,1779643823.2671618,,,3740
461.6605471,,,1.1531846523284912,1440.0,150,1779643825.3823617,,,3740
463.8032403,,,1.14470636844635,1450.0,151,1779643827.5250304,,,3740
465.9279536,,,1.1554388999938965,1460.0,152,1779643829.6497614,,,3740
468.0488848,,,1.1542322635650635,1470.0,153,1779643831.7705736,,,3740
470.1830952,,,1.1248780488967896,1480.0,154,1779643833.9043503,,,3740
472.3167204,,,1.1468671560287476,1490.0,155,1779643836.0385315,,,3740
499.6644336,1.4785919189453125,1.0373814105987549,,1500.0,156,1779643863.3856604,,0.0008305704108364302,3740
499.8815176,,,1.1369737386703491,1500.0,157,1779643863.6033332,,,3740
502.0094781,,,1.1370540857315063,1510.0,158,1779643865.7305825,,,3740
504.1503586,,,1.1251832246780396,1520.0,159,1779643867.8721728,,,3740
506.2870521,,,1.1299580335617065,1530.0,160,1779643870.008868,,,3740
508.4104391,,,1.121586561203003,1540.0,161,1779643872.1313927,,,3740
510.546636,,,1.1270794868469238,1550.0,162,1779643874.2682912,,,3740
512.6804285,,,1.1311626434326172,1560.0,163,1779643876.4022334,,,3740
514.8244136,,,1.135071873664856,1570.0,164,1779643878.5462277,,,3740
516.9580741,,,1.1214147806167603,1580.0,165,1779643880.67989,,,3740
519.1071448,,,1.1267821788787842,1590.0,166,1779643882.8289597,,,3740
521.2436429,,,1.0776143074035645,1600.0,167,1779643884.9653616,,,3740
523.3874862,,,1.1260703802108765,1610.0,168,1779643887.1093004,,,3740
525.5222389,,,1.0988739728927612,1620.0,169,1779643889.2439685,,,3740
527.6569542,,,1.118377447128296,1630.0,170,1779643891.3777645,,,3740
529.7839718,,,1.0976178646087646,1640.0,171,1779643893.5057862,,,3740
531.9141185,,,1.0928869247436523,1650.0,172,1779643895.635889,,,3740
534.0504413,,,1.0793676376342773,1660.0,173,1779643897.7721817,,,3740
536.1799915,,,1.07780921459198,1670.0,174,1779643899.9016802,,,3740
538.3010996,,,1.0898677110671997,1680.0,175,1779643902.022915,,,3740
540.430308,,,1.0736397504806519,1690.0,176,1779643904.15212,,,3740
542.5628396,,,1.0767728090286255,1700.0,177,1779643906.2846522,,,3740
544.6851501,,,1.0798249244689941,1710.0,178,1779643908.4068017,,,3740
546.8034507,,,1.110469102859497,1720.0,179,1779643910.5252666,,,3740
548.929335,,,1.0785363912582397,1730.0,180,1779643912.6510913,,,3740
551.0626447,,,1.071218729019165,1740.0,181,1779643914.7844603,,,3740
578.3812624,1.4964263439178467,0.9711217284202576,,1750.0,182,1779643942.1035826,,0.0007708228984017721,3740
578.5978164,,,1.0836628675460815,1750.0,183,1779643942.3196309,,,3740
580.7360513,,,1.064439058303833,1760.0,184,1779643944.4578097,,,3740
582.8634843,,,1.0734226703643799,1770.0,185,1779643946.5851638,,,3740
584.9722033,,,1.0773922204971313,1780.0,186,1779643948.6940186,,,3740
587.1167218,,,1.0573821067810059,1790.0,187,1779643950.838281,,,3740
589.2524856,,,1.0432474613189697,1800.0,188,1779643952.9740486,,,3740
591.384696,,,1.0596870183944702,1810.0,189,1779643955.107016,,,3740
593.4972442,,,1.062545657157898,1820.0,190,1779643957.2190597,,,3740
595.6152103,,,1.0554280281066895,1830.0,191,1779643959.3368132,,,3740
597.7343722,,,1.059898018836975,1840.0,192,1779643961.456188,,,3740
599.8350893,,,1.0095511674880981,1850.0,193,1779643963.5567908,,,3740
601.9597316,,,1.0563938617706299,1860.0,194,1779643965.6815462,,,3740
604.0737716,,,1.0510772466659546,1870.0,195,1779643967.795434,,,3740
606.2223513,,,1.0429115295410156,1880.0,196,1779643969.943892,,,3740
608.353491,,,1.0591899156570435,1890.0,197,1779643972.0743062,,,3740
610.4919828,,,1.0096770524978638,1900.0,198,1779643974.213393,,,3740
612.6172553,,,1.0293493270874023,1910.0,199,1779643976.3390663,,,3740
614.7432391,,,1.0250957012176514,1920.0,200,1779643978.4650548,,,3740
616.8581139,,,1.0483759641647339,1930.0,201,1779643980.5797868,,,3740
618.998709,,,1.02756667137146,1940.0,202,1779643982.721029,,,3740
621.1332452,,,1.067272663116455,1950.0,203,1779643984.8555653,,,3740
623.2665177,,,1.0188322067260742,1960.0,204,1779643986.9883332,,,3740
625.4149899,,,1.0520360469818115,1970.0,205,1779643989.1366816,,,3740
627.5461092,,,1.0023400783538818,1980.0,206,1779643991.2679245,,,3740
629.6860496,,,1.053210735321045,1990.0,207,1779643993.4078658,,,3740
657.2395651,1.5204451084136963,0.8970683217048645,,2000.0,208,1779644020.9613569,,0.0007054142744895884,3740
657.4552573,,,1.0395214557647705,2000.0,209,1779644021.1775775,,,3740
659.6052026,,,1.003839135169983,2010.0,210,1779644023.3270144,,,3740
661.7391233,,,1.0041730403900146,2020.0,211,1779644025.4607246,,,3740
663.8697293,,,1.0257550477981567,2030.0,212,1779644027.5915363,,,3740
665.9991882,,,0.9983225464820862,2040.0,213,1779644029.7200105,,,3740
668.1310001,,,0.9790820479393005,2050.0,214,1779644031.8527632,,,3740
670.2720254,,,1.0197378396987915,2060.0,215,1779644033.9937673,,,3740
672.4316177,,,1.0147109031677246,2070.0,216,1779644036.153258,,,3740
674.6565748,,,1.0052179098129272,2080.0,217,1779644038.378895,,,3740
676.8906058,,,0.9907184839248657,2090.0,218,1779644040.6116083,,,3740
679.0750968,,,1.0076117515563965,2100.0,219,1779644042.7969093,,,3740
681.2340067,,,1.0164105892181396,2110.0,220,1779644044.9550917,,,3740
683.4424384,,,0.9893171191215515,2120.0,221,1779644047.1642528,,,3740
685.6609533,,,0.9595146179199219,2130.0,222,1779644049.3822756,,,3740
687.8221601,,,1.0239677429199219,2140.0,223,1779644051.5437984,,,3740
690.0319484,,,1.0112751722335815,2150.0,224,1779644053.7537627,,,3740
692.1591626,,,0.9964084625244141,2160.0,225,1779644055.8809779,,,3740
694.28747,,,1.0006608963012695,2170.0,226,1779644058.0092857,,,3740
696.448827,,,0.9999047517776489,2180.0,227,1779644060.1706343,,,3740
698.615381,,,0.9830675721168518,2190.0,228,1779644062.3370187,,,3740
700.7693046,,,0.9736836552619934,2200.0,229,1779644064.4910805,,,3740
702.8877002,,,0.9447410106658936,2210.0,230,1779644066.6095161,,,3740
705.032334,,,0.9719771146774292,2220.0,231,1779644068.7531183,,,3740
707.1644001,,,0.9592761993408203,2230.0,232,1779644070.8862145,,,3740
709.2932137,,,0.9891029000282288,2240.0,233,1779644073.01503,,,3740
736.8485439,1.5687191486358643,0.8235461711883545,,2250.0,234,1779644100.5700564,,0.0006360213829156177,3740
737.0668388,,,0.9585692286491394,2250.0,235,1779644100.7891588,,,3740
739.2185314,,,0.9688618779182434,2260.0,236,1779644102.9401262,,,3740
741.3664861,,,0.9800050854682922,2270.0,237,1779644105.088301,,,3740
743.5473466,,,0.9766665101051331,2280.0,238,1779644107.2690892,,,3740
745.7084757,,,0.963616669178009,2290.0,239,1779644109.4302888,,,3740
747.8630961,,,0.9460748434066772,2300.0,240,1779644111.58445,,,3740
750.0208944,,,0.9501491189002991,2310.0,241,1779644113.7427104,,,3740
752.1841597,,,0.9301666617393494,2320.0,242,1779644115.9058867,,,3740
754.3301476,,,0.9422757625579834,2330.0,243,1779644118.0519626,,,3740
756.4854118,,,0.9576400518417358,2340.0,244,1779644120.2072237,,,3740
758.6414036,,,0.9532008171081543,2350.0,245,1779644122.3632026,,,3740
760.8185711,,,0.9372975826263428,2360.0,246,1779644124.5403023,,,3740
762.9557451,,,0.9366257190704346,2370.0,247,1779644126.677561,,,3740
765.1169504,,,0.9465577006340027,2380.0,248,1779644128.8382409,,,3740
767.2810887,,,0.9358148574829102,2390.0,249,1779644131.0029013,,,3740
769.5238341,,,0.9387933015823364,2400.0,250,1779644133.2453732,,,3740
771.7110639,,,0.9178634881973267,2410.0,251,1779644135.4327364,,,3740
773.8714667,,,0.946226954460144,2420.0,252,1779644137.5932813,,,3740
776.0218889,,,0.9259029030799866,2430.0,253,1779644139.7433064,,,3740
778.1676014,,,0.9321275353431702,2440.0,254,1779644141.8892915,,,3740
780.3180312,,,0.9426747560501099,2450.0,255,1779644144.039846,,,3740
782.4666201,,,0.9250165820121765,2460.0,256,1779644146.1879597,,,3740
784.601538,,,0.915649950504303,2470.0,257,1779644148.3231215,,,3740
786.7562482,,,0.9260016679763794,2480.0,258,1779644150.4785686,,,3740
788.8908547,,,0.9090238809585571,2490.0,259,1779644152.6126692,,,3740
816.422251,1.6100589036941528,0.7569756507873535,,2500.0,260,1779644180.144571,,0.000564423209907245,3740
816.6408826,,,0.9131972193717957,2500.0,261,1779644180.362698,,,3740
818.7794292,,,0.9184998273849487,2510.0,262,1779644182.5012429,,,3740
820.9081716,,,0.9151453375816345,2520.0,263,1779644184.629968,,,3740
823.042104,,,0.9110749959945679,2530.0,264,1779644186.7634354,,,3740
825.1709414,,,0.9205527305603027,2540.0,265,1779644188.89249,,,3740
827.3235586,,,0.9141532182693481,2550.0,266,1779644191.0453486,,,3740
829.4524217,,,0.8850304484367371,2560.0,267,1779644193.174089,,,3740
831.5949724,,,0.9033241868019104,2570.0,268,1779644195.315683,,,3740
833.7326977,,,0.9259606599807739,2580.0,269,1779644197.4545135,,,3740
835.8649926,,,0.9072986245155334,2590.0,270,1779644199.586809,,,3740
838.0070138,,,0.9044843912124634,2600.0,271,1779644201.7288294,,,3740
840.1484625,,,0.9069575071334839,2610.0,272,1779644203.8702,,,3740
842.2938355,,,0.8937168717384338,2620.0,273,1779644206.015649,,,3740
844.4266791,,,0.8789911270141602,2630.0,274,1779644208.1482124,,,3740
846.5674847,,,0.908997118473053,2640.0,275,1779644210.2898047,,,3740
848.7028941,,,0.8991021513938904,2650.0,276,1779644212.4247086,,,3740
850.8384652,,,0.8771591782569885,2660.0,277,1779644214.5602267,,,3740
852.9830363,,,0.8818674683570862,2670.0,278,1779644216.7048466,,,3740
855.1211599,,,0.8852798938751221,2680.0,279,1779644218.8427417,,,3740
857.262108,,,0.8741923570632935,2690.0,280,1779644220.9839242,,,3740
859.4006993,,,0.8806684613227844,2700.0,281,1779644223.1225054,,,3740
861.5495152,,,0.8777267336845398,2710.0,282,1779644225.2713304,,,3740
863.6848085,,,0.8809747099876404,2720.0,283,1779644227.4061549,,,3740
865.8237866,,,0.8742925524711609,2730.0,284,1779644229.5455883,,,3740
867.9515805,,,0.8725097179412842,2740.0,285,1779644231.6733947,,,3740
895.3861327,1.6628614664077759,0.6863401532173157,,2750.0,286,1779644259.1078284,,0.0004924552772419723,3740
895.6025835,,,0.8881818652153015,2750.0,287,1779644259.324398,,,3740
897.7573024,,,0.8445441126823425,2760.0,288,1779644261.4781148,,,3740
899.8810678,,,0.8634808659553528,2770.0,289,1779644263.6018813,,,3740
902.0107018,,,0.861592710018158,2780.0,290,1779644265.733022,,,3740
904.1474959,,,0.8529782295227051,2790.0,291,1779644267.8691037,,,3740
906.288623,,,0.8849460482597351,2800.0,292,1779644270.010435,,,3740
908.4071246,,,0.8460862636566162,2810.0,293,1779644272.128839,,,3740
910.5631577,,,0.8420002460479736,2820.0,294,1779644274.284974,,,3740
912.7026537,,,0.8530265092849731,2830.0,295,1779644276.4244697,,,3740
914.8064254,,,0.8470945358276367,2840.0,296,1779644278.52824,,,3740
916.9312648,,,0.8543911576271057,2850.0,297,1779644280.653075,,,3740
919.0692812,,,0.8773403763771057,2860.0,298,1779644282.7910962,,,3740
921.201433,,,0.8274552226066589,2870.0,299,1779644284.923249,,,3740
923.3398884,,,0.8499431014060974,2880.0,300,1779644287.0617042,,,3740
925.4643466,,,0.8298863172531128,2890.0,301,1779644289.186032,,,3740
927.5835758,,,0.8465042114257812,2900.0,302,1779644291.3053875,,,3740
929.7101776,,,0.8420640230178833,2910.0,303,1779644293.4319932,,,3740
931.8565932,,,0.8174343109130859,2920.0,304,1779644295.5782921,,,3740
933.9822591,,,0.8515061736106873,2930.0,305,1779644297.7038805,,,3740
936.1157292,,,0.8200158476829529,2940.0,306,1779644299.8374512,,,3740
938.2442967,,,0.82723069190979,2950.0,307,1779644301.9653707,,,3740
940.3883885,,,0.8339949250221252,2960.0,308,1779644304.1102045,,,3740
942.5107872,,,0.8153769373893738,2970.0,309,1779644306.232367,,,3740
944.6310164,,,0.836871325969696,2980.0,310,1779644308.352832,,,3740
946.7679328,,,0.8605954647064209,2990.0,311,1779644310.4897478,,,3740
974.1974601,1.7006995677947998,0.6259744763374329,,3000.0,312,1779644337.918686,,0.0004219625860160354,3740
974.4177206,,,0.8141270279884338,3000.0,313,1779644338.139536,,,3740
976.5428628,,,0.8383818864822388,3010.0,314,1779644340.2645917,,,3740
978.6895202,,,0.8167093992233276,3020.0,315,1779644342.4109259,,,3740
980.8136502,,,0.8304142951965332,3030.0,316,1779644344.5355203,,,3740
982.9551126,,,0.8001627922058105,3040.0,317,1779644346.6759276,,,3740
985.1186279,,,0.817123532295227,3050.0,318,1779644348.8404417,,,3740
987.2595785,,,0.7918725609779358,3060.0,319,1779644350.9808354,,,3740
989.4036667,,,0.8003098368644714,3070.0,320,1779644353.125482,,,3740
991.5467058,,,0.8173984885215759,3080.0,321,1779644355.2685199,,,3740
993.671255,,,0.8119684457778931,3090.0,322,1779644357.3930702,,,3740
995.8108047,,,0.8232858180999756,3100.0,323,1779644359.5326128,,,3740
997.9454593,,,0.8061114549636841,3110.0,324,1779644361.667275,,,3740
1000.06973,,,0.8066599369049072,3120.0,325,1779644363.791382,,,3740
1002.1978338,,,0.8087688088417053,3130.0,326,1779644365.920154,,,3740
1004.332178,,,0.8088177442550659,3140.0,327,1779644368.053779,,,3740
1006.4741178,,,0.8187592625617981,3150.0,328,1779644370.19582,,,3740
1008.6040365,,,0.7977129817008972,3160.0,329,1779644372.3263566,,,3740
1010.7348563,,,0.7887828350067139,3170.0,330,1779644374.4566724,,,3740
1012.8869785,,,0.7929377555847168,3180.0,331,1779644376.6087945,,,3740
1015.0087775,,,0.8193130493164062,3190.0,332,1779644378.7305949,,,3740
1017.1415649,,,0.7844077944755554,3200.0,333,1779644380.8633163,,,3740
1019.2591849,,,0.7769610285758972,3210.0,334,1779644382.9809995,,,3740
1021.4061671,,,0.7926698923110962,3220.0,335,1779644385.1269643,,,3740
1023.5413865,,,0.7704683542251587,3230.0,336,1779644387.2630062,,,3740
1025.6617817,,,0.7748541235923767,3240.0,337,1779644389.3828206,,,3740
1052.9898718,1.7449955940246582,0.5687032341957092,,3250.0,338,1779644416.710856,,0.00035475231739709885,3740
1053.2089601,,,0.7773218154907227,3250.0,339,1779644416.9306579,,,3740
1055.3395006,,,0.7764140367507935,3260.0,340,1779644419.0613148,,,3740
1057.4775669,,,0.7666074633598328,3270.0,341,1779644421.1989868,,,3740
1059.6027985,,,0.7662988305091858,3280.0,342,1779644423.3238573,,,3740
1061.7251056,,,0.7781590819358826,3290.0,343,1779644425.4469204,,,3740
1063.8643775,,,0.7875717282295227,3300.0,344,1779644427.5861928,,,3740
1065.9930326,,,0.773760199546814,3310.0,345,1779644429.7148392,,,3740
1068.1200275,,,0.7707710862159729,3320.0,346,1779644431.841841,,,3740
1070.2601178,,,0.7671502828598022,3330.0,347,1779644433.9819334,,,3740
1072.4007652,,,0.77320796251297,3340.0,348,1779644436.1225815,,,3740
1074.5587264,,,0.7617256045341492,3350.0,349,1779644438.2802968,,,3740
1076.682497,,,0.7553871273994446,3360.0,350,1779644440.4040687,,,3740
1078.8232023,,,0.7502766251564026,3370.0,351,1779644442.5444267,,,3740
1080.9562562,,,0.758590817451477,3380.0,352,1779644444.677123,,,3740
1083.1043645,,,0.7590954303741455,3390.0,353,1779644446.82618,,,3740
1085.2271756,,,0.7663810849189758,3400.0,354,1779644448.9489927,,,3740
1087.3710765,,,0.7857430577278137,3410.0,355,1779644451.0926378,,,3740
1089.5075088,,,0.7634104490280151,3420.0,356,1779644453.229323,,,3740
1091.6310573,,,0.7560527920722961,3430.0,357,1779644455.352874,,,3740
1093.7656338,,,0.7325167655944824,3440.0,358,1779644457.4874482,,,3740
1095.8977675,,,0.7816827297210693,3450.0,359,1779644459.6195817,,,3740
1098.0206264,,,0.7456474900245667,3460.0,360,1779644461.7424383,,,3740
1100.1524033,,,0.746677041053772,3470.0,361,1779644463.8742192,,,3740
1102.2917037,,,0.7500296831130981,3480.0,362,1779644466.0133758,,,3740
1104.427522,,,0.7412355542182922,3490.0,363,1779644468.1493366,,,3740
1131.7125495,1.7986743450164795,0.5155481696128845,,3500.0,364,1779644495.4339523,,0.0002925475029450237,3740
