Sample Generation,lr,iter,train/loss,train/step_loss,_runtime,val/loss,_timestamp,_step,seed
,,910.0,,1.3491092920303345,129.7803675,,1779705875.3568456,95,6242
,,920.0,,1.3932234048843384,130.6725917,,1779705876.248857,96,6242
,,930.0,,1.3313555717468262,131.5606737,,1779705877.1373446,97,6242
,,940.0,,1.3597412109375,132.4453124,,1779705878.022282,98,6242
,,950.0,,1.3619585037231445,133.3351687,,1779705878.9116979,99,6242
,,960.0,,1.3877853155136108,134.2191518,,1779705879.7952368,100,6242
,,970.0,,1.347093939781189,135.1335739,,1779705880.7104778,101,6242
,,980.0,,1.3712272644042969,136.0251988,,1779705881.6020224,102,6242
,,990.0,,1.3447613716125488,136.9155544,,1779705882.4923775,103,6242
,0.0009271396472013282,1000.0,1.2696000337600708,,149.4570247,1.5258222818374634,1779705895.0332422,104,6242
,,1000.0,,1.3744937181472778,149.5481365,,1779705895.124516,105,6242
,,1010.0,,1.3292479515075684,150.4334764,,1779705896.0100398,106,6242
,,1020.0,,1.3403805494308472,151.31907,,1779705896.8961048,107,6242
,,1030.0,,1.347915530204773,152.204686,,1779705897.7817142,108,6242
,,1040.0,,1.3375924825668335,153.0899809,,1779705898.666697,109,6242
,,1050.0,,1.3279317617416382,153.9740567,,1779705899.55109,110,6242
,,1060.0,,1.3046921491622925,154.8892747,,1779705900.465899,111,6242
,,1070.0,,1.3041757345199585,155.8022225,,1779705901.3785472,112,6242
,,1080.0,,1.3313201665878296,156.6984781,,1779705902.2753081,113,6242
,,1090.0,,1.3024885654449463,157.5964478,,1779705903.1729815,114,6242
,,1100.0,,1.329428791999817,158.4846476,,1779705904.060765,115,6242
,,1110.0,,1.3204964399337769,159.3749223,,1779705904.9519575,116,6242
,,1120.0,,1.3097436428070068,160.2662117,,1779705905.8432434,117,6242
,,1130.0,,1.2986841201782227,161.1519457,,1779705906.7282176,118,6242
,,1140.0,,1.3049308061599731,162.036232,,1779705907.6132658,119,6242
,,1150.0,,1.295310616493225,162.9223877,,1779705908.4994218,120,6242
,,1160.0,,1.3176331520080566,163.8095588,,1779705909.3855886,121,6242
,,1170.0,,1.291850209236145,164.6983052,,1779705910.2750778,122,6242
,,1180.0,,1.303270697593689,165.5817043,,1779705911.158738,123,6242
,,1190.0,,1.2719781398773193,166.4624109,,1779705912.0392685,124,6242
,,1200.0,,1.27642822265625,167.3632496,,1779705912.940285,125,6242
,,1210.0,,1.2748304605484009,168.2657653,,1779705913.8426087,126,6242
,,1220.0,,1.266546368598938,169.1793961,,1779705914.756431,127,6242
,,1230.0,,1.2572839260101318,170.0652575,,1779705915.641971,128,6242
,,1240.0,,1.2774869203567505,170.9467828,,1779705916.5238187,129,6242
,0.000883125098683892,1250.0,1.2068349123001099,,183.5343131,1.4890207052230835,1779705929.1118546,130,6242
,,1250.0,,1.2829980850219727,183.6281158,,1779705929.205108,131,6242
,,1260.0,,1.2380520105361938,184.5126824,,1779705930.0891926,132,6242
,,1270.0,,1.2850905656814575,185.3953085,,1779705930.9723446,133,6242
,,1280.0,,1.2844855785369873,186.280295,,1779705931.856586,134,6242
,,1290.0,,1.2638190984725952,187.1658234,,1779705932.742858,135,6242
,,1300.0,,1.3040523529052734,188.049512,,1779705933.626547,136,6242
,,1310.0,,1.2693467140197754,188.9357137,,1779705934.5126734,137,6242
,,1320.0,,1.2600183486938477,189.8188138,,1779705935.394993,138,6242
,,1330.0,,1.274428367614746,190.7016129,,1779705936.2777643,139,6242
,,1340.0,,1.2805936336517334,191.582489,,1779705937.159486,140,6242
,,1350.0,,1.2521363496780396,192.4653885,,1779705938.0422645,141,6242
,,1360.0,,1.2475249767303467,193.3471785,,1779705938.923753,142,6242
,,1370.0,,1.2322800159454346,194.2338612,,1779705939.8103414,143,6242
,,1380.0,,1.2524572610855103,195.1156773,,1779705940.6927135,144,6242
,,1390.0,,1.2519006729125977,195.9994508,,1779705941.5764856,145,6242
,,1400.0,,1.2441680431365967,196.8836648,,1779705942.4598308,146,6242
,,1410.0,,1.2816457748413086,197.7694127,,1779705943.346208,147,6242
,,1420.0,,1.2461531162261963,198.6528113,,1779705944.229692,148,6242
,,1430.0,,1.252135992050171,199.5355124,,1779705945.1124644,149,6242
,,1440.0,,1.229577898979187,200.4186664,,1779705945.9956813,150,6242
,,1450.0,,1.2219517230987549,201.301714,,1779705946.878749,151,6242
,,1460.0,,1.2193350791931152,202.1846929,,1779705947.7610333,152,6242
,,1470.0,,1.2701444625854492,203.0694699,,1779705948.646505,153,6242
,,1480.0,,1.2366291284561157,203.952894,,1779705949.5288737,154,6242
,,1490.0,,1.247939944267273,204.8351531,,1779705950.4121878,155,6242
,0.0008305704108364302,1500.0,1.1539545059204102,,217.235547,1.4826860427856445,1779705962.8120553,156,6242
,,1500.0,,1.2346436977386475,217.3282683,,1779705962.9053032,157,6242
,,1510.0,,1.230733871459961,218.2119862,,1779705963.7886512,158,6242
,,1520.0,,1.198514699935913,219.0981483,,1779705964.6751826,159,6242
,,1530.0,,1.2222709655761719,219.9824275,,1779705965.5591664,160,6242
,,1540.0,,1.2265048027038574,220.8679366,,1779705966.4439647,161,6242
,,1550.0,,1.235562801361084,221.7511517,,1779705967.3281858,162,6242
,,1560.0,,1.200452208518982,222.6365538,,1779705968.2135906,163,6242
,,1570.0,,1.2182846069335938,223.5213156,,1779705969.0982783,164,6242
,,1580.0,,1.2031887769699097,224.4064653,,1779705969.9832988,165,6242
,,1590.0,,1.231959342956543,225.2901147,,1779705970.866698,166,6242
,,1600.0,,1.2071689367294312,226.1958497,,1779705971.7728333,167,6242
,,1610.0,,1.208364725112915,227.0803207,,1779705972.657355,168,6242
,,1620.0,,1.184313416481018,227.966323,,1779705973.5426307,169,6242
,,1630.0,,1.1991653442382812,228.850545,,1779705974.4270198,170,6242
,,1640.0,,1.2212222814559937,229.7566195,,1779705975.333654,171,6242
,,1650.0,,1.1643009185791016,230.6521248,,1779705976.2283702,172,6242
,,1660.0,,1.1869118213653564,231.5585597,,1779705977.1351404,173,6242
,,1670.0,,1.1701667308807373,232.4568641,,1779705978.033497,174,6242
,,1680.0,,1.1732429265975952,233.3419178,,1779705978.9189527,175,6242
,,1690.0,,1.1813549995422363,234.2269072,,1779705979.8037796,176,6242
,,1700.0,,1.1850509643554688,235.1097998,,1779705980.685808,177,6242
,,1710.0,,1.196288824081421,235.9937095,,1779705981.570056,178,6242
,,1720.0,,1.2009532451629639,236.8785986,,1779705982.4556074,179,6242
,,1730.0,,1.1822623014450073,237.7647094,,1779705983.3417437,180,6242
,,1740.0,,1.181931734085083,238.6492706,,1779705984.226075,181,6242
,0.0007708228984017721,1750.0,1.1006792783737183,,251.1322387,1.473495602607727,1779705996.708802,182,6242
,,1750.0,,1.193239688873291,251.2239281,,1779705996.80096,183,6242
,,1760.0,,1.1909451484680176,252.1092293,,1779705997.6860023,184,6242
,,1770.0,,1.1830445528030396,252.9935445,,1779705998.5702815,185,6242
,,1780.0,,1.1802016496658325,253.8775898,,1779705999.4546227,186,6242
,,1790.0,,1.185380220413208,254.760276,,1779706000.3373115,187,6242
,,1800.0,,1.2043778896331787,255.6432358,,1779706001.2196224,188,6242
,,1810.0,,1.1618695259094238,256.5271917,,1779706002.104196,189,6242
,,1820.0,,1.1786476373672485,257.4126042,,1779706002.9896383,190,6242
,,1830.0,,1.1935405731201172,258.2961508,,1779706003.872617,191,6242
,,1840.0,,1.1685938835144043,259.1812141,,1779706004.7582488,192,6242
,,1850.0,,1.1478018760681152,260.0630141,,1779706005.6395526,193,6242
,,1860.0,,1.176098108291626,260.9468061,,1779706006.523722,194,6242
,,1870.0,,1.1750891208648682,261.8301832,,1779706007.407074,195,6242
,,1880.0,,1.1424437761306763,262.7166034,,1779706008.2935858,196,6242
,,1890.0,,1.173619031906128,263.5995368,,1779706009.1770782,197,6242
,,1900.0,,1.150885820388794,264.4823286,,1779706010.0593636,198,6242
,,1910.0,,1.119485855102539,265.3685026,,1779706010.9449637,199,6242
,,1920.0,,1.1422926187515259,266.2524829,,1779706011.8295178,200,6242
,,1930.0,,1.164286732673645,267.1358478,,1779706012.7128782,201,6242
,,1940.0,,1.1613476276397705,268.0183993,,1779706013.5954342,202,6242
,,1950.0,,1.1532360315322876,268.903414,,1779706014.4802017,203,6242
,,1960.0,,1.120887279510498,269.7858056,,1779706015.3628438,204,6242
,,1970.0,,1.12841796875,270.6710442,,1779706016.2480805,205,6242
,,1980.0,,1.133705973625183,271.5555279,,1779706017.1325624,206,6242
,,1990.0,,1.1425771713256836,272.4847119,,1779706018.0617456,207,6242
,0.0007054142744895884,2000.0,1.0561087131500244,,284.9292176,1.4735503196716309,1779706030.5064273,208,6242
,,2000.0,,1.1725059747695923,285.021821,,1779706030.5985165,209,6242
,,2010.0,,1.1552876234054565,285.9065886,,1779706031.4836247,210,6242
,,2020.0,,1.1393407583236694,286.7894637,,1779706032.3664136,211,6242
,,2030.0,,1.156577706336975,287.6726552,,1779706033.2495499,212,6242
,,2040.0,,1.1373412609100342,288.605055,,1779706034.182091,213,6242
,,2050.0,,1.1301429271697998,289.5219885,,1779706035.0990217,214,6242
,,2060.0,,1.1345856189727783,290.4168004,,1779706035.9938378,215,6242
,,2070.0,,1.1379342079162598,291.3103483,,1779706036.8873825,216,6242
,,2080.0,,1.1375908851623535,292.2106633,,1779706037.7871163,217,6242
,,2090.0,,1.1245689392089844,293.1050693,,1779706038.6821039,218,6242
,,2100.0,,1.1891100406646729,293.9924752,,1779706039.568511,219,6242
,,2110.0,,1.1348412036895752,294.87807,,1779706040.4548433,220,6242
,,2120.0,,1.1557819843292236,295.7757126,,1779706041.3527486,221,6242
,,2130.0,,1.1001898050308228,296.6730178,,1779706042.2500489,222,6242
,,2140.0,,1.113997459411621,297.5562351,,1779706043.1332703,223,6242
,,2150.0,,1.0829874277114868,298.4411329,,1779706044.0181677,224,6242
,,2160.0,,1.130996823310852,299.3259725,,1779706044.902997,225,6242
,,2170.0,,1.1168209314346313,300.225787,,1779706045.7886875,226,6242
,,2180.0,,1.1329747438430786,301.1161392,,1779706046.6931686,227,6242
,,2190.0,,1.1131411790847778,302.0065456,,1779706047.5831995,228,6242
,,2200.0,,1.1018671989440918,302.9055648,,1779706048.4825926,229,6242
,,2210.0,,1.0635746717453003,303.7887435,,1779706049.3656192,230,6242
,,2220.0,,1.1220519542694092,304.6926283,,1779706050.2688074,231,6242
,,2230.0,,1.1066209077835083,305.6063165,,1779706051.1831415,232,6242
,,2240.0,,1.126024603843689,306.4910163,,1779706052.068053,233,6242
,0.0006360213829156177,2250.0,1.011788249015808,,319.0149649,1.4919297695159912,1779706064.5921278,234,6242
,,2250.0,,1.1013388633728027,319.1084054,,1779706064.685306,235,6242
,,2260.0,,1.0915406942367554,319.9928889,,1779706065.569923,236,6242
,,2270.0,,1.1005258560180664,320.8816156,,1779706066.4586506,237,6242
,,2280.0,,1.1069731712341309,321.777889,,1779706067.354923,238,6242
,,2290.0,,1.1248247623443604,322.6909507,,1779706068.2679276,239,6242
,,2300.0,,1.0946619510650635,323.6046078,,1779706069.1816454,240,6242
,,2310.0,,1.0958932638168335,324.5213563,,1779706070.0979364,241,6242
,,2320.0,,1.080756425857544,325.4335903,,1779706071.010624,242,6242
,,2330.0,,1.1237460374832153,326.3530129,,1779706071.9299614,243,6242
,,2340.0,,1.0864266157150269,327.2596034,,1779706072.8356192,244,6242
,,2350.0,,1.1090140342712402,328.1683873,,1779706073.7454224,245,6242
,,2360.0,,1.085881233215332,329.0670284,,1779706074.6438968,246,6242
,,2370.0,,1.0702751874923706,329.957156,,1779706075.5339901,247,6242
,,2380.0,,1.0926010608673096,330.846368,,1779706076.423371,248,6242
,,2390.0,,1.125228762626648,331.7462205,,1779706077.3225904,249,6242
,,2400.0,,1.0676805973052979,332.6474926,,1779706078.224502,250,6242
,,2410.0,,1.0867949724197388,333.5485868,,1779706079.1256213,251,6242
,,2420.0,,1.1043800115585327,334.4358627,,1779706080.0127218,252,6242
,,2430.0,,1.074272871017456,335.34084,,1779706080.917613,253,6242
,,2440.0,,1.090354323387146,336.2288462,,1779706081.8058813,254,6242
,,2450.0,,1.090362787246704,337.1150473,,1779706082.6920836,255,6242
,,2460.0,,1.060172438621521,337.9996806,,1779706083.576171,256,6242
,,2470.0,,1.0731548070907593,338.8837454,,1779706084.460396,257,6242
,,2480.0,,1.0738164186477661,339.7682475,,1779706085.344997,258,6242
,,2490.0,,1.074994444847107,340.6525929,,1779706086.229195,259,6242
,0.000564423209907245,2500.0,0.9648977518081665,,353.3585777,1.5021603107452393,1779706098.9356132,260,6242
,,2500.0,,1.065425992012024,353.4521447,,1779706099.0289633,261,6242
,,2510.0,,1.0680510997772217,354.3505236,,1779706099.92753,262,6242
,,2520.0,,1.0493916273117065,355.2868567,,1779706100.863006,263,6242
,,2530.0,,1.0678236484527588,356.1994792,,1779706101.7759438,264,6242
,,2540.0,,1.0631287097930908,357.1366517,,1779706102.713687,265,6242
,,2550.0,,1.0745738744735718,358.0401275,,1779706103.6169734,266,6242
,,2560.0,,1.04642653465271,358.9234801,,1779706104.5005133,267,6242
,,2570.0,,1.0754280090332031,359.8097377,,1779706105.3867724,268,6242
,,2580.0,,1.0595118999481201,360.694392,,1779706106.2714274,269,6242
,,2590.0,,1.0315970182418823,361.5799272,,1779706107.1569645,270,6242
,,2600.0,,1.0505458116531372,362.4657232,,1779706108.042639,271,6242
,,2610.0,,1.0858498811721802,363.3509997,,1779706108.9278033,272,6242
,,2620.0,,1.0698384046554565,364.2358529,,1779706109.812661,273,6242
,,2630.0,,1.0510039329528809,365.1206293,,1779706110.6976638,274,6242
,,2640.0,,1.065872311592102,366.0068288,,1779706111.583865,275,6242
,,2650.0,,1.0378668308258057,366.8919664,,1779706112.468461,276,6242
,,2660.0,,1.0578529834747314,367.7750318,,1779706113.3518095,277,6242
,,2670.0,,1.0416333675384521,368.6564649,,1779706114.2335005,278,6242
,,2680.0,,1.0576742887496948,369.5398794,,1779706115.1167622,279,6242
,,2690.0,,1.0404831171035767,370.4239584,,1779706116.000782,280,6242
,,2700.0,,1.0407214164733887,371.3082136,,1779706116.8848352,281,6242
,,2710.0,,1.0559834241867065,372.1901994,,1779706117.7672343,282,6242
,,2720.0,,1.0728884935379028,373.0800133,,1779706118.657048,283,6242
,,2730.0,,1.0625817775726318,373.9989637,,1779706119.5765052,284,6242
,,2740.0,,1.058555245399475,374.9478044,,1779706120.5248022,285,6242
,0.0004924552772419723,2750.0,0.9215888381004333,,387.8611878,1.5185012817382812,1779706133.4381988,286,6242
,,2750.0,,1.0245251655578613,387.9551614,,1779706133.5321977,287,6242
,,2760.0,,1.0356935262680054,388.8667087,,1779706134.4435222,288,6242
,,2770.0,,1.038333535194397,389.7700007,,1779706135.347033,289,6242
,,2780.0,,1.0169819593429565,390.6829566,,1779706136.2600353,290,6242
,,2790.0,,1.0174617767333984,391.628191,,1779706137.2052255,291,6242
,,2800.0,,1.0343449115753174,392.5313713,,1779706138.1084075,292,6242
,,2810.0,,1.0437824726104736,393.4340926,,1779706139.0111272,293,6242
,,2820.0,,1.0189716815948486,394.3258166,,1779706139.9028513,294,6242
,,2830.0,,1.012620449066162,395.2387874,,1779706140.8154812,295,6242
,,2840.0,,1.0262101888656616,396.1511141,,1779706141.7281485,296,6242
,,2850.0,,1.028881311416626,397.0649429,,1779706142.64174,297,6242
,,2860.0,,1.008937954902649,397.9868687,,1779706143.5639038,298,6242
,,2870.0,,1.0051887035369873,398.9031947,,1779706144.4797041,299,6242
,,2880.0,,1.019684910774231,399.8334312,,1779706145.4101002,300,6242
,,2890.0,,1.009121298789978,400.7626157,,1779706146.3396513,301,6242
,,2900.0,,1.0235799551010132,401.7088757,,1779706147.2859123,302,6242
,,2910.0,,1.0209019184112549,402.615192,,1779706148.1922264,303,6242
,,2920.0,,1.0106961727142334,403.531705,,1779706149.1085734,304,6242
,,2930.0,,1.0048255920410156,404.4564373,,1779706150.032671,305,6242
,,2940.0,,1.0264521837234497,405.3703333,,1779706150.947308,306,6242
,,2950.0,,0.9927350282669067,406.2654291,,1779706151.8424635,307,6242
,,2960.0,,1.0158878564834595,407.1695906,,1779706152.7462392,308,6242
,,2970.0,,0.9952623844146729,408.0614033,,1779706153.638365,309,6242
,,2980.0,,0.9961763024330139,408.9558863,,1779706154.532441,310,6242
,,2990.0,,0.9983627200126648,409.8559905,,1779706155.4330266,311,6242
,0.0004219625860160354,3000.0,0.8764435052871704,,422.4821513,1.5373661518096924,1779706168.058597,312,6242
,,3000.0,,0.9832957983016968,422.5735393,,1779706168.1505487,313,6242
,,3010.0,,0.9954057931900024,423.4692197,,1779706169.0462546,314,6242
,,3020.0,,1.0084044933319092,424.3657979,,1779706169.94283,315,6242
,,3030.0,,0.9765149354934692,425.2625225,,1779706170.8395576,316,6242
,,3040.0,,1.0173677206039429,426.1616837,,1779706171.738717,317,6242
,,3050.0,,0.9913317561149597,427.0591618,,1779706172.6361997,318,6242
,,3060.0,,1.006958246231079,427.9932719,,1779706173.5703049,319,6242
,,3070.0,,0.997678279876709,428.9049544,,1779706174.4816937,320,6242
,,3080.0,,0.9853025674819946,429.8121004,,1779706175.3891323,321,6242
,,3090.0,,0.9845053553581238,430.7166637,,1779706176.2933984,322,6242
,,3100.0,,0.9867267608642578,431.6316054,,1779706177.2086377,323,6242
,,3110.0,,1.0013536214828491,432.5743778,,1779706178.1514094,324,6242
,,3120.0,,1.0043240785598755,433.4935576,,1779706179.0705912,325,6242
,,3130.0,,0.9859975576400757,434.4342413,,1779706180.0105226,326,6242
,,3140.0,,0.9884987473487854,435.3725549,,1779706180.9494576,327,6242
,,3150.0,,0.9629740118980408,436.3077202,,1779706181.8847551,328,6242
,,3160.0,,0.967943012714386,437.2302126,,1779706182.8072484,329,6242
,,3170.0,,0.9602952003479004,438.1347527,,1779706183.7117877,330,6242
,,3180.0,,0.9762176871299744,439.0369011,,1779706184.6139364,331,6242
,,3190.0,,0.9644511938095093,439.9450392,,1779706185.5220742,332,6242
,,3200.0,,0.9617054462432861,440.8476559,,1779706186.4238255,333,6242
,,3210.0,,0.9692255258560181,441.7405504,,1779706187.3175843,334,6242
,,3220.0,,0.9710639715194702,442.6437073,,1779706188.2198212,335,6242
,,3230.0,,0.9854533076286316,443.5423718,,1779706189.1191945,336,6242
,,3240.0,,0.951999843120575,444.4485223,,1779706190.0248122,337,6242
,0.00035475231739709885,3250.0,0.8309397101402283,,457.0768608,1.556002140045166,1779706202.65302,338,6242
,,3250.0,,0.9766658544540405,457.1719043,,1779706202.7489414,339,6242
,,3260.0,,0.9827287197113037,458.0719027,,1779706203.648937,340,6242
,,3270.0,,0.9557899832725525,458.9761126,,1779706204.5531466,341,6242
,,3280.0,,0.9958358407020569,459.8821165,,1779706205.4591095,342,6242
,,3290.0,,0.9635242819786072,460.7912818,,1779706206.368291,343,6242
,,3300.0,,0.9674146175384521,461.6830549,,1779706207.260092,344,6242
,,3310.0,,0.9812006950378418,462.5857078,,1779706208.1617067,345,6242
,,3320.0,,0.9693747162818909,463.481561,,1779706209.0585964,346,6242
,,3330.0,,0.9883294701576233,464.3715772,,1779706209.9486108,347,6242
,,3340.0,,0.9535977244377136,465.266667,,1779706210.8436997,348,6242
,,3350.0,,0.9379136562347412,466.1650581,,1779706211.742091,349,6242
,,3360.0,,0.9687950015068054,467.064504,,1779706212.6413612,350,6242
,,3370.0,,0.9887285828590393,467.957075,,1779706213.5340457,351,6242
,,3380.0,,0.969671368598938,468.8493404,,1779706214.4259627,352,6242
,,3390.0,,0.9591087698936462,469.7545344,,1779706215.3311605,353,6242
,,3400.0,,0.9462370276451111,470.6690963,,1779706216.2461367,354,6242
,,3410.0,,0.9295417070388794,471.5725797,,1779706217.148791,355,6242
,,3420.0,,0.9526516795158386,472.4752638,,1779706218.0514073,356,6242
,,3430.0,,0.9534779191017151,473.3688128,,1779706218.9458456,357,6242
,,3440.0,,0.9416933655738831,474.2828731,,1779706219.8598168,358,6242
,,3450.0,,0.9635303020477295,475.1933586,,1779706220.7697065,359,6242
,,3460.0,,0.9097059369087219,476.1030547,,1779706221.6800902,360,6242
,,3470.0,,0.9627270698547363,477.0106408,,1779706222.5867107,361,6242
,,3480.0,,0.946929931640625,477.9152688,,1779706223.4923031,362,6242
,,3490.0,,0.9410251379013062,478.8194674,,1779706224.3959785,363,6242
,0.0002925475029450237,3500.0,0.7863627076148987,,491.4860328,1.5729182958602905,1779706237.0628889,364,6242
,,3500.0,,0.9437559843063354,491.5778199,,1779706237.15436,365,6242
,,3510.0,,0.9226517677307129,492.4803604,,1779706238.057396,366,6242
