Sample Generation,lr,iter,train/loss,train/step_loss,_runtime,val/loss,_timestamp,_step,seed
,,3520.0,,0.9389838576316833,493.3937963,,1779706238.9708312,367,6242
,,3530.0,,0.9177845120429993,494.2946585,,1779706239.871693,368,6242
,,3540.0,,0.9341813325881958,495.2289191,,1779706240.8057208,369,6242
,,3550.0,,0.9250953197479248,496.1668381,,1779706241.7438724,370,6242
,,3560.0,,0.9093557000160217,497.0828291,,1779706242.6598651,371,6242
,,3570.0,,0.9338600635528564,497.9861395,,1779706243.56244,372,6242
,,3580.0,,0.9349184632301331,498.8823027,,1779706244.4586444,373,6242
,,3590.0,,0.9241129755973816,499.7841883,,1779706245.360224,374,6242
,,3600.0,,0.932698130607605,500.6935733,,1779706246.2700408,375,6242
,,3610.0,,0.912536084651947,501.6116424,,1779706247.1880913,376,6242
,,3620.0,,0.9235303997993469,502.5317966,,1779706248.1088312,377,6242
,,3630.0,,0.9161507487297058,503.5211835,,1779706249.09822,378,6242
,,3640.0,,0.9040395021438599,504.4984084,,1779706250.075539,379,6242
,,3650.0,,0.9079784154891968,505.4848962,,1779706251.060919,380,6242
,,3660.0,,0.9239111542701721,506.4441209,,1779706252.0206723,381,6242
,,3670.0,,0.8915058970451355,507.3491135,,1779706252.9261224,382,6242
,,3680.0,,0.9150214195251465,508.277512,,1779706253.8550534,383,6242
,,3690.0,,0.9203294515609741,509.2376763,,1779706254.8140645,384,6242
,,3700.0,,0.8941606283187866,510.2041579,,1779706255.7808545,385,6242
,,3710.0,,0.9306695461273193,511.1425625,,1779706256.7195046,386,6242
,,3720.0,,0.9235484600067139,512.0565542,,1779706257.63359,387,6242
,,3730.0,,0.9314180016517639,512.9800452,,1779706258.5563786,388,6242
,,3740.0,,0.9236888885498047,513.9046955,,1779706259.4816632,389,6242
,0.00023694285222843113,3750.0,0.7520202398300171,,527.1337302,1.5935064554214478,1779706272.7102625,390,6242
,,3750.0,,0.8874068856239319,527.2306226,,1779706272.8074918,391,6242
,,3760.0,,0.937199592590332,528.1407926,,1779706273.7173812,392,6242
,,3770.0,,0.9182198643684387,529.0511538,,1779706274.628189,393,6242
,,3780.0,,0.9078100919723511,529.9808004,,1779706275.5578368,394,6242
,,3790.0,,0.899466335773468,530.9108692,,1779706276.4876251,395,6242
,,3800.0,,0.8851994276046753,531.8378609,,1779706277.4148414,396,6242
,,3810.0,,0.9242293834686279,532.7474805,,1779706278.323658,397,6242
,,3820.0,,0.9028340578079224,533.6657306,,1779706279.2427013,398,6242
,,3830.0,,0.9245308637619019,534.5735378,,1779706280.1496441,399,6242
,,3840.0,,0.9038462042808533,535.5028789,,1779706281.0795748,400,6242
,,3850.0,,0.9020816683769226,536.4080241,,1779706281.9850597,401,6242
,,3860.0,,0.8969256281852722,537.3252166,,1779706282.9022496,402,6242
,,3870.0,,0.9074294567108154,538.2338386,,1779706283.8108702,403,6242
,,3880.0,,0.9108142256736755,539.1433396,,1779706284.72021,404,6242
,,3890.0,,0.8903547525405884,540.0526815,,1779706285.6294453,405,6242
,,3900.0,,0.9053371548652649,540.9646139,,1779706286.5410428,406,6242
,,3910.0,,0.9116793274879456,541.871824,,1779706287.448341,407,6242
,,3920.0,,0.872154176235199,542.7727103,,1779706288.3497448,408,6242
,,3930.0,,0.8903444409370422,543.6794683,,1779706289.2565045,409,6242
,,3940.0,,0.8689728379249573,544.5942887,,1779706290.1713252,410,6242
,,3950.0,,0.8794410228729248,545.502635,,1779706291.0796726,411,6242
,,3960.0,,0.9124045968055725,546.4114416,,1779706291.9884777,412,6242
,,3970.0,,0.8921034932136536,547.3165996,,1779706292.8936348,413,6242
,,3980.0,,0.8712455034255981,548.2177622,,1779706293.794797,414,6242
,,3990.0,,0.9090249538421631,549.1167853,,1779706294.6935234,415,6242
,0.00018936387015941957,4000.0,0.7217639088630676,,561.8407576,1.6175451278686523,1779706307.4179826,416,6242
,,4000.0,,0.8856745362281799,561.9358101,,1779706307.5128305,417,6242
,,4010.0,,0.8592528104782104,562.8352944,,1779706308.4122753,418,6242
,,4020.0,,0.8980562090873718,563.7386929,,1779706309.315727,419,6242
,,4030.0,,0.8830804228782654,564.6450143,,1779706310.2220502,420,6242
,,4040.0,,0.870314359664917,565.5397894,,1779706311.1167722,421,6242
,,4050.0,,0.8862577676773071,566.439447,,1779706312.015689,422,6242
,,4060.0,,0.8746854662895203,567.3544477,,1779706312.9304838,423,6242
,,4070.0,,0.8802078366279602,568.2617664,,1779706313.838802,424,6242
,,4080.0,,0.8751339316368103,569.1623426,,1779706314.738665,425,6242
,,4090.0,,0.8514440059661865,570.0752453,,1779706315.652279,426,6242
,,4100.0,,0.8860769271850586,570.9832536,,1779706316.5597863,427,6242
,,4110.0,,0.8637475371360779,571.8891281,,1779706317.4659538,428,6242
,,4120.0,,0.8484920859336853,572.7865105,,1779706318.3635428,429,6242
,,4130.0,,0.8748205304145813,573.6870476,,1779706319.263042,430,6242
,,4140.0,,0.8515458703041077,574.5800127,,1779706320.1563535,431,6242
,,4150.0,,0.8811877369880676,575.4766557,,1779706321.0536408,432,6242
,,4160.0,,0.8806503415107727,576.3885407,,1779706321.9655745,433,6242
,,4170.0,,0.8482729196548462,577.3008035,,1779706322.878345,434,6242
,,4180.0,,0.8827343583106995,578.2088742,,1779706323.7859077,435,6242
,,4190.0,,0.874955415725708,579.1191629,,1779706324.6959064,436,6242
,,4200.0,,0.8546571135520935,580.0198548,,1779706325.5968623,437,6242
,,4210.0,,0.8607248067855835,580.9218349,,1779706326.4990342,438,6242
,,4220.0,,0.876093864440918,581.831135,,1779706327.4081693,439,6242
,,4230.0,,0.8574240207672119,582.7239331,,1779706328.3008053,440,6242
,,4240.0,,0.8940955400466919,583.6431478,,1779706329.220182,441,6242
,0.00015103031213214996,4250.0,0.6936579942703247,,596.4749929,1.636655330657959,1779706342.051747,442,6242
,,4250.0,,0.8491589426994324,596.5684493,,1779706342.1454525,443,6242
,,4260.0,,0.881897509098053,597.4692529,,1779706343.046287,444,6242
,,4270.0,,0.8632770776748657,598.3731624,,1779706343.9502,445,6242
,,4280.0,,0.8467005491256714,599.27995,,1779706344.8574915,446,6242
,,4290.0,,0.8837942481040955,600.1877397,,1779706345.7647755,447,6242
,,4300.0,,0.8547682166099548,601.090365,,1779706346.6674006,448,6242
,,4310.0,,0.8554325103759766,601.9877642,,1779706347.5640311,449,6242
,,4320.0,,0.8588393926620483,602.8887287,,1779706348.465703,450,6242
,,4330.0,,0.8669103384017944,603.7964357,,1779706349.3734703,451,6242
,,4340.0,,0.8609447479248047,604.6885202,,1779706350.2645578,452,6242
,,4350.0,,0.8612895607948303,605.5828245,,1779706351.1598604,453,6242
,,4360.0,,0.8749909400939941,606.4852295,,1779706352.062266,454,6242
,,4370.0,,0.8552018404006958,607.3850912,,1779706352.9621263,455,6242
,,4380.0,,0.8465611934661865,608.2861048,,1779706353.8631413,456,6242
,,4390.0,,0.862072765827179,609.1936959,,1779706354.7705798,457,6242
,,4400.0,,0.8738163709640503,610.0862407,,1779706355.6631305,458,6242
,,4410.0,,0.8219444751739502,610.990689,,1779706356.5674858,459,6242
,,4420.0,,0.8359817266464233,611.9026716,,1779706357.4789846,460,6242
,,4430.0,,0.8320358991622925,612.8042127,,1779706358.3810787,461,6242
,,4440.0,,0.8708875179290771,613.7170484,,1779706359.294083,462,6242
,,4450.0,,0.8402475714683533,614.625056,,1779706360.202018,463,6242
,,4460.0,,0.8557954430580139,615.5338074,,1779706361.110843,464,6242
,,4470.0,,0.8429543375968933,616.4850813,,1779706362.0620747,465,6242
,,4480.0,,0.8437544703483582,617.410639,,1779706362.9866905,466,6242
,,4490.0,,0.8683434128761292,618.3286085,,1779706363.905644,467,6242
,0.00012292491384519912,4500.0,0.6691816449165344,,630.9350124,1.658969521522522,1779706376.5120056,468,6242
,,4500.0,,0.8677658438682556,631.0305921,,1779706376.6076045,469,6242
,,4510.0,,0.8459527492523193,631.931191,,1779706377.5082257,470,6242
,,4520.0,,0.8677970170974731,632.8224023,,1779706378.399024,471,6242
,,4530.0,,0.8525328040122986,633.7214421,,1779706379.2984776,472,6242
,,4540.0,,0.8589754700660706,634.6201154,,1779706380.1968603,473,6242
,,4550.0,,0.8368796706199646,635.5209226,,1779706381.0979586,474,6242
,,4560.0,,0.8395328521728516,636.4154459,,1779706381.9924746,475,6242
,,4570.0,,0.8516393303871155,637.3118355,,1779706382.8888676,476,6242
,,4580.0,,0.8270297050476074,638.2067588,,1779706383.783556,477,6242
,,4590.0,,0.8101375102996826,639.1049573,,1779706384.6819937,478,6242
,,4600.0,,0.8529505729675293,639.9965833,,1779706385.5733142,479,6242
,,4610.0,,0.8586854934692383,640.9049594,,1779706386.481945,480,6242
,,4620.0,,0.8368901610374451,641.7954013,,1779706387.372435,481,6242
,,4630.0,,0.8314996361732483,642.6869343,,1779706388.2639678,482,6242
,,4640.0,,0.8242253661155701,643.5840705,,1779706389.1603231,483,6242
,,4650.0,,0.8285036087036133,644.4763583,,1779706390.0533924,484,6242
,,4660.0,,0.8535671234130859,645.365712,,1779706390.9427392,485,6242
,,4670.0,,0.8491370677947998,646.2593833,,1779706391.8364205,486,6242
,,4680.0,,0.8345339894294739,647.1548557,,1779706392.7317252,487,6242
,,4690.0,,0.8178447484970093,648.0467933,,1779706393.6237204,488,6242
,,4700.0,,0.8352228403091431,648.9395889,,1779706394.5166235,489,6242
,,4710.0,,0.8370116949081421,649.8346682,,1779706395.4111466,490,6242
,,4720.0,,0.8310063481330872,650.7307213,,1779706396.306855,491,6242
,,4730.0,,0.8425852060317993,651.6270402,,1779706397.203734,492,6242
,,4740.0,,0.8213875889778137,652.5143694,,1779706398.0909796,493,6242
,0.00010576819746349742,4750.0,0.6520694494247437,,665.0241765,1.6657541990280151,1779706410.6012037,494,6242
,,4750.0,,0.8477303981781006,665.1201952,,1779706410.697071,495,6242
,,4760.0,,0.8454269766807556,666.0277876,,1779706411.6038291,496,6242
,,4770.0,,0.8342974185943604,666.9335476,,1779706412.5099676,497,6242
,,4780.0,,0.8406596183776855,667.8320358,,1779706413.4090705,498,6242
,,4790.0,,0.8367903232574463,668.7292102,,1779706414.3059807,499,6242
,,4800.0,,0.8389029502868652,669.6206386,,1779706415.1974382,500,6242
,,4810.0,,0.8205126523971558,670.5122607,,1779706416.089065,501,6242
,,4820.0,,0.8201270699501038,671.4113593,,1779706416.9883952,502,6242
,,4830.0,,0.8564110398292542,672.3103041,,1779706417.8873374,503,6242
,,4840.0,,0.8194319009780884,673.2136031,,1779706418.790412,504,6242
,,4850.0,,0.8446655869483948,674.1060617,,1779706419.682916,505,6242
,,4860.0,,0.840518593788147,675.0033651,,1779706420.5801272,506,6242
,,4870.0,,0.8431953191757202,675.8923404,,1779706421.4693742,507,6242
,,4880.0,,0.8683598637580872,676.7969005,,1779706422.3734999,508,6242
,,4890.0,,0.838384211063385,677.6908285,,1779706423.2678568,509,6242
,,4900.0,,0.8116657733917236,678.5801783,,1779706424.1571484,510,6242
,,4910.0,,0.8141190409660339,679.4765382,,1779706425.0533063,511,6242
,,4920.0,,0.8355099558830261,680.3651949,,1779706425.9422107,512,6242
,,4930.0,,0.8366248607635498,681.2599283,,1779706426.8369622,513,6242
,,4940.0,,0.8221467733383179,682.146675,,1779706427.7234383,514,6242
,,4950.0,,0.8398525714874268,683.048087,,1779706428.6251235,515,6242
,,4960.0,,0.8279714584350586,683.9354046,,1779706429.5114994,516,6242
,,4970.0,,0.8204692602157593,684.8356765,,1779706430.4127107,517,6242
,,4980.0,,0.8350473642349243,685.7227015,,1779706431.2994235,518,6242
,,4990.0,,0.8291633725166321,686.6169598,,1779706432.1939957,519,6242
,0.0001,5000.0,0.6361281871795654,,699.2958026,1.6895232200622559,1779706444.8727674,520,6242
,,5000.0,,0.8230010271072388,699.3967484,,1779706444.9737835,521,6242
"{'path': 'media/html/Sample Generation_522_2cbfdced9a22cd3d5e2a.html', 'size': 272, '_type': 'html-file', 'sha256': '2cbfdced9a22cd3d5e2ae2052b2c08bedab8501e2941d1ef5f528e1b3141e704'}",,,,,700.4750359,,1779706446.052141,522,6242
