iter,_step,val/loss,_timestamp,train/loss,train/step_loss,_runtime,Sample Generation,lr,seed
390.0,41,,1779710342.6806335,,1.865591049194336,58.0986383,,,6242
400.0,42,,1779710343.5637488,,1.8072266578674316,58.981581,,,6242
410.0,43,,1779710344.4449563,,1.792660117149353,59.8635436,,,6242
420.0,44,,1779710345.3262155,,1.775928020477295,60.744225,,,6242
430.0,45,,1779710346.2064192,,1.7558658123016357,61.6252365,,,6242
440.0,46,,1779710347.0903475,,1.755944848060608,62.5081626,,,6242
450.0,47,,1779710347.9716895,,1.7110214233398438,63.3897128,,,6242
460.0,48,,1779710348.8500285,,1.7436293363571167,64.2678898,,,6242
470.0,49,,1779710349.732446,,1.7165457010269165,65.15025610000001,,,6242
480.0,50,,1779710350.6139069,,1.7295286655426025,66.0319237,,,6242
490.0,51,,1779710351.4959903,,1.6869572401046753,66.9138557,,,6242
500.0,52,1.775675654411316,1779710363.8240492,1.597683310508728,,79.2417866,,0.0009852826883675631,6242
500.0,53,,1779710363.9153576,,1.7127524614334106,79.3339485,,,6242
510.0,54,,1779710364.7967067,,1.6721312999725342,80.2145156,,,6242
520.0,55,,1779710365.6744037,,1.6813207864761353,81.0928501,,,6242
530.0,56,,1779710366.556589,,1.6211912631988525,81.9745355,,,6242
540.0,57,,1779710367.4384904,,1.6559679508209229,82.856743,,,6242
550.0,58,,1779710368.3217065,,1.6089569330215454,83.7398349,,,6242
560.0,59,,1779710369.2028363,,1.6195646524429321,84.6210552,,,6242
570.0,60,,1779710370.0849006,,1.5776036977767944,85.5030604,,,6242
580.0,61,,1779710370.9671812,,1.614526391029358,86.3849909,,,6242
590.0,62,,1779710371.84775,,1.6101086139678955,87.2664417,,,6242
600.0,63,,1779710372.732167,,1.5706002712249756,88.1499755,,,6242
610.0,64,,1779710373.6124098,,1.5602158308029175,89.030402,,,6242
620.0,65,,1779710374.495543,,1.5677263736724854,89.9133495,,,6242
630.0,66,,1779710375.3746948,,1.5563973188400269,90.7933622,,,6242
640.0,67,,1779710376.258961,,1.5674233436584473,91.67677,,,6242
650.0,68,,1779710377.1393688,,1.5690356492996216,92.5571894,,,6242
660.0,69,,1779710378.019332,,1.5532724857330322,93.4381854,,,6242
670.0,70,,1779710378.9026642,,1.5507569313049316,94.3211438,,,6242
680.0,71,,1779710379.7837162,,1.539762020111084,95.2015258,,,6242
690.0,72,,1779710380.665365,,1.5232125520706177,96.083174,,,6242
700.0,73,,1779710381.5452373,,1.5227787494659424,96.9630459,,,6242
710.0,74,,1779710382.4274442,,1.5142477750778198,97.8456469,,,6242
720.0,75,,1779710383.3088093,,1.5154699087142944,98.7267162,,,6242
730.0,76,,1779710384.1925514,,1.5213667154312134,99.6104057,,,6242
740.0,77,,1779710385.0726886,,1.4826143980026245,100.490498,,,6242
750.0,78,1.6376137733459473,1779710397.3904212,1.419942021369934,,112.8081044,,0.0009614856803571157,6242
750.0,79,,1779710397.4814324,,1.5078920125961304,112.8992404,,,6242
760.0,80,,1779710398.3617344,,1.507166862487793,113.780548,,,6242
770.0,81,,1779710399.2418857,,1.4730197191238403,114.6605485,,,6242
780.0,82,,1779710400.1245394,,1.489823579788208,115.5427476,,,6242
790.0,83,,1779710401.0052788,,1.443343997001648,116.4240806,,,6242
800.0,84,,1779710401.8869612,,1.4856046438217163,117.3048034,,,6242
810.0,85,,1779710402.7688723,,1.4849315881729126,118.1874192,,,6242
820.0,86,,1779710403.6510036,,1.5099728107452393,119.0688121,,,6242
830.0,87,,1779710404.533172,,1.463444471359253,119.9517381,,,6242
840.0,88,,1779710405.41419,,1.4411214590072632,120.8319997,,,6242
850.0,89,,1779710406.2961254,,1.4168115854263306,121.7146477,,,6242
860.0,90,,1779710407.1773474,,1.436723232269287,122.5954115,,,6242
870.0,91,,1779710408.0611427,,1.425108551979065,123.4794389,,,6242
880.0,92,,1779710408.943058,,1.4429633617401123,124.361472,,,6242
890.0,93,,1779710409.827995,,1.4315882921218872,125.2458368,,,6242
900.0,94,,1779710410.7087028,,1.4207497835159302,126.1274303,,,6242
910.0,95,,1779710411.5931635,,1.4192547798156738,127.0109726,,,6242
920.0,96,,1779710412.475,,1.4505739212036133,127.8928097,,,6242
930.0,97,,1779710413.3550165,,1.4069637060165405,128.772973,,,6242
940.0,98,,1779710414.236989,,1.4226925373077393,129.654809,,,6242
950.0,99,,1779710415.117634,,1.4228752851486206,130.5355528,,,6242
960.0,100,,1779710415.999516,,1.461336612701416,131.4173247,,,6242
970.0,101,,1779710416.8784873,,1.4061318635940552,132.2967921,,,6242
980.0,102,,1779710417.7622185,,1.448441743850708,133.1800297,,,6242
990.0,103,,1779710418.6433003,,1.4112037420272827,134.0613372,,,6242
1000.0,104,1.5607380867004395,1779710430.938171,1.325207233428955,,146.3558541,,0.0009271396472013282,6242
1000.0,105,,1779710431.0313299,,1.447930097579956,146.4491406,,,6242
1010.0,106,,1779710431.9104304,,1.396172285079956,147.3282392,,,6242
1020.0,107,,1779710432.7904053,,1.406713843345642,148.2084051,,,6242
1030.0,108,,1779710433.669586,,1.4183518886566162,149.0876586,,,6242
1040.0,109,,1779710434.549257,,1.3986685276031494,149.9671698,,,6242
1050.0,110,,1779710435.4315763,,1.3906878232955933,150.8500903,,,6242
1060.0,111,,1779710436.3123753,,1.374759554862976,151.7301863,,,6242
1070.0,112,,1779710437.2068806,,1.3814070224761963,152.6246898,,,6242
1080.0,113,,1779710438.0888784,,1.3971283435821533,153.506686,,,6242
1090.0,114,,1779710438.9687247,,1.3543974161148071,154.3865342,,,6242
1100.0,115,,1779710439.8484316,,1.4037737846374512,155.2662422,,,6242
1110.0,116,,1779710440.7316272,,1.3924012184143066,156.149754,,,6242
1120.0,117,,1779710441.611412,,1.3715869188308716,157.0292215,,,6242
1130.0,118,,1779710442.5019639,,1.3732768297195435,157.9197726,,,6242
1140.0,119,,1779710443.3867607,,1.3771330118179321,158.8045698,,,6242
1150.0,120,,1779710444.2681942,,1.3593080043792725,159.6860987,,,6242
1160.0,121,,1779710445.148664,,1.3849809169769287,160.5668335,,,6242
1170.0,122,,1779710446.0326412,,1.3611565828323364,161.450624,,,6242
1180.0,123,,1779710446.918341,,1.3779345750808716,162.3365127,,,6242
1190.0,124,,1779710447.8023818,,1.3423664569854736,163.2210132,,,6242
1200.0,125,,1779710448.684573,,1.3519537448883057,164.1025186,,,6242
1210.0,126,,1779710449.5706975,,1.3469356298446655,164.9885038,,,6242
1220.0,127,,1779710450.456723,,1.3299248218536377,165.8745318,,,6242
1230.0,128,,1779710451.3395796,,1.3128528594970703,166.7573891,,,6242
1240.0,129,,1779710452.2277224,,1.3518987894058228,167.6455302,,,6242
1250.0,130,1.526719093322754,1779710464.5848675,1.2689385414123535,,180.0021704,,0.000883125098683892,6242
1250.0,131,,1779710464.6766796,,1.3509317636489868,180.0945398,,,6242
1260.0,132,,1779710465.5684192,,1.3076224327087402,180.9872623,,,6242
1270.0,133,,1779710466.4565194,,1.3468780517578125,181.874534,,,6242
1280.0,134,,1779710467.3396397,,1.349540114402771,182.7574483,,,6242
1290.0,135,,1779710468.2231383,,1.3342403173446655,183.6412064,,,6242
1300.0,136,,1779710469.1040287,,1.378719449043274,184.5228822,,,6242
1310.0,137,,1779710469.9941757,,1.3398791551589966,185.4125527,,,6242
1320.0,138,,1779710470.8845317,,1.334396243095398,186.302915,,,6242
1330.0,139,,1779710471.7706437,,1.3527671098709106,187.1892112,,,6242
1340.0,140,,1779710472.6613247,,1.3489590883255005,188.0786276,,,6242
1350.0,141,,1779710473.5491846,,1.3304752111434937,188.9669938,,,6242
1360.0,142,,1779710474.4355288,,1.3158479928970337,189.8533368,,,6242
1370.0,143,,1779710475.3197806,,1.3162896633148193,190.7384439,,,6242
1380.0,144,,1779710476.2032511,,1.3208409547805786,191.6220308,,,6242
1390.0,145,,1779710477.0888243,,1.3331362009048462,192.5066386,,,6242
1400.0,146,,1779710477.9734294,,1.3200074434280396,193.3907324,,,6242
1410.0,147,,1779710478.861495,,1.3493704795837402,194.279305,,,6242
1420.0,148,,1779710479.7456799,,1.329294204711914,195.1644178,,,6242
1430.0,149,,1779710480.6324694,,1.3320283889770508,196.0507188,,,6242
1440.0,150,,1779710481.5170496,,1.3016319274902344,196.9348566,,,6242
1450.0,151,,1779710482.4125137,,1.293825626373291,197.830323,,,6242
1460.0,152,,1779710483.296148,,1.2892520427703857,198.7140834,,,6242
1470.0,153,,1779710484.1812341,,1.3462032079696655,199.5991242,,,6242
1480.0,154,,1779710485.0689867,,1.307493805885315,200.4867957,,,6242
1490.0,155,,1779710485.954461,,1.3266547918319702,201.3723232,,,6242
1500.0,156,1.5156805515289307,1779710498.3097572,1.226253867149353,,213.7270601,,0.0008305704108364302,6242
1500.0,157,,1779710498.4026732,,1.304638147354126,213.8204858,,,6242
1510.0,158,,1779710499.2874553,,1.2943565845489502,214.7052634,,,6242
1520.0,159,,1779710500.172897,,1.278988003730774,215.5907105,,,6242
1530.0,160,,1779710501.0572164,,1.294479250907898,216.4748219,,,6242
1540.0,161,,1779710501.9510374,,1.3036696910858154,217.3697868,,,6242
1550.0,162,,1779710502.8363063,,1.3002727031707764,218.2549768,,,6242
1560.0,163,,1779710503.7284384,,1.2766879796981812,219.1470492,,,6242
1570.0,164,,1779710504.616783,,1.298453450202942,220.0345931,,,6242
1580.0,165,,1779710505.5003462,,1.2755358219146729,220.9191568,,,6242
1590.0,166,,1779710506.3853438,,1.2940796613693237,221.8031529,,,6242
1600.0,167,,1779710507.2786314,,1.2863234281539917,222.6964426,,,6242
1610.0,168,,1779710508.1657577,,1.284650206565857,223.5838666,,,6242
1620.0,169,,1779710509.0628014,,1.2624199390411377,224.4806144,,,6242
1630.0,170,,1779710509.9425187,,1.2685030698776245,225.3604098,,,6242
1640.0,171,,1779710510.8263845,,1.2864243984222412,226.244194,,,6242
1650.0,172,,1779710511.7187777,,1.2366973161697388,227.1365869,,,6242
1660.0,173,,1779710512.604959,,1.253532886505127,228.0232691,,,6242
1670.0,174,,1779710513.491204,,1.2458933591842651,228.9090131,,,6242
1680.0,175,,1779710514.3762739,,1.247603416442871,229.7940838,,,6242
1690.0,176,,1779710515.2621741,,1.264509916305542,230.6800779,,,6242
1700.0,177,,1779710516.1446908,,1.2610406875610352,231.5625064,,,6242
1710.0,178,,1779710517.0366838,,1.2732161283493042,232.45505,,,6242
1720.0,179,,1779710517.9220784,,1.2705556154251099,233.3399064,,,6242
1730.0,180,,1779710518.809687,,1.262349247932434,234.2274957,,,6242
1740.0,181,,1779710519.6954253,,1.2590478658676147,235.1136054,,,6242
1750.0,182,1.4930802583694458,1779710532.081275,1.1800110340118408,,247.4995776,,0.0007708228984017721,6242
1750.0,183,,1779710532.1747544,,1.2681376934051514,247.5926824,,,6242
1760.0,184,,1779710533.0582952,,1.2713810205459595,248.4761045,,,6242
1770.0,185,,1779710533.940745,,1.2549443244934082,249.359414,,,6242
1780.0,186,,1779710534.829814,,1.2484639883041382,250.2479615,,,6242
1790.0,187,,1779710535.7226415,,1.2610230445861816,251.1404514,,,6242
1800.0,188,,1779710536.6052475,,1.2886592149734497,252.0231203,,,6242
1810.0,189,,1779710537.4892614,,1.2295210361480713,252.9070688,,,6242
1820.0,190,,1779710538.3850677,,1.2612926959991455,253.8028854,,,6242
1830.0,191,,1779710539.274594,,1.2730872631072998,254.6924038,,,6242
1840.0,192,,1779710540.172406,,1.2468154430389404,255.5902324,,,6242
1850.0,193,,1779710541.0623732,,1.2250248193740845,256.4804649,,,6242
1860.0,194,,1779710541.9544036,,1.256978988647461,257.3727595,,,6242
1870.0,195,,1779710542.8358934,,1.2565096616744995,258.2537888,,,6242
1880.0,196,,1779710543.7143102,,1.2223734855651855,259.1328406,,,6242
1890.0,197,,1779710544.5992947,,1.2569828033447266,260.0173283,,,6242
1900.0,198,,1779710545.4952981,,1.2362064123153687,260.9131734,,,6242
1910.0,199,,1779710546.3831546,,1.2094330787658691,261.8009678,,,6242
1920.0,200,,1779710547.2682054,,1.2207006216049194,262.6865866,,,6242
1930.0,201,,1779710548.1568267,,1.2538334131240845,263.5748906,,,6242
1940.0,202,,1779710549.0508606,,1.2426784038543701,264.4686689,,,6242
1950.0,203,,1779710549.9439518,,1.2336992025375366,265.3621245,,,6242
1960.0,204,,1779710550.8242133,,1.1993743181228638,266.2421425,,,6242
1970.0,205,,1779710551.7154953,,1.2106144428253174,267.1333173,,,6242
1980.0,206,,1779710552.6105008,,1.208150029182434,268.028679,,,6242
1990.0,207,,1779710553.4962637,,1.2229642868041992,268.9145303,,,6242
2000.0,208,1.4819884300231934,1779710565.8726592,1.1391850709915161,,281.2910116,,0.0007054142744895884,6242
2000.0,209,,1779710565.9684205,,1.256708025932312,281.3862274,,,6242
2010.0,210,,1779710566.85316,,1.2443677186965942,282.2709694,,,6242
2020.0,211,,1779710567.7371356,,1.2222052812576294,283.1554397,,,6242
2030.0,212,,1779710568.6235316,,1.2387404441833496,284.0413751,,,6242
2040.0,213,,1779710569.5202596,,1.2208904027938843,284.938069,,,6242
2050.0,214,,1779710570.4016705,,1.219839096069336,285.8206524,,,6242
2060.0,215,,1779710571.2917569,,1.2090084552764893,286.7095667,,,6242
2070.0,216,,1779710572.18079,,1.2316701412200928,287.5985995,,,6242
2080.0,217,,1779710573.0779834,,1.230804681777954,288.4961751,,,6242
2090.0,218,,1779710573.9636507,,1.2145757675170898,289.3817681,,,6242
2100.0,219,,1779710574.8541996,,1.272693157196045,290.272007,,,6242
2110.0,220,,1779710575.7475445,,1.2192291021347046,291.1653545,,,6242
2120.0,221,,1779710576.6305525,,1.2461390495300293,292.0483637,,,6242
2130.0,222,,1779710577.5259626,,1.1842106580734253,292.9440368,,,6242
2140.0,223,,1779710578.4155574,,1.194669485092163,293.8333978,,,6242
2150.0,224,,1779710579.3050568,,1.1658546924591064,294.7228669,,,6242
2160.0,225,,1779710580.1893525,,1.2143481969833374,295.6080338,,,6242
2170.0,226,,1779710581.075734,,1.199467658996582,296.4930369,,,6242
2180.0,227,,1779710581.9567919,,1.2216708660125732,297.3755895,,,6242
2190.0,228,,1779710582.8485339,,1.1970282793045044,298.2671516,,,6242
2200.0,229,,1779710583.7331417,,1.1902718544006348,299.150952,,,6242
2210.0,230,,1779710584.618206,,1.1595427989959717,300.0360827,,,6242
2220.0,231,,1779710585.5103555,,1.2170628309249878,300.9290784,,,6242
2230.0,232,,1779710586.4137146,,1.2053285837173462,301.8315254,,,6242
2240.0,233,,1779710587.3145976,,1.22031831741333,302.7324074,,,6242
2250.0,234,1.4945799112319946,1779710599.7515213,1.1080236434936523,,315.1703527,,0.0006360213829156177,6242
2250.0,235,,1779710599.846102,,1.190972924232483,315.2639112,,,6242
2260.0,236,,1779710600.7361672,,1.168688416481018,316.1540902,,,6242
2270.0,237,,1779710601.6209748,,1.1888177394866943,317.0387843,,,6242
2280.0,238,,1779710602.503444,,1.194752812385559,317.9212536,,,6242
2290.0,239,,1779710603.4049702,,1.2113264799118042,318.8227804,,,6242
2300.0,240,,1779710604.2921174,,1.1868976354599,319.7099237,,,6242
2310.0,241,,1779710605.1817892,,1.1899405717849731,320.599689,,,6242
2320.0,242,,1779710606.0687537,,1.1685892343521118,321.4865636,,,6242
2330.0,243,,1779710606.9714873,,1.2150193452835083,322.3892986,,,6242
2340.0,244,,1779710607.8726203,,1.1832648515701294,323.2907456,,,6242
2350.0,245,,1779710608.7650585,,1.2020704746246338,324.1828677,,,6242
2360.0,246,,1779710609.6547666,,1.1698567867279053,325.0725761,,,6242
2370.0,247,,1779710610.540632,,1.1603381633758545,325.959242,,,6242
2380.0,248,,1779710611.428693,,1.187843918800354,326.847059,,,6242
2390.0,249,,1779710612.3289866,,1.2170811891555786,327.7468468,,,6242
2400.0,250,,1779710613.2285445,,1.1559462547302246,328.646795,,,6242
2410.0,251,,1779710614.121874,,1.170516014099121,329.5396807,,,6242
2420.0,252,,1779710615.011648,,1.1873327493667603,330.4297253,,,6242
2430.0,253,,1779710615.9097924,,1.1697711944580078,331.3278858,,,6242
2440.0,254,,1779710616.7997262,,1.1771076917648315,332.217915,,,6242
2450.0,255,,1779710617.6973736,,1.185699701309204,333.1151834,,,6242
2460.0,256,,1779710618.592535,,1.1477612257003784,334.0103472,,,6242
2470.0,257,,1779710619.4900153,,1.176802158355713,334.9082957,,,6242
2480.0,258,,1779710620.3776395,,1.1650974750518799,335.7954487,,,6242
2490.0,259,,1779710621.2750528,,1.1789203882217407,336.6928632,,,6242
2500.0,260,1.4959769248962402,1779710633.7286434,1.0729458332061768,,349.1467285,,0.000564423209907245,6242
2500.0,261,,1779710633.8220139,,1.1545929908752441,349.2398243,,,6242
2510.0,262,,1779710634.7081945,,1.1688190698623657,350.1260037,,,6242
2520.0,263,,1779710635.6058898,,1.155303716659546,351.0237121,,,6242
2530.0,264,,1779710636.4958944,,1.1663118600845337,351.9139311,,,6242
2540.0,265,,1779710637.3911014,,1.147178053855896,352.8090612,,,6242
2550.0,266,,1779710638.2824366,,1.1648799180984497,353.700246,,,6242
2560.0,267,,1779710639.1718333,,1.1416544914245605,354.5896422,,,6242
2570.0,268,,1779710640.0665545,,1.1779404878616333,355.4843612,,,6242
2580.0,269,,1779710640.9621148,,1.1599286794662476,356.3794177,,,6242
2590.0,270,,1779710641.850753,,1.1309915781021118,357.2685632,,,6242
2600.0,271,,1779710642.7473035,,1.1568684577941895,358.1651126,,,6242
2610.0,272,,1779710643.6469738,,1.1821773052215576,359.0647834,,,6242
2620.0,273,,1779710644.5330758,,1.1659690141677856,359.951867,,,6242
2630.0,274,,1779710645.418419,,1.157171607017517,360.8362278,,,6242
2640.0,275,,1779710646.3162692,,1.1567413806915283,361.7340793,,,6242
2650.0,276,,1779710647.2157853,,1.1324222087860107,362.6337763,,,6242
2660.0,277,,1779710648.1002307,,1.1519502401351929,363.5182357,,,6242
2670.0,278,,1779710648.9850764,,1.1350547075271606,364.4029313,,,6242
2680.0,279,,1779710649.8731012,,1.1430450677871704,365.290912,,,6242
2690.0,280,,1779710650.759341,,1.1420137882232666,366.1773537,,,6242
2700.0,281,,1779710651.6489184,,1.1361088752746582,367.066728,,,6242
2710.0,282,,1779710652.5356207,,1.1554561853408813,367.9535317,,,6242
2720.0,283,,1779710653.4339175,,1.1718775033950806,368.851986,,,6242
2730.0,284,,1779710654.3282323,,1.1569417715072632,369.7460426,,,6242
2740.0,285,,1779710655.2137992,,1.152143120765686,370.6320709,,,6242
2750.0,286,1.491978406906128,1779710667.6114724,1.0430669784545898,,383.0291634,,0.0004924552772419723,6242
2750.0,287,,1779710667.7020917,,1.1166104078292847,383.1199008,,,6242
2760.0,288,,1779710668.5819669,,1.130558729171753,384.0000433,,,6242
2770.0,289,,1779710669.4631855,,1.1445728540420532,384.8819194,,,6242
2780.0,290,,1779710670.3509836,,1.1096149682998657,385.768791,,,6242
2790.0,291,,1779710671.2395241,,1.1273967027664185,386.6576297,,,6242
2800.0,292,,1779710672.1388104,,1.1337112188339233,387.5566372,,,6242
2810.0,293,,1779710673.0277224,,1.1414951086044312,388.4460179,,,6242
2820.0,294,,1779710673.9159,,1.1199003458023071,389.3337077,,,6242
2830.0,295,,1779710674.8010414,,1.1138867139816284,390.2193429,,,6242
2840.0,296,,1779710675.6908667,,1.138037085533142,391.1086812,,,6242
2850.0,297,,1779710676.5746205,,1.1350691318511963,391.9934569,,,6242
2860.0,298,,1779710677.4620335,,1.112601637840271,392.879845,,,6242
2870.0,299,,1779710678.350527,,1.1161001920700073,393.7685831,,,6242
2880.0,300,,1779710679.2327926,,1.125653862953186,394.6512359,,,6242
2890.0,301,,1779710680.121047,,1.108056902885437,395.5388603,,,6242
2900.0,302,,1779710681.0089364,,1.1274921894073486,396.4272136,,,6242
2910.0,303,,1779710681.895575,,1.124491572380066,397.3138978,,,6242
2920.0,304,,1779710682.780929,,1.11191987991333,398.1997441,,,6242
2930.0,305,,1779710683.6700926,,1.107957363128662,399.0879024,,,6242
2940.0,306,,1779710684.5533302,,1.1245489120483398,399.9715272,,,6242
2950.0,307,,1779710685.438342,,1.103640079498291,400.8561518,,,6242
2960.0,308,,1779710686.3218272,,1.116167426109314,401.7396367,,,6242
2970.0,309,,1779710687.210995,,1.0974615812301636,402.6288032,,,6242
2980.0,310,,1779710688.098363,,1.095672607421875,403.516893,,,6242
2990.0,311,,1779710688.9873571,,1.1166112422943115,404.406114,,,6242
3000.0,312,1.496923804283142,1779710701.4799893,1.0109162330627441,,416.8982955,,0.0004219625860160354,6242
3000.0,313,,1779710701.5724385,,1.0925099849700928,416.990247,,,6242
3010.0,314,,1779710702.4666564,,1.106199026107788,417.8844655,,,6242
3020.0,315,,1779710703.3580399,,1.1115435361862183,418.7758481,,,6242
3030.0,316,,1779710704.2461998,,1.0840078592300415,419.6640089,,,6242
3040.0,317,,1779710705.130791,,1.1277287006378174,420.5485996,,,6242
3050.0,318,,1779710706.0307908,,1.0954583883285522,421.4487842,,,6242
3060.0,319,,1779710706.9258592,,1.1182334423065186,422.3446776,,,6242
3070.0,320,,1779710707.8157508,,1.1079111099243164,423.2335577,,,6242
3080.0,321,,1779710708.7002954,,1.1072791814804077,424.1182548,,,6242
3090.0,322,,1779710709.593029,,1.1080634593963623,425.010839,,,6242
3100.0,323,,1779710710.481191,,1.0976910591125488,425.8993119,,,6242
3110.0,324,,1779710711.3683565,,1.1025176048278809,426.786264,,,6242
3120.0,325,,1779710712.2698288,,1.1173220872879028,427.6878499,,,6242
3130.0,326,,1779710713.1649158,,1.0964417457580566,428.5827259,,,6242
3140.0,327,,1779710714.053806,,1.0908324718475342,429.4717568,,,6242
3150.0,328,,1779710714.9398007,,1.085984706878662,430.3578672,,,6242
3160.0,329,,1779710715.8336139,,1.0814074277877808,431.2514229,,,6242
3170.0,330,,1779710716.7272604,,1.0709667205810547,432.145069,,,6242
3180.0,331,,1779710717.6227143,,1.0868178606033325,433.0407728,,,6242
3190.0,332,,1779710718.5228786,,1.072972059249878,433.9406892,,,6242
3200.0,333,,1779710719.414714,,1.0696206092834473,434.8328754,,,6242
3210.0,334,,1779710720.3118901,,1.0860540866851807,435.7296992,,,6242
3220.0,335,,1779710721.199096,,1.093908667564392,436.6171976,,,6242
3230.0,336,,1779710722.0938294,,1.1020711660385132,437.5117005,,,6242
3240.0,337,,1779710722.9792771,,1.0457061529159546,438.3978077,,,6242
3250.0,338,1.509527325630188,1779710735.4521093,0.9756984114646912,,450.8708205,,0.00035475231739709885,6242
3250.0,339,,1779710735.5472736,,1.0889430046081543,450.9650938,,,6242
3260.0,340,,1779710736.4327364,,1.0963313579559326,451.8505461,,,6242
3270.0,341,,1779710737.3180459,,1.0831600427627563,452.7358769,,,6242
3280.0,342,,1779710738.2074068,,1.115227222442627,453.6252215,,,6242
3290.0,343,,1779710739.0938842,,1.0760862827301025,454.5117924,,,6242
3300.0,344,,1779710739.9874032,,1.0895870923995972,455.405432,,,6242
3310.0,345,,1779710740.8761892,,1.087347388267517,456.294473,,,6242
3320.0,346,,1779710741.7624059,,1.077085018157959,457.1805163,,,6242
3330.0,347,,1779710742.6569662,,1.1030787229537964,458.0747765,,,6242
3340.0,348,,1779710743.5445025,,1.069144368171692,458.9623116,,,6242
3350.0,349,,1779710744.4311182,,1.0571528673171997,459.8498579,,,6242
3360.0,350,,1779710745.325621,,1.1063483953475952,460.7438024,,,6242
3370.0,351,,1779710746.2165241,,1.0988638401031494,461.6343309,,,6242
3380.0,352,,1779710747.115926,,1.0838948488235474,462.5341643,,,6242
3390.0,353,,1779710748.0161839,,1.0664266347885132,463.4339942,,,6242
3400.0,354,,1779710748.903793,,1.073704481124878,464.3219053,,,6242
3410.0,355,,1779710749.7947402,,1.0482419729232788,465.2125467,,,6242
3420.0,356,,1779710750.6798956,,1.0665866136550903,466.0977066,,,6242
3430.0,357,,1779710751.5649152,,1.0781482458114624,466.9827416,,,6242
3440.0,358,,1779710752.4549627,,1.0585280656814575,467.8733752,,,6242
3450.0,359,,1779710753.3442519,,1.077468752861023,468.7627539,,,6242
3460.0,360,,1779710754.2320983,,1.0382715463638306,469.6499074,,,6242
3470.0,361,,1779710755.126215,,1.0837061405181885,470.5441232,,,6242
3480.0,362,,1779710756.009265,,1.0696861743927002,471.4270738,,,6242
3490.0,363,,1779710756.9073222,,1.0624231100082397,472.3256644,,,6242
3500.0,364,1.5148686170578003,1779710769.331527,0.9457212090492249,,484.7498577,,0.0002925475029450237,6242
3500.0,365,,1779710769.4248004,,1.0650091171264648,484.8426326,,,6242
3510.0,366,,1779710770.3077867,,1.0453283786773682,485.725682,,,6242
3520.0,367,,1779710771.19782,,1.0610212087631226,486.6156318,,,6242
