train/step_loss,Sample Generation,iter,_step,_runtime,train/loss,lr,val/loss,_timestamp,seed
2.0077455043792725,,440.0,46,59.7892158,,,,1779619497.2307894,3242
1.986907958984375,,450.0,47,60.6264179,,,,1779619498.068328,3242
1.9467564821243286,,460.0,48,61.4590529,,,,1779619498.9009604,3242
1.9319608211517334,,470.0,49,62.2945546,,,,1779619499.7355542,3242
1.9321733713150024,,480.0,50,63.1259529,,,,1779619500.5675433,3242
1.919813632965088,,490.0,51,63.9567518,,,,1779619501.3986611,3242
,,500.0,52,75.7252001,1.8124388456344604,0.0009852826883675631,1.961680293083191,1779619513.1663334,3242
1.9106231927871704,,500.0,53,75.8115925,,,,1779619513.253504,3242
1.9047555923461914,,510.0,54,76.6411003,,,,1779619514.0828762,3242
1.888523817062378,,520.0,55,77.4724827,,,,1779619514.9137006,3242
1.831016182899475,,530.0,56,78.3104914,,,,1779619515.7522933,3242
1.8709566593170166,,540.0,57,79.1392062,,,,1779619516.580663,3242
1.8560819625854492,,550.0,58,79.972433,,,,1779619517.4134734,3242
1.8348137140274048,,560.0,59,80.8171936,,,,1779619518.2585552,3242
1.7972900867462158,,570.0,60,81.6462161,,,,1779619519.0881295,3242
1.7991634607315063,,580.0,61,82.4846093,,,,1779619519.9258585,3242
1.7976144552230835,,590.0,62,83.3202214,,,,1779619520.7610524,3242
1.7817516326904297,,600.0,63,84.1586535,,,,1779619521.600018,3242
1.7568655014038086,,610.0,64,84.9922093,,,,1779619522.4341207,3242
1.781284213066101,,620.0,65,85.8275091,,,,1779619523.2687113,3242
1.790750503540039,,630.0,66,86.6634474,,,,1779619524.1044307,3242
1.7094436883926392,,640.0,67,87.4956533,,,,1779619524.936927,3242
1.746814489364624,,650.0,68,88.3313084,,,,1779619525.7732203,3242
1.7327241897583008,,660.0,69,89.1636074,,,,1779619526.605255,3242
1.7336050271987915,,670.0,70,89.9963088,,,,1779619527.4382088,3242
1.7348113059997559,,680.0,71,90.830434,,,,1779619528.2723136,3242
1.6561259031295776,,690.0,72,91.6720357,,,,1779619529.113401,3242
1.7027621269226074,,700.0,73,92.5041868,,,,1779619529.9458454,3242
1.6765575408935547,,710.0,74,93.3472713,,,,1779619530.788605,3242
1.6595818996429443,,720.0,75,94.171962,,,,1779619531.6138716,3242
1.6626996994018555,,730.0,76,95.0152158,,,,1779619532.4568443,3242
1.6853264570236206,,740.0,77,95.8491517,,,,1779619533.2895234,3242
,,750.0,78,107.6356406,1.5587540864944458,0.0009614856803571157,1.765580654144287,1779619545.0770576,3242
1.6357427835464478,,750.0,79,107.7259731,,,,1779619545.1670916,3242
1.6572329998016357,,760.0,80,108.5517321,,,,1779619545.9933393,3242
1.667663335800171,,770.0,81,109.3927159,,,,1779619546.832921,3242
1.645569086074829,,780.0,82,110.2260351,,,,1779619547.6674147,3242
1.6552114486694336,,790.0,83,111.0600672,,,,1779619548.5012245,3242
1.6370494365692139,,800.0,84,111.894853,,,,1779619549.3367624,3242
1.6411943435668945,,810.0,85,112.735719,,,,1779619550.177602,3242
1.5692919492721558,,820.0,86,113.5681127,,,,1779619551.009738,3242
1.6309194564819336,,830.0,87,114.3991389,,,,1779619551.8407772,3242
1.5879077911376953,,840.0,88,115.23,,,,1779619552.6719077,3242
1.5708760023117065,,850.0,89,116.0614192,,,,1779619553.5033238,3242
1.6189132928848267,,860.0,90,116.8957331,,,,1779619554.337646,3242
1.5592985153198242,,870.0,91,117.7252071,,,,1779619555.1668766,3242
1.5932785272598267,,880.0,92,118.5659063,,,,1779619556.0078156,3242
1.5881190299987793,,890.0,93,119.3988869,,,,1779619556.8407192,3242
1.5755486488342285,,900.0,94,120.2346219,,,,1779619557.6765323,3242
1.5869308710098267,,910.0,95,121.0746055,,,,1779619558.516272,3242
1.5617663860321045,,920.0,96,121.9042379,,,,1779619559.3460417,3242
1.5421220064163208,,930.0,97,122.7353345,,,,1779619560.1767504,3242
1.559437870979309,,940.0,98,123.5755166,,,,1779619561.017348,3242
1.547123908996582,,950.0,99,124.4084006,,,,1779619561.850246,3242
1.5494933128356934,,960.0,100,125.2362076,,,,1779619562.6781163,3242
1.5627368688583374,,970.0,101,126.0734471,,,,1779619563.5145447,3242
1.5257002115249634,,980.0,102,126.9042799,,,,1779619564.3460789,3242
1.559145212173462,,990.0,103,127.7344621,,,,1779619565.1756392,3242
,,1000.0,104,139.5068039,1.4408676624298096,0.0009271396472013282,1.658707857131958,1779619576.948221,3242
1.553318977355957,,1000.0,105,139.5949451,,,,1779619577.0368547,3242
1.5143615007400513,,1010.0,106,140.422122,,,,1779619577.8640075,3242
1.5622467994689941,,1020.0,107,141.2555517,,,,1779619578.697463,3242
1.5320167541503906,,1030.0,108,142.093356,,,,1779619579.5344956,3242
1.5289121866226196,,1040.0,109,142.9254352,,,,1779619580.3664186,3242
1.5493319034576416,,1050.0,110,143.7617575,,,,1779619581.2032049,3242
1.498729944229126,,1060.0,111,144.6100744,,,,1779619582.0519762,3242
1.5122631788253784,,1070.0,112,145.4469074,,,,1779619582.8886526,3242
1.5143115520477295,,1080.0,113,146.2767337,,,,1779619583.718647,3242
1.4921784400939941,,1090.0,114,147.1069958,,,,1779619584.5489073,3242
1.4722967147827148,,1100.0,115,147.9418627,,,,1779619585.3837738,3242
1.499755620956421,,1110.0,116,148.7743412,,,,1779619586.216001,3242
1.5296125411987305,,1120.0,117,149.6017845,,,,1779619587.0436943,3242
1.5081067085266113,,1130.0,118,150.4324624,,,,1779619587.8741345,3242
1.4572335481643677,,1140.0,119,151.2716995,,,,1779619588.713612,3242
1.4613187313079834,,1150.0,120,152.0980757,,,,1779619589.5391328,3242
1.4739478826522827,,1160.0,121,152.9285297,,,,1779619590.3697903,3242
1.470489501953125,,1170.0,122,153.7646663,,,,1779619591.2056496,3242
1.4971117973327637,,1180.0,123,154.5950139,,,,1779619592.0359101,3242
1.447511076927185,,1190.0,124,155.4254961,,,,1779619592.8670483,3242
1.45396089553833,,1200.0,125,156.2616557,,,,1779619593.7030244,3242
1.4577305316925049,,1210.0,126,157.0938624,,,,1779619594.535721,3242
1.4686845541000366,,1220.0,127,157.9285029,,,,1779619595.3704112,3242
1.5129022598266602,,1230.0,128,158.7654536,,,,1779619596.2066834,3242
1.4700710773468018,,1240.0,129,159.594864,,,,1779619597.0367432,3242
,,1250.0,130,171.4055477,1.3680129051208496,0.000883125098683892,1.606924295425415,1779619608.847208,3242
1.4618602991104126,,1250.0,131,171.4929938,,,,1779619608.934047,3242
1.4648443460464478,,1260.0,132,172.3245179,,,,1779619609.7664292,3242
1.4378783702850342,,1270.0,133,173.1575369,,,,1779619610.5985138,3242
1.4638200998306274,,1280.0,134,173.9950578,,,,1779619611.436886,3242
1.4033393859863281,,1290.0,135,174.8251237,,,,1779619612.266931,3242
1.4318742752075195,,1300.0,136,175.6597898,,,,1779619613.102207,3242
1.4410169124603271,,1310.0,137,176.4985407,,,,1779619613.9398923,3242
1.4331912994384766,,1320.0,138,177.3321779,,,,1779619614.773279,3242
1.440373182296753,,1330.0,139,178.1601566,,,,1779619615.60188,3242
1.4062602519989014,,1340.0,140,178.9954407,,,,1779619616.4363759,3242
1.4453932046890259,,1350.0,141,179.8244397,,,,1779619617.2663507,3242
1.4346104860305786,,1360.0,142,180.661303,,,,1779619618.1032143,3242
1.4570587873458862,,1370.0,143,181.4945218,,,,1779619618.936432,3242
1.41835355758667,,1380.0,144,182.3237331,,,,1779619619.7656393,3242
1.439536452293396,,1390.0,145,183.1570016,,,,1779619620.5986896,3242
1.4096695184707642,,1400.0,146,183.9924696,,,,1779619621.4343832,3242
1.4218451976776123,,1410.0,147,184.8256795,,,,1779619622.2667906,3242
1.4381914138793945,,1420.0,148,185.6635955,,,,1779619623.1054995,3242
1.4086024761199951,,1430.0,149,186.5016839,,,,1779619623.9432304,3242
1.435776710510254,,1440.0,150,187.3363708,,,,1779619624.7781239,3242
1.4118162393569946,,1450.0,151,188.1715942,,,,1779619625.6134722,3242
1.4148343801498413,,1460.0,152,189.0003945,,,,1779619626.442306,3242
1.4093737602233887,,1470.0,153,189.8380468,,,,1779619627.279897,3242
1.3938636779785156,,1480.0,154,190.6741811,,,,1779619628.1157253,3242
1.3747519254684448,,1490.0,155,191.5042392,,,,1779619628.9461315,3242
,,1500.0,156,203.3162878,1.3245075941085815,0.0008305704108364302,1.5950393676757812,1779619640.7569005,3242
1.417298674583435,,1500.0,157,203.4037198,,,,1779619640.8450608,3242
1.3754738569259644,,1510.0,158,204.2403269,,,,1779619641.6815953,3242
1.4285579919815063,,1520.0,159,205.0692602,,,,1779619642.5101511,3242
1.4363887310028076,,1530.0,160,205.9075493,,,,1779619643.3494585,3242
1.3996152877807617,,1540.0,161,206.7353227,,,,1779619644.1772342,3242
1.3658167123794556,,1550.0,162,207.565263,,,,1779619645.0071723,3242
1.3706626892089844,,1560.0,163,208.3988039,,,,1779619645.839792,3242
1.3876667022705078,,1570.0,164,209.2303515,,,,1779619646.6722615,3242
1.3769278526306152,,1580.0,165,210.0604151,,,,1779619647.5022268,3242
1.3720920085906982,,1590.0,166,210.8928871,,,,1779619648.3347876,3242
1.3976689577102661,,1600.0,167,211.7250475,,,,1779619649.1669261,3242
1.4154914617538452,,1610.0,168,212.5525189,,,,1779619649.9942157,3242
1.388424038887024,,1620.0,169,213.38698779999999,,,,1779619650.8284454,3242
1.4082776308059692,,1630.0,170,214.2249045,,,,1779619651.6668105,3242
1.4013724327087402,,1640.0,171,215.0576385,,,,1779619652.499551,3242
1.382032871246338,,1650.0,172,215.8931247,,,,1779619653.3342247,3242
1.3791546821594238,,1660.0,173,216.7320123,,,,1779619654.1738265,3242
1.4122068881988525,,1670.0,174,217.5642491,,,,1779619655.0059686,3242
1.3712544441223145,,1680.0,175,218.3970531,,,,1779619655.838852,3242
1.3591480255126953,,1690.0,176,219.2299171,,,,1779619656.671085,3242
1.369201421737671,,1700.0,177,220.0604986,,,,1779619657.5022118,3242
1.3714114427566528,,1710.0,178,220.8956892,,,,1779619658.33673,3242
1.4103363752365112,,1720.0,179,221.7235834,,,,1779619659.165491,3242
1.349635124206543,,1730.0,180,222.5521581,,,,1779619659.9929032,3242
1.3363505601882935,,1740.0,181,223.3910802,,,,1779619660.8329897,3242
,,1750.0,182,235.2360476,1.2755976915359497,0.0007708228984017721,1.5502811670303345,1779619672.6770074,3242
1.3530038595199585,,1750.0,183,235.324108,,,,1779619672.7660205,3242
1.3530462980270386,,1760.0,184,236.1593189,,,,1779619673.6011899,3242
1.3394334316253662,,1770.0,185,236.9983157,,,,1779619674.439382,3242
1.3479071855545044,,1780.0,186,237.8333589,,,,1779619675.2747254,3242
1.3855036497116089,,1790.0,187,238.6660907,,,,1779619676.1080017,3242
1.3392605781555176,,1800.0,188,239.4976335,,,,1779619676.9395456,3242
1.353822112083435,,1810.0,189,240.3252771,,,,1779619677.7671902,3242
1.3600726127624512,,1820.0,190,241.1549452,,,,1779619678.596583,3242
1.3698302507400513,,1830.0,191,241.9931189,,,,1779619679.4347389,3242
1.3502483367919922,,1840.0,192,242.8206532,,,,1779619680.262566,3242
1.3423242568969727,,1850.0,193,243.6495845,,,,1779619681.0908751,3242
1.3845133781433105,,1860.0,194,244.4834694,,,,1779619681.92538,3242
1.351518988609314,,1870.0,195,245.3148598,,,,1779619682.7562633,3242
1.3232935667037964,,1880.0,196,246.1421684,,,,1779619683.584079,3242
1.3475360870361328,,1890.0,197,246.9750336,,,,1779619684.4169443,3242
1.3338851928710938,,1900.0,198,247.8106879,,,,1779619685.2525997,3242
1.3660801649093628,,1910.0,199,248.6407673,,,,1779619686.0816686,3242
1.322956919670105,,1920.0,200,249.4706262,,,,1779619686.9117622,3242
1.3316491842269897,,1930.0,201,250.3084719,,,,1779619687.749835,3242
1.3505831956863403,,1940.0,202,251.1410936,,,,1779619688.5828302,3242
1.34006929397583,,1950.0,203,251.9746713,,,,1779619689.416497,3242
1.301164984703064,,1960.0,204,252.8074707,,,,1779619690.2492998,3242
1.3406760692596436,,1970.0,205,253.6369661,,,,1779619691.0788736,3242
1.3195332288742065,,1980.0,206,254.4663807,,,,1779619691.908293,3242
1.3256654739379883,,1990.0,207,255.299129,,,,1779619692.7405457,3242
,,2000.0,208,267.0942001,1.2923364639282227,0.0007054142744895884,1.5918567180633545,1779619704.5350714,3242
1.3322296142578125,,2000.0,209,267.1809134,,,,1779619704.6226585,3242
1.3547770977020264,,2010.0,210,268.0182881,,,,1779619705.460199,3242
1.3556548357009888,,2020.0,211,268.8526247,,,,1779619706.2945344,3242
1.3193378448486328,,2030.0,212,269.686945,,,,1779619707.1288536,3242
1.3064955472946167,,2040.0,213,270.5163755,,,,1779619707.9573784,3242
1.313774585723877,,2050.0,214,271.3479805,,,,1779619708.7896342,3242
1.318323016166687,,2060.0,215,272.1850671,,,,1779619709.6263475,3242
1.345834732055664,,2070.0,216,273.0166854,,,,1779619710.457909,3242
1.2997369766235352,,2080.0,217,273.849105,,,,1779619711.291015,3242
1.3198248147964478,,2090.0,218,274.6905684,,,,1779619712.1317263,3242
1.3086514472961426,,2100.0,219,275.5189342,,,,1779619712.960844,3242
1.334713339805603,,2110.0,220,276.3588769,,,,1779619713.8006701,3242
1.3204584121704102,,2120.0,221,277.1980578,,,,1779619714.6390734,3242
1.3085718154907227,,2130.0,222,278.0286412,,,,1779619715.469561,3242
1.295890212059021,,2140.0,223,278.8623538,,,,1779619716.30412,3242
1.3195933103561401,,2150.0,224,279.6903212,,,,1779619717.1322317,3242
1.3040207624435425,,2160.0,225,280.5187738,,,,1779619717.9595964,3242
1.2961684465408325,,2170.0,226,281.3600406,,,,1779619718.8019514,3242
1.291443109512329,,2180.0,227,282.1899891,,,,1779619719.631498,3242
1.2962723970413208,,2190.0,228,283.0325242,,,,1779619720.473947,3242
1.2999645471572876,,2200.0,229,283.865365,,,,1779619721.3072758,3242
1.2937631607055664,,2210.0,230,284.6961027,,,,1779619722.1375833,3242
1.2925395965576172,,2220.0,231,285.5290962,,,,1779619722.9703455,3242
1.262946367263794,,2230.0,232,286.3609054,,,,1779619723.802323,3242
1.2729952335357666,,2240.0,233,287.1910738,,,,1779619724.6329823,3242
,,2250.0,234,298.9699983,1.226197361946106,0.0006360213829156177,1.5375844240188599,1779619736.4114192,3242
1.2889257669448853,,2250.0,235,299.0593324,,,,1779619736.5006902,3242
1.2890111207962036,,2260.0,236,299.8871792,,,,1779619737.3291745,3242
1.3381540775299072,,2270.0,237,300.7234035,,,,1779619738.16501,3242
1.2733927965164185,,2280.0,238,301.5585205,,,,1779619739.000412,3242
1.2753567695617676,,2290.0,239,302.3913879,,,,1779619739.8332977,3242
1.2744413614273071,,2300.0,240,303.2231954,,,,1779619740.665083,3242
1.2978453636169434,,2310.0,241,304.0589316,,,,1779619741.4995995,3242
1.2410931587219238,,2320.0,242,304.8893681,,,,1779619742.3307416,3242
1.3014976978302002,,2330.0,243,305.7257926,,,,1779619743.167673,3242
1.3215737342834473,,2340.0,244,306.5594771,,,,1779619744.0009131,3242
1.307234287261963,,2350.0,245,307.3936327,,,,1779619744.8355446,3242
1.3126449584960938,,2360.0,246,308.2279428,,,,1779619745.669649,3242
1.2737716436386108,,2370.0,247,309.0608393,,,,1779619746.501752,3242
1.28856360912323,,2380.0,248,309.8921932,,,,1779619747.3339238,3242
1.2506825923919678,,2390.0,249,310.7327118,,,,1779619748.1738214,3242
1.257595419883728,,2400.0,250,311.563807,,,,1779619749.0041497,3242
1.274850606918335,,2410.0,251,312.3944055,,,,1779619749.835327,3242
1.265062689781189,,2420.0,252,313.232516,,,,1779619750.6733823,3242
1.3044098615646362,,2430.0,253,314.0611013,,,,1779619751.5025182,3242
1.278612494468689,,2440.0,254,314.8962458,,,,1779619752.3381557,3242
1.2586963176727295,,2450.0,255,315.7386571,,,,1779619753.1804104,3242
1.2790635824203491,,2460.0,256,316.633656,,,,1779619754.0755668,3242
1.2786086797714233,,2470.0,257,317.500145,,,,1779619754.942055,3242
1.2534912824630737,,2480.0,258,318.3745982,,,,1779619755.8158789,3242
1.277424693107605,,2490.0,259,319.2311751,,,,1779619756.673085,3242
,,2500.0,260,331.629856,1.206421136856079,0.000564423209907245,1.5330719947814941,1779619769.0717683,3242
1.281166911125183,,2500.0,261,331.7241006,,,,1779619769.1646938,3242
1.2555904388427734,,2510.0,262,332.5794569,,,,1779619770.0211966,3242
1.281132698059082,,2520.0,263,333.4471526,,,,1779619770.8895698,3242
1.266035556793213,,2530.0,264,334.3150154,,,,1779619771.756924,3242
1.2830036878585815,,2540.0,265,335.1786677,,,,1779619772.6205783,3242
1.3000409603118896,,2550.0,266,336.0366796,,,,1779619773.4785883,3242
1.3047586679458618,,2560.0,267,336.9098475,,,,1779619774.3517597,3242
1.2718453407287598,,2570.0,268,337.7787527,,,,1779619775.2202852,3242
1.267564296722412,,2580.0,269,338.6440166,,,,1779619776.0859263,3242
1.255983591079712,,2590.0,270,339.5324325,,,,1779619776.9737222,3242
1.259203314781189,,2600.0,271,340.4123496,,,,1779619777.854233,3242
1.2698323726654053,,2610.0,272,341.2864056,,,,1779619778.7281353,3242
1.2840389013290405,,2620.0,273,342.1482959,,,,1779619779.5902057,3242
1.2358715534210205,,2630.0,274,343.0285899,,,,1779619780.4698853,3242
1.2567726373672485,,2640.0,275,343.9043862,,,,1779619781.345859,3242
1.25190269947052,,2650.0,276,344.7879547,,,,1779619782.2291682,3242
1.2733471393585205,,2660.0,277,345.649071,,,,1779619783.0894244,3242
1.210693597793579,,2670.0,278,346.5105585,,,,1779619783.952468,3242
1.2659430503845215,,2680.0,279,347.369647,,,,1779619784.8115456,3242
1.2499234676361084,,2690.0,280,348.2613011,,,,1779619785.7022133,3242
1.2414271831512451,,2700.0,281,349.1427999,,,,1779619786.5844474,3242
1.2399202585220337,,2710.0,282,350.0336229,,,,1779619787.4755323,3242
1.2511038780212402,,2720.0,283,350.9164136,,,,1779619788.3583221,3242
1.2429243326187134,,2730.0,284,351.8133301,,,,1779619789.2552383,3242
1.2497185468673706,,2740.0,285,352.6957,,,,1779619790.138117,3242
,,2750.0,286,365.9096354,1.187334656715393,0.0004924552772419723,1.5402626991271973,1779619803.3509908,3242
1.2816892862319946,,2750.0,287,366.0169466,,,,1779619803.4587286,3242
1.2466843128204346,,2760.0,288,366.991459,,,,1779619804.4333687,3242
1.254391074180603,,2770.0,289,367.9385928,,,,1779619805.3805015,3242
1.2271435260772705,,2780.0,290,368.8615989,,,,1779619806.3035035,3242
1.2475552558898926,,2790.0,291,369.8146859,,,,1779619807.2565982,3242
1.2459288835525513,,2800.0,292,370.8047298,,,,1779619808.2465992,3242
1.2511848211288452,,2810.0,293,371.7760837,,,,1779619809.217837,3242
1.226579189300537,,2820.0,294,372.7317922,,,,1779619810.1736996,3242
1.2289611101150513,,2830.0,295,373.6665076,,,,1779619811.10787,3242
1.2171683311462402,,2840.0,296,374.6300196,,,,1779619812.0718138,3242
1.2081365585327148,,2850.0,297,375.5931928,,,,1779619813.0349894,3242
1.2619632482528687,,2860.0,298,376.5166373,,,,1779619813.9584913,3242
1.241935133934021,,2870.0,299,377.4463165,,,,1779619814.888227,3242
1.2733356952667236,,2880.0,300,378.4053058,,,,1779619815.847218,3242
1.2328611612319946,,2890.0,301,379.3418993,,,,1779619816.7829587,3242
1.2522330284118652,,2900.0,302,380.2847427,,,,1779619817.7266543,3242
1.2401769161224365,,2910.0,303,381.2270768,,,,1779619818.6683514,3242
1.2648218870162964,,2920.0,304,382.1571463,,,,1779619819.598478,3242
1.2245540618896484,,2930.0,305,383.1571553,,,,1779619820.5990636,3242
1.2230325937271118,,2940.0,306,384.1152109,,,,1779619821.557628,3242
1.224600911140442,,2950.0,307,385.0819398,,,,1779619822.5237887,3242
1.217092514038086,,2960.0,308,386.0574674,,,,1779619823.4992268,3242
1.2081193923950195,,2970.0,309,387.0184477,,,,1779619824.4603586,3242
1.2306337356567383,,2980.0,310,387.9917765,,,,1779619825.4336848,3242
1.2096177339553833,,2990.0,311,388.9745522,,,,1779619826.416111,3242
,,3000.0,312,402.0476844,1.1696475744247437,0.0004219625860160354,1.537084698677063,1779619839.4887354,3242
1.2380231618881226,,3000.0,313,402.1495441,,,,1779619839.5911927,3242
1.2179726362228394,,3010.0,314,403.1340659,,,,1779619840.575973,3242
1.1993317604064941,,3020.0,315,404.0996577,,,,1779619841.5413458,3242
1.2144663333892822,,3030.0,316,405.0460003,,,,1779619842.4879107,3242
1.2115739583969116,,3040.0,317,405.9947417,,,,1779619843.4361768,3242
1.2533671855926514,,3050.0,318,406.9488078,,,,1779619844.390718,3242
1.2422224283218384,,3060.0,319,407.9266415,,,,1779619845.3656778,3242
1.2067623138427734,,3070.0,320,408.8850205,,,,1779619846.326932,3242
1.232361078262329,,3080.0,321,409.8763037,,,,1779619847.3177648,3242
1.235164761543274,,3090.0,322,410.8308742,,,,1779619848.2727125,3242
1.213355541229248,,3100.0,323,411.8346649,,,,1779619849.2765782,3242
1.2193278074264526,,3110.0,324,412.8253773,,,,1779619850.2667167,3242
1.2292892932891846,,3120.0,325,413.8055863,,,,1779619851.2474864,3242
1.2063021659851074,,3130.0,326,414.7442163,,,,1779619852.1858466,3242
1.2279435396194458,,3140.0,327,415.7006995,,,,1779619853.1426117,3242
1.2154806852340698,,3150.0,328,416.7115465,,,,1779619854.1534579,3242
1.2010940313339233,,3160.0,329,417.6553418,,,,1779619855.0971496,3242
1.218746304512024,,3170.0,330,418.6057772,,,,1779619856.0481944,3242
1.2161380052566528,,3180.0,331,419.5519031,,,,1779619856.9938157,3242
1.1970802545547485,,3190.0,332,420.4919474,,,,1779619857.9338608,3242
1.2113170623779297,,3200.0,333,421.4321203,,,,1779619858.8737388,3242
1.16144859790802,,3210.0,334,422.3701527,,,,1779619859.8120644,3242
1.1717020273208618,,3220.0,335,423.3189628,,,,1779619860.76138,3242
1.2080345153808594,,3230.0,336,424.2616283,,,,1779619861.703433,3242
1.1973856687545776,,3240.0,337,425.2425007,,,,1779619862.68401,3242
,,3250.0,338,438.3367536,1.1657812595367432,0.00035475231739709885,1.547631025314331,1779619875.7779598,3242
1.1935019493103027,,3250.0,339,438.4364573,,,,1779619875.8784676,3242
1.1962413787841797,,3260.0,340,439.393904,,,,1779619876.836321,3242
1.2007673978805542,,3270.0,341,440.3441361,,,,1779619877.786048,3242
1.2040687799453735,,3280.0,342,441.2990985,,,,1779619878.7409527,3242
1.2080360651016235,,3290.0,343,442.2619861,,,,1779619879.7038984,3242
1.221818208694458,,3300.0,344,443.2126923,,,,1779619880.6546052,3242
1.2273310422897339,,3310.0,345,444.1742767,,,,1779619881.616189,3242
1.1820889711380005,,3320.0,346,445.1272375,,,,1779619882.568363,3242
1.2349684238433838,,3330.0,347,446.0780094,,,,1779619883.5204265,3242
1.176142930984497,,3340.0,348,447.0490168,,,,1779619884.4900603,3242
1.2101366519927979,,3350.0,349,447.9926853,,,,1779619885.4337454,3242
1.2034740447998047,,3360.0,350,448.9473259,,,,1779619886.3889694,3242
1.227745771408081,,3370.0,351,449.9056811,,,,1779619887.3473873,3242
1.1855095624923706,,3380.0,352,450.8551783,,,,1779619888.2963517,3242
1.229274868965149,,3390.0,353,451.8068216,,,,1779619889.248826,3242
1.215301275253296,,3400.0,354,452.7600039,,,,1779619890.2018018,3242
1.1941490173339844,,3410.0,355,453.7066839,,,,1779619891.1481032,3242
1.2017793655395508,,3420.0,356,454.6655344,,,,1779619892.1074312,3242
1.1899470090866089,,3430.0,357,455.6187352,,,,1779619893.0604951,3242
1.1768171787261963,,3440.0,358,456.5621094,,,,1779619894.0045266,3242
1.1708966493606567,,3450.0,359,457.5189593,,,,1779619894.9608476,3242
1.162936806678772,,3460.0,360,458.4664113,,,,1779619895.9083247,3242
1.1843525171279907,,3470.0,361,459.4194761,,,,1779619896.8613865,3242
1.1912345886230469,,3480.0,362,460.3863297,,,,1779619897.8282416,3242
1.1901614665985107,,3490.0,363,461.3672585,,,,1779619898.8091693,3242
,,3500.0,364,474.5550002,1.1303725242614746,0.0002925475029450237,1.5421375036239624,1779619911.9969127,3242
1.1554844379425049,,3500.0,365,474.6552454,,,,1779619912.097089,3242
1.1652805805206299,,3510.0,366,475.6093104,,,,1779619913.051223,3242
1.178926944732666,,3520.0,367,476.5612437,,,,1779619914.0031533,3242
