train/loss,lr,_step,val/loss,Sample Generation,iter,_runtime,_timestamp,train/step_loss,seed
,,367,,,3520.0,535.0835272,1779627182.8584735,0.9051092267036438,3242
,,368,,,3530.0,536.1200938,1779627183.894627,0.9038940072059631,3242
,,369,,,3540.0,537.1475951,1779627184.9224763,0.8695268630981445,3242
,,370,,,3550.0,538.1704974,1779627185.945169,0.8434187173843384,3242
,,371,,,3560.0,539.2016798,1779627186.9765358,0.8404849171638489,3242
,,372,,,3570.0,540.2379611,1779627188.0129104,0.8635758757591248,3242
,,373,,,3580.0,541.2695763,1779627189.0445015,0.8633098602294922,3242
,,374,,,3590.0,542.2957226,1779627190.070177,0.8463597297668457,3242
,,375,,,3600.0,543.3248127,1779627191.0990255,0.8608800172805786,3242
,,376,,,3610.0,544.3493457,1779627192.1242967,0.8498725295066833,3242
,,377,,,3620.0,545.3697021,1779627193.1443772,0.8553563952445984,3242
,,378,,,3630.0,546.4028902,1779627194.1778421,0.8610171675682068,3242
,,379,,,3640.0,547.4255716,1779627195.2004833,0.8560405969619751,3242
,,380,,,3650.0,548.4532614,1779627196.2281668,0.8557134866714478,3242
,,381,,,3660.0,549.484823,1779627197.2602787,0.8585152626037598,3242
,,382,,,3670.0,550.5146463,1779627198.289597,0.8763394355773926,3242
,,383,,,3680.0,551.5369258,1779627199.3116455,0.8595921397209167,3242
,,384,,,3690.0,552.5608102,1779627200.335525,0.8508707880973816,3242
,,385,,,3700.0,553.5863593,1779627201.361311,0.8496333360671997,3242
,,386,,,3710.0,554.6132878,1779627202.388239,0.859589695930481,3242
,,387,,,3720.0,555.6426275,1779627203.4175775,0.8495039939880371,3242
,,388,,,3730.0,556.674308,1779627204.449256,0.8323590755462646,3242
,,389,,,3740.0,557.7052281,1779627205.4801798,0.8374148607254028,3242
0.6613478660583496,0.00023694285222843113,390,1.7491198778152466,,3750.0,571.9709961,1779627219.745619,,3242
,,391,,,3750.0,572.0753219,1779627219.8502073,0.8290833234786987,3242
,,392,,,3760.0,573.1020666,1779627220.877017,0.8362023830413818,3242
,,393,,,3770.0,574.1345777,1779627221.9088461,0.846953272819519,3242
,,394,,,3780.0,575.1513932,1779627222.9268491,0.8143205642700195,3242
,,395,,,3790.0,576.1778285,1779627223.952196,0.8222562074661255,3242
,,396,,,3800.0,577.2003464,1779627224.9747665,0.8376171588897705,3242
,,397,,,3810.0,578.2235781,1779627225.9975286,0.8385038375854492,3242
,,398,,,3820.0,579.2459818,1779627227.020933,0.821500837802887,3242
,,399,,,3830.0,580.2801213,1779627228.054989,0.8212074041366577,3242
,,400,,,3840.0,581.2955496,1779627229.0698035,0.869178056716919,3242
,,401,,,3850.0,582.3229534,1779627230.097905,0.84245765209198,3242
,,402,,,3860.0,583.3460256,1779627231.12095,0.8192640542984009,3242
,,403,,,3870.0,584.3719996,1779627232.146949,0.8296020030975342,3242
,,404,,,3880.0,585.3915546,1779627233.1654923,0.8365818858146667,3242
,,405,,,3890.0,586.4167283,1779627234.1916792,0.8540987968444824,3242
,,406,,,3900.0,587.4427173,1779627235.216681,0.847109854221344,3242
,,407,,,3910.0,588.4647685,1779627236.2391582,0.82883220911026,3242
,,408,,,3920.0,589.4883253,1779627237.263781,0.8284619450569153,3242
,,409,,,3930.0,590.5164309,1779627238.2913797,0.8324449062347412,3242
,,410,,,3940.0,591.5522198,1779627239.3271716,0.8242983222007751,3242
,,411,,,3950.0,592.5718461,1779627240.3465276,0.8227288126945496,3242
,,412,,,3960.0,593.5930697,1779627241.3676486,0.8103340268135071,3242
,,413,,,3970.0,594.6194305,1779627242.3943815,0.8357158303260803,3242
,,414,,,3980.0,595.6477662,1779627243.4220583,0.8200849890708923,3242
,,415,,,3990.0,596.6676721,1779627244.4426217,0.81949782371521,3242
0.6280259490013123,0.00018936387015941957,416,1.7944217920303345,,4000.0,610.9071872,1779627258.6821382,,3242
,,417,,,4000.0,611.0157354,1779627258.7896564,0.809643566608429,3242
,,418,,,4010.0,612.028344,1779627259.8032165,0.817003071308136,3242
,,419,,,4020.0,613.0571165,1779627260.8320663,0.852360188961029,3242
,,420,,,4030.0,614.0798875,1779627261.8544414,0.8344565033912659,3242
,,421,,,4040.0,615.0941653,1779627262.8691158,0.7871135473251343,3242
,,422,,,4050.0,616.116701,1779627263.8921568,0.8138893842697144,3242
,,423,,,4060.0,617.1395367,1779627264.9142091,0.8101416230201721,3242
,,424,,,4070.0,618.1597291,1779627265.9344187,0.7999836802482605,3242
,,425,,,4080.0,619.1831995,1779627266.9580503,0.8271280527114868,3242
,,426,,,4090.0,620.2077822,1779627267.9827323,0.8142009377479553,3242
,,427,,,4100.0,621.2340817,1779627269.0090294,0.8230850696563721,3242
,,428,,,4110.0,622.2538036,1779627270.0287545,0.8218923807144165,3242
,,429,,,4120.0,623.2801811,1779627271.055637,0.8121010661125183,3242
,,430,,,4130.0,624.3066795,1779627272.081629,0.8058091402053833,3242
,,431,,,4140.0,625.3336101,1779627273.1085596,0.8069682717323303,3242
,,432,,,4150.0,626.3542582,1779627274.1292071,0.7868548035621643,3242
,,433,,,4160.0,627.3774684,1779627275.1524172,0.8012592792510986,3242
,,434,,,4170.0,628.4051757,1779627276.1800952,0.789675235748291,3242
,,435,,,4180.0,629.4246893,1779627277.1996386,0.7991792559623718,3242
,,436,,,4190.0,630.4457556,1779627278.2207055,0.802507758140564,3242
,,437,,,4200.0,631.4716755,1779627279.2467864,0.8042516708374023,3242
,,438,,,4210.0,632.4930674,1779627280.2678928,0.8123682737350464,3242
,,439,,,4220.0,633.5192577,1779627281.294203,0.8293864130973816,3242
,,440,,,4230.0,634.551253,1779627282.3262048,0.8009160757064819,3242
,,441,,,4240.0,635.5733343,1779627283.3482833,0.7892230153083801,3242
0.5981491804122925,0.00015103031213214996,442,1.8238136768341064,,4250.0,649.7726086,1779627297.5470574,,3242
,,443,,,4250.0,649.8803159,1779627297.6552675,0.815926194190979,3242
,,444,,,4260.0,650.8989117,1779627298.6738634,0.8082402348518372,3242
,,445,,,4270.0,651.9261987,1779627299.7016544,0.8033377528190613,3242
,,446,,,4280.0,652.977512,1779627300.7522824,0.7836318612098694,3242
,,447,,,4290.0,654.0243601,1779627301.7992885,0.7657734155654907,3242
,,448,,,4300.0,655.048038,1779627302.822991,0.8258832693099976,3242
,,449,,,4310.0,656.1290301,1779627303.9037573,0.7745058536529541,3242
,,450,,,4320.0,657.187623,1779627304.9624827,0.798844039440155,3242
,,451,,,4330.0,658.2266405,1779627306.001592,0.8014101982116699,3242
,,452,,,4340.0,659.2666144,1779627307.0420704,0.8066221475601196,3242
,,453,,,4350.0,660.3234663,1779627308.0984175,0.7931275963783264,3242
,,454,,,4360.0,661.3847213,1779627309.1596398,0.7724739909172058,3242
,,455,,,4370.0,662.4855698,1779627310.2604885,0.7751153111457825,3242
,,456,,,4380.0,663.5516706,1779627311.3266206,0.7820010185241699,3242
,,457,,,4390.0,664.6062759,1779627312.3806157,0.7746801972389221,3242
,,458,,,4400.0,665.6536779,1779627313.428627,0.8030713796615601,3242
,,459,,,4410.0,666.7382349,1779627314.5131845,0.7889274954795837,3242
,,460,,,4420.0,667.8089529,1779627315.5837684,0.7994458079338074,3242
,,461,,,4430.0,668.8714906,1779627316.6464415,0.7909695506095886,3242
,,462,,,4440.0,669.9075093,1779627317.680914,0.7757788896560669,3242
,,463,,,4450.0,670.965155,1779627318.7397792,0.7900098562240601,3242
,,464,,,4460.0,672.0009547,1779627319.7754858,0.7668828368186951,3242
,,465,,,4470.0,673.0458183,1779627320.8207688,0.7818447351455688,3242
,,466,,,4480.0,674.087094,1779627321.8625498,0.7866005897521973,3242
,,467,,,4490.0,675.1554817,1779627322.9304328,0.775256872177124,3242
0.5780139565467834,0.00012292491384519912,468,1.8370165824890137,,4500.0,689.4117604,1779627337.1860504,,3242
,,469,,,4500.0,689.5189684,1779627337.2934442,0.7801240086555481,3242
,,470,,,4510.0,690.5458995,1779627338.3208492,0.7833124995231628,3242
,,471,,,4520.0,691.5810497,1779627339.3559525,0.7783247232437134,3242
,,472,,,4530.0,692.6183228,1779627340.3932743,0.7720628380775452,3242
,,473,,,4540.0,693.6411523,1779627341.4158087,0.7702340483665466,3242
,,474,,,4550.0,694.6701665,1779627342.4445755,0.7826722264289856,3242
,,475,,,4560.0,695.710731,1779627343.4850523,0.7843482494354248,3242
,,476,,,4570.0,696.7386009,1779627344.5121162,0.766460657119751,3242
,,477,,,4580.0,697.766526,1779627345.5414748,0.7803006172180176,3242
,,478,,,4590.0,698.8007633,1779627346.5757124,0.7836908102035522,3242
,,479,,,4600.0,699.8390713,1779627347.6135144,0.7615370154380798,3242
,,480,,,4610.0,700.8712735,1779627348.6454785,0.7834523320198059,3242
,,481,,,4620.0,701.9135882,1779627349.6884036,0.7922476530075073,3242
,,482,,,4630.0,702.9449845,1779627350.7196958,0.7641942501068115,3242
,,483,,,4640.0,703.9777833,1779627351.751766,0.7844809293746948,3242
,,484,,,4650.0,705.0035232,1779627352.7784,0.7743863463401794,3242
,,485,,,4660.0,706.0243272,1779627353.7992783,0.7740026116371155,3242
,,486,,,4670.0,707.0541615,1779627354.8291078,0.7547192573547363,3242
,,487,,,4680.0,708.0748248,1779627355.8497767,0.771821141242981,3242
,,488,,,4690.0,709.1071138,1779627356.8815272,0.7430727481842041,3242
,,489,,,4700.0,710.1337724,1779627357.9086967,0.7780463695526123,3242
,,490,,,4710.0,711.1682926,1779627358.9431896,0.7883934378623962,3242
,,491,,,4720.0,712.1994278,1779627359.973973,0.7664158344268799,3242
,,492,,,4730.0,713.2274623,1779627361.0014126,0.7781867384910583,3242
,,493,,,4740.0,714.2622471,1779627362.0371983,0.7869522571563721,3242
0.5561251640319824,0.00010576819746349742,494,1.8650085926055908,,4750.0,728.5078192,1779627376.2827182,,3242
,,495,,,4750.0,728.6177127,1779627376.3924851,0.7521266341209412,3242
,,496,,,4760.0,729.6377587,1779627377.4127107,0.756039559841156,3242
,,497,,,4770.0,730.6785133,1779627378.4529088,0.7591163516044617,3242
,,498,,,4780.0,731.7158201,1779627379.4907706,0.7737150192260742,3242
,,499,,,4790.0,732.7429779,1779627380.517489,0.759684681892395,3242
,,500,,,4800.0,733.7803909,1779627381.5552337,0.745530366897583,3242
,,501,,,4810.0,734.80259,1779627382.5770743,0.76383376121521,3242
,,502,,,4820.0,735.8290244,1779627383.603976,0.7696995139122009,3242
,,503,,,4830.0,736.8506013,1779627384.6253095,0.764072060585022,3242
,,504,,,4840.0,737.8717634,1779627385.6458323,0.7625622153282166,3242
,,505,,,4850.0,738.8941393,1779627386.669091,0.7652173638343811,3242
,,506,,,4860.0,739.917856,1779627387.6925993,0.7594094276428223,3242
,,507,,,4870.0,740.9464839,1779627388.7213266,0.7794246077537537,3242
,,508,,,4880.0,741.9677173,1779627389.7424865,0.7554201483726501,3242
,,509,,,4890.0,742.9951785,1779627390.76989,0.7691100239753723,3242
,,510,,,4900.0,744.0168084,1779627391.7917485,0.758091151714325,3242
,,511,,,4910.0,745.053816,1779627392.828767,0.7538654804229736,3242
,,512,,,4920.0,746.0838953,1779627393.8582659,0.7475708723068237,3242
,,513,,,4930.0,747.1276629,1779627394.9021187,0.7578375935554504,3242
,,514,,,4940.0,748.156538,1779627395.931994,0.7445342540740967,3242
,,515,,,4950.0,749.1821016,1779627396.9564393,0.7549197673797607,3242
,,516,,,4960.0,750.2111228,1779627397.9860694,0.7650842666625977,3242
,,517,,,4970.0,751.2412176,1779627399.0160868,0.7497930526733398,3242
,,518,,,4980.0,752.2742769,1779627400.0492206,0.7587874531745911,3242
,,519,,,4990.0,753.3110441,1779627401.0859916,0.7493399381637573,3242
0.5421645641326904,0.0001,520,1.8848069906234741,,5000.0,767.5751609,1779627415.3494134,,3242
,,521,,,5000.0,767.6837788,1779627415.4585502,0.7640490531921387,3242
,,522,,"{'_type': 'html-file', 'sha256': '44819c47adf8b32773f71bd675e7fa577d7e401d3348cab4dd7b4c333e4103c6', 'path': 'media/html/Sample Generation_522_44819c47adf8b32773f7.html', 'size': 273}",,768.2863544,1779627416.0608017,,3242
