train/loss,lr,_step,val/loss,Sample Generation,iter,_runtime,_timestamp,train/step_loss,seed
1.8888328075408936,0.0009979206008271391,26,2.0150692462921143,,250.0,50.1281851,1779626697.902125,,3242
,,27,,,250.0,50.2288241,1779626698.0042799,1.9742776155471802,3242
,,28,,,260.0,51.1802536,1779626698.954634,1.925821304321289,3242
,,29,,,270.0,52.1344493,1779626699.9093964,1.9041775465011597,3242
,,30,,,280.0,53.0875771,1779626700.8620975,1.851684331893921,3242
,,31,,,290.0,54.0435123,1779626701.8181648,1.8221871852874756,3242
,,32,,,300.0,54.9904667,1779626702.765416,1.802847981452942,3242
,,33,,,310.0,55.9396059,1779626703.7145567,1.8074477910995483,3242
,,34,,,320.0,56.8858542,1779626704.6606843,1.7942471504211426,3242
,,35,,,330.0,57.8338596,1779626705.6086648,1.7555949687957764,3242
,,36,,,340.0,58.7840027,1779626706.557962,1.7501994371414185,3242
,,37,,,350.0,59.7293632,1779626707.503572,1.7075048685073853,3242
,,38,,,360.0,60.6822438,1779626708.4571345,1.7048262357711792,3242
,,39,,,370.0,61.6266256,1779626709.401574,1.7110366821289062,3242
,,40,,,380.0,62.5811882,1779626710.3554313,1.6598225831985474,3242
,,41,,,390.0,63.5284824,1779626711.303189,1.6295663118362427,3242
,,42,,,400.0,64.4739643,1779626712.2486825,1.6049095392227173,3242
,,43,,,410.0,65.4187439,1779626713.1934893,1.6243484020233154,3242
,,44,,,420.0,66.3653287,1779626714.1395323,1.5921939611434937,3242
,,45,,,430.0,67.3084699,1779626715.0834177,1.594736933708191,3242
,,46,,,440.0,68.2613114,1779626716.0360477,1.5851459503173828,3242
,,47,,,450.0,69.204444,1779626716.9791234,1.5979386568069458,3242
,,48,,,460.0,70.1615067,1779626717.9364567,1.543347716331482,3242
,,49,,,470.0,71.1081221,1779626718.8830717,1.539238452911377,3242
,,50,,,480.0,72.0595425,1779626719.8336918,1.5476454496383667,3242
,,51,,,490.0,73.0103229,1779626720.7851005,1.4893757104873657,3242
1.4478977918624878,0.0009852826883675631,52,1.6545233726501465,,500.0,86.6966224,1779626734.4704556,,3242
,,53,,,500.0,86.7977236,1779626734.5717509,1.4852412939071655,3242
,,54,,,510.0,87.749754,1779626735.5240605,1.495389461517334,3242
,,55,,,520.0,88.695388,1779626736.4703383,1.5069316625595093,3242
,,56,,,530.0,89.6429875,1779626737.4172456,1.5070815086364746,3242
,,57,,,540.0,90.5914688,1779626738.366418,1.4756569862365723,3242
,,58,,,550.0,91.5448562,1779626739.31924,1.4614311456680298,3242
,,59,,,560.0,92.4981067,1779626740.2729056,1.483180046081543,3242
,,60,,,570.0,93.4462525,1779626741.2212012,1.4745121002197266,3242
,,61,,,580.0,94.401394,1779626742.1763425,1.4443711042404175,3242
,,62,,,590.0,95.3555705,1779626743.1301355,1.4772063493728638,3242
,,63,,,600.0,96.304312,1779626744.0787141,1.457957148551941,3242
,,64,,,610.0,97.2492578,1779626745.024205,1.459956407546997,3242
,,65,,,620.0,98.2023991,1779626745.976621,1.4261852502822876,3242
,,66,,,630.0,99.1483307,1779626746.9225247,1.4035946130752563,3242
,,67,,,640.0,100.0972605,1779626747.872209,1.4352927207946777,3242
,,68,,,650.0,101.0490326,1779626748.8239818,1.4261622428894043,3242
,,69,,,660.0,101.9946438,1779626749.7695162,1.3910982608795166,3242
,,70,,,670.0,102.9455461,1779626750.720151,1.391679286956787,3242
,,71,,,680.0,103.8941962,1779626751.6689203,1.3746449947357178,3242
,,72,,,690.0,104.8493386,1779626752.6237595,1.3892936706542969,3242
,,73,,,700.0,105.8020166,1779626753.5769656,1.3644545078277588,3242
,,74,,,710.0,106.7484808,1779626754.5234025,1.365343689918518,3242
,,75,,,720.0,107.6982713,1779626755.4722514,1.3795185089111328,3242
,,76,,,730.0,108.6433095,1779626756.4171627,1.3871328830718994,3242
,,77,,,740.0,109.5940536,1779626757.3690836,1.377709984779358,3242
1.3045661449432373,0.0009614856803571157,78,1.5530318021774292,,750.0,123.0964324,1779626770.8703914,,3242
,,79,,,750.0,123.1953112,1779626770.9692843,1.380811095237732,3242
,,80,,,760.0,124.1455352,1779626771.9200933,1.3514080047607422,3242
,,81,,,770.0,125.0955593,1779626772.870348,1.3924576044082642,3242
,,82,,,780.0,126.0478092,1779626773.8221192,1.3354990482330322,3242
,,83,,,790.0,126.9959268,1779626774.7694767,1.3662117719650269,3242
,,84,,,800.0,127.9441979,1779626775.7191396,1.3475474119186401,3242
,,85,,,810.0,128.9016761,1779626776.6762216,1.3663520812988281,3242
,,86,,,820.0,129.8502597,1779626777.625101,1.3389095067977905,3242
,,87,,,830.0,130.800062,1779626778.5740614,1.309015154838562,3242
,,88,,,840.0,131.7523305,1779626779.526666,1.350473165512085,3242
,,89,,,850.0,132.7049459,1779626780.4792645,1.3464679718017578,3242
,,90,,,860.0,133.6624379,1779626781.4373858,1.320378303527832,3242
,,91,,,870.0,134.6123806,1779626782.386793,1.3312604427337646,3242
,,92,,,880.0,135.5675275,1779626783.3416188,1.3037880659103394,3242
,,93,,,890.0,136.5196346,1779626784.2944107,1.2931782007217407,3242
,,94,,,900.0,137.4683062,1779626785.2424948,1.315312147140503,3242
,,95,,,910.0,138.415176,1779626786.1897676,1.337791085243225,3242
,,96,,,920.0,139.3708557,1779626787.145569,1.3371944427490234,3242
,,97,,,930.0,140.3244173,1779626788.0987241,1.3200427293777466,3242
,,98,,,940.0,141.2743509,1779626789.049303,1.2812453508377075,3242
,,99,,,950.0,142.2271541,1779626790.0021033,1.3194055557250977,3242
,,100,,,960.0,143.1736082,1779626790.9474835,1.304170846939087,3242
,,101,,,970.0,144.1226863,1779626791.8954487,1.2706574201583862,3242
,,102,,,980.0,145.0803849,1779626792.855306,1.2744477987289429,3242
,,103,,,990.0,146.0359187,1779626793.8108552,1.3040986061096191,3242
1.2233942747116089,0.0009271396472013282,104,1.5151673555374146,,1000.0,159.5747855,1779626807.3488293,,3242
,,105,,,1000.0,159.6731781,1779626807.447827,1.3079544305801392,3242
,,106,,,1010.0,160.6168739,1779626808.39076,1.31171715259552,3242
,,107,,,1020.0,161.5629213,1779626809.3378687,1.264207363128662,3242
,,108,,,1030.0,162.508225,1779626810.2831745,1.3029890060424805,3242
,,109,,,1040.0,163.4514788,1779626811.2264287,1.271307349205017,3242
,,110,,,1050.0,164.3973794,1779626812.1721172,1.2916535139083862,3242
,,111,,,1060.0,165.3590231,1779626813.1332717,1.2917745113372803,3242
,,112,,,1070.0,166.3081273,1779626814.0830786,1.269161343574524,3242
,,113,,,1080.0,167.2549015,1779626815.0292234,1.2598035335540771,3242
,,114,,,1090.0,168.2075001,1779626815.981362,1.260815143585205,3242
,,115,,,1100.0,169.1589477,1779626816.9338953,1.2501229047775269,3242
,,116,,,1110.0,170.1128331,1779626817.887782,1.2452778816223145,3242
,,117,,,1120.0,171.0628457,1779626818.8377903,1.2536158561706543,3242
,,118,,,1130.0,172.0182979,1779626819.7932444,1.2945992946624756,3242
,,119,,,1140.0,172.9671513,1779626820.7421007,1.2780619859695435,3242
,,120,,,1150.0,173.9146539,1779626821.68879,1.2510499954223633,3242
,,121,,,1160.0,174.8675792,1779626822.6422186,1.24921715259552,3242
,,122,,,1170.0,175.8213537,1779626823.5961547,1.2271041870117188,3242
,,123,,,1180.0,176.7717528,1779626824.5466328,1.2304352521896362,3242
,,124,,,1190.0,177.7292329,1779626825.5033646,1.2256420850753784,3242
,,125,,,1200.0,178.673795,1779626826.4487422,1.2381060123443604,3242
,,126,,,1210.0,179.6255985,1779626827.3998404,1.2409770488739014,3242
,,127,,,1220.0,180.5788975,1779626828.3540215,1.2339611053466797,3242
,,128,,,1230.0,181.5864713,1779626829.3614116,1.1885582208633423,3242
,,129,,,1240.0,182.5978702,1779626830.3724318,1.2337961196899414,3242
1.1659719944000244,0.000883125098683892,130,1.5047166347503662,,1250.0,196.4612115,1779626844.2360845,,3242
,,131,,,1250.0,196.5626016,1779626844.3368695,1.2390732765197754,3242
,,132,,,1260.0,197.5735399,1779626845.3484879,1.2084214687347412,3242
,,133,,,1270.0,198.5338654,1779626846.308813,1.2326074838638306,3242
,,134,,,1280.0,199.5058045,1779626847.2807531,1.2232242822647095,3242
,,135,,,1290.0,200.505717,1779626848.2806673,1.2275230884552002,3242
,,136,,,1300.0,201.4733718,1779626849.2475212,1.1880847215652466,3242
,,137,,,1310.0,202.4417348,1779626850.2166846,1.2235174179077148,3242
,,138,,,1320.0,203.4047069,1779626851.179655,1.232632040977478,3242
,,139,,,1330.0,204.3632966,1779626852.138005,1.211529016494751,3242
,,140,,,1340.0,205.3254876,1779626853.100187,1.194324254989624,3242
,,141,,,1350.0,206.2817756,1779626854.0560262,1.21183180809021,3242
,,142,,,1360.0,207.2393468,1779626855.0142953,1.2106409072875977,3242
,,143,,,1370.0,208.2011262,1779626855.9759884,1.208221673965454,3242
,,144,,,1380.0,209.1498833,1779626856.9248347,1.2360045909881592,3242
,,145,,,1390.0,210.1192279,1779626857.8934767,1.1857976913452148,3242
,,146,,,1400.0,211.0799646,1779626858.854208,1.1623402833938599,3242
,,147,,,1410.0,212.0326285,1779626859.806699,1.1742730140686035,3242
,,148,,,1420.0,212.9926113,1779626860.7675595,1.1892210245132446,3242
,,149,,,1430.0,213.9497902,1779626861.7247367,1.215875267982483,3242
,,150,,,1440.0,214.9009128,1779626862.6754076,1.1914641857147217,3242
,,151,,,1450.0,215.8644835,1779626863.6391566,1.1832090616226196,3242
,,152,,,1460.0,216.8160811,1779626864.5900724,1.2007156610488892,3242
,,153,,,1470.0,217.7646214,1779626865.539303,1.1844680309295654,3242
,,154,,,1480.0,218.7227909,1779626866.497469,1.1601219177246094,3242
,,155,,,1490.0,219.679835,1779626867.4539225,1.1853587627410889,3242
1.1047770977020264,0.0008305704108364302,156,1.4951913356781006,,1500.0,233.2635851,1779626881.0377805,,3242
,,157,,,1500.0,233.364284,1779626881.1390374,1.194130539894104,3242
,,158,,,1510.0,234.3220991,1779626882.097036,1.1753145456314087,3242
,,159,,,1520.0,235.2769857,1779626883.0509396,1.1433135271072388,3242
,,160,,,1530.0,236.2335173,1779626884.008469,1.170824646949768,3242
,,161,,,1540.0,237.1873512,1779626884.9622684,1.1897916793823242,3242
,,162,,,1550.0,238.1389084,1779626885.9138575,1.159071922302246,3242
,,163,,,1560.0,239.0954927,1779626886.8695836,1.1605712175369263,3242
,,164,,,1570.0,240.0494062,1779626887.8243551,1.1771857738494873,3242
,,165,,,1580.0,241.0013486,1779626888.7758224,1.1537895202636719,3242
,,166,,,1590.0,241.9609658,1779626889.7351143,1.1792640686035156,3242
,,167,,,1600.0,242.9159887,1779626890.690901,1.1610145568847656,3242
,,168,,,1610.0,243.8676495,1779626891.642601,1.2002370357513428,3242
,,169,,,1620.0,244.830462,1779626892.6044118,1.1582765579223633,3242
,,170,,,1630.0,245.785753,1779626893.5612087,1.139460563659668,3242
,,171,,,1640.0,246.7361428,1779626894.5101655,1.129228949546814,3242
,,172,,,1650.0,247.6984097,1779626895.473359,1.1286652088165283,3242
,,173,,,1660.0,248.6521357,1779626896.426213,1.1428419351577759,3242
,,174,,,1670.0,249.6068207,1779626897.3817697,1.161259651184082,3242
,,175,,,1680.0,250.5632486,1779626898.337258,1.1526049375534058,3242
,,176,,,1690.0,251.5142741,1779626899.2886376,1.1407678127288818,3242
,,177,,,1700.0,252.4626979,1779626900.237647,1.1335076093673706,3242
,,178,,,1710.0,253.4875077,1779626901.2624576,1.1495121717453003,3242
,,179,,,1720.0,254.4621809,1779626902.236863,1.1342716217041016,3242
,,180,,,1730.0,255.4284733,1779626903.201637,1.1326390504837036,3242
,,181,,,1740.0,256.3905123,1779626904.1654558,1.1318567991256714,3242
1.0577763319015503,0.0007708228984017721,182,1.5070881843566895,,1750.0,270.3615984,1779626918.1356282,,3242
,,183,,,1750.0,270.4644349,1779626918.2385037,1.1540393829345703,3242
,,184,,,1760.0,271.4513212,1779626919.226101,1.1333043575286865,3242
,,185,,,1770.0,272.4165126,1779626920.1914606,1.1211683750152588,3242
,,186,,,1780.0,273.3966361,1779626921.1715848,1.120257019996643,3242
,,187,,,1790.0,274.3868852,1779626922.1618273,1.1311168670654297,3242
,,188,,,1800.0,275.3966469,1779626923.171526,1.1076140403747559,3242
,,189,,,1810.0,276.4299576,1779626924.2039063,1.1481374502182007,3242
,,190,,,1820.0,277.4452102,1779626925.2201104,1.1335374116897583,3242
,,191,,,1830.0,278.4261108,1779626926.201163,1.1340793371200562,3242
,,192,,,1840.0,279.3979443,1779626927.172894,1.1114416122436523,3242
,,193,,,1850.0,280.3736794,1779626928.149135,1.098718285560608,3242
,,194,,,1860.0,281.3747452,1779626929.1496942,1.139507532119751,3242
,,195,,,1870.0,282.3907991,1779626930.1657445,1.1121829748153687,3242
,,196,,,1880.0,283.3796364,1779626931.153713,1.1136006116867065,3242
,,197,,,1890.0,284.3784878,1779626932.1534371,1.1240849494934082,3242
,,198,,,1900.0,285.3927801,1779626933.1676886,1.092990756034851,3242
,,199,,,1910.0,286.3890272,1779626934.163974,1.1535829305648804,3242
,,200,,,1920.0,287.3757109,1779626935.1506608,1.0959155559539795,3242
,,201,,,1930.0,288.3615557,1779626936.1359386,1.125025749206543,3242
,,202,,,1940.0,289.3621199,1779626937.1359994,1.0942243337631226,3242
,,203,,,1950.0,290.3693839,1779626938.1442478,1.1285526752471924,3242
,,204,,,1960.0,291.3819812,1779626939.1563702,1.128350019454956,3242
,,205,,,1970.0,292.3675674,1779626940.1425185,1.1095094680786133,3242
,,206,,,1980.0,293.3414373,1779626941.116207,1.0792293548583984,3242
,,207,,,1990.0,294.3240225,1779626942.0982227,1.0696732997894287,3242
1.0018855333328247,0.0007054142744895884,208,1.521492600440979,,2000.0,308.378809,1779626956.1530535,,3242
,,209,,,2000.0,308.4799178,1779626956.2548673,1.1008285284042358,3242
,,210,,,2010.0,309.4863308,1779626957.2612793,1.1339340209960938,3242
,,211,,,2020.0,310.4632992,1779626958.2372484,1.0733615159988403,3242
,,212,,,2030.0,311.4771939,1779626959.2521436,1.0915800333023071,3242
,,213,,,2040.0,312.4644905,1779626960.2394392,1.077305793762207,3242
,,214,,,2050.0,313.4856653,1779626961.2606153,1.082077980041504,3242
,,215,,,2060.0,314.5236583,1779626962.2980704,1.0590720176696777,3242
,,216,,,2070.0,315.5160509,1779626963.2909987,1.1105060577392578,3242
,,217,,,2080.0,316.4918224,1779626964.2663746,1.086250901222229,3242
,,218,,,2090.0,317.4732911,1779626965.2476807,1.0848398208618164,3242
,,219,,,2100.0,318.4628519,1779626966.2377925,1.0525531768798828,3242
,,220,,,2110.0,319.439586,1779626967.214533,1.0801995992660522,3242
,,221,,,2120.0,320.4142409,1779626968.1891918,1.0708366632461548,3242
,,222,,,2130.0,321.3910108,1779626969.1656365,1.086049199104309,3242
,,223,,,2140.0,322.3715648,1779626970.1465142,1.0739428997039795,3242
,,224,,,2150.0,323.349171,1779626971.1239774,1.0398173332214355,3242
,,225,,,2160.0,324.3403499,1779626972.115235,1.090818166732788,3242
,,226,,,2170.0,325.309413,1779626973.0841503,1.0860353708267212,3242
,,227,,,2180.0,326.2805774,1779626974.0546594,1.0992677211761475,3242
,,228,,,2190.0,327.2489257,1779626975.0234177,1.0311676263809204,3242
,,229,,,2200.0,328.2240618,1779626975.9990108,1.0925520658493042,3242
,,230,,,2210.0,329.1969228,1779626976.971871,1.0324891805648804,3242
,,231,,,2220.0,330.1709082,1779626977.9458606,1.0842167139053345,3242
,,232,,,2230.0,331.1423403,1779626978.9172883,1.041937232017517,3242
,,233,,,2240.0,332.1185599,1779626979.893508,1.0482769012451172,3242
0.9483934044837952,0.0006360213829156177,234,1.5469073057174683,,2250.0,346.2310327,1779626994.0056045,,3242
,,235,,,2250.0,346.3337087,1779626994.1077678,1.0323436260223389,3242
,,236,,,2260.0,347.3321619,1779626995.1071095,1.0360188484191895,3242
,,237,,,2270.0,348.3616067,1779626996.13656,1.084917426109314,3242
,,238,,,2280.0,349.3412001,1779626997.1151912,1.0541809797286987,3242
,,239,,,2290.0,350.3238431,1779626998.0987902,1.0861090421676636,3242
,,240,,,2300.0,351.3048667,1779626999.0791287,1.0281280279159546,3242
,,241,,,2310.0,352.2910407,1779627000.065249,1.038270115852356,3242
,,242,,,2320.0,353.3496058,1779627001.1238995,1.0599958896636963,3242
,,243,,,2330.0,354.400912,1779627002.175652,1.072134256362915,3242
,,244,,,2340.0,355.4185788,1779627003.193527,1.0632342100143433,3242
,,245,,,2350.0,356.398732,1779627004.1729448,1.0739690065383911,3242
,,246,,,2360.0,357.413683,1779627005.1884458,1.0398567914962769,3242
,,247,,,2370.0,358.3924145,1779627006.167363,1.0249214172363281,3242
,,248,,,2380.0,359.3700052,1779627007.1449535,1.0248963832855225,3242
,,249,,,2390.0,360.3452373,1779627008.1196363,1.0514755249023438,3242
,,250,,,2400.0,361.3146513,1779627009.0894933,1.0357738733291626,3242
,,251,,,2410.0,362.2911657,1779627010.0650802,1.0244958400726318,3242
,,252,,,2420.0,363.2476063,1779627011.0225585,1.019935131072998,3242
,,253,,,2430.0,364.2057753,1779627011.9805493,0.9981139898300171,3242
,,254,,,2440.0,365.186722,1779627012.9615934,1.0080857276916504,3242
,,255,,,2450.0,366.1419896,1779627013.9169395,1.0099151134490967,3242
,,256,,,2460.0,367.1025723,1779627014.8775215,1.0094285011291504,3242
,,257,,,2470.0,368.0689308,1779627015.8434386,1.036742091178894,3242
,,258,,,2480.0,369.0358149,1779627016.8107646,1.0207875967025757,3242
,,259,,,2490.0,370.0036104,1779627017.7785628,1.0285065174102783,3242
0.8971826434135437,0.000564423209907245,260,1.5743316411972046,,2500.0,383.7105849,1779627031.4850485,,3242
,,261,,,2500.0,383.8119385,1779627031.5867193,1.040202021598816,3242
,,262,,,2510.0,384.7693304,1779627032.5442793,1.0470789670944214,3242
,,263,,,2520.0,385.7362698,1779627033.5106483,1.0082422494888306,3242
,,264,,,2530.0,386.7027543,1779627034.4776397,1.010925531387329,3242
,,265,,,2540.0,387.6573484,1779627035.4321005,1.0060378313064575,3242
,,266,,,2550.0,388.6146249,1779627036.3894608,1.022829294204712,3242
,,267,,,2560.0,389.5689661,1779627037.3429043,1.0109071731567383,3242
,,268,,,2570.0,390.5258364,1779627038.3007848,0.9946393370628357,3242
,,269,,,2580.0,391.481423,1779627039.2563705,0.9851225018501282,3242
,,270,,,2590.0,392.4368244,1779627040.2117023,1.0162431001663208,3242
,,271,,,2600.0,393.3984965,1779627041.1718495,1.014128565788269,3242
,,272,,,2610.0,394.3650125,1779627042.138909,0.9995659589767456,3242
,,273,,,2620.0,395.3141027,1779627043.089054,1.0328425168991089,3242
,,274,,,2630.0,396.2663027,1779627044.0404406,1.008884072303772,3242
,,275,,,2640.0,397.2171634,1779627044.9916127,0.9684323072433472,3242
,,276,,,2650.0,398.1709624,1779627045.94591,1.0201125144958496,3242
,,277,,,2660.0,399.1291026,1779627046.903861,0.9709529876708984,3242
,,278,,,2670.0,400.0877898,1779627047.862683,0.955959141254425,3242
,,279,,,2680.0,401.0351307,1779627048.8100293,0.9743303656578064,3242
,,280,,,2690.0,401.9895219,1779627049.76447,1.0021564960479736,3242
,,281,,,2700.0,402.9510861,1779627050.7258508,0.9558915495872498,3242
,,282,,,2710.0,403.9093296,1779627051.6832597,0.97943514585495,3242
,,283,,,2720.0,404.8680527,1779627052.643001,0.9912422895431519,3242
,,284,,,2730.0,405.8363254,1779627053.6111944,0.9597563743591309,3242
,,285,,,2740.0,406.7936022,1779627054.5681202,0.9764857292175293,3242
0.8419883847236633,0.0004924552772419723,286,1.6160225868225098,,2750.0,420.3750907,1779627068.1493807,,3242
,,287,,,2750.0,420.4736872,1779627068.2486331,0.9751138687133789,3242
,,288,,,2760.0,421.4244239,1779627069.1991174,0.9470571875572205,3242
,,289,,,2770.0,422.3835979,1779627070.1585464,0.9664345383644104,3242
,,290,,,2780.0,423.3407607,1779627071.1157045,0.984835684299469,3242
,,291,,,2790.0,424.2910292,1779627072.0650854,0.965263843536377,3242
,,292,,,2800.0,425.2507628,1779627073.0255718,0.9612461924552917,3242
,,293,,,2810.0,426.2102797,1779627073.9849806,0.9605382084846497,3242
,,294,,,2820.0,427.1678024,1779627074.9423912,0.9667074084281921,3242
,,295,,,2830.0,428.1217347,1779627075.8966835,0.9672691822052002,3242
,,296,,,2840.0,429.0788396,1779627076.853789,0.9826407432556152,3242
,,297,,,2850.0,430.0348292,1779627077.8093274,0.963230311870575,3242
,,298,,,2860.0,430.9877003,1779627078.7626483,0.9643796682357788,3242
,,299,,,2870.0,431.9497403,1779627079.724541,0.9630019664764404,3242
,,300,,,2880.0,432.9063542,1779627080.6813018,0.957400918006897,3242
,,301,,,2890.0,433.8610932,1779627081.6351051,0.9565365314483643,3242
,,302,,,2900.0,434.8144935,1779627082.589444,0.9420745372772217,3242
,,303,,,2910.0,435.7693313,1779627083.5437365,0.9648524522781372,3242
,,304,,,2920.0,436.7474722,1779627084.5229282,0.9219839572906494,3242
,,305,,,2930.0,437.7038273,1779627085.4786706,0.9388870596885681,3242
,,306,,,2940.0,438.666393,1779627086.4407434,0.9446579813957214,3242
,,307,,,2950.0,439.6229822,1779627087.3974695,0.932975172996521,3242
,,308,,,2960.0,440.5830961,1779627088.3572922,0.9542480707168579,3242
,,309,,,2970.0,441.5370688,1779627089.3111064,0.9346424341201782,3242
,,310,,,2980.0,442.5023573,1779627090.2766738,0.9352298974990845,3242
,,311,,,2990.0,443.4513683,1779627091.226283,0.9539309740066528,3242
0.794608473777771,0.0004219625860160354,312,1.6441415548324585,,3000.0,457.0759616,1779627104.8499007,,3242
,,313,,,3000.0,457.1751556,1779627104.9500375,0.9209322333335876,3242
,,314,,,3010.0,458.1333837,1779627105.9076881,0.9571447372436523,3242
,,315,,,3020.0,459.0894018,1779627106.8648577,0.9213555455207825,3242
,,316,,,3030.0,460.0397531,1779627107.8147016,0.9377771615982056,3242
,,317,,,3040.0,460.9901757,1779627108.765128,0.9676687717437744,3242
,,318,,,3050.0,461.948099,1779627109.7223103,0.9130377769470215,3242
,,319,,,3060.0,462.9021808,1779627110.676341,0.9255817532539368,3242
,,320,,,3070.0,463.8534355,1779627111.6282508,0.9219954013824463,3242
,,321,,,3080.0,464.8045988,1779627112.5791326,0.9441406726837158,3242
,,322,,,3090.0,465.7626505,1779627113.537599,0.920227587223053,3242
,,323,,,3100.0,466.7164108,1779627114.4906647,0.9256177544593811,3242
,,324,,,3110.0,467.6684445,1779627115.442661,0.9305592775344849,3242
,,325,,,3120.0,468.6301072,1779627116.4045317,0.9202772974967957,3242
,,326,,,3130.0,469.591182,1779627117.366132,0.9195541143417358,3242
,,327,,,3140.0,470.5492915,1779627118.3233309,0.9128611087799072,3242
,,328,,,3150.0,471.5004219,1779627119.274695,0.9187378287315369,3242
,,329,,,3160.0,472.4503565,1779627120.2242799,0.9127285480499268,3242
,,330,,,3170.0,473.4101136,1779627121.184966,0.9061617851257324,3242
,,331,,,3180.0,474.3593038,1779627122.1341088,0.8965680599212646,3242
,,332,,,3190.0,475.313794,1779627123.0877302,0.8842293620109558,3242
,,333,,,3200.0,476.2745804,1779627124.0492373,0.9131289124488831,3242
,,334,,,3210.0,477.2232277,1779627124.9971876,0.9296172857284546,3242
,,335,,,3220.0,478.1768963,1779627125.951846,0.9018874764442444,3242
,,336,,,3230.0,479.1343343,1779627126.9092557,0.9037876129150391,3242
,,337,,,3240.0,480.0877213,1779627127.8624794,0.8980351686477661,3242
0.7438400387763977,0.00035475231739709885,338,1.6971545219421387,,3250.0,493.582139,1779627141.3569875,,3242
,,339,,,3250.0,493.6820325,1779627141.4564946,0.923711895942688,3242
,,340,,,3260.0,494.6395004,1779627142.4144497,0.881765604019165,3242
,,341,,,3270.0,495.5878886,1779627143.3633444,0.9254218339920044,3242
,,342,,,3280.0,496.5823689,1779627144.3564737,0.8944874405860901,3242
,,343,,,3290.0,497.5720044,1779627145.3469532,0.9032416343688965,3242
,,344,,,3300.0,498.5280531,1779627146.3014705,0.8934458494186401,3242
,,345,,,3310.0,499.5443942,1779627147.3186703,0.9173473715782166,3242
,,346,,,3320.0,500.5490296,1779627148.3231988,0.8962140679359436,3242
,,347,,,3330.0,501.5601438,1779627149.3350792,0.8643930554389954,3242
,,348,,,3340.0,502.5627377,1779627150.3375585,0.8969210386276245,3242
,,349,,,3350.0,503.6969572,1779627151.4708362,0.8918852806091309,3242
,,350,,,3360.0,504.7541423,1779627152.529006,0.8881568312644958,3242
,,351,,,3370.0,505.7868873,1779627153.5615892,0.9088087677955627,3242
,,352,,,3380.0,506.8217128,1779627154.5966644,0.9030689597129822,3242
,,353,,,3390.0,507.8429926,1779627155.6179442,0.8870713710784912,3242
,,354,,,3400.0,508.9022858,1779627156.6771238,0.8897731900215149,3242
,,355,,,3410.0,509.9371218,1779627157.7120726,0.8993873000144958,3242
,,356,,,3420.0,511.0186545,1779627158.793604,0.8420724868774414,3242
,,357,,,3430.0,512.1072447,1779627159.8821945,0.8676189184188843,3242
,,358,,,3440.0,513.2262179,1779627161.0016737,0.8963682651519775,3242
,,359,,,3450.0,514.3223957,1779627162.097347,0.8723216652870178,3242
,,360,,,3460.0,515.3999831,1779627163.1749334,0.8892565369606018,3242
,,361,,,3470.0,516.4664047,1779627164.2404683,0.8923500776290894,3242
,,362,,,3480.0,517.495164,1779627165.2700076,0.876335859298706,3242
,,363,,,3490.0,518.5359286,1779627166.3113842,0.8560484051704407,3242
0.7064520120620728,0.0002925475029450237,364,1.72153639793396,,3500.0,532.9059413,1779627180.6802635,,3242
,,365,,,3500.0,533.0147421,1779627180.7896707,0.8741708993911743,3242
,,366,,,3510.0,534.0487143,1779627181.8236659,0.872730016708374,3242
