_step,train/loss,lr,iter,val/loss,_timestamp,train/step_loss,Sample Generation,_runtime,seed
38,,,360.0,,1779634736.358286,1.5866433382034302,,106.025718,3740
39,,,370.0,,1779634737.988873,1.5891764163970947,,107.6563377,3740
40,,,380.0,,1779634739.6224265,1.5791000127792358,,109.2898568,3740
41,,,390.0,,1779634741.2578788,1.5095149278640747,,110.9254162,3740
42,,,400.0,,1779634742.8892078,1.5470408201217651,,112.5574224,3740
43,,,410.0,,1779634744.5195134,1.5472803115844727,,114.1875139,3740
44,,,420.0,,1779634746.152647,1.535188913345337,,115.8200774,3740
45,,,430.0,,1779634747.7857318,1.5374985933303833,,117.4531635,3740
46,,,440.0,,1779634749.41957,1.5120265483856201,,119.0870023,3740
47,,,450.0,,1779634751.0558128,1.4793418645858765,,120.7232456,3740
48,,,460.0,,1779634752.685234,1.51339590549469,,122.3528204,3740
49,,,470.0,,1779634754.317265,1.4883978366851807,,123.9855401,3740
50,,,480.0,,1779634755.9510436,1.4538259506225586,,125.618474,3740
51,,,490.0,,1779634757.5858564,1.5027732849121094,,127.2539778,3740
52,1.3811453580856323,0.0009852826883675631,500.0,1.6039624214172363,1779634782.1569316,,,151.8243661,3740
53,,,500.0,,1779634782.322612,1.4457416534423828,,151.9914141,3740
54,,,510.0,,1779634783.9542558,1.463748812675476,,153.6217904,3740
55,,,520.0,,1779634785.5884743,1.4825785160064697,,155.2560842,3740
56,,,530.0,,1779634787.2207255,1.4475066661834717,,156.8881567,3740
57,,,540.0,,1779634788.853615,1.4489164352416992,,158.5215284,3740
58,,,550.0,,1779634790.4871027,1.4003961086273193,,160.1546957,3740
59,,,560.0,,1779634792.122306,1.4483389854431152,,161.7904705,3740
60,,,570.0,,1779634793.7548978,1.4088290929794312,,163.4224228,3740
61,,,580.0,,1779634795.3920977,1.4193295240402222,,165.0597951,3740
62,,,590.0,,1779634797.0223465,1.4126547574996948,,166.6898519,3740
63,,,600.0,,1779634798.6537902,1.3912702798843384,,168.3212202,3740
64,,,610.0,,1779634800.2886,1.4050723314285278,,169.9567613,3740
65,,,620.0,,1779634801.9210107,1.3991080522537231,,171.5889467,3740
66,,,630.0,,1779634803.555936,1.391677737236023,,173.2238553,3740
67,,,640.0,,1779634805.1902783,1.4172104597091675,,174.8577116,3740
68,,,650.0,,1779634806.8253856,1.3938006162643433,,176.4928543,3740
69,,,660.0,,1779634808.4566553,1.3629018068313599,,178.1247188,3740
70,,,670.0,,1779634810.0902126,1.3924983739852905,,179.7576435,3740
71,,,680.0,,1779634811.7246082,1.3712831735610962,,181.3925506,3740
72,,,690.0,,1779634813.3575032,1.398539423942566,,183.0249326,3740
73,,,700.0,,1779634814.994433,1.3630752563476562,,184.6620698,3740
74,,,710.0,,1779634816.6246405,1.3714491128921509,,186.2920714,3740
75,,,720.0,,1779634818.2588396,1.366189956665039,,187.9270806,3740
76,,,730.0,,1779634819.893775,1.342889428138733,,189.5612033,3740
77,,,740.0,,1779634821.5261922,1.3247100114822388,,191.1936896,3740
78,1.2699241638183594,0.0009614856803571157,750.0,1.5426876544952393,1779634846.1412354,,,215.8100036,3740
79,,,750.0,,1779634846.312917,1.3458141088485718,,215.98040459999999,3740
80,,,760.0,,1779634847.944237,1.3911198377609253,,217.6123838,3740
81,,,770.0,,1779634849.5814404,1.36030113697052,,219.2488833,3740
82,,,780.0,,1779634851.214806,1.3575339317321777,,220.8828611,3740
83,,,790.0,,1779634852.8499146,1.349101185798645,,222.5182713,3740
84,,,800.0,,1779634854.4825037,1.3156824111938477,,224.1499339,3740
85,,,810.0,,1779634856.1162748,1.3447006940841675,,225.7838615,3740
86,,,820.0,,1779634857.7464557,1.3409980535507202,,227.4139322,3740
87,,,830.0,,1779634859.3812444,1.337986707687378,,229.04888,3740
88,,,840.0,,1779634861.037182,1.358838438987732,,230.7047216,3740
89,,,850.0,,1779634862.6773672,1.3189030885696411,,232.345854,3740
90,,,860.0,,1779634864.3153884,1.297502875328064,,233.9828183,3740
91,,,870.0,,1779634865.9481218,1.2881970405578613,,235.6166915,3740
92,,,880.0,,1779634867.579309,1.3117138147354126,,237.2467386,3740
93,,,890.0,,1779634869.2147849,1.3149617910385132,,238.8822809,3740
94,,,900.0,,1779634870.8476667,1.3210521936416626,,240.5157122,3740
95,,,910.0,,1779634872.4847286,1.338560938835144,,242.1522117,3740
96,,,920.0,,1779634874.117208,1.310405969619751,,243.7849914,3740
97,,,930.0,,1779634875.750631,1.2624437808990479,,245.4184592,3740
98,,,940.0,,1779634877.3847182,1.3116812705993652,,247.0521483,3740
99,,,950.0,,1779634879.0155492,1.3056985139846802,,248.683157,3740
100,,,960.0,,1779634880.6487186,1.2769932746887207,,250.316809,3740
101,,,970.0,,1779634882.2820196,1.3043930530548096,,251.9498769,3740
102,,,980.0,,1779634883.9184644,1.2931874990463257,,253.5858954,3740
103,,,990.0,,1779634885.5501683,1.2739543914794922,,255.2176618,3740
104,1.2056896686553955,0.0009271396472013282,1000.0,1.5205292701721191,1779634910.1487122,,,279.8170409,3740
105,,,1000.0,,1779634910.3167715,1.2692843675613403,,279.9843164,3740
106,,,1010.0,,1779634911.9484684,1.2900867462158203,,281.6164901,3740
107,,,1020.0,,1779634913.5813463,1.2667796611785889,,283.2487786,3740
108,,,1030.0,,1779634915.215211,1.2911138534545898,,284.8834839,3740
109,,,1040.0,,1779634916.849105,1.2516847848892212,,286.5167509,3740
110,,,1050.0,,1779634918.481345,1.284160852432251,,288.1495213,3740
111,,,1060.0,,1779634920.1151323,1.259814977645874,,289.782672,3740
112,,,1070.0,,1779634921.7451901,1.2714526653289795,,291.4127099,3740
113,,,1080.0,,1779634923.3794909,1.2610671520233154,,293.0469563,3740
114,,,1090.0,,1779634925.012249,1.2391411066055298,,294.6801942,3740
115,,,1100.0,,1779634926.649031,1.2239407300949097,,296.3168922,3740
116,,,1110.0,,1779634928.2815619,1.2568490505218506,,297.9489965,3740
117,,,1120.0,,1779634929.9162374,1.2310837507247925,,299.5836718,3740
118,,,1130.0,,1779634931.55286,1.2681541442871094,,301.2202916,3740
119,,,1140.0,,1779634933.187844,1.2610807418823242,,302.8553215,3740
120,,,1150.0,,1779634934.8172932,1.2348597049713135,,304.4847314,3740
121,,,1160.0,,1779634936.4518309,1.2780303955078125,,306.1192616,3740
122,,,1170.0,,1779634938.0801024,1.3058850765228271,,307.7477438,3740
123,,,1180.0,,1779634939.715272,1.2509232759475708,,309.3827427,3740
124,,,1190.0,,1779634941.3469372,1.2332381010055542,,311.0143932,3740
125,,,1200.0,,1779634942.9797692,1.1985265016555786,,312.6472031,3740
126,,,1210.0,,1779634944.6174064,1.2159143686294556,,314.2848418,3740
127,,,1220.0,,1779634946.2482204,1.25025475025177,,315.9156571,3740
128,,,1230.0,,1779634947.8789532,1.246769905090332,,317.5466416,3740
129,,,1240.0,,1779634949.5932097,1.2323392629623413,,319.2616994,3740
130,1.1398626565933228,0.000883125098683892,1250.0,1.503849983215332,1779634974.4804382,,,344.1487768,3740
131,,,1250.0,,1779634974.649142,1.1978235244750977,,344.3165831,3740
132,,,1260.0,,1779634976.2968895,1.2572101354599,,345.9643205,3740
133,,,1270.0,,1779634977.9453628,1.206295371055603,,347.6127979,3740
134,,,1280.0,,1779634979.5845997,1.2243105173110962,,349.2529895,3740
135,,,1290.0,,1779634981.2293522,1.200382113456726,,350.8967856,3740
136,,,1300.0,,1779634982.8696282,1.2217719554901123,,352.5378549,3740
137,,,1310.0,,1779634984.5170584,1.2274128198623657,,354.1844897,3740
138,,,1320.0,,1779634986.156128,1.2117255926132202,,355.8249078,3740
139,,,1330.0,,1779634987.804184,1.1901414394378662,,357.4726202,3740
140,,,1340.0,,1779634989.4476151,1.2288602590560913,,359.115111,3740
141,,,1350.0,,1779634991.0854006,1.2160427570343018,,360.7527994,3740
142,,,1360.0,,1779634992.7193067,1.2173219919204712,,362.3873127,3740
143,,,1370.0,,1779634994.3555264,1.2155256271362305,,364.0229591,3740
144,,,1380.0,,1779634995.9905043,1.1835706233978271,,365.6580391,3740
145,,,1390.0,,1779634997.626528,1.1625579595565796,,367.2939595,3740
146,,,1400.0,,1779634999.2660851,1.208448886871338,,368.9335555,3740
147,,,1410.0,,1779635000.900494,1.1491519212722778,,370.5681519,3740
148,,,1420.0,,1779635002.5325422,1.192277193069458,,372.200021,3740
149,,,1430.0,,1779635004.1661654,1.1748625040054321,,373.8339971,3740
150,,,1440.0,,1779635005.8030534,1.1961554288864136,,375.4705141,3740
151,,,1450.0,,1779635007.4429276,1.1707444190979004,,377.1103589,3740
152,,,1460.0,,1779635009.0808887,1.2185674905776978,,378.748473,3740
153,,,1470.0,,1779635010.7137537,1.2028342485427856,,380.3810038,3740
154,,,1480.0,,1779635012.3480875,1.1912462711334229,,382.015678,3740
155,,,1490.0,,1779635013.977471,1.2059075832366943,,383.6459232,3740
156,1.0849553346633911,0.0008305704108364302,1500.0,1.4990893602371216,1779635038.6059165,,,408.2733473,3740
157,,,1500.0,,1779635038.773556,1.1735589504241943,,408.440984,3740
158,,,1510.0,,1779635040.4096758,1.2057063579559326,,410.0771378,3740
159,,,1520.0,,1779635042.0450842,1.1685222387313843,,411.7125147,3740
160,,,1530.0,,1779635043.6814368,1.21552574634552,,413.348866,3740
161,,,1540.0,,1779635045.3139224,1.1707985401153564,,414.9814963,3740
162,,,1550.0,,1779635046.9461684,1.186158299446106,,416.6140641,3740
163,,,1560.0,,1779635048.5800784,1.1529734134674072,,418.2475104,3740
164,,,1570.0,,1779635050.215822,1.190767765045166,,419.883255,3740
165,,,1580.0,,1779635051.8477743,1.1575939655303955,,421.5152056,3740
166,,,1590.0,,1779635053.490109,1.1607801914215088,,423.1575405,3740
167,,,1600.0,,1779635055.1283097,1.1704872846603394,,424.7957386,3740
168,,,1610.0,,1779635056.7611322,1.1691545248031616,,426.4291034,3740
169,,,1620.0,,1779635058.3996632,1.1381067037582397,,428.0682674,3740
170,,,1630.0,,1779635060.0313017,1.1437177658081055,,429.6987315,3740
171,,,1640.0,,1779635061.6626356,1.154717206954956,,431.3300658,3740
172,,,1650.0,,1779635063.2947507,1.197396993637085,,432.9621817,3740
173,,,1660.0,,1779635064.9271686,1.173128604888916,,434.5946245,3740
174,,,1670.0,,1779635066.5733097,1.149458646774292,,436.2411556,3740
175,,,1680.0,,1779635068.216148,1.153701901435852,,437.8835954,3740
176,,,1690.0,,1779635069.852915,1.1493537425994873,,439.5209284,3740
177,,,1700.0,,1779635071.4941964,1.139953851699829,,441.1617748,3740
178,,,1710.0,,1779635073.1323495,1.119558334350586,,442.8003756,3740
179,,,1720.0,,1779635074.7996466,1.1492185592651367,,444.4670789,3740
180,,,1730.0,,1779635076.4504411,1.1488960981369019,,446.117872,3740
181,,,1740.0,,1779635078.0816338,1.1521861553192139,,447.7495658,3740
182,1.0420078039169312,0.0007708228984017721,1750.0,1.5068728923797607,1779635102.6983867,,,472.3662293,3740
183,,,1750.0,,1779635102.8659196,1.1377832889556885,,472.5334908,3740
184,,,1760.0,,1779635104.4979699,1.118509292602539,,474.1654012,3740
185,,,1770.0,,1779635106.1294446,1.1313527822494507,,475.7968749,3740
186,,,1780.0,,1779635107.7659776,1.1427761316299438,,477.4334087,3740
187,,,1790.0,,1779635109.3969455,1.135886311531067,,479.0648783,3740
188,,,1800.0,,1779635111.0332503,1.1487993001937866,,480.7009738,3740
189,,,1810.0,,1779635112.6666691,1.1430236101150513,,482.3341007,3740
190,,,1820.0,,1779635114.2985663,1.1288269758224487,,483.9662201,3740
191,,,1830.0,,1779635115.9368894,1.1379690170288086,,485.6044173,3740
192,,,1840.0,,1779635117.5740595,1.1258659362792969,,487.2414906,3740
193,,,1850.0,,1779635119.2157178,1.1169958114624023,,488.8837505,3740
194,,,1860.0,,1779635120.8505843,1.1448637247085571,,490.5185576,3740
195,,,1870.0,,1779635122.485372,1.1149578094482422,,492.1529893,3740
196,,,1880.0,,1779635124.1190345,1.149266004562378,,493.7873738,3740
197,,,1890.0,,1779635125.752068,1.1017029285430908,,495.4195017,3740
198,,,1900.0,,1779635127.3932567,1.093337893486023,,497.0606878,3740
199,,,1910.0,,1779635129.028968,1.1259320974349976,,498.696634,3740
200,,,1920.0,,1779635130.6713457,1.1142141819000244,,500.3387777,3740
201,,,1930.0,,1779635132.3176396,1.0815095901489258,,501.9853311,3740
202,,,1940.0,,1779635133.960989,1.1230692863464355,,503.629344,3740
203,,,1950.0,,1779635135.5939915,1.123624324798584,,505.2620227,3740
204,,,1960.0,,1779635137.229373,1.0953872203826904,,506.8977557,3740
205,,,1970.0,,1779635138.8640525,1.1149227619171143,,508.5314816,3740
206,,,1980.0,,1779635140.499536,1.1307425498962402,,510.1676377,3740
207,,,1990.0,,1779635142.1329677,1.0957436561584473,,511.8006769,3740
208,0.9850914478302002,0.0007054142744895884,2000.0,1.5141241550445557,1779635166.8368914,,,536.5048677,3740
209,,,2000.0,,1779635167.0052562,1.0933983325958252,,536.6730515,3740
210,,,2010.0,,1779635168.6425972,1.0896100997924805,,538.3109199,3740
211,,,2020.0,,1779635170.281051,1.075585961341858,,539.9500507,3740
212,,,2030.0,,1779635171.9167783,1.1023355722427368,,541.5857708999999,3740
213,,,2040.0,,1779635173.5577483,1.0717518329620361,,543.2260361,3740
214,,,2050.0,,1779635175.1938725,1.0771127939224243,,544.8613034,3740
215,,,2060.0,,1779635176.8315065,1.0723285675048828,,546.4989767,3740
216,,,2070.0,,1779635178.4712636,1.1140891313552856,,548.1387934,3740
217,,,2080.0,,1779635180.1086993,1.0816216468811035,,549.7764411,3740
218,,,2090.0,,1779635181.748875,1.0805561542510986,,551.4164083,3740
219,,,2100.0,,1779635183.381152,1.0879061222076416,,553.0487531,3740
220,,,2110.0,,1779635185.018799,1.0941468477249146,,554.6863641,3740
221,,,2120.0,,1779635186.6552064,1.0703701972961426,,556.3227161,3740
222,,,2130.0,,1779635188.2969663,1.046776533126831,,557.9648951,3740
223,,,2140.0,,1779635189.93365,1.0957666635513306,,559.6010823,3740
224,,,2150.0,,1779635191.5703692,1.044541597366333,,561.2383967,3740
225,,,2160.0,,1779635193.2121463,1.0973351001739502,,562.879637,3740
226,,,2170.0,,1779635194.8561547,1.0661871433258057,,564.5235875,3740
227,,,2180.0,,1779635196.494866,1.0563632249832153,,566.1622981,3740
228,,,2190.0,,1779635198.1300213,1.0644237995147705,,567.7974514,3740
229,,,2200.0,,1779635199.769209,1.056572437286377,,569.4361334,3740
230,,,2210.0,,1779635201.410097,1.0580774545669556,,571.0783484,3740
231,,,2220.0,,1779635203.0489595,1.059016466140747,,572.7163918,3740
232,,,2230.0,,1779635204.6859417,1.0482126474380493,,574.3533737,3740
233,,,2240.0,,1779635206.3241134,1.0563719272613525,,575.9923434,3740
234,0.9366351366043091,0.0006360213829156177,2250.0,1.537158489227295,1779635231.027167,,,600.6955085,3740
235,,,2250.0,,1779635231.195612,1.050010085105896,,600.8630452,3740
236,,,2260.0,,1779635232.828346,1.0394388437271118,,602.4957763,3740
237,,,2270.0,,1779635234.4632895,1.0368605852127075,,604.1307686,3740
238,,,2280.0,,1779635236.104491,1.0394306182861328,,605.771923,3740
239,,,2290.0,,1779635237.741717,1.0406357049942017,,607.4091474,3740
240,,,2300.0,,1779635239.3814797,1.0522081851959229,,609.0489111,3740
241,,,2310.0,,1779635241.0187614,1.045987606048584,,610.6864681,3740
242,,,2320.0,,1779635242.6544182,1.029812216758728,,612.3223895,3740
243,,,2330.0,,1779635244.283227,1.0676095485687256,,613.950884,3740
244,,,2340.0,,1779635245.9168708,1.0922225713729858,,615.5848492,3740
245,,,2350.0,,1779635247.553047,1.043989658355713,,617.2211224,3740
246,,,2360.0,,1779635249.185073,1.052191972732544,,618.8525036,3740
247,,,2370.0,,1779635250.825127,1.0349209308624268,,620.4926694,3740
248,,,2380.0,,1779635252.4586897,1.041327714920044,,622.1263112,3740
249,,,2390.0,,1779635254.0915673,1.0380802154541016,,623.7591989,3740
250,,,2400.0,,1779635255.7274578,1.0334787368774414,,625.3955977,3740
251,,,2410.0,,1779635257.363737,1.0245869159698486,,627.0311691,3740
252,,,2420.0,,1779635259.0033984,1.0388352870941162,,628.670723,3740
253,,,2430.0,,1779635260.6395698,1.0535534620285034,,630.3072922,3740
254,,,2440.0,,1779635262.2775476,1.0389559268951416,,631.9457368,3740
255,,,2450.0,,1779635263.9121773,1.0329179763793945,,633.5796071,3740
256,,,2460.0,,1779635265.550846,1.054423213005066,,635.2190987,3740
257,,,2470.0,,1779635267.1900551,1.0311201810836792,,636.8574859,3740
258,,,2480.0,,1779635268.8279016,1.008528470993042,,638.4956911,3740
259,,,2490.0,,1779635270.4635603,1.0287617444992065,,640.131116,3740
260,0.8821108937263489,0.000564423209907245,2500.0,1.5645982027053833,1779635295.125521,,,664.7934465,3740
261,,,2500.0,,1779635295.2945604,1.015714168548584,,664.9619965,3740
262,,,2510.0,,1779635296.9309347,0.9849944710731506,,666.5983667,3740
263,,,2520.0,,1779635298.5645704,1.022449016571045,,668.2320037,3740
264,,,2530.0,,1779635300.2152684,1.0484368801116943,,669.8833489,3740
265,,,2540.0,,1779635301.8520105,1.0208722352981567,,671.5194382,3740
266,,,2550.0,,1779635303.4918811,1.0044010877609253,,673.1595456,3740
267,,,2560.0,,1779635305.1267214,1.0119774341583252,,674.7949982,3740
268,,,2570.0,,1779635306.7614894,0.9771380424499512,,676.4290695,3740
269,,,2580.0,,1779635308.3964849,1.0018057823181152,,678.0647693,3740
270,,,2590.0,,1779635310.0324166,1.0070834159851074,,679.6998747,3740
271,,,2600.0,,1779635311.670402,1.009865641593933,,681.3383867,3740
272,,,2610.0,,1779635313.3112075,0.9992111325263977,,682.978675,3740
273,,,2620.0,,1779635314.9486127,1.0108683109283447,,684.6160458,3740
274,,,2630.0,,1779635316.5920038,1.00679612159729,,686.2595822,3740
275,,,2640.0,,1779635318.2278423,1.0239076614379883,,687.8953579,3740
276,,,2650.0,,1779635319.866892,0.9995906949043274,,689.5349224,3740
277,,,2660.0,,1779635321.5017056,0.9838132858276367,,691.1691369,3740
278,,,2670.0,,1779635323.1444745,0.9933794736862183,,692.8120975,3740
279,,,2680.0,,1779635324.7846184,0.9757922291755676,,694.4530442,3740
280,,,2690.0,,1779635326.4270406,0.9844499230384827,,696.0945107,3740
281,,,2700.0,,1779635328.0638895,1.0103344917297363,,697.7313202,3740
282,,,2710.0,,1779635329.7038674,0.9660465717315674,,699.370792,3740
283,,,2720.0,,1779635331.3436737,0.9693751335144043,,701.0117694,3740
284,,,2730.0,,1779635332.9815023,0.9703313112258911,,702.6494589,3740
285,,,2740.0,,1779635334.6153903,0.9886648058891296,,704.2836938,3740
286,0.8319844603538513,0.0004924552772419723,2750.0,1.5946117639541626,1779635359.2405481,,,728.9091899,3740
287,,,2750.0,,1779635359.4105098,0.9788985252380371,,729.0779402,3740
288,,,2760.0,,1779635361.053777,0.9739211201667786,,730.7212074,3740
289,,,2770.0,,1779635362.6818743,0.9737285375595093,,732.350445,3740
290,,,2780.0,,1779635364.318867,0.9538132548332214,,733.9871527,3740
291,,,2790.0,,1779635365.9512813,0.9684444665908813,,735.618712,3740
292,,,2800.0,,1779635367.5842133,0.9653288722038269,,737.2518142,3740
293,,,2810.0,,1779635369.228298,0.9935753345489502,,738.8962386,3740
294,,,2820.0,,1779635370.8688815,0.9712123870849609,,740.5363108,3740
295,,,2830.0,,1779635372.5022604,0.9806243777275085,,742.1701925,3740
296,,,2840.0,,1779635374.1362257,0.9735218286514282,,743.8036546,3740
297,,,2850.0,,1779635375.7681224,0.9679312705993652,,745.4358868,3740
298,,,2860.0,,1779635377.4034958,0.9713457822799683,,747.0709271,3740
299,,,2870.0,,1779635379.0375464,0.9449672698974609,,748.7049775,3740
300,,,2880.0,,1779635380.66974,0.972075879573822,,750.3371715,3740
301,,,2890.0,,1779635382.3037386,0.939527153968811,,751.9721762,3740
302,,,2900.0,,1779635383.937616,0.9564470648765564,,753.6053184,3740
303,,,2910.0,,1779635385.5782363,0.9770450592041016,,755.2456659,3740
304,,,2920.0,,1779635387.222913,0.9536619782447815,,756.8903454,3740
305,,,2930.0,,1779635388.855028,0.9789798855781555,,758.5224628,3740
306,,,2940.0,,1779635390.4935384,0.9565873146057129,,760.1609693,3740
307,,,2950.0,,1779635392.1298974,0.9353286623954773,,761.7974812,3740
308,,,2960.0,,1779635393.7669683,0.9453547596931458,,763.4344007,3740
309,,,2970.0,,1779635395.410191,0.9468608498573303,,765.0781649,3740
310,,,2980.0,,1779635397.0471487,0.9273108243942261,,766.7151212,3740
311,,,2990.0,,1779635398.680963,0.9638509154319763,,768.3484522,3740
312,0.7858584523200989,0.0004219625860160354,3000.0,1.6292200088500977,1779635423.3043902,,,792.9728197,3740
313,,,3000.0,,1779635423.476061,0.9349839091300964,,793.1441987,3740
314,,,3010.0,,1779635425.1129315,0.9486828446388245,,794.7805265,3740
315,,,3020.0,,1779635426.747895,0.9216921925544739,,796.4153245,3740
316,,,3030.0,,1779635428.3845265,0.9411970973014832,,798.0521173,3740
317,,,3040.0,,1779635430.026423,0.9569517970085144,,799.6938542,3740
318,,,3050.0,,1779635431.661434,0.9232286810874939,,801.3288632,3740
319,,,3060.0,,1779635433.2931035,0.9357284307479858,,802.9605351,3740
320,,,3070.0,,1779635434.9266481,0.9558160901069641,,804.5945407,3740
321,,,3080.0,,1779635436.5605052,0.9354659914970398,,806.2279343,3740
322,,,3090.0,,1779635438.1942763,0.9466351270675659,,807.8617133,3740
323,,,3100.0,,1779635439.8268802,0.9353923201560974,,809.4943483,3740
324,,,3110.0,,1779635441.465667,0.9178482890129089,,811.1338298,3740
325,,,3120.0,,1779635443.1007495,0.911263644695282,,812.7682086,3740
326,,,3130.0,,1779635444.7355921,0.934353232383728,,814.4032844,3740
327,,,3140.0,,1779635446.3683317,0.9107217192649841,,816.0362502,3740
328,,,3150.0,,1779635448.0109787,0.9451514482498169,,817.678945,3740
329,,,3160.0,,1779635449.646315,0.9139848947525024,,819.3138497,3740
330,,,3170.0,,1779635451.2806325,0.8822466731071472,,820.9480627,3740
331,,,3180.0,,1779635452.9149573,0.9120975732803345,,822.5827786,3740
332,,,3190.0,,1779635454.5509024,0.9151888489723206,,824.2183402,3740
333,,,3200.0,,1779635456.181278,0.9183722734451294,,825.8494489,3740
334,,,3210.0,,1779635457.8109343,0.9338508248329163,,827.4793215,3740
335,,,3220.0,,1779635459.44745,0.9509230852127075,,829.1148841,3740
336,,,3230.0,,1779635461.0819924,0.8956843018531799,,830.7492553,3740
337,,,3240.0,,1779635462.7152424,0.9156444668769836,,832.3833982,3740
338,0.7395572066307068,0.00035475231739709885,3250.0,1.652716875076294,1779635487.3742714,,,857.0422293,3740
339,,,3250.0,,1779635487.5438647,0.8967169523239136,,857.2119784,3740
340,,,3260.0,,1779635489.1824663,0.9153645038604736,,858.8499708,3740
341,,,3270.0,,1779635490.8139496,0.9141402244567871,,860.4814407,3740
342,,,3280.0,,1779635492.4468741,0.9225383996963501,,862.1143063,3740
343,,,3290.0,,1779635494.0786812,0.9120804071426392,,863.7462144,3740
344,,,3300.0,,1779635495.7112513,0.8888228535652161,,865.3787663,3740
345,,,3310.0,,1779635497.3453653,0.9159042239189148,,867.0132047,3740
346,,,3320.0,,1779635498.9788365,0.9337204694747925,,868.6463721,3740
347,,,3330.0,,1779635500.6154501,0.918182373046875,,870.2829848,3740
348,,,3340.0,,1779635502.254411,0.8825700879096985,,871.9221206,3740
349,,,3350.0,,1779635503.8857646,0.9092059135437012,,873.5541022,3740
350,,,3360.0,,1779635505.5202975,0.906585156917572,,875.1877284,3740
351,,,3370.0,,1779635507.1539948,0.9200370907783508,,876.8214239,3740
352,,,3380.0,,1779635508.784662,0.9049859046936035,,878.4520953,3740
353,,,3390.0,,1779635510.4230888,0.9185500741004944,,880.0906127,3740
354,,,3400.0,,1779635512.0620544,0.8699371814727783,,881.729486,3740
355,,,3410.0,,1779635513.7001147,0.9043473601341248,,883.3678659,3740
356,,,3420.0,,1779635515.3341858,0.8920315504074097,,885.0022427,3740
357,,,3430.0,,1779635516.9681287,0.8847254514694214,,886.6355609,3740
358,,,3440.0,,1779635518.6104138,0.8764745593070984,,888.2785386,3740
359,,,3450.0,,1779635520.2538142,0.8934459686279297,,889.9212483,3740
360,,,3460.0,,1779635521.885786,0.8826594352722168,,891.5532179,3740
361,,,3470.0,,1779635523.5167668,0.8892837166786194,,893.1848152,3740
362,,,3480.0,,1779635525.1523001,0.8662946820259094,,894.8202721,3740
363,,,3490.0,,1779635526.7882771,0.8944768905639648,,896.4557098,3740
364,0.6947762966156006,0.0002925475029450237,3500.0,1.6782222986221313,1779635551.4162982,,,921.0849051,3740
365,,,3500.0,,1779635551.5834603,0.8804492950439453,,921.2517969,3740
366,,,3510.0,,1779635553.215801,0.8910907506942749,,922.8832353,3740
