iter,val/loss,_runtime,_timestamp,train/loss,train/step_loss,_step,Sample Generation,lr,seed
390.0,,62.1493583,1779618808.613944,,1.7991812229156494,41,,,3242
400.0,,63.0736482,1779618809.5391068,,1.7419136762619019,42,,,3242
410.0,,63.9379294,1779618810.4031146,,1.7203235626220703,43,,,3242
420.0,,64.8036849,1779618811.2691433,,1.6961829662322998,44,,,3242
430.0,,65.6631713,1779618812.128589,,1.7067116498947144,45,,,3242
440.0,,66.5133273,1779618812.978755,,1.6609480381011963,46,,,3242
450.0,,67.3741529,1779618813.8396122,,1.6593847274780273,47,,,3242
460.0,,68.2364619,1779618814.7019165,,1.6764061450958252,48,,,3242
470.0,,69.0920069,1779618815.5572104,,1.6711723804473877,49,,,3242
480.0,,69.9465098,1779618816.4118004,,1.6604505777359009,50,,,3242
490.0,,70.8313731,1779618817.2967339,,1.6450626850128174,51,,,3242
500.0,1.7289366722106934,83.2940149,1779618829.7594104,1.5365813970565796,,52,,0.0009852826883675631,3242
500.0,,83.3889018,1779618829.85436,,1.58916437625885,53,,,3242
510.0,,84.275489,1779618830.7409422,,1.6198053359985352,54,,,3242
520.0,,85.1419084,1779618831.606675,,1.5899243354797363,55,,,3242
530.0,,85.9945617,1779618832.4600213,,1.5792982578277588,56,,,3242
540.0,,86.842525,1779618833.3069386,,1.5706323385238647,57,,,3242
550.0,,87.7092568,1779618834.174345,,1.5831634998321533,58,,,3242
560.0,,88.5934929,1779618835.0589528,,1.5216435194015503,59,,,3242
570.0,,89.4734937,1779618835.938769,,1.5365914106369019,60,,,3242
580.0,,90.3668185,1779618836.8322766,,1.5277310609817505,61,,,3242
590.0,,91.2404624,1779618837.7059224,,1.541566252708435,62,,,3242
600.0,,92.1184041,1779618838.58329,,1.5062611103057861,63,,,3242
610.0,,93.0891556,1779618839.5540538,,1.5307972431182861,64,,,3242
620.0,,94.0398089,1779618840.5052319,,1.4736006259918213,65,,,3242
630.0,,94.9924402,1779618841.4580388,,1.510297417640686,66,,,3242
640.0,,95.8994345,1779618842.3642237,,1.4789761304855347,67,,,3242
650.0,,96.7606354,1779618843.2265997,,1.4971343278884888,68,,,3242
660.0,,97.6258501,1779618844.0901902,,1.4698197841644287,69,,,3242
670.0,,98.484279,1779618844.9497206,,1.4589794874191284,70,,,3242
680.0,,99.3599585,1779618845.8252385,,1.482661485671997,71,,,3242
690.0,,100.235549,1779618846.7015133,,1.4577664136886597,72,,,3242
700.0,,101.0985764,1779618847.5645406,,1.4812264442443848,73,,,3242
710.0,,101.9631851,1779618848.427983,,1.4522143602371216,74,,,3242
720.0,,102.8276038,1779618849.293064,,1.4225012063980103,75,,,3242
730.0,,103.6942499,1779618850.1602142,,1.4415363073349,76,,,3242
740.0,,104.6271752,1779618851.0926325,,1.432313323020935,77,,,3242
750.0,1.5912531614303589,116.8485044,1779618863.3144686,1.3621585369110107,,78,,0.0009614856803571157,3242
750.0,,116.9491172,1779618863.4137912,,1.461584448814392,79,,,3242
760.0,,117.9022163,1779618864.367674,,1.4192731380462646,80,,,3242
770.0,,118.7823912,1779618865.2475996,,1.4112337827682495,81,,,3242
780.0,,119.6365013,1779618866.10096,,1.3898530006408691,82,,,3242
790.0,,120.4805306,1779618866.9457288,,1.4268112182617188,83,,,3242
800.0,,121.3253259,1779618867.7903888,,1.4305955171585083,84,,,3242
810.0,,122.1691685,1779618868.634453,,1.4154216051101685,85,,,3242
820.0,,123.0117572,1779618869.4764526,,1.4314258098602295,86,,,3242
830.0,,123.8525404,1779618870.3179224,,1.4100456237792969,87,,,3242
840.0,,124.6956328,1779618871.16107,,1.3978209495544434,88,,,3242
850.0,,125.539887,1779618872.005524,,1.3942110538482666,89,,,3242
860.0,,126.4186454,1779618872.8835175,,1.3961317539215088,90,,,3242
870.0,,127.3493616,1779618873.8146982,,1.3654016256332397,91,,,3242
880.0,,128.2825881,1779618874.7475507,,1.3694758415222168,92,,,3242
890.0,,129.2058041,1779618875.6712615,,1.3702384233474731,93,,,3242
900.0,,130.0520432,1779618876.5180075,,1.363108515739441,94,,,3242
910.0,,130.9068351,1779618877.3722951,,1.3915480375289917,95,,,3242
920.0,,131.7802159,1779618878.2454197,,1.3784706592559814,96,,,3242
930.0,,132.6451639,1779618879.1105728,,1.3571219444274902,97,,,3242
940.0,,133.5169937,1779618879.9824524,,1.3573358058929443,98,,,3242
950.0,,134.3974404,1779618880.8628397,,1.3440978527069092,99,,,3242
960.0,,135.2725471,1779618881.7373476,,1.3438836336135864,100,,,3242
970.0,,136.1339329,1779618882.5993905,,1.3354640007019043,101,,,3242
980.0,,137.0215805,1779618883.487039,,1.3018994331359863,102,,,3242
990.0,,137.937418,1779618884.4018757,,1.3229236602783203,103,,,3242
1000.0,1.518509030342102,150.6770593,1779618897.1414738,1.2713123559951782,,104,,0.0009271396472013282,3242
1000.0,,150.7681155,1779618897.2335463,,1.349614143371582,105,,,3242
1010.0,,151.6395072,1779618898.1044722,,1.344659447669983,106,,,3242
1020.0,,152.4867664,1779618898.952224,,1.3470759391784668,107,,,3242
1030.0,,153.3338217,1779618899.798898,,1.3444404602050781,108,,,3242
1040.0,,154.1758613,1779618900.6413183,,1.3336443901062012,109,,,3242
1050.0,,155.0193904,1779618901.4847982,,1.3232359886169434,110,,,3242
1060.0,,155.8628155,1779618902.3282728,,1.3273820877075195,111,,,3242
1070.0,,156.7045114,1779618903.1690996,,1.3221421241760254,112,,,3242
1080.0,,157.5505226,1779618904.0159798,,1.2908979654312134,113,,,3242
1090.0,,158.3985308,1779618904.863988,,1.3156471252441406,114,,,3242
1100.0,,159.239918,1779618905.7053702,,1.2983276844024658,115,,,3242
1110.0,,160.0841969,1779618906.5490777,,1.2879831790924072,116,,,3242
1120.0,,160.9280298,1779618907.3928459,,1.283557653427124,117,,,3242
1130.0,,161.7717967,1779618908.237254,,1.2891199588775635,118,,,3242
1140.0,,162.6157035,1779618909.0811617,,1.2986043691635132,119,,,3242
1150.0,,163.4612224,1779618909.9260106,,1.280286431312561,120,,,3242
1160.0,,164.303953,1779618910.769411,,1.298539400100708,121,,,3242
1170.0,,165.1444625,1779618911.609854,,1.3087894916534424,122,,,3242
1180.0,,165.9865738,1779618912.4520311,,1.292433500289917,123,,,3242
1190.0,,166.8311444,1779618913.2966015,,1.3085980415344238,124,,,3242
1200.0,,167.6731187,1779618914.1379678,,1.292209267616272,125,,,3242
1210.0,,168.5172429,1779618914.981722,,1.297465443611145,126,,,3242
1220.0,,169.3588194,1779618915.8239012,,1.2833958864212036,127,,,3242
1230.0,,170.2039292,1779618916.6692827,,1.255291223526001,128,,,3242
1240.0,,171.0476774,1779618917.5131333,,1.2654162645339966,129,,,3242
1250.0,1.4799294471740723,183.3915792,1779618929.8566895,1.2045215368270874,,130,,0.000883125098683892,3242
1250.0,,183.4814199,1779618929.9468563,,1.300802230834961,131,,,3242
1260.0,,184.3461203,1779618930.8115802,,1.275780200958252,132,,,3242
1270.0,,185.2085782,1779618931.6735508,,1.2967214584350586,133,,,3242
1280.0,,186.0715038,1779618932.5368335,,1.2687605619430542,134,,,3242
1290.0,,186.9422612,1779618933.407711,,1.2683862447738647,135,,,3242
1300.0,,187.8190347,1779618934.2844927,,1.2430301904678345,136,,,3242
1310.0,,188.6851978,1779618935.1506362,,1.2683255672454834,137,,,3242
1320.0,,189.5543637,1779618936.0198216,,1.2509876489639282,138,,,3242
1330.0,,190.4270344,1779618936.8916109,,1.2644522190093994,139,,,3242
1340.0,,191.2984742,1779618937.7632954,,1.2643976211547852,140,,,3242
1350.0,,192.1670383,1779618938.6309457,,1.2514352798461914,141,,,3242
1360.0,,193.056684,1779618939.522142,,1.2493709325790405,142,,,3242
1370.0,,193.9413574,1779618940.4064035,,1.234714388847351,143,,,3242
1380.0,,194.856279,1779618941.3217354,,1.2614461183547974,144,,,3242
1390.0,,195.7928911,1779618942.2572536,,1.245227575302124,145,,,3242
1400.0,,196.7311435,1779618943.1966004,,1.236884593963623,146,,,3242
1410.0,,197.6721006,1779618944.137559,,1.2499291896820068,147,,,3242
1420.0,,198.5553535,1779618945.0200038,,1.2265291213989258,148,,,3242
1430.0,,199.4111879,1779618945.8766472,,1.236288070678711,149,,,3242
1440.0,,200.2730034,1779618946.738246,,1.2418897151947021,150,,,3242
1450.0,,201.1361814,1779618947.6011086,,1.23740816116333,151,,,3242
1460.0,,201.9993606,1779618948.4653249,,1.234757900238037,152,,,3242
1470.0,,202.8609152,1779618949.3263748,,1.236808180809021,153,,,3242
1480.0,,203.7250913,1779618950.1895056,,1.2381889820098877,154,,,3242
1490.0,,204.5876573,1779618951.0531156,,1.2272297143936157,155,,,3242
1500.0,1.479265570640564,217.0706216,1779618963.5359385,1.1511915922164917,,156,,0.0008305704108364302,3242
1500.0,,217.1611801,1779618963.6263301,,1.2097041606903076,157,,,3242
1510.0,,218.0162637,1779618964.4812486,,1.2441943883895874,158,,,3242
1520.0,,218.8696691,1779618965.3349066,,1.1906728744506836,159,,,3242
1530.0,,219.7207724,1779618966.185968,,1.2262691259384155,160,,,3242
1540.0,,220.581461,1779618967.0466926,,1.2214699983596802,161,,,3242
1550.0,,221.442376,1779618967.9078326,,1.2267770767211914,162,,,3242
1560.0,,222.3544414,1779618968.8199003,,1.2257816791534424,163,,,3242
1570.0,,223.2510203,1779618969.7148888,,1.2171475887298584,164,,,3242
1580.0,,224.129096,1779618970.594229,,1.2129859924316406,165,,,3242
1590.0,,225.010318,1779618971.4757526,,1.1829807758331299,166,,,3242
1600.0,,225.8742534,1779618972.3394077,,1.1874544620513916,167,,,3242
1610.0,,226.745838,1779618973.2110884,,1.1925230026245117,168,,,3242
1620.0,,227.5986571,1779618974.0639532,,1.1995806694030762,169,,,3242
1630.0,,228.4511124,1779618974.9163194,,1.2223743200302124,170,,,3242
1640.0,,229.3129436,1779618975.7783155,,1.1981199979782104,171,,,3242
1650.0,,230.1739408,1779618976.6393986,,1.1735074520111084,172,,,3242
1660.0,,231.0337925,1779618977.4992511,,1.225796103477478,173,,,3242
1670.0,,231.9171336,1779618978.3825924,,1.1981245279312134,174,,,3242
1680.0,,232.8091953,1779618979.273995,,1.193109393119812,175,,,3242
1690.0,,233.7311944,1779618980.1966522,,1.1958048343658447,176,,,3242
1700.0,,234.5968905,1779618981.061913,,1.2043558359146118,177,,,3242
1710.0,,235.446604,1779618981.9120624,,1.1667048931121826,178,,,3242
1720.0,,236.3280972,1779618982.7921586,,1.192525029182434,179,,,3242
1730.0,,237.2017971,1779618983.6672556,,1.1879609823226929,180,,,3242
1740.0,,238.0784642,1779618984.5436795,,1.1518430709838867,181,,,3242
1750.0,1.473610520362854,250.4872158,1779618996.9517367,1.103868007659912,,182,,0.0007708228984017721,3242
1750.0,,250.5781578,1779618997.043612,,1.2123631238937378,183,,,3242
1760.0,,251.4355909,1779618997.9010487,,1.1848913431167603,184,,,3242
1770.0,,252.298817,1779618998.7641757,,1.1817975044250488,185,,,3242
1780.0,,253.1519007,1779618999.6173584,,1.1753480434417725,186,,,3242
1790.0,,254.0136014,1779619000.4790597,,1.1730999946594238,187,,,3242
1800.0,,254.8618685,1779619001.3273282,,1.1902137994766235,188,,,3242
1810.0,,255.716032,1779619002.1814625,,1.1690094470977783,189,,,3242
1820.0,,256.5995594,1779619003.0650165,,1.1666600704193115,190,,,3242
1830.0,,257.477865,1779619003.943323,,1.2045260667800903,191,,,3242
1840.0,,258.3547708,1779619004.8202288,,1.1782376766204834,192,,,3242
1850.0,,259.2309194,1779619005.6955853,,1.168106198310852,193,,,3242
1860.0,,260.1072507,1779619006.572652,,1.1857516765594482,194,,,3242
1870.0,,260.9844163,1779619007.4498742,,1.1477506160736084,195,,,3242
1880.0,,261.8589412,1779619008.3240156,,1.1570411920547485,196,,,3242
1890.0,,262.7534693,1779619009.2182639,,1.1903679370880127,197,,,3242
1900.0,,263.6189081,1779619010.0843635,,1.1550220251083374,198,,,3242
1910.0,,264.4841518,1779619010.949101,,1.1778010129928589,199,,,3242
1920.0,,265.3420003,1779619011.807457,,1.1538749933242798,200,,,3242
1930.0,,266.1999046,1779619012.664827,,1.1556888818740845,201,,,3242
1940.0,,267.0675274,1779619013.5325828,,1.16975998878479,202,,,3242
1950.0,,267.9432018,1779619014.407377,,1.1683876514434814,203,,,3242
1960.0,,268.7948316,1779619015.260286,,1.1622869968414307,204,,,3242
1970.0,,269.6580449,1779619016.1219952,,1.1371482610702515,205,,,3242
1980.0,,270.5209762,1779619016.986243,,1.1533875465393066,206,,,3242
1990.0,,271.3926404,1779619017.8580966,,1.1656854152679443,207,,,3242
2000.0,1.4687310457229614,284.0926782,1779619030.5581074,1.059720754623413,,208,,0.0007054142744895884,3242
2000.0,,284.1826881,1779619030.6479168,,1.1526405811309814,209,,,3242
2010.0,,285.0422593,1779619031.5069368,,1.178948163986206,210,,,3242
2020.0,,285.9059207,1779619032.3706214,,1.1505134105682373,211,,,3242
2030.0,,286.7959394,1779619033.2613964,,1.1191551685333252,212,,,3242
2040.0,,287.6712631,1779619034.13672,,1.1622085571289062,213,,,3242
2050.0,,288.5679355,1779619035.0333946,,1.1559497117996216,214,,,3242
2060.0,,289.4481218,1779619035.9135766,,1.1510287523269653,215,,,3242
2070.0,,290.3275108,1779619036.7929683,,1.1125884056091309,216,,,3242
2080.0,,291.2360833,1779619037.7015421,,1.1524090766906738,217,,,3242
2090.0,,292.1086692,1779619038.5741158,,1.1324018239974976,218,,,3242
2100.0,,292.9998036,1779619039.4649966,,1.1262270212173462,219,,,3242
2110.0,,293.8944669,1779619040.3599253,,1.138863444328308,220,,,3242
2120.0,,294.7635011,1779619041.2284186,,1.121602177619934,221,,,3242
2130.0,,295.6378479,1779619042.101739,,1.1429803371429443,222,,,3242
2140.0,,296.5125528,1779619042.9780135,,1.108910083770752,223,,,3242
2150.0,,297.3941838,1779619043.8596435,,1.1318786144256592,224,,,3242
2160.0,,298.3093533,1779619044.7741635,,1.129583716392517,225,,,3242
2170.0,,299.227459,1779619045.690795,,1.121599555015564,226,,,3242
2180.0,,300.1392725,1779619046.6042397,,1.1070281267166138,227,,,3242
2190.0,,301.0154843,1779619047.4808936,,1.1401759386062622,228,,,3242
2200.0,,301.9105939,1779619048.3760521,,1.1268795728683472,229,,,3242
2210.0,,302.8068077,1779619049.271772,,1.1020047664642334,230,,,3242
2220.0,,303.6825659,1779619050.1478164,,1.0921710729599,231,,,3242
2230.0,,304.5557904,1779619051.0217547,,1.1027288436889648,232,,,3242
2240.0,,305.4378533,1779619051.9032989,,1.1191117763519287,233,,,3242
2250.0,1.4744857549667358,318.2012224,1779619064.665487,1.011198878288269,,234,,0.0006360213829156177,3242
2250.0,,318.2915319,1779619064.7567725,,1.1277207136154175,235,,,3242
2260.0,,319.1642625,1779619065.6289165,,1.1254563331604004,236,,,3242
2270.0,,320.0334399,1779619066.4987578,,1.078061819076538,237,,,3242
2280.0,,320.9126679,1779619067.3779032,,1.0982526540756226,238,,,3242
2290.0,,321.7969007,1779619068.262358,,1.1139116287231445,239,,,3242
2300.0,,322.674477,1779619069.1394758,,1.0977119207382202,240,,,3242
2310.0,,323.539523,1779619070.0039797,,1.0900251865386963,241,,,3242
2320.0,,324.4109726,1779619070.8757534,,1.1038119792938232,242,,,3242
2330.0,,325.285084,1779619071.7502656,,1.0964529514312744,243,,,3242
2340.0,,326.1578502,1779619072.6233072,,1.0998926162719727,244,,,3242
2350.0,,327.0165583,1779619073.4819958,,1.0736041069030762,245,,,3242
2360.0,,327.8792568,1779619074.3447137,,1.0831495523452759,246,,,3242
2370.0,,328.750528,1779619075.2159858,,1.0811668634414673,247,,,3242
2380.0,,329.6127107,1779619076.0781713,,1.107000470161438,248,,,3242
2390.0,,330.4758929,1779619076.940351,,1.1073732376098633,249,,,3242
2400.0,,331.3419574,1779619077.8067183,,1.0971629619598389,250,,,3242
2410.0,,332.203883,1779619078.6688108,,1.0693159103393555,251,,,3242
2420.0,,333.0591726,1779619079.52355,,1.1126987934112549,252,,,3242
2430.0,,333.9212048,1779619080.3866367,,1.089768648147583,253,,,3242
2440.0,,334.7814985,1779619081.2467613,,1.091516137123108,254,,,3242
2450.0,,335.6415784,1779619082.106169,,1.0669009685516357,255,,,3242
2460.0,,336.5086403,1779619082.9740975,,1.078366994857788,256,,,3242
2470.0,,337.3675326,1779619083.8329904,,1.0635216236114502,257,,,3242
2480.0,,338.2288196,1779619084.6926813,,1.0711249113082886,258,,,3242
2490.0,,339.0843345,1779619085.5491438,,1.0826417207717896,259,,,3242
2500.0,1.4897058010101318,351.3296999,1779619097.7945962,0.9659860730171204,,260,,0.000564423209907245,3242
2500.0,,351.4185195,1779619097.8839788,,1.04345703125,261,,,3242
2510.0,,352.2757403,1779619098.7409804,,1.0246894359588623,262,,,3242
2520.0,,353.1323603,1779619099.5978181,,1.0701348781585693,263,,,3242
2530.0,,353.9818935,1779619100.447208,,1.0651901960372925,264,,,3242
2540.0,,354.8377872,1779619101.3017132,,1.0447152853012085,265,,,3242
2550.0,,355.690474,1779619102.1550267,,1.0623875856399536,266,,,3242
2560.0,,356.5420441,1779619103.00746,,1.063973307609558,267,,,3242
2570.0,,357.3966276,1779619103.862088,,1.058876395225525,268,,,3242
2580.0,,358.2585666,1779619104.7223995,,1.0320255756378174,269,,,3242
2590.0,,359.1283638,1779619105.5938218,,1.0352412462234497,270,,,3242
2600.0,,359.9818453,1779619106.4463365,,1.0475220680236816,271,,,3242
2610.0,,360.838205,1779619107.3036623,,1.0460734367370605,272,,,3242
2620.0,,361.6867657,1779619108.1522236,,1.0614873170852661,273,,,3242
2630.0,,362.5522366,1779619109.0171082,,1.042094111442566,274,,,3242
2640.0,,363.4136344,1779619109.8788095,,1.0520482063293457,275,,,3242
2650.0,,364.2677962,1779619110.732633,,1.0357754230499268,276,,,3242
2660.0,,365.1295259,1779619111.5949445,,1.0646564960479736,277,,,3242
2670.0,,365.9872809,1779619112.4521494,,1.0426596403121948,278,,,3242
2680.0,,366.8399994,1779619113.304456,,1.040647029876709,279,,,3242
2690.0,,367.6955298,1779619114.1609383,,1.0313186645507812,280,,,3242
2700.0,,368.5589326,1779619115.023904,,1.0135143995285034,281,,,3242
2710.0,,369.4110702,1779619115.8765187,,1.0411510467529297,282,,,3242
2720.0,,370.2787171,1779619116.7441452,,1.0287556648254395,283,,,3242
2730.0,,371.1487591,1779619117.6142168,,1.0515344142913818,284,,,3242
2740.0,,372.0132434,1779619118.4787004,,1.0585832595825195,285,,,3242
2750.0,1.5121220350265503,384.2432082,1779619130.7084653,0.9190894365310669,,286,,0.0004924552772419723,3242
2750.0,,384.3324311,1779619130.7978897,,1.0360060930252075,287,,,3242
2760.0,,385.1838913,1779619131.6483996,,1.0472122430801392,288,,,3242
2770.0,,386.0356838,1779619132.5011096,,1.0293519496917725,289,,,3242
2780.0,,386.8903261,1779619133.3552067,,1.0459932088851929,290,,,3242
2790.0,,387.7503061,1779619134.2155547,,1.0487157106399536,291,,,3242
2800.0,,388.6074371,1779619135.071868,,1.0210503339767456,292,,,3242
2810.0,,389.4646419,1779619135.930099,,1.014397382736206,293,,,3242
2820.0,,390.3307249,1779619136.795631,,1.0600934028625488,294,,,3242
2830.0,,391.1867311,1779619137.6513991,,1.018560528755188,295,,,3242
2840.0,,392.0363277,1779619138.501785,,1.0103940963745117,296,,,3242
2850.0,,392.883849,1779619139.3498132,,1.013488531112671,297,,,3242
2860.0,,393.7358069,1779619140.2012646,,0.9962443113327026,298,,,3242
2870.0,,394.5976137,1779619141.0630708,,1.0085690021514893,299,,,3242
2880.0,,395.4498515,1779619141.9150085,,1.0460712909698486,300,,,3242
2890.0,,396.3108031,1779619142.7751384,,1.0094630718231201,301,,,3242
2900.0,,397.1592595,1779619143.624715,,1.0417201519012451,302,,,3242
2910.0,,398.0088195,1779619144.4742699,,1.0320394039154053,303,,,3242
2920.0,,398.8600511,1779619145.3244638,,1.0417954921722412,304,,,3242
2930.0,,399.7129227,1779619146.1779656,,0.9997597336769104,305,,,3242
2940.0,,400.5708964,1779619147.0361915,,1.0235154628753662,306,,,3242
2950.0,,401.4363071,1779619147.901094,,0.9973414540290833,307,,,3242
2960.0,,402.2975178,1779619148.762903,,1.0135111808776855,308,,,3242
2970.0,,403.1468662,1779619149.6117964,,1.0205978155136108,309,,,3242
2980.0,,404.0043823,1779619150.469841,,0.9995884299278259,310,,,3242
2990.0,,404.8535483,1779619151.3189394,,1.0171380043029785,311,,,3242
3000.0,1.5285879373550415,417.3964697,1779619163.8613808,0.8756815195083618,,312,,0.0004219625860160354,3242
3000.0,,417.4941768,1779619163.959006,,1.0145636796951294,313,,,3242
3010.0,,418.4396953,1779619164.904154,,1.0045541524887085,314,,,3242
3020.0,,419.3383033,1779619165.8037412,,1.0055139064788818,315,,,3242
3030.0,,420.2243291,1779619166.688616,,0.9922242760658264,316,,,3242
3040.0,,421.1437729,1779619167.6092317,,0.9924854040145874,317,,,3242
3050.0,,422.0955534,1779619168.5604768,,0.9675136208534241,318,,,3242
3060.0,,423.0272499,1779619169.492619,,0.9975818991661072,319,,,3242
3070.0,,423.9125036,1779619170.3769584,,1.0011506080627441,320,,,3242
3080.0,,424.8079717,1779619171.2731557,,0.9788830280303955,321,,,3242
3090.0,,425.7070212,1779619172.1724794,,0.978363573551178,322,,,3242
3100.0,,426.6295515,1779619173.0950086,,0.9974641799926758,323,,,3242
3110.0,,427.592862,1779619174.0583186,,1.0053621530532837,324,,,3242
3120.0,,428.614708,1779619175.0801668,,0.9997530579566956,325,,,3242
3130.0,,429.5724338,1779619176.0369942,,0.984462559223175,326,,,3242
3140.0,,430.4557845,1779619176.9212425,,0.9698815941810608,327,,,3242
3150.0,,431.3494346,1779619177.814895,,0.9710822701454163,328,,,3242
3160.0,,432.2601781,1779619178.7256386,,0.9762930274009705,329,,,3242
3170.0,,433.1617188,1779619179.6266177,,0.9836719632148743,330,,,3242
3180.0,,434.0514003,1779619180.5166016,,0.9878697395324707,331,,,3242
3190.0,,434.9371091,1779619181.4020684,,0.9746649265289307,332,,,3242
3200.0,,435.8165599,1779619182.281355,,0.9681577086448669,333,,,3242
3210.0,,436.7012482,1779619183.1672125,,0.9459493160247803,334,,,3242
3220.0,,437.5934712,1779619184.0589275,,0.9703325629234314,335,,,3242
3230.0,,438.5696168,1779619185.0350552,,0.9780543446540833,336,,,3242
3240.0,,439.5484508,1779619186.01378,,0.9682373404502869,337,,,3242
3250.0,1.5549603700637817,452.0910206,1779619198.556475,0.8309653401374817,,338,,0.00035475231739709885,3242
3250.0,,452.1840263,1779619198.6494837,,0.9772815108299255,339,,,3242
3260.0,,453.0423252,1779619199.5071442,,0.9424241781234741,340,,,3242
3270.0,,453.9006239,1779619200.3657846,,0.9644407033920288,341,,,3242
3280.0,,454.7643232,1779619201.2296207,,0.9799265265464783,342,,,3242
3290.0,,455.6348233,1779619202.1002805,,0.9833954572677612,343,,,3242
3300.0,,456.4950664,1779619202.9605234,,0.9404348731040955,344,,,3242
3310.0,,457.3693084,1779619203.8339636,,0.9909422397613525,345,,,3242
3320.0,,458.265473,1779619204.730927,,0.9388344883918762,346,,,3242
3330.0,,459.1628487,1779619205.627982,,0.9477803707122803,347,,,3242
3340.0,,460.0695294,1779619206.5348554,,0.9711359739303589,348,,,3242
3350.0,,460.9886575,1779619207.454058,,0.9592883586883545,349,,,3242
3360.0,,461.9176822,1779619208.382944,,0.9589686989784241,350,,,3242
3370.0,,462.8203973,1779619209.2858524,,0.9589079022407532,351,,,3242
3380.0,,463.6894594,1779619210.1549156,,0.9458475708961487,352,,,3242
3390.0,,464.554432,1779619211.01982,,0.9428116679191589,353,,,3242
3400.0,,465.4206317,1779619211.8860927,,0.9791402816772461,354,,,3242
3410.0,,466.3042747,1779619212.769733,,0.9423319101333618,355,,,3242
3420.0,,467.1993476,1779619213.663793,,0.9394275546073914,356,,,3242
3430.0,,468.0899134,1779619214.5553713,,0.9491151571273804,357,,,3242
3440.0,,468.9687893,1779619215.4342465,,0.9583690166473389,358,,,3242
3450.0,,469.8447878,1779619216.3102443,,0.9415382146835327,359,,,3242
3460.0,,470.7138298,1779619217.1783037,,0.9465867877006531,360,,,3242
3470.0,,471.597735,1779619218.0620582,,0.9574527740478516,361,,,3242
3480.0,,472.4867267,1779619218.9521844,,0.9478743672370911,362,,,3242
3490.0,,473.3868766,1779619219.8523026,,0.9432457089424133,363,,,3242
3500.0,1.5782802104949951,485.5904846,1779619232.0554965,0.7889050841331482,,364,,0.0002925475029450237,3242
3500.0,,485.6805786,1779619232.146049,,0.930130660533905,365,,,3242
3510.0,,486.5631802,1779619233.0286381,,0.912238359451294,366,,,3242
