train/step_loss,lr,_step,_timestamp,Sample Generation,iter,_runtime,train/loss,val/loss,seed
1.885846734046936,,35,1779624597.933054,,330.0,53.1738407,,,3242
1.8822723627090454,,36,1779624598.814639,,340.0,54.0554209,,,3242
1.861697793006897,,37,1779624599.7073112,,350.0,54.9480921,,,3242
1.864730715751648,,38,1779624600.592001,,360.0,55.8322776,,,3242
1.8040255308151245,,39,1779624601.491447,,370.0,56.732397399999996,,,3242
1.7705390453338623,,40,1779624602.3782356,,380.0,57.6190213,,,3242
1.8104963302612305,,41,1779624603.2795012,,390.0,58.5202843,,,3242
1.7566323280334473,,42,1779624604.1794314,,400.0,59.4207036,,,3242
1.727393388748169,,43,1779624605.0731778,,410.0,60.3140033,,,3242
1.7151515483856201,,44,1779624605.9538882,,420.0,61.1952396,,,3242
1.7021733522415161,,45,1779624606.8445358,,430.0,62.0853684,,,3242
1.6688123941421509,,46,1779624607.7271812,,440.0,62.9681226,,,3242
1.667293667793274,,47,1779624608.6181686,,450.0,63.858953,,,3242
1.6885865926742554,,48,1779624609.5121114,,460.0,64.7532523,,,3242
1.6713922023773193,,49,1779624610.4031613,,470.0,65.6439632,,,3242
1.667544960975647,,50,1779624611.2959383,,480.0,66.5367236,,,3242
1.6435837745666504,,51,1779624612.1902332,,490.0,67.4310172,,,3242
,0.0009852826883675631,52,1779624624.6245492,,500.0,79.865641,1.5429000854492188,1.7406752109527588,3242
1.5979396104812622,,53,1779624624.718148,,500.0,79.958933,,,3242
1.6103588342666626,,54,1779624625.6077206,,510.0,80.8485224,,,3242
1.5902787446975708,,55,1779624626.4912515,,520.0,81.7323173,,,3242
1.5815701484680176,,56,1779624627.3886676,,530.0,82.6294525,,,3242
1.5682482719421387,,57,1779624628.2791417,,540.0,83.5206176,,,3242
1.5807298421859741,,58,1779624629.176224,,550.0,84.4180498,,,3242
1.5219461917877197,,59,1779624630.069506,,560.0,85.3114066,,,3242
1.533685326576233,,60,1779624630.9592204,,570.0,86.2000023,,,3242
1.5292505025863647,,61,1779624631.843931,,580.0,87.0849876,,,3242
1.5391154289245605,,62,1779624632.727015,,590.0,87.968799,,,3242
1.5044820308685303,,63,1779624633.627495,,600.0,88.8687233,,,3242
1.5294091701507568,,64,1779624634.5241067,,610.0,89.7649865,,,3242
1.4806522130966187,,65,1779624635.4211156,,620.0,90.6618995,,,3242
1.5054972171783447,,66,1779624636.319409,,630.0,91.5604548,,,3242
1.4792238473892212,,67,1779624637.2093377,,640.0,92.4501558,,,3242
1.4858418703079224,,68,1779624638.094712,,650.0,93.3363096,,,3242
1.473608136177063,,69,1779624638.9867666,,660.0,94.2281976,,,3242
1.4552843570709229,,70,1779624639.8862324,,670.0,95.1270136,,,3242
1.4723098278045654,,71,1779624640.779303,,680.0,96.0200855,,,3242
1.454954981803894,,72,1779624641.6701398,,690.0,96.910921,,,3242
1.4782013893127441,,73,1779624642.5605063,,700.0,97.8012906,,,3242
1.4425678253173828,,74,1779624643.45078,,710.0,98.6919476,,,3242
1.411747932434082,,75,1779624644.348417,,720.0,99.5899769,,,3242
1.438748836517334,,76,1779624645.2454507,,730.0,100.4863277,,,3242
1.4202826023101807,,77,1779624646.1328282,,740.0,101.3755459,,,3242
,0.0009614856803571157,78,1779624658.4748235,,750.0,113.7157177,1.3580353260040283,1.5913199186325073,3242
1.4569960832595825,,79,1779624658.5671961,,750.0,113.8087675,,,3242
1.4216549396514893,,80,1779624659.4601407,,760.0,114.7015223,,,3242
1.4020090103149414,,81,1779624660.3437,,770.0,115.5844847,,,3242
1.3887919187545776,,82,1779624661.250698,,780.0,116.4920184,,,3242
1.420678734779358,,83,1779624662.1442199,,790.0,117.3850049,,,3242
1.4271849393844604,,84,1779624663.038254,,800.0,118.2791581,,,3242
1.40969717502594,,85,1779624663.925154,,810.0,119.1661074,,,3242
1.4285356998443604,,86,1779624664.8212774,,820.0,120.0622436,,,3242
1.4157673120498657,,87,1779624665.717915,,830.0,120.9588288,,,3242
1.399062991142273,,88,1779624666.6036139,,840.0,121.8442824,,,3242
1.3893964290618896,,89,1779624667.4997902,,850.0,122.74057379999999,,,3242
1.3846616744995117,,90,1779624668.3891487,,860.0,123.6306955,,,3242
1.3637903928756714,,91,1779624669.2866054,,870.0,124.5277749,,,3242
1.3539267778396606,,92,1779624670.1710563,,880.0,125.4124249,,,3242
1.3615084886550903,,93,1779624671.0556493,,890.0,126.2964362,,,3242
1.3564999103546143,,94,1779624671.9586184,,900.0,127.1993988,,,3242
1.3837462663650513,,95,1779624672.8542936,,910.0,128.0949318,,,3242
1.3776304721832275,,96,1779624673.7462537,,920.0,128.9878548,,,3242
1.3575592041015625,,97,1779624674.6447597,,930.0,129.8855422,,,3242
1.3560642004013062,,98,1779624675.5387766,,940.0,130.7801251,,,3242
1.3366936445236206,,99,1779624676.431837,,950.0,131.6728857,,,3242
1.3373525142669678,,100,1779624677.328475,,960.0,132.5692683,,,3242
1.332977533340454,,101,1779624678.217785,,970.0,133.4586722,,,3242
1.2974447011947632,,102,1779624679.1173227,,980.0,134.3584039,,,3242
1.3201088905334473,,103,1779624680.010547,,990.0,135.251329,,,3242
,0.0009271396472013282,104,1779624692.3837366,,1000.0,147.6254048,1.2652982473373413,1.5121777057647705,3242
1.3353992700576782,,105,1779624692.4773283,,1000.0,147.7183449,,,3242
1.333120346069336,,106,1779624693.3708556,,1010.0,148.6122214,,,3242
1.3449870347976685,,107,1779624694.2572775,,1020.0,149.4980597,,,3242
1.3382987976074219,,108,1779624695.1479933,,1030.0,150.3896733,,,3242
1.3261841535568237,,109,1779624696.0374372,,1040.0,151.2782177,,,3242
1.325385570526123,,110,1779624696.927275,,1050.0,152.168508,,,3242
1.319923996925354,,111,1779624697.8208838,,1060.0,153.0616651,,,3242
1.3287394046783447,,112,1779624698.7201874,,1070.0,153.9609683,,,3242
1.2871794700622559,,113,1779624699.61412,,1080.0,154.8551703,,,3242
1.3131428956985474,,114,1779624700.513055,,1090.0,155.7538372,,,3242
1.29546058177948,,115,1779624701.3974824,,1100.0,156.6382651,,,3242
1.2915103435516357,,116,1779624702.2869453,,1110.0,157.5279475,,,3242
1.2866997718811035,,117,1779624703.1815498,,1120.0,158.422419,,,3242
1.287892460823059,,118,1779624704.0767307,,1130.0,159.3175129,,,3242
1.2876973152160645,,119,1779624704.9775038,,1140.0,160.2183143,,,3242
1.2718926668167114,,120,1779624705.874643,,1150.0,161.1157815,,,3242
1.2945302724838257,,121,1779624706.7673638,,1160.0,162.008231,,,3242
1.3016349077224731,,122,1779624707.6542232,,1170.0,162.8959929,,,3242
1.2836326360702515,,123,1779624708.558305,,1180.0,163.7996043,,,3242
1.3000224828720093,,124,1779624709.459552,,1190.0,164.7011068,,,3242
1.28252112865448,,125,1779624710.352961,,1200.0,165.5937457,,,3242
1.290257215499878,,126,1779624711.250629,,1210.0,166.4914113,,,3242
1.2757153511047363,,127,1779624712.145886,,1220.0,167.3866664,,,3242
1.254130244255066,,128,1779624713.0367446,,1230.0,168.2775256,,,3242
1.253702163696289,,129,1779624713.9397953,,1240.0,169.1806321,,,3242
,0.000883125098683892,130,1779624726.3470314,,1250.0,181.5888281,1.2004284858703613,1.4850854873657227,3242
1.290158748626709,,131,1779624726.4421716,,1250.0,181.6829548,,,3242
1.2722139358520508,,132,1779624727.337281,,1260.0,182.5782956,,,3242
1.2944974899291992,,133,1779624728.2283578,,1270.0,183.4693594,,,3242
1.2585381269454956,,134,1779624729.1237056,,1280.0,184.3646052,,,3242
1.271805763244629,,135,1779624730.0145636,,1290.0,185.2553588,,,3242
1.2355700731277466,,136,1779624730.9076612,,1300.0,186.1490049,,,3242
1.2616288661956787,,137,1779624731.7981224,,1310.0,187.0389043,,,3242
1.2493711709976196,,138,1779624732.6938019,,1320.0,187.9348594,,,3242
1.2524592876434326,,139,1779624733.5851896,,1330.0,188.8260462,,,3242
1.2546054124832153,,140,1779624734.4818995,,1340.0,189.7227047,,,3242
1.241004228591919,,141,1779624735.3903656,,1350.0,190.6318277,,,3242
1.236859679222107,,142,1779624736.294199,,1360.0,191.5356787,,,3242
1.2410132884979248,,143,1779624737.1883383,,1370.0,192.4291397,,,3242
1.2664798498153687,,144,1779624738.085226,,1380.0,193.3266776,,,3242
1.23640775680542,,145,1779624738.9802296,,1390.0,194.2217436,,,3242
1.2271125316619873,,146,1779624739.870407,,1400.0,195.1120872,,,3242
1.2464357614517212,,147,1779624740.7736392,,1410.0,196.0150394,,,3242
1.2322945594787598,,148,1779624741.6688042,,1420.0,196.909678,,,3242
1.2248246669769287,,149,1779624742.5599604,,1430.0,197.8013064,,,3242
1.237000823020935,,150,1779624743.4560678,,1440.0,198.697477,,,3242
1.2300623655319214,,151,1779624744.3470278,,1450.0,199.5878091,,,3242
1.2282240390777588,,152,1779624745.248074,,1460.0,200.4890763,,,3242
1.2252172231674194,,153,1779624746.1461034,,1470.0,201.3877882,,,3242
1.2259536981582642,,154,1779624747.0450017,,1480.0,202.286671,,,3242
1.2195079326629639,,155,1779624747.9384172,,1490.0,203.1795534,,,3242
,0.0008305704108364302,156,1779624760.363412,,1500.0,215.6041297,1.1486510038375854,1.46592378616333,3242
1.1953775882720947,,157,1779624760.457217,,1500.0,215.6979996,,,3242
1.2343765497207642,,158,1779624761.346643,,1510.0,216.5876877,,,3242
1.1894060373306274,,159,1779624762.2407093,,1520.0,217.4824733,,,3242
1.2275575399398804,,160,1779624763.1438732,,1530.0,218.3853063,,,3242
1.2246025800704956,,161,1779624764.037058,,1540.0,219.2779007,,,3242
1.2195559740066528,,162,1779624764.9269626,,1550.0,220.1685081,,,3242
1.2169651985168457,,163,1779624765.8189778,,1560.0,221.059857,,,3242
1.2114646434783936,,164,1779624766.7080257,,1570.0,221.9493941,,,3242
1.2130117416381836,,165,1779624767.599392,,1580.0,222.8403721,,,3242
1.1826074123382568,,166,1779624768.4912724,,1590.0,223.7324483,,,3242
1.1874728202819824,,167,1779624769.391484,,1600.0,224.6331023,,,3242
1.1962215900421143,,168,1779624770.2846575,,1610.0,225.5254402,,,3242
1.1937673091888428,,169,1779624771.1806376,,1620.0,226.4219297,,,3242
1.2131770849227905,,170,1779624772.080174,,1630.0,227.3209573,,,3242
1.1913859844207764,,171,1779624772.9621468,,1640.0,228.2029307,,,3242
1.1767107248306274,,172,1779624773.8615282,,1650.0,229.1023271,,,3242
1.2269580364227295,,173,1779624774.7440686,,1660.0,229.9848522,,,3242
1.1868574619293213,,174,1779624775.6491516,,1670.0,230.8899366,,,3242
1.1820554733276367,,175,1779624776.5493665,,1680.0,231.7909069,,,3242
1.1883412599563599,,176,1779624777.4343843,,1690.0,232.6754487,,,3242
1.1877610683441162,,177,1779624778.333749,,1700.0,233.5746576,,,3242
1.1633644104003906,,178,1779624779.328684,,1710.0,234.5695263,,,3242
1.1870899200439453,,179,1779624780.2602143,,1720.0,235.5009946,,,3242
1.1809091567993164,,180,1779624781.1565166,,1730.0,236.3976134,,,3242
1.1527150869369507,,181,1779624782.0514174,,1740.0,237.2922017,,,3242
,0.0007708228984017721,182,1779624794.5915134,,1750.0,249.8331827,1.1016196012496948,1.4719815254211426,3242
1.2081080675125122,,183,1779624794.6860526,,1750.0,249.9275941,,,3242
1.1784168481826782,,184,1779624795.6334825,,1760.0,250.8745118,,,3242
1.172562599182129,,185,1779624796.6161,,1770.0,251.8568864,,,3242
1.1770787239074707,,186,1779624797.5303307,,1780.0,252.7717627,,,3242
1.1653188467025757,,187,1779624798.4654522,,1790.0,253.7062339,,,3242
1.187199592590332,,188,1779624799.4252467,,1800.0,254.6660278,,,3242
1.16719388961792,,189,1779624800.4110994,,1810.0,255.6519718,,,3242
1.163698673248291,,190,1779624801.321484,,1820.0,256.5622924,,,3242
1.1994115114212036,,191,1779624802.3037207,,1830.0,257.5451751,,,3242
1.1669201850891113,,192,1779624803.2613378,,1840.0,258.50212,,,3242
1.1616719961166382,,193,1779624804.2066174,,1850.0,259.4480284,,,3242
1.1733976602554321,,194,1779624805.1168926,,1860.0,260.3579194,,,3242
1.1420258283615112,,195,1779624806.0277224,,1870.0,261.2687497,,,3242
1.1519232988357544,,196,1779624806.9336164,,1880.0,262.1744543,,,3242
1.174673318862915,,197,1779624807.849238,,1890.0,263.0900995,,,3242
1.1428344249725342,,198,1779624808.756124,,1900.0,263.9969077,,,3242
1.1616485118865967,,199,1779624809.6585472,,1910.0,264.8995183,,,3242
1.1426396369934082,,200,1779624810.574397,,1920.0,265.8152557,,,3242
1.1444895267486572,,201,1779624811.489452,,1930.0,266.7308426,,,3242
1.1701481342315674,,202,1779624812.4008863,,1940.0,267.6416683,,,3242
1.168410301208496,,203,1779624813.307638,,1950.0,268.5493196,,,3242
1.1591432094573975,,204,1779624814.2172773,,1960.0,269.4581159,,,3242
1.1256729364395142,,205,1779624815.119663,,1970.0,270.3614654,,,3242
1.1425843238830566,,206,1779624816.0233388,,1980.0,271.2641234,,,3242
1.1600514650344849,,207,1779624816.9205282,,1990.0,272.1622301,,,3242
,0.0007054142744895884,208,1779624829.4443433,,2000.0,284.6850949,1.0540491342544556,1.4655362367630005,3242
1.1438322067260742,,209,1779624829.5388675,,2000.0,284.779751,,,3242
1.1731904745101929,,210,1779624830.4958146,,2010.0,285.7365964,,,3242
1.147581696510315,,211,1779624831.3948724,,2020.0,286.635653,,,3242
1.1189481019973755,,212,1779624832.3021917,,2030.0,287.5435322,,,3242
1.1534215211868286,,213,1779624833.1968057,,2040.0,288.4378573,,,3242
1.1444742679595947,,214,1779624834.0994925,,2050.0,289.3404616,,,3242
1.1370184421539307,,215,1779624835.0476809,,2060.0,290.289519,,,3242
1.1043360233306885,,216,1779624835.9909112,,2070.0,291.231696,,,3242
1.1467612981796265,,217,1779624836.891143,,2080.0,292.131944,,,3242
1.1242105960845947,,218,1779624837.7963707,,2090.0,293.0371535,,,3242
1.1228272914886475,,219,1779624838.6965756,,2100.0,293.9382232,,,3242
1.1427109241485596,,220,1779624839.597572,,2110.0,294.838354,,,3242
1.1151726245880127,,221,1779624840.6086547,,2120.0,295.8498801,,,3242
1.142081379890442,,222,1779624841.5161557,,2130.0,296.7574314,,,3242
1.1037331819534302,,223,1779624842.4232538,,2140.0,297.6640378,,,3242
1.1156790256500244,,224,1779624843.3299634,,2150.0,298.5707476,,,3242
1.121343731880188,,225,1779624844.239161,,2160.0,299.4800372,,,3242
1.1179327964782715,,226,1779624845.195917,,2170.0,300.4374813,,,3242
1.0994176864624023,,227,1779624846.1492546,,2180.0,301.3900385,,,3242
1.142804503440857,,228,1779624847.0599785,,2190.0,302.3013108,,,3242
1.1133383512496948,,229,1779624847.965807,,2200.0,303.2069259,,,3242
1.095208764076233,,230,1779624848.8751256,,2210.0,304.1159815,,,3242
1.0849368572235107,,231,1779624849.7902656,,2220.0,305.0320038,,,3242
1.0969138145446777,,232,1779624850.7336566,,2230.0,305.9745726,,,3242
1.1085277795791626,,233,1779624851.7466,,2240.0,306.9877209,,,3242
,0.0006360213829156177,234,1779624864.288421,,2250.0,319.5297508,1.0076555013656616,1.4813995361328125,3242
1.1301777362823486,,235,1779624864.3832908,,2250.0,319.6242934,,,3242
1.1215481758117676,,236,1779624865.2826095,,2260.0,320.5234526,,,3242
1.0705536603927612,,237,1779624866.1807764,,2270.0,321.4215581,,,3242
1.0837137699127197,,238,1779624867.0819373,,2280.0,322.3228206,,,3242
1.1038086414337158,,239,1779624867.9930966,,2290.0,323.2346526,,,3242
1.098320722579956,,240,1779624868.9097142,,2300.0,324.1504189,,,3242
1.0826711654663086,,241,1779624869.8056867,,2310.0,325.0464737,,,3242
1.088724970817566,,242,1779624870.7163682,,2320.0,325.9571536,,,3242
1.0903204679489136,,243,1779624871.616491,,2330.0,326.8572778,,,3242
1.0862661600112915,,244,1779624872.5176983,,2340.0,327.7584817,,,3242
1.062999963760376,,245,1779624873.4221954,,2350.0,328.6629774,,,3242
1.076267957687378,,246,1779624874.3177474,,2360.0,329.5585318,,,3242
1.0762051343917847,,247,1779624875.2140596,,2370.0,330.4548424,,,3242
1.1045893430709839,,248,1779624876.1053085,,2380.0,331.3462514,,,3242
1.0973198413848877,,249,1779624877.0040066,,2390.0,332.2453252,,,3242
1.0901590585708618,,250,1779624877.911235,,2400.0,333.1521012,,,3242
1.0600861310958862,,251,1779624878.8105206,,2410.0,334.0513787,,,3242
1.1050395965576172,,252,1779624879.7030346,,2420.0,334.9443593,,,3242
1.0772138833999634,,253,1779624880.597846,,2430.0,335.838866,,,3242
1.084327220916748,,254,1779624881.4940178,,2440.0,336.735031,,,3242
1.056882619857788,,255,1779624882.3867126,,2450.0,337.6280648,,,3242
1.0666142702102661,,256,1779624883.3017514,,2460.0,338.5435321,,,3242
1.0600223541259766,,257,1779624884.194439,,2470.0,339.4360963,,,3242
1.067021369934082,,258,1779624885.0817578,,2480.0,340.3226831,,,3242
1.076277256011963,,259,1779624885.9776878,,2490.0,341.2193469,,,3242
,0.000564423209907245,260,1779624898.4075665,,2500.0,353.6490024,0.9608336687088013,1.4895641803741455,3242
1.0424143075942993,,261,1779624898.501295,,2500.0,353.7420785,,,3242
1.025050401687622,,262,1779624899.3943162,,2510.0,354.6352539,,,3242
1.0706230401992798,,263,1779624900.2892153,,2520.0,355.5300229,,,3242
1.0469515323638916,,264,1779624901.1862364,,2530.0,356.4272047,,,3242
1.0404167175292969,,265,1779624902.0796018,,2540.0,357.320425,,,3242
1.0540601015090942,,266,1779624902.9731035,,2550.0,358.2147667,,,3242
1.0581998825073242,,267,1779624903.8675528,,2560.0,359.1083357,,,3242
1.0567891597747803,,268,1779624904.777018,,2570.0,360.0178229,,,3242
1.0302895307540894,,269,1779624905.6744428,,2580.0,360.9152252,,,3242
1.0338518619537354,,270,1779624906.577575,,2590.0,361.8183571,,,3242
1.0355143547058105,,271,1779624907.463164,,2600.0,362.7039473,,,3242
1.034917950630188,,272,1779624908.362674,,2610.0,363.6038404,,,3242
1.0528311729431152,,273,1779624909.2560322,,2620.0,364.4963089,,,3242
1.041223168373108,,274,1779624910.151344,,2630.0,365.3921265,,,3242
1.0349500179290771,,275,1779624911.0504234,,2640.0,366.2918908,,,3242
1.0278888940811157,,276,1779624911.944549,,2650.0,367.1858907,,,3242
1.0611191987991333,,277,1779624912.844741,,2660.0,368.0857689,,,3242
1.026731252670288,,278,1779624913.735933,,2670.0,368.9767185,,,3242
1.0352087020874023,,279,1779624914.6305633,,2680.0,369.8714049,,,3242
1.0172514915466309,,280,1779624915.5264997,,2690.0,370.7680797,,,3242
1.0138827562332153,,281,1779624916.4178479,,2700.0,371.6591437,,,3242
1.0249290466308594,,282,1779624917.315747,,2710.0,372.5565875,,,3242
1.0324575901031494,,283,1779624918.2061713,,2720.0,373.4485098,,,3242
1.0417537689208984,,284,1779624919.0997488,,2730.0,374.3400255,,,3242
1.045791745185852,,285,1779624919.9992793,,2740.0,375.2402996,,,3242
,0.0004924552772419723,286,1779624932.406191,,2750.0,387.6481846,0.9115497469902039,1.5137033462524414,3242
1.0307890176773071,,287,1779624932.500959,,2750.0,387.7417407,,,3242
1.036134123802185,,288,1779624933.3911307,,2760.0,388.6325498,,,3242
1.018354892730713,,289,1779624934.2840137,,2770.0,389.5247973,,,3242
1.0365819931030273,,290,1779624935.180587,,2780.0,390.4216612,,,3242
1.0356807708740234,,291,1779624936.0853195,,2790.0,391.3269785,,,3242
1.0133882761001587,,292,1779624936.9775796,,2800.0,392.2191566,,,3242
1.0098401308059692,,293,1779624937.8775773,,2810.0,393.1183969,,,3242
1.0517385005950928,,294,1779624938.7690847,,2820.0,394.0100295,,,3242
1.0093841552734375,,295,1779624939.667386,,2830.0,394.9081705,,,3242
1.0028424263000488,,296,1779624940.555086,,2840.0,395.7963486,,,3242
1.0046278238296509,,297,1779624941.453648,,2850.0,396.6946915,,,3242
0.9806811213493347,,298,1779624942.3534603,,2860.0,397.5942405,,,3242
0.9953739047050476,,299,1779624943.246014,,2870.0,398.4870956,,,3242
1.0365756750106812,,300,1779624944.1414542,,2880.0,399.3822391,,,3242
1.0018202066421509,,301,1779624945.0404148,,2890.0,400.2814882,,,3242
1.0340304374694824,,302,1779624945.932571,,2900.0,401.1733569,,,3242
1.025252342224121,,303,1779624946.8346982,,2910.0,402.0764855,,,3242
1.0256279706954956,,304,1779624947.7279043,,2920.0,402.9686912,,,3242
0.9893420934677124,,305,1779624948.7154124,,2930.0,403.9568643,,,3242
1.0174609422683716,,306,1779624949.6781666,,2940.0,404.9189471,,,3242
0.9861548542976379,,307,1779624950.6207979,,2950.0,405.8624347,,,3242
1.013175129890442,,308,1779624951.579219,,2960.0,406.8202164,,,3242
1.0201499462127686,,309,1779624952.4934464,,2970.0,407.7342285,,,3242
0.9925150871276855,,310,1779624953.4428594,,2980.0,408.6844485,,,3242
1.0052976608276367,,311,1779624954.3866117,,2990.0,409.628408,,,3242
,0.0004219625860160354,312,1779624966.9893873,,3000.0,422.2303853,0.8707605004310608,1.5263019800186157,3242
0.9998577833175659,,313,1779624967.0850897,,3000.0,422.3262635,,,3242
0.9974492192268372,,314,1779624967.9848526,,3010.0,423.2256359,,,3242
0.9873981475830078,,315,1779624968.8819294,,3020.0,424.1229602,,,3242
0.9998731017112732,,316,1779624969.7813823,,3030.0,425.022166,,,3242
0.9896304607391357,,317,1779624970.6892037,,3040.0,425.9299869,,,3242
0.9716801643371582,,318,1779624971.637808,,3050.0,426.8787653,,,3242
0.9879434108734131,,319,1779624972.547108,,3060.0,427.7884293,,,3242
0.9961418509483337,,320,1779624973.5052214,,3070.0,428.7466549,,,3242
0.9771101474761963,,321,1779624974.4118848,,3080.0,429.6533557,,,3242
0.9699471592903137,,322,1779624975.3142943,,3090.0,430.5550775,,,3242
0.9768988490104675,,323,1779624976.2167141,,3100.0,431.457502,,,3242
1.002849817276001,,324,1779624977.1189935,,3110.0,432.359777,,,3242
0.9940837025642395,,325,1779624978.0221636,,3120.0,433.2629453,,,3242
0.9755437970161438,,326,1779624979.033141,,3130.0,434.275078,,,3242
0.9655829668045044,,327,1779624979.934383,,3140.0,435.1755096,,,3242
0.9790342450141907,,328,1779624980.8385222,,3150.0,436.0797169,,,3242
0.961876392364502,,329,1779624981.7333865,,3160.0,436.9743643,,,3242
0.9752988219261169,,330,1779624982.631007,,3170.0,437.8724679,,,3242
0.9860944151878357,,331,1779624983.53521,,3180.0,438.7764798,,,3242
0.9794406890869141,,332,1779624984.443911,,3190.0,439.6848478,,,3242
0.9617785811424255,,333,1779624985.3479998,,3200.0,440.5892263,,,3242
0.936825156211853,,334,1779624986.259233,,3210.0,441.5004982,,,3242
0.9649975895881653,,335,1779624987.165445,,3220.0,442.4062545,,,3242
0.971177875995636,,336,1779624988.0602672,,3230.0,443.301436,,,3242
0.9547680020332336,,337,1779624988.9646895,,3240.0,444.2055679,,,3242
,0.00035475231739709885,338,1779625001.393055,,3250.0,456.634727,0.8244380354881287,1.5535742044448853,3242
0.9771097898483276,,339,1779625001.4888308,,3250.0,456.7296114,,,3242
0.9388667941093445,,340,1779625002.382126,,3260.0,457.6229097,,,3242
0.9481859803199768,,341,1779625003.299808,,3270.0,458.5412258,,,3242
0.961814284324646,,342,1779625004.214614,,3280.0,459.4553966,,,3242
0.9741901159286499,,343,1779625005.1221056,,3290.0,460.3631285,,,3242
0.9324518442153931,,344,1779625006.0235,,3300.0,461.2643793,,,3242
0.9862197041511536,,345,1779625006.9153998,,3310.0,462.1569184,,,3242
0.9393030405044556,,346,1779625007.8162625,,3320.0,463.0571148,,,3242
0.9460179209709167,,347,1779625008.7069955,,3330.0,463.9478078,,,3242
0.9521945714950562,,348,1779625009.6072068,,3340.0,464.848119,,,3242
0.9507219791412354,,349,1779625010.5085378,,3350.0,465.7494271,,,3242
0.9528228044509888,,350,1779625011.4118648,,3360.0,466.6540906,,,3242
0.9520860314369202,,351,1779625012.306106,,3370.0,467.5468884,,,3242
0.9511790871620178,,352,1779625013.2017055,,3380.0,468.4424899,,,3242
0.9303959608078003,,353,1779625014.106106,,3390.0,469.3478892,,,3242
0.9721255898475647,,354,1779625015.0055187,,3400.0,470.2468995,,,3242
0.9301339983940125,,355,1779625015.9001422,,3410.0,471.1412075,,,3242
0.9386920928955078,,356,1779625016.7963932,,3420.0,472.0372239,,,3242
0.9529455900192261,,357,1779625017.6989796,,3430.0,472.9397633,,,3242
0.9523565769195557,,358,1779625018.588878,,3440.0,473.8306148,,,3242
0.9400062561035156,,359,1779625019.487833,,3450.0,474.7286146,,,3242
0.9448997974395752,,360,1779625020.384717,,3460.0,475.6266554,,,3242
0.9571177363395691,,361,1779625021.284128,,3470.0,476.5260135,,,3242
0.9345199465751648,,362,1779625022.1790857,,3480.0,477.4198816,,,3242
0.9235356450080872,,363,1779625023.0758438,,3490.0,478.317392,,,3242
,0.0002925475029450237,364,1779625035.4266117,,3500.0,490.6673946,0.785139262676239,1.5811374187469482,3242
0.9335983395576477,,365,1779625035.5222971,,3500.0,490.7631433,,,3242
0.9094185829162598,,366,1779625036.4200685,,3510.0,491.6608513,,,3242
0.9434013366699219,,367,1779625037.3104324,,3520.0,492.5519661,,,3242
