_timestamp,_step,val/loss,lr,iter,train/loss,_runtime,train/step_loss,Sample Generation,seed
1779704554.7852228,27,,,250.0,,49.3126294,2.2716970443725586,,2026
1779704555.6864662,28,,,260.0,,50.2139691,2.244797706604004,,2026
1779704556.599503,29,,,270.0,,51.126826,2.2400412559509277,,2026
1779704557.5053,30,,,280.0,,52.032804,2.255629777908325,,2026
1779704558.4189575,31,,,290.0,,52.9457755,2.227583169937134,,2026
1779704559.3325613,32,,,300.0,,53.8598873,2.1997177600860596,,2026
1779704560.2493455,33,,,310.0,,54.7766705,2.2006266117095947,,2026
1779704561.1611392,34,,,320.0,,55.68855,2.1820590496063232,,2026
1779704562.0810754,35,,,330.0,,56.608696,2.1346282958984375,,2026
1779704563.0090718,36,,,340.0,,57.5368856,2.1210153102874756,,2026
1779704563.9399507,37,,,350.0,,58.4679105,2.090895414352417,,2026
1779704564.8731482,38,,,360.0,,59.400892,2.0911576747894287,,2026
1779704565.7798924,39,,,370.0,,60.3072173,2.0893797874450684,,2026
1779704566.7100477,40,,,380.0,,61.2373701,2.0787642002105713,,2026
1779704567.6454308,41,,,390.0,,62.1728184,2.0911953449249268,,2026
1779704568.5643764,42,,,400.0,,63.091655,2.0484466552734375,,2026
1779704569.4917955,43,,,410.0,,64.0200154,1.9972732067108154,,2026
1779704570.4243417,44,,,420.0,,64.9516723,2.010139226913452,,2026
1779704571.3429985,45,,,430.0,,65.8709902,1.9861011505126953,,2026
1779704572.256737,46,,,440.0,,66.7846758,1.9758282899856567,,2026
1779704573.1676316,47,,,450.0,,67.6949567,1.9607259035110474,,2026
1779704574.078181,48,,,460.0,,68.6055057,1.9617451429367065,,2026
1779704575.002514,49,,,470.0,,69.5306723,1.9320495128631592,,2026
1779704575.9152808,50,,,480.0,,70.4426057,1.9465515613555908,,2026
1779704576.8515613,51,,,490.0,,71.3788829,1.880447506904602,,2026
1779704590.576636,52,1.9601523876190186,0.0009852826883675631,500.0,1.803857445716858,85.1038804,,,2026
1779704590.671837,53,,,500.0,,85.1991853,1.8986847400665283,,2026
1779704591.5850513,54,,,510.0,,86.1124829,1.9071574211120605,,2026
1779704592.4945602,55,,,520.0,,87.0218908,1.8632429838180542,,2026
1779704593.424882,56,,,530.0,,87.9525044,1.8589226007461548,,2026
1779704594.3439674,57,,,540.0,,88.8712904,1.8471894264221191,,2026
1779704595.2621026,58,,,550.0,,89.7894274,1.8762203454971313,,2026
1779704596.168089,59,,,560.0,,90.6956122,1.81546151638031,,2026
1779704597.0856888,60,,,570.0,,91.6130136,1.8096245527267456,,2026
1779704598.0026462,61,,,580.0,,92.5294642,1.820650577545166,,2026
1779704598.9165294,62,,,590.0,,93.4438535,1.8140536546707153,,2026
1779704599.8278651,63,,,600.0,,94.3551889,1.8025120496749878,,2026
1779704600.7363415,64,,,610.0,,95.2636654,1.8108552694320679,,2026
1779704601.6581588,65,,,620.0,,96.1849769,1.798564076423645,,2026
1779704602.5677261,66,,,630.0,,97.0950508,1.7888052463531494,,2026
1779704603.4742362,67,,,640.0,,98.0018143,1.7631150484085083,,2026
1779704604.3836622,68,,,650.0,,98.9109878,1.7394518852233887,,2026
1779704605.2971702,69,,,660.0,,99.8245832,1.7445636987686157,,2026
1779704606.2173586,70,,,670.0,,100.7446818,1.735693335533142,,2026
1779704607.1305525,71,,,680.0,,101.657877,1.716282606124878,,2026
1779704608.050823,72,,,690.0,,102.5781458,1.7020196914672852,,2026
1779704608.967207,73,,,700.0,,103.494025,1.7055392265319824,,2026
1779704609.8924813,74,,,710.0,,104.4198081,1.6935837268829346,,2026
1779704610.7968123,75,,,720.0,,105.3241396,1.721849799156189,,2026
1779704611.7145364,76,,,730.0,,106.2418625,1.681492567062378,,2026
1779704612.6270535,77,,,740.0,,107.1543778,1.6561776399612427,,2026
1779704626.4061947,78,1.7710133790969849,0.0009614856803571157,750.0,1.5833379030227661,120.9337141,,,2026
1779704626.5005472,79,,,750.0,,121.0288699,1.691859483718872,,2026
1779704627.4169297,80,,,760.0,,121.9442556,1.6581937074661255,,2026
1779704628.336559,81,,,770.0,,122.8646076,1.663804531097412,,2026
1779704629.2492948,82,,,780.0,,123.7766196,1.6962381601333618,,2026
1779704630.1730444,83,,,790.0,,124.7005668,1.634359359741211,,2026
1779704631.0884383,84,,,800.0,,125.6157694,1.6334306001663208,,2026
1779704632.0157254,85,,,810.0,,126.5430518,1.6174097061157227,,2026
1779704632.9321659,86,,,820.0,,127.4603522,1.6568318605422974,,2026
1779704633.8510666,87,,,830.0,,128.3783919,1.6244285106658936,,2026
1779704634.7646437,88,,,840.0,,129.291967,1.5985896587371826,,2026
1779704635.6771164,89,,,850.0,,130.204441,1.6044707298278809,,2026
1779704636.641866,90,,,860.0,,131.1693746,1.6359657049179077,,2026
1779704637.5624537,91,,,870.0,,132.0897766,1.6341172456741333,,2026
1779704638.5189345,92,,,880.0,,133.0462585,1.615267038345337,,2026
1779704639.4910984,93,,,890.0,,134.0185095,1.6168290376663208,,2026
1779704640.469419,94,,,900.0,,134.9967418,1.6069653034210205,,2026
1779704641.462208,95,,,910.0,,135.9895333,1.5641359090805054,,2026
1779704642.4227958,96,,,920.0,,136.9508369,1.5832029581069946,,2026
1779704643.3652346,97,,,930.0,,137.8928073,1.5733873844146729,,2026
1779704644.3004415,98,,,940.0,,138.8272595,1.5592918395996094,,2026
1779704645.2434828,99,,,950.0,,139.7708047,1.5654665231704712,,2026
1779704646.1948252,100,,,960.0,,140.7222657,1.5998106002807617,,2026
1779704647.1277814,101,,,970.0,,141.6558219,1.53271484375,,2026
1779704648.0604975,102,,,980.0,,142.5878914,1.5515562295913696,,2026
1779704649.0039306,103,,,990.0,,143.5314006,1.5786023139953613,,2026
1779704663.0020335,104,1.6651591062545776,0.0009271396472013282,1000.0,1.4633578062057495,157.5293478,,,2026
1779704663.099875,105,,,1000.0,,157.6272709,1.5407044887542725,,2026
1779704664.0428348,106,,,1010.0,,158.5702288,1.5601152181625366,,2026
1779704664.990815,107,,,1020.0,,159.5181388,1.5648133754730225,,2026
1779704665.9371753,108,,,1030.0,,160.4645005,1.5207040309906006,,2026
1779704666.884228,109,,,1040.0,,161.4115559,1.5470637083053589,,2026
1779704667.825643,110,,,1050.0,,162.3529712,1.5572059154510498,,2026
1779704668.765148,111,,,1060.0,,163.292508,1.5372498035430908,,2026
1779704669.7113974,112,,,1070.0,,164.2387271,1.5127243995666504,,2026
1779704670.6502433,113,,,1080.0,,165.1775673,1.5481698513031006,,2026
1779704671.594736,114,,,1090.0,,166.1220607,1.5357166528701782,,2026
1779704672.5298753,115,,,1100.0,,167.0582012,1.528236985206604,,2026
1779704673.4716358,116,,,1110.0,,167.9994533,1.5372593402862549,,2026
1779704674.4114025,117,,,1120.0,,168.9387468,1.507003664970398,,2026
1779704675.3509588,118,,,1130.0,,169.8788178,1.5315232276916504,,2026
1779704676.2898865,119,,,1140.0,,170.817212,1.4885597229003906,,2026
1779704677.233021,120,,,1150.0,,171.7603465,1.524430274963379,,2026
1779704678.1745288,121,,,1160.0,,172.7019888,1.4897030591964722,,2026
1779704679.1173563,122,,,1170.0,,173.6446805,1.4649019241333008,,2026
1779704680.0684028,123,,,1180.0,,174.5957263,1.5088574886322021,,2026
1779704681.0094635,124,,,1190.0,,175.5374096,1.4876314401626587,,2026
1779704681.9498541,125,,,1200.0,,176.477304,1.4795122146606445,,2026
1779704682.9039881,126,,,1210.0,,177.4315576,1.4928375482559204,,2026
1779704683.854799,127,,,1220.0,,178.3828265,1.481330156326294,,2026
1779704684.8148127,128,,,1230.0,,179.3423688,1.5215153694152832,,2026
1779704685.7811286,129,,,1240.0,,180.3084916,1.4230438470840454,,2026
1779704699.6478615,130,1.611815333366394,0.000883125098683892,1250.0,1.393680453300476,194.1751173,,,2026
1779704699.7456734,131,,,1250.0,,194.2724915,1.4917885065078735,,2026
1779704700.6652153,132,,,1260.0,,195.1925386,1.4615788459777832,,2026
1779704701.5868871,133,,,1270.0,,196.1142101,1.452959418296814,,2026
1779704702.5229688,134,,,1280.0,,197.0505169,1.5095975399017334,,2026
1779704703.4736602,135,,,1290.0,,198.0012728,1.4576430320739746,,2026
1779704704.3972836,136,,,1300.0,,198.9246972,1.4745770692825317,,2026
1779704705.3195934,137,,,1310.0,,199.8472171,1.4602208137512207,,2026
1779704706.257949,138,,,1320.0,,200.7856446,1.4460939168930054,,2026
1779704707.206233,139,,,1330.0,,201.7335576,1.4422036409378052,,2026
1779704708.1665263,140,,,1340.0,,202.6948652,1.4818048477172852,,2026
1779704709.130067,141,,,1350.0,,203.6568853,1.44514000415802,,2026
1779704710.069173,142,,,1360.0,,204.5964962,1.441831350326538,,2026
1779704711.0123072,143,,,1370.0,,205.5396312,1.4451788663864136,,2026
1779704711.9443169,144,,,1380.0,,206.4716404,1.438638687133789,,2026
1779704712.8784964,145,,,1390.0,,207.4060434,1.4529330730438232,,2026
1779704713.8283744,146,,,1400.0,,208.3557002,1.4319682121276855,,2026
1779704714.7704432,147,,,1410.0,,209.2976268,1.4397763013839722,,2026
1779704715.695999,148,,,1420.0,,210.2233367,1.4402046203613281,,2026
1779704716.6529355,149,,,1430.0,,211.180543,1.4387428760528564,,2026
1779704717.5878153,150,,,1440.0,,212.1158906,1.4205219745635986,,2026
1779704718.5112936,151,,,1450.0,,213.0386196,1.427222490310669,,2026
1779704719.430815,152,,,1460.0,,213.9581386,1.4096331596374512,,2026
1779704720.3779762,153,,,1470.0,,214.9053125,1.4337735176086426,,2026
1779704721.34456,154,,,1480.0,,215.8720528,1.4458518028259277,,2026
1779704722.2944872,155,,,1490.0,,216.8222221,1.4120385646820068,,2026
1779704736.0435479,156,1.574455738067627,0.0008305704108364302,1500.0,1.344731092453003,230.5718651,,,2026
1779704736.1412656,157,,,1500.0,,230.6685926,1.4669830799102783,,2026
1779704737.0524774,158,,,1510.0,,231.5801266,1.419273018836975,,2026
1779704737.9680145,159,,,1520.0,,232.4956267,1.392614483833313,,2026
1779704738.8817315,160,,,1530.0,,233.4092655,1.4089444875717163,,2026
1779704739.8052974,161,,,1540.0,,234.3326224,1.3917394876480103,,2026
1779704740.7140305,162,,,1550.0,,235.2421951,1.4292716979980469,,2026
1779704741.6327665,163,,,1560.0,,236.1600895,1.382637619972229,,2026
1779704742.544081,164,,,1570.0,,237.0714045,1.418144941329956,,2026
1779704743.4503188,165,,,1580.0,,237.9778514,1.4273265600204468,,2026
1779704744.363406,166,,,1590.0,,238.8913246,1.4033786058425903,,2026
1779704745.2793965,167,,,1600.0,,239.8071098,1.417577862739563,,2026
1779704746.189613,168,,,1610.0,,240.7177186,1.4044439792633057,,2026
1779704747.1036253,169,,,1620.0,,241.6312257,1.3841290473937988,,2026
1779704748.0123706,170,,,1630.0,,242.539697,1.4001115560531616,,2026
1779704748.926989,171,,,1640.0,,243.4547482,1.3965034484863281,,2026
1779704749.8334312,172,,,1650.0,,244.3607592,1.3715407848358154,,2026
1779704750.74131,173,,,1660.0,,245.2686321,1.393326997756958,,2026
1779704751.6518347,174,,,1670.0,,246.1793462,1.4017246961593628,,2026
1779704752.5686307,175,,,1680.0,,247.0959528,1.3927382230758667,,2026
1779704753.4773643,176,,,1690.0,,248.0046859,1.3887505531311035,,2026
1779704754.3822265,177,,,1700.0,,248.9097963,1.361773133277893,,2026
1779704755.2977548,178,,,1710.0,,249.824573,1.398178219795227,,2026
1779704756.1998615,179,,,1720.0,,250.7272907,1.3865011930465698,,2026
1779704757.110461,180,,,1730.0,,251.6372789,1.3731091022491455,,2026
1779704758.0175726,181,,,1740.0,,252.5448956,1.3876985311508179,,2026
1779704771.3832192,182,1.5454808473587036,0.0007708228984017721,1750.0,1.3019410371780396,265.9108828,,,2026
1779704771.4773698,183,,,1750.0,,266.0049589,1.3904598951339722,,2026
1779704772.3800373,184,,,1760.0,,266.9073622,1.3933711051940918,,2026
1779704773.2843227,185,,,1770.0,,267.8118048,1.3688544034957886,,2026
1779704774.188525,186,,,1780.0,,268.7167976,1.3586783409118652,,2026
1779704775.0909276,187,,,1790.0,,269.6182543,1.3845092058181763,,2026
1779704775.9912887,188,,,1800.0,,270.5186127,1.36777663230896,,2026
1779704776.8870628,189,,,1810.0,,271.4144532,1.37029230594635,,2026
1779704777.782805,190,,,1820.0,,272.3101292,1.3752142190933228,,2026
1779704778.6863248,191,,,1830.0,,273.2141168,1.4037277698516846,,2026
1779704779.5839653,192,,,1840.0,,274.1112938,1.386064887046814,,2026
1779704780.4861937,193,,,1850.0,,275.0145707,1.3753397464752197,,2026
1779704781.3834772,194,,,1860.0,,275.9102953,1.3494372367858887,,2026
1779704782.282218,195,,,1870.0,,276.8095403,1.3411402702331543,,2026
1779704783.1846395,196,,,1880.0,,277.7125415,1.378902792930603,,2026
1779704784.0874648,197,,,1890.0,,278.6150051,1.3525333404541016,,2026
1779704784.991094,198,,,1900.0,,279.5184182,1.3747148513793945,,2026
1779704785.8892,199,,,1910.0,,280.4165458,1.3403719663619995,,2026
1779704786.7914267,200,,,1920.0,,281.3189119,1.3858976364135742,,2026
1779704787.6960843,201,,,1930.0,,282.2236177,1.378451943397522,,2026
1779704788.5960631,202,,,1940.0,,283.1233896,1.3721189498901367,,2026
1779704789.4986684,203,,,1950.0,,284.0266965,1.328141212463379,,2026
1779704790.3993866,204,,,1960.0,,284.926708,1.3509933948516846,,2026
1779704791.3028862,205,,,1970.0,,285.8302107,1.35356605052948,,2026
1779704792.2033567,206,,,1980.0,,286.7306797,1.3204889297485352,,2026
1779704793.0986125,207,,,1990.0,,287.6259804,1.331294298171997,,2026
1779704806.3658595,208,1.5242071151733398,0.0007054142744895884,2000.0,1.2704249620437622,300.8931952,,,2026
1779704806.459561,209,,,2000.0,,300.9873118,1.324674129486084,,2026
1779704807.3585877,210,,,2010.0,,301.8859107,1.337918996810913,,2026
1779704808.2553012,211,,,2020.0,,302.7826243,1.3307740688323975,,2026
1779704809.152252,212,,,2030.0,,303.6797546,1.331416130065918,,2026
1779704810.0487342,213,,,2040.0,,304.5768862,1.3560831546783447,,2026
1779704810.9471936,214,,,2050.0,,305.4747767,1.341026782989502,,2026
1779704811.8445952,215,,,2060.0,,306.3720072,1.3458462953567505,,2026
1779704812.743777,216,,,2070.0,,307.2712461,1.348813772201538,,2026
1779704813.6427114,217,,,2080.0,,308.1700379,1.3183033466339111,,2026
1779704814.5364752,218,,,2090.0,,309.064086,1.381272792816162,,2026
1779704815.429104,219,,,2100.0,,309.9564267,1.3373332023620605,,2026
1779704816.32725,220,,,2110.0,,310.8545741,1.322683572769165,,2026
1779704817.225934,221,,,2120.0,,311.7532558,1.3361198902130127,,2026
1779704818.1194878,222,,,2130.0,,312.6469545,1.2987077236175537,,2026
1779704819.0170486,223,,,2140.0,,313.5443729,1.3479137420654297,,2026
1779704819.9120646,224,,,2150.0,,314.4391833,1.330803632736206,,2026
1779704820.8070955,225,,,2160.0,,315.3344202,1.3181856870651245,,2026
1779704821.7022023,226,,,2170.0,,316.2295255,1.3188636302947998,,2026
1779704822.6038568,227,,,2180.0,,317.1311805,1.311871886253357,,2026
1779704823.5003865,228,,,2190.0,,318.0282153,1.2948609590530396,,2026
1779704824.3970902,229,,,2200.0,,318.9246278,1.3452543020248413,,2026
1779704825.294739,230,,,2210.0,,319.8220629,1.295450210571289,,2026
1779704826.1912892,231,,,2220.0,,320.7186126,1.3119603395462036,,2026
1779704827.0872383,232,,,2230.0,,321.6145693,1.3415076732635498,,2026
1779704827.9840333,233,,,2240.0,,322.5113543,1.31561279296875,,2026
1779704841.2849996,234,1.517001986503601,0.0006360213829156177,2250.0,1.2444636821746826,335.8131551,,,2026
1779704841.3795028,235,,,2250.0,,335.9069253,1.3249043226242065,,2026
1779704842.2755907,236,,,2260.0,,336.8029439,1.288488507270813,,2026
1779704843.172757,237,,,2270.0,,337.700079,1.3208229541778564,,2026
1779704844.0684743,238,,,2280.0,,338.5957986,1.3181105852127075,,2026
1779704844.9666152,239,,,2290.0,,339.4939408,1.309177279472351,,2026
1779704845.8629465,240,,,2300.0,,340.3902718,1.261274814605713,,2026
1779704846.7600665,241,,,2310.0,,341.287392,1.3325153589248657,,2026
1779704847.6566699,242,,,2320.0,,342.1839941,1.311292052268982,,2026
1779704848.553607,243,,,2330.0,,343.0809301,1.3052387237548828,,2026
1779704849.4499116,244,,,2340.0,,343.9780503,1.3312708139419556,,2026
1779704850.3436017,245,,,2350.0,,344.8709256,1.3071397542953491,,2026
1779704851.2415943,246,,,2360.0,,345.7689186,1.2886334657669067,,2026
1779704852.1385915,247,,,2370.0,,346.6659241,1.3051376342773438,,2026
1779704853.0341167,248,,,2380.0,,347.5617088,1.3206920623779297,,2026
1779704853.9313204,249,,,2390.0,,348.4586446,1.2859669923782349,,2026
1779704854.8299725,250,,,2400.0,,349.3573009,1.3144607543945312,,2026
1779704855.7252722,251,,,2410.0,,350.2525951,1.2823952436447144,,2026
1779704856.621821,252,,,2420.0,,351.1492082,1.3185096979141235,,2026
1779704857.5209312,253,,,2430.0,,352.0482642,1.2832268476486206,,2026
1779704858.4169168,254,,,2440.0,,352.944248,1.2826377153396606,,2026
1779704859.3142016,255,,,2450.0,,353.8415276,1.2834444046020508,,2026
1779704860.209108,256,,,2460.0,,354.736433,1.297562599182129,,2026
1779704861.108433,257,,,2470.0,,355.635251,1.3041936159133911,,2026
1779704862.0048819,258,,,2480.0,,356.532207,1.2760883569717407,,2026
1779704862.9004667,259,,,2490.0,,357.4287907,1.2934168577194214,,2026
1779704876.2065773,260,1.508573293685913,0.000564423209907245,2500.0,1.2200320959091187,370.7339487,,,2026
1779704876.2997591,261,,,2500.0,,370.8275168,1.2631101608276367,,2026
1779704877.1967177,262,,,2510.0,,371.7240452,1.2876460552215576,,2026
1779704878.0931914,263,,,2520.0,,372.6210402,1.3208281993865967,,2026
1779704878.989503,264,,,2530.0,,373.5175294,1.2763417959213257,,2026
1779704879.8854911,265,,,2540.0,,374.4128149,1.3162485361099243,,2026
1779704880.7814379,266,,,2550.0,,375.3087891,1.306088924407959,,2026
1779704881.6763065,267,,,2560.0,,376.2036309,1.3175125122070312,,2026
1779704882.5729063,268,,,2570.0,,377.1004901,1.2589237689971924,,2026
1779704883.469543,269,,,2580.0,,377.996872,1.3028082847595215,,2026
1779704884.365351,270,,,2590.0,,378.8928366,1.2760205268859863,,2026
1779704885.2649248,271,,,2600.0,,379.792702,1.3056564331054688,,2026
1779704886.1620793,272,,,2610.0,,380.6894045,1.2660466432571411,,2026
1779704887.056747,273,,,2620.0,,381.5840719,1.2925487756729126,,2026
1779704887.9531968,274,,,2630.0,,382.4805208,1.312625527381897,,2026
1779704888.8484766,275,,,2640.0,,383.3759258,1.2956533432006836,,2026
1779704889.741833,276,,,2650.0,,384.270177,1.28399658203125,,2026
1779704890.6402082,277,,,2660.0,,385.1675395,1.2864189147949219,,2026
1779704891.535754,278,,,2670.0,,386.063996,1.2650600671768188,,2026
1779704892.4335842,279,,,2680.0,,386.9609115,1.2552951574325562,,2026
1779704893.3294413,280,,,2690.0,,387.8567652,1.2586112022399902,,2026
1779704894.2271376,281,,,2700.0,,388.7549851,1.2698572874069214,,2026
1779704895.1241071,282,,,2710.0,,389.6516361,1.2848882675170898,,2026
1779704896.0202498,283,,,2720.0,,390.5475735,1.241007685661316,,2026
1779704896.914528,284,,,2730.0,,391.4418526,1.2789487838745117,,2026
1779704897.8120675,285,,,2740.0,,392.3393931,1.2574462890625,,2026
1779704911.0728772,286,1.4908530712127686,0.0004924552772419723,2750.0,1.188193678855896,405.6006879,,,2026
1779704911.167091,287,,,2750.0,,405.6946035,1.277199387550354,,2026
1779704912.0644648,288,,,2760.0,,406.5917894,1.2472740411758423,,2026
1779704912.9617484,289,,,2770.0,,407.4890704,1.268644094467163,,2026
1779704913.8608117,290,,,2780.0,,408.3881356,1.2746062278747559,,2026
1779704914.7585068,291,,,2790.0,,409.2860264,1.2394111156463623,,2026
1779704915.6554928,292,,,2800.0,,410.1828179,1.2659443616867065,,2026
1779704916.551183,293,,,2810.0,,411.0785103,1.2426854372024536,,2026
1779704917.4460132,294,,,2820.0,,411.9733478,1.271421194076538,,2026
1779704918.3436954,295,,,2830.0,,412.8710203,1.2666484117507935,,2026
1779704919.237964,296,,,2840.0,,413.7647821,1.278066873550415,,2026
1779704920.1342392,297,,,2850.0,,414.6618454,1.2262507677078247,,2026
1779704921.0304878,298,,,2860.0,,415.5581062,1.2598389387130737,,2026
1779704921.92731,299,,,2870.0,,416.4546601,1.242738127708435,,2026
1779704922.8240657,300,,,2880.0,,417.3519647,1.243672490119934,,2026
1779704923.721122,301,,,2890.0,,418.2485544,1.272334098815918,,2026
1779704924.6151543,302,,,2900.0,,419.1424777,1.2508251667022705,,2026
1779704925.5118346,303,,,2910.0,,420.039161,1.2463144063949585,,2026
1779704926.4072146,304,,,2920.0,,420.9345379,1.269731044769287,,2026
1779704927.303602,305,,,2930.0,,421.8311042,1.2435182332992554,,2026
1779704928.2008193,306,,,2940.0,,422.7281412,1.2405203580856323,,2026
1779704929.0985065,307,,,2950.0,,423.6258317,1.2208583354949951,,2026
1779704929.996464,308,,,2960.0,,424.5237876,1.2333722114562988,,2026
1779704930.8930688,309,,,2970.0,,425.4212278,1.2454609870910645,,2026
1779704931.790249,310,,,2980.0,,426.318634,1.2438292503356934,,2026
1779704932.6853056,311,,,2990.0,,427.2126283,1.243897557258606,,2026
1779704945.96496,312,1.4857335090637207,0.0004219625860160354,3000.0,1.1711363792419434,440.4923635,,,2026
1779704946.0592704,313,,,3000.0,,440.5865946,1.276100993156433,,2026
1779704946.9538891,314,,,3010.0,,441.4812334,1.2421104907989502,,2026
1779704947.8490067,315,,,3020.0,,442.3763312,1.2544363737106323,,2026
1779704948.7471833,316,,,3030.0,,443.2745088,1.2587578296661377,,2026
1779704949.643167,317,,,3040.0,,444.1704914,1.2407095432281494,,2026
1779704950.5386207,318,,,3050.0,,445.0659444,1.2400752305984497,,2026
1779704951.4351623,319,,,3060.0,,445.9628729,1.2401899099349976,,2026
1779704952.3339708,320,,,3070.0,,446.8612948,1.2333794832229614,,2026
1779704953.2274072,321,,,3080.0,,447.7553125,1.2364373207092285,,2026
1779704954.1248386,322,,,3090.0,,448.6531432,1.267337679862976,,2026
1779704955.0214293,323,,,3100.0,,449.549548,1.2371513843536377,,2026
1779704955.916029,324,,,3110.0,,450.4433535,1.2395657300949097,,2026
1779704956.8116019,325,,,3120.0,,451.3389273,1.2663697004318237,,2026
1779704957.7076824,326,,,3130.0,,452.2350067,1.2334637641906738,,2026
1779704958.6030164,327,,,3140.0,,453.1303388,1.225643515586853,,2026
1779704959.4991117,328,,,3150.0,,454.0265218,1.2144855260849,,2026
1779704960.3973951,329,,,3160.0,,454.9252506,1.2525264024734497,,2026
1779704961.295357,330,,,3170.0,,455.8226816,1.220911979675293,,2026
1779704962.1924746,331,,,3180.0,,456.7203265,1.2272615432739258,,2026
1779704963.0900211,332,,,3190.0,,457.6180304,1.2170178890228271,,2026
1779704963.9863694,333,,,3200.0,,458.5142647,1.2358752489089966,,2026
1779704964.8812077,334,,,3210.0,,459.4085878,1.2298253774642944,,2026
1779704965.7782261,335,,,3220.0,,460.3057108,1.2172324657440186,,2026
1779704966.6763232,336,,,3230.0,,461.2036511,1.2515660524368286,,2026
1779704967.5718834,337,,,3240.0,,462.0992848,1.2209303379058838,,2026
1779704980.835103,338,1.4723591804504395,0.00035475231739709885,3250.0,1.1489207744598389,475.363429,,,2026
1779704980.932126,339,,,3250.0,,475.4597446,1.2335771322250366,,2026
1779704981.828565,340,,,3260.0,,476.355887,1.2258929014205933,,2026
1779704982.7229404,341,,,3270.0,,477.2503743,1.2386442422866821,,2026
1779704983.6174302,342,,,3280.0,,478.1449752,1.23550283908844,,2026
1779704984.5151331,343,,,3290.0,,479.0424829,1.231263518333435,,2026
1779704985.4102762,344,,,3300.0,,479.9375989,1.2571903467178345,,2026
1779704986.3070097,345,,,3310.0,,480.8344459,1.2122392654418945,,2026
1779704987.2038841,346,,,3320.0,,481.7313172,1.200608253479004,,2026
1779704988.1007004,347,,,3330.0,,482.6285204,1.2555246353149414,,2026
1779704988.9985952,348,,,3340.0,,483.5259172,1.212146282196045,,2026
1779704989.8942566,349,,,3350.0,,484.4216983,1.2223743200302124,,2026
1779704990.7910628,350,,,3360.0,,485.3188822,1.2314131259918213,,2026
1779704991.6866837,351,,,3370.0,,486.2147921,1.2375184297561646,,2026
1779704992.5842485,352,,,3380.0,,487.1115709,1.1980727910995483,,2026
1779704993.4804616,353,,,3390.0,,488.0078308,1.214491367340088,,2026
1779704994.375909,354,,,3400.0,,488.9033641,1.1710199117660522,,2026
1779704995.272444,355,,,3410.0,,489.7998638,1.226043701171875,,2026
1779704996.1694076,356,,,3420.0,,490.6967314,1.2030153274536133,,2026
1779704997.0670664,357,,,3430.0,,491.5943908,1.212363839149475,,2026
1779704997.9625049,358,,,3440.0,,492.4898291,1.1815842390060425,,2026
1779704998.8601933,359,,,3450.0,,493.3877465,1.1954851150512695,,2026
1779704999.757206,360,,,3460.0,,494.2845414,1.237863540649414,,2026
1779705000.652326,361,,,3470.0,,495.1802374,1.1957324743270874,,2026
1779705001.5478766,362,,,3480.0,,496.0753206,1.2223528623580933,,2026
1779705002.444897,363,,,3490.0,,496.9722453,1.2047457695007324,,2026
1779705015.740041,364,1.4676400423049927,0.0002925475029450237,3500.0,1.1264840364456177,510.2682121,,,2026
1779705015.8355436,365,,,3500.0,,510.3628702,1.2035380601882935,,2026
1779705016.732457,366,,,3510.0,,511.2597813,1.2286872863769531,,2026
1779705017.629318,367,,,3520.0,,512.1566641,1.1995773315429688,,2026
